epoch,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/si_re,train/total_loss,train/total_loss_smma
,0.001,0,,,,,,,
0,,60,0.4876292049884796,0.01895963028073311,0.1627933382987976,0.006410821340978146,0.7562154531478882,0.18816375732421875,
,0.001,61,,,,,,,
1,,121,0.45725706219673157,0.00826349575072527,9.44983257795684e-05,0.0031080967746675014,0.769727349281311,0.011466091498732567,
,0.001,122,,,,,,,
2,,182,0.4384435713291168,0.016975900158286095,3.6662186175817624e-05,0.0011231184471398592,0.5297794938087463,0.01813567988574505,
,0.001,183,,,,,,,
3,,243,0.4177521765232086,0.01268779207020998,0.0002044552966253832,0.0021654432639479637,0.5272975564002991,0.015057693235576153,
,0.001,244,,,,,,,
4,,304,0.39668190479278564,0.00850407499819994,9.72674970398657e-05,0.0007803275366313756,0.5538516044616699,0.009381669573485851,
,0.001,305,,,,,,,
5,,365,0.37963902950286865,0.008428839966654778,0.0001002762364805676,0.00042708663386292756,0.5377731919288635,0.008956202305853367,
,0.001,366,,,,,,,
6,,426,0.3657039403915405,0.006783768068999052,1.3188040611566976e-05,0.00013732470688410103,0.44014760851860046,0.0069342805072665215,
,0.001,427,,,,,,,
7,,487,0.3517894148826599,0.010401948355138302,0.00014308914251159877,0.0006288654403761029,0.6361793875694275,0.011173906736075878,
,0.001,488,,,,,,,
8,,548,0.33325788378715515,0.009607159532606602,7.473884033970535e-05,0.0009297896176576614,0.4313284158706665,0.010611687786877155,
,0.001,549,,,,,,,
9,,609,0.3188488781452179,0.008043543435633183,7.682216528337449e-05,0.0004865492519456893,0.6130707263946533,0.008606916293501854,
,0.001,610,,,,,,,
10,,670,0.3063218295574188,0.004899095743894577,0.00011188543430762365,0.00016427588707301766,0.5328207612037659,0.005175257101655006,
,0.001,671,,,,,,,
11,,731,0.29768627882003784,0.005882719531655312,9.560139733366668e-05,5.3451636631507427e-05,0.4379318356513977,0.006031774915754795,
,0.001,732,,,,,,,
12,,792,0.28993698954582214,0.007171850185841322,0.00013801493332721293,6.958339508855715e-05,0.6356503963470459,0.007379448972642422,
,0.001,793,,,,,,,
13,,853,0.2823338508605957,0.01223059557378292,0.0001782684266800061,0.00020978451357223094,0.48400187492370605,0.012618647888302803,
,0.001,854,,,,,,,
14,,914,0.2734999358654022,0.008360021747648716,0.000438845221651718,0.00018870517669711262,0.601621150970459,0.008987574838101864,
,0.001,915,,,,,,,
15,,975,0.27101442217826843,0.00804860144853592,2.8281636332394555e-05,4.208546306472272e-05,0.5860706567764282,0.008118967525660992,
,0.001,976,,,,,,,
