epoch,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss,train/total_loss_smma
,0.001,0,,,,,,
0,,80,0.49563345313072205,0.00663668243214488,0.08849359303712845,0.004006937611848116,0.09913719445466995,
,0.001,81,,,,,,
1,,161,0.4762674570083618,0.006034551654011011,0.0001940452930284664,0.000766285287681967,0.006994883995503187,
,0.001,162,,,,,,
2,,242,0.4530664384365082,0.005452201701700687,0.00018084571638610214,0.001268963678739965,0.006902008783072233,
,0.001,243,,,,,,
3,,323,0.4344114363193512,0.008279806934297085,0.0001364751224173233,0.00091409997548908,0.009330382570624352,
,0.001,324,,,,,,
4,,404,0.4094921350479126,0.006441327277570963,0.0006261430098675191,0.0009219077182933688,0.007989376783370972,
,0.001,405,,,,,,
5,,485,0.3889458179473877,0.005044811405241489,0.0002623019099701196,0.0005457900115288794,0.005852901842445135,
,0.001,486,,,,,,
6,,566,0.36686915159225464,0.005683868192136288,9.752612095326185e-05,0.0004954810137860477,0.006276874803006649,
,0.001,567,,,,,,
7,,647,0.3463301956653595,0.007069435901939869,0.00021018553525209427,0.0006368159083649516,0.007916437461972237,
,0.001,648,,,,,,
8,,728,0.31825533509254456,0.007145396899431944,0.00012027499178657308,0.00033255532616749406,0.007598227355629206,
,0.001,729,,,,,,
9,,809,0.2882882356643677,0.007984471507370472,0.00011468745651654899,0.0004012113786302507,0.008500367403030396,
,0.001,810,,,,,,
10,,890,0.2687925100326538,0.005599834956228733,2.7168529413756914e-05,0.00017707406368572265,0.005804078187793493,
,0.001,891,,,,,,
11,,971,0.25357773900032043,0.0058519793674349785,0.0002652752446010709,5.2594434237107635e-05,0.006169848144054413,
,0.001,972,,,,,,
12,,1052,0.24597038328647614,0.00608750618994236,0.00012904894538223743,0.00013791004312224686,0.006354465149343014,
,0.001,1053,,,,,,
13,,1133,0.23510174453258514,0.0061688353307545185,3.3181589969899505e-05,0.0004103600513190031,0.00661237770691514,
,0.001,1134,,,,,,
14,,1214,0.22630688548088074,0.005943531636148691,0.00010715758253354579,4.05117534683086e-05,0.006091199815273285,
,0.001,1215,,,,,,
15,,1295,0.2202610820531845,0.004751591943204403,7.080752402544022e-05,3.419433778617531e-05,0.004856593441218138,
,0.001,1296,,,,,,
