epoch,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss,train/total_loss_smma,val/si_re
,0.001,0,,,,,,,
0,,60,0.4879654347896576,0.03271831199526787,0.15872979164123535,0.005672944709658623,0.1971210241317749,,0.5495654940605164
,0.001,61,,,,,,,
1,,121,0.4689306616783142,0.008136581629514694,0.0005766762769781053,0.002166180172935128,0.010879440233111382,,0.4460752606391907
,0.001,122,,,,,,,
2,,182,0.44483599066734314,0.006933402270078659,0.00010414954886073247,0.0006944498745724559,0.007732003461569548,,0.3796010911464691
,0.001,183,,,,,,,
3,,243,0.425936222076416,0.005524008069187403,2.9610066121676937e-05,0.0013184159761294723,0.006872032769024372,,0.5786485075950623
,0.001,244,,,,,,,
4,,304,0.4114242494106293,0.006111803464591503,0.0001305959012825042,0.0009661646327003837,0.007208564784377813,,0.404769629240036
,0.001,305,,,,,,,
5,,365,0.3917490541934967,0.005646384321153164,0.0001187080197269097,0.00019908440299332142,0.0059641762636601925,,0.39745092391967773
,0.001,366,,,,,,,
6,,426,0.372281551361084,0.008894450031220913,8.902224362827837e-05,0.0006527314544655383,0.00963620375841856,,0.44354236125946045
,0.001,427,,,,,,,
7,,487,0.34623071551322937,0.016458991914987564,7.710618956480175e-05,0.001192683121189475,0.01772877760231495,,0.4577421545982361
,0.001,488,,,,,,,
8,,548,0.3328332304954529,0.0073706465773284435,0.0008019170491024852,0.000305127672618255,0.008477690629661083,,0.427841454744339
,0.001,549,,,,,,,
9,,609,0.3217464089393616,0.008036890998482704,0.00041237345430999994,0.0002621884923428297,0.008711453527212143,,0.3696155250072479
,0.001,610,,,,,,,
10,,670,0.3109307289123535,0.007572542876005173,0.00024073182430583984,0.00014367302355822176,0.00795694813132286,,0.6497024297714233
,0.001,671,,,,,,,
11,,731,0.3059060275554657,0.005858422257006168,5.3612417104886845e-05,7.008273678366095e-05,0.005982117727398872,,0.5067936778068542
,0.001,732,,,,,,,
12,,792,0.2939666509628296,0.007016678340733051,1.5124827768886462e-05,7.202103006420657e-05,0.007103824522346258,,0.657566249370575
,0.001,793,,,,,,,
13,,853,0.2850811183452606,0.00655638612806797,1.4318632565846201e-05,0.00012015477113891393,0.006690858863294125,,0.34784650802612305
,0.001,854,,,,,,,
14,,914,0.27011144161224365,0.006895877420902252,0.0013263557339087129,0.0003283692349214107,0.008550602942705154,,0.4852561950683594
,0.001,915,,,,,,,
15,,975,0.259001225233078,0.009296477772295475,1.6382809917558916e-05,0.00017271073011215776,0.009485570713877678,,0.46231427788734436
,0.001,976,,,,,,,
16,,1036,0.2456032782793045,0.006741383112967014,0.00014289250248111784,0.00010427527013234794,0.006988551467657089,,0.6073091626167297
,0.001,1037,,,,,,,
17,,1097,0.23939993977546692,0.007055680733174086,6.425000174203888e-05,0.0001357857690891251,0.007255716249346733,,0.45926833152770996
,0.001,1098,,,,,,,
18,,1158,0.23098300397396088,0.007203901186585426,5.840999619977083e-06,3.0927418265491724e-05,0.00724067073315382,,0.6577674150466919
,0.001,1159,,,,,,,
19,,1219,0.2235535830259323,0.008592731319367886,4.576864284899784e-06,0.0001053196974680759,0.008702629245817661,,0.6580523252487183
,0.001,1220,,,,,,,
20,,1280,0.21682412922382355,0.006825639400631189,5.104547381051816e-05,0.0003167267714161426,0.00719341030344367,,0.5255126357078552
,0.001,1281,,,,,,,
21,,1341,0.21223101019859314,0.006905851885676384,0.0003032571403309703,0.00016454741125926375,0.007373659405857325,,0.5941675305366516
,0.001,1342,,,,,,,
22,,1402,0.20741760730743408,0.006577243097126484,0.0004526578413788229,9.46073851082474e-05,0.007124507799744606,,0.5747619271278381
,0.001,1403,,,,,,,
23,,1463,0.20675955712795258,0.006890465505421162,0.00020492302428465337,0.00010566320997895673,0.007201051339507103,,0.4634258449077606
,0.001,1464,,,,,,,
24,,1524,0.20302093029022217,0.006841841619461775,0.00024146195210050792,0.00011486282892292365,0.0071981665678322315,,0.6694644689559937
,0.001,1525,,,,,,,
25,,1585,0.19650937616825104,0.006901866290718317,3.8601268897764385e-05,8.723204518901184e-05,0.007027698680758476,,0.5819368362426758
,0.001,1586,,,,,,,
26,,1646,0.19277365505695343,0.007725957315415144,5.978549233986996e-05,3.8538284570677206e-05,0.007824280299246311,,0.6916399002075195
,0.001,1647,,,,,,,
27,,1707,0.19227851927280426,0.006371848750859499,0.00010401666804682463,3.912696411134675e-05,0.006514992099255323,,0.6111688017845154
,0.001,1708,,,,,,,
28,,1768,0.19178780913352966,0.007607529871165752,0.0001451701537007466,8.29453783808276e-05,0.007835645228624344,,0.5809831619262695
,0.001,1769,,,,,,,
29,,1829,0.18996202945709229,0.005062279757112265,2.416662209725473e-05,0.000107871564978268,0.005194318946450949,,0.826799213886261
,0.001,1830,,,,,,,
30,,1890,0.19003628194332123,0.004670200403779745,1.5223099580907729e-05,6.127721280790865e-05,0.004746700637042522,,0.5524620413780212
,0.001,1891,,,,,,,
31,,1951,0.18893644213676453,0.006306752562522888,7.197812374215573e-05,9.260802471544594e-05,0.0064713372848927975,,0.6167536377906799
,0.001,1952,,,,,,,
32,,2012,0.19978784024715424,0.008396792225539684,6.819223199272528e-05,7.419023313559592e-05,0.008539173752069473,,0.6871470808982849
,0.001,2013,,,,,,,
33,,2073,0.20124706625938416,0.004370995331555605,4.870997872785665e-05,4.2400930396979675e-05,0.00446210615336895,,0.4783611595630646
,0.001,2074,,,,,,,
34,,2134,0.20570728182792664,0.005402794573456049,0.00013882084749639034,6.04034103162121e-05,0.005602018442004919,,0.6278131008148193
,0.001,2135,,,,,,,
35,,2195,0.20265407860279083,0.008171099238097668,5.9303216403350234e-05,0.00012662836525123566,0.008357031270861626,,0.7741013765335083
,0.001,2196,,,,,,,
36,,2256,0.1939629465341568,0.006454122252762318,6.254572508623824e-05,7.305798499146476e-05,0.006589727010577917,,0.7871679663658142
,0.001,2257,,,,,,,
37,,2317,0.18576689064502716,0.006308850832283497,1.0747739906946663e-05,0.000210459329537116,0.006530059035867453,,0.5938336849212646
,0.001,2318,,,,,,,
38,,2378,0.17941266298294067,0.008292327634990215,9.407446486875415e-05,6.244869291549549e-05,0.008448849432170391,,0.7182486653327942
,0.001,2379,,,,,,,
39,,2439,0.17705242335796356,0.006873892154544592,3.061333336518146e-05,1.9417895600781776e-05,0.006923925597220659,,0.6668843030929565
,0.001,2440,,,,,,,
40,,2500,0.1809299737215042,0.005687112919986248,2.4616056180093437e-06,6.870087872812292e-06,0.005696445237845182,,0.7064628005027771
,0.001,2501,,,,,,,
41,,2561,0.18570275604724884,0.005619331728667021,1.395866433995252e-06,1.2177648386568762e-05,0.005632904823869467,,0.6508488655090332
,0.001,2562,,,,,,,
42,,2622,0.17808108031749725,0.011390654370188713,4.738528787129326e-06,0.00021355593344196677,0.011608949862420559,,0.5388418436050415
,0.001,2623,,,,,,,
43,,2683,0.16846860945224762,0.004149909596890211,2.5101266146521084e-05,0.00016397431318182498,0.004338985774666071,,0.6346798539161682
,0.001,2684,,,,,,,
