# x, y
0.000000000000000000e+00 5.599999900000000252e+02 1.000000000000000082e-05 0.000000000000000000e+00
0.000000000000000000e+00 5.599999900000000252e+02 1.000000000000000082e-05 0.000000000000000000e+00
0.000000000000000000e+00 5.599999900000000252e+02 1.000000000000000082e-05 0.000000000000000000e+00
0.000000000000000000e+00 5.599999900000000252e+02 1.000000000000000082e-05 0.000000000000000000e+00
1.111111138015985489e-02 5.599999826226298865e+02 1.491824681802816549e-05 2.459123499180651481e-06
2.222222276031970978e-02 5.599999716168850910e+02 2.225540978763188702e-05 6.127705208817673142e-06
3.333333507180213928e-02 5.599999551982449475e+02 3.320116958995898823e-05 1.160058564640806677e-05
4.444444552063941956e-02 5.599999307045164869e+02 4.953032098664927662e-05 1.976516259237398021e-05
5.555555596947669983e-02 5.599998941641737247e+02 7.389054750939030890e-05 3.194527871060242827e-05
6.666667014360427856e-02 5.599998396523775455e+02 1.102317407007622629e-04 5.011588178403449952e-05
7.777778059244155884e-02 5.599997583303807005e+02 1.644463954651784307e-04 7.722322376129024733e-05
8.888889104127883911e-02 5.599996370122729559e+02 2.453251120280894554e-04 1.176626147909910238e-04
1.000000014901161194e-01 5.599994560270476995e+02 3.659818801855660659e-04 1.779910721496227128e-04
1.111111119389533997e-01 5.599991860290938348e+02 5.459804069842720759e-04 2.679904992289884580e-04
1.222222223877906799e-01 5.599987832400873913e+02 8.145061677855446785e-04 4.022537447900206039e-04
1.333333402872085571e-01 5.599981823503668465e+02 1.215098772068337390e-03 6.025508609286867219e-04
1.444444507360458374e-01 5.599972859317347229e+02 1.812709984531738492e-03 9.013582807057122538e-04
1.555555611848831177e-01 5.599959486389667518e+02 2.704235803725748427e-03 1.347125229334544859e-03
1.666666716337203979e-01 5.599939536474400938e+02 4.034224159221933698e-03 2.012128400421640904e-03
1.777777820825576782e-01 5.599909775028722834e+02 6.018307190308942733e-03 3.004189937289686394e-03
1.888888925313949585e-01 5.599865376904206187e+02 8.978152446645692314e-03 4.484157132677490422e-03
2.000000029802322388e-01 5.599799144322038273e+02 1.339359179252847844e-02 6.691976003565472224e-03
2.111111134290695190e-01 5.599700340560767700e+02 1.998036202275096582e-02 9.985581900481958414e-03
2.222222238779067993e-01 5.599552950772280155e+02 2.980602034797191074e-02 1.489890242410436480e-02
2.333333343267440796e-01 5.599333089073754763e+02 4.446273792107546113e-02 2.222835470342927194e-02
2.444444447755813599e-01 5.599005134078565789e+02 6.632478203218054869e-02 3.316181011126985434e-02
2.555555701255798340e-01 5.598515971173058006e+02 9.893203270352897427e-02 4.947084999087005691e-02
2.666666805744171143e-01 5.597786425230020768e+02 1.475603977188294502e-01 7.379707927924841759e-02
2.777777910232543945e-01 5.596698512237989007e+02 2.200700647028712154e-01 1.100787114984928122e-01
2.888889014720916748e-01 5.595076518936037928e+02 3.281632169768159968e-01 1.641848894195549746e-01
3.000000119209289551e-01 5.592658972528472532e+02 4.892446352058532621e-01 2.448581119470122081e-01
3.111111223697662354e-01 5.589057267511872169e+02 7.291619877841749586e-01 3.651112610286748050e-01
3.222222328186035156e-01 5.583694921666403843e+02 1.086215778410406285e+00 5.442920549493386329e-01
3.333333432674407959e-01 5.575719110051239795e+02 1.616969591945133899e+00 8.111194029309579667e-01
3.444444537162780762e-01 5.563873409936313692e+02 2.404541563444152708e+00 1.208117442924542484e+00
3.555555641651153564e-01 5.546318228652238531e+02 3.570156290678919042e+00 1.798020844097328874e+00
3.666666746139526367e-01 5.520385006758082227e+02 5.288624086177390105e+00 2.672875238014629229e+00
3.777777850627899170e-01 5.482256262840876389e+02 7.807737486475610389e+00 3.966636229436762306e+00
3.888888955116271973e-01 5.426584623261012439e+02 1.146963401788322834e+01 5.871903656015759587e+00
4.000000059604644775e-01 5.346115525773811896e+02 1.672779492339593332e+01 8.660652499223102652e+00
4.111111164093017578e-01 5.231480996825715692e+02 2.414509555146422670e+01 1.270680476596435149e+01
4.222222268581390381e-01 5.071496513748348320e+02 3.434596341691293020e+01 1.850438520825245803e+01
4.333333373069763184e-01 4.854471766726375677e+02 4.788445011972918763e+01 2.666837320763324115e+01
4.444444477558135986e-01 4.571045535233151327e+02 6.499751778220247900e+01 3.789792869448260859e+01
4.555555582046508789e-01 4.218502192767070937e+02 8.526964393538163733e+01 5.288013678791147498e+01
4.666666686534881592e-01 3.805177859845705370e+02 1.073534948643159197e+02 7.212871915111389853e+01
4.777777791023254395e-01 3.352107189479014551e+02 1.289961613375318734e+02 9.579311971456699837e+01
4.888888895511627197e-01 2.889416640138175580e+02 1.475387721706964328e+02 1.235195638154863644e+02
5.000000000000000000e-01 2.448216573830465279e+02 1.607290849510503961e+02 1.544492576659034171e+02
5.111111402511596680e-01 2.052341352141371544e+02 1.673926070310743341e+02 1.873732577547888809e+02
5.222222208976745605e-01 1.714254559853584396e+02 1.676007359289125134e+02 2.209738080857293880e+02
5.333333611488342285e-01 1.435893872674387239e+02 1.623611944219173324e+02 2.540494183106443700e+02
5.444444417953491211e-01 1.212264294013915986e+02 1.531219283890407041e+02 2.856516422095680809e+02
5.555555820465087891e-01 1.035174469050588471e+02 1.413525236102196345e+02 3.151300294847218879e+02
5.666666626930236816e-01 8.958740314505584479e+01 1.283044856534105236e+02 3.421081112015342001e+02
5.777778029441833496e-01 7.864281506980107395e+01 1.149266972216395715e+02 3.664304877085597809e+02
5.888888835906982422e-01 7.002298361458714737e+01 1.018758822690898569e+02 3.881011341163232373e+02
6.000000238418579102e-01 6.320249700062819187e+01 8.956682072444571929e+01 4.072306822749264938e+02
6.111111044883728027e-01 5.777435324251698034e+01 7.823251177041782967e+01 4.239931349870653889e+02
