# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 5.043805625000000000e+05 3.136000000000000000e+05 -5.600000000000000000e+02 5.043805625000000000e+05 3.136000000000000000e+05 -5.600000000000000000e+02
1.000000000000000000e+03 2.736601250000000000e+05 2.667370000000000000e+05 -5.164658813476562500e+02 2.736601250000000000e+05 2.667370000000000000e+05 -5.164658813476562500e+02
1.269000000000000000e+03 1.860899843750000000e+05 2.636543125000000000e+05 -5.134727783203125000e+02 1.860899843750000000e+05 2.636543125000000000e+05 -5.134727783203125000e+02
2.000000000000000000e+03 7.679202343750000000e+04 2.625681250000000000e+05 -5.124140014648437500e+02 7.679202343750000000e+04 2.625681250000000000e+05 -5.124140014648437500e+02
3.000000000000000000e+03 4.732068750000000000e+04 2.414450781250000000e+05 -4.913706054687500000e+02 4.732068750000000000e+04 2.414450781250000000e+05 -4.913706054687500000e+02
4.000000000000000000e+03 3.885021484375000000e+04 2.027472656250000000e+05 -4.502746582031250000e+02 3.885021484375000000e+04 2.027472656250000000e+05 -4.502746582031250000e+02
5.000000000000000000e+03 3.669996875000000000e+04 1.737078906250000000e+05 -4.167827758789062500e+02 3.669996875000000000e+04 1.737078906250000000e+05 -4.167827758789062500e+02
6.000000000000000000e+03 3.596771875000000000e+04 1.464576562500000000e+05 -3.826978454589843750e+02 3.596771875000000000e+04 1.464576562500000000e+05 -3.826978454589843750e+02
7.000000000000000000e+03 3.563353125000000000e+04 1.219116875000000000e+05 -3.491585388183593750e+02 3.563353125000000000e+04 1.219116875000000000e+05 -3.491585388183593750e+02
8.000000000000000000e+03 2.442062343750000000e+05 1.085328906250000000e+05 -3.294432983398437500e+02 2.442062343750000000e+05 1.085328906250000000e+05 -3.294432983398437500e+02
9.000000000000000000e+03 2.338677656250000000e+05 9.470789062500000000e+04 -3.077464599609375000e+02 2.338677656250000000e+05 9.470789062500000000e+04 -3.077464599609375000e+02
1.000000000000000000e+04 2.260452187500000000e+05 8.061524218750000000e+04 -2.839282226562500000e+02 2.260452187500000000e+05 8.061524218750000000e+04 -2.839282226562500000e+02
1.100000000000000000e+04 2.200257187500000000e+05 6.608187500000000000e+04 -2.570639343261718750e+02 2.200257187500000000e+05 6.608187500000000000e+04 -2.570639343261718750e+02
1.200000000000000000e+04 2.222512187500000000e+05 5.151845703125000000e+04 -2.269767761230468750e+02 2.222512187500000000e+05 5.151845703125000000e+04 -2.269767761230468750e+02
1.300000000000000000e+04 5.522326953125000000e+04 4.958699218750000000e+04 -2.226813659667968750e+02 5.522326953125000000e+04 4.958699218750000000e+04 -2.226813659667968750e+02
1.400000000000000000e+04 4.390208203125000000e+04 4.507903515625000000e+04 -2.123182373046875000e+02 4.390208203125000000e+04 4.507903515625000000e+04 -2.123182373046875000e+02
1.500000000000000000e+04 3.584782812500000000e+04 3.921750000000000000e+04 -1.980340881347656250e+02 3.584782812500000000e+04 3.921750000000000000e+04 -1.980340881347656250e+02
1.600000000000000000e+04 2.952062695312500000e+04 3.213033398437500000e+04 -1.792493591308593750e+02 2.952062695312500000e+04 3.213033398437500000e+04 -1.792493591308593750e+02
1.700000000000000000e+04 3.163278320312500000e+04 2.949652343750000000e+04 -1.717455139160156250e+02 3.163278320312500000e+04 2.949652343750000000e+04 -1.717455139160156250e+02
1.800000000000000000e+04 2.347915039062500000e+04 2.785319531250000000e+04 -1.668927612304687500e+02 2.347915039062500000e+04 2.785319531250000000e+04 -1.668927612304687500e+02
1.900000000000000000e+04 1.925238671875000000e+04 2.510482031250000000e+04 -1.584450073242187500e+02 1.925238671875000000e+04 2.510482031250000000e+04 -1.584450073242187500e+02
2.000000000000000000e+04 1.701813476562500000e+04 2.140939257812500000e+04 -1.463194885253906250e+02 1.701813476562500000e+04 2.140939257812500000e+04 -1.463194885253906250e+02
2.100000000000000000e+04 1.563600683593750000e+04 1.713069335937500000e+04 -1.308842773437500000e+02 1.563600683593750000e+04 1.713069335937500000e+04 -1.308842773437500000e+02
2.200000000000000000e+04 1.460720996093750000e+04 1.264800488281250000e+04 -1.124633483886718750e+02 1.460720996093750000e+04 1.264800488281250000e+04 -1.124633483886718750e+02
2.300000000000000000e+04 1.356563281250000000e+04 8.338903320312500000e+03 -9.131759643554687500e+01 1.356563281250000000e+04 8.338903320312500000e+03 -9.131759643554687500e+01
2.400000000000000000e+04 1.366896679687500000e+04 7.279175781250000000e+03 -8.531808471679687500e+01 1.366896679687500000e+04 7.279175781250000000e+03 -8.531808471679687500e+01
2.500000000000000000e+04 1.300713183593750000e+04 6.234313964843750000e+03 -7.895767211914062500e+01 1.300713183593750000e+04 6.234313964843750000e+03 -7.895767211914062500e+01
2.600000000000000000e+04 1.244972460937500000e+04 4.929383300781250000e+03 -7.020956420898437500e+01 1.244972460937500000e+04 4.929383300781250000e+03 -7.020956420898437500e+01
