# step, loss_train, loss_test, metrics_test
2.700000000000000000e+04 1.206634960937500000e+04 3.679813720703125000e+03 -6.066146850585937500e+01 1.206634960937500000e+04 3.679813720703125000e+03 -6.066146850585937500e+01
2.800000000000000000e+04 1.065948632812500000e+04 3.211172363281250000e+03 -5.666720581054687500e+01 1.065948632812500000e+04 3.211172363281250000e+03 -5.666720581054687500e+01
2.900000000000000000e+04 9.703324218750000000e+03 2.310790283203125000e+03 -4.807067871093750000e+01 9.703324218750000000e+03 2.310790283203125000e+03 -4.807067871093750000e+01
3.000000000000000000e+04 9.056937500000000000e+03 1.398072631835937500e+03 -3.739080810546875000e+01 9.056937500000000000e+03 1.398072631835937500e+03 -3.739080810546875000e+01
3.100000000000000000e+04 1.880741406250000000e+04 1.621310791015625000e+03 -4.026550292968750000e+01 1.880741406250000000e+04 1.621310791015625000e+03 -4.026550292968750000e+01
3.126900000000000000e+04 1.845645898437500000e+04 1.112408081054687500e+03 -3.335278320312500000e+01 1.845645898437500000e+04 1.112408081054687500e+03 -3.335278320312500000e+01
3.126900000000000000e+04 1.845645898437500000e+04 1.112408081054687500e+03 -3.335278320312500000e+01 1.845645898437500000e+04 1.112408081054687500e+03 -3.335278320312500000e+01
3.127400000000000000e+04 1.845632226562500000e+04 1.112404052734375000e+03 -3.335272216796875000e+01 1.845632226562500000e+04 1.112404052734375000e+03 -3.335272216796875000e+01
3.127700000000000000e+04 1.845605078125000000e+04 1.112391967773437500e+03 -3.335253906250000000e+01 1.845605078125000000e+04 1.112391967773437500e+03 -3.335253906250000000e+01
3.128000000000000000e+04 1.845596679687500000e+04 1.112387817382812500e+03 -3.335247802734375000e+01 1.845596679687500000e+04 1.112387817382812500e+03 -3.335247802734375000e+01
3.128300000000000000e+04 1.845587890625000000e+04 1.112383789062500000e+03 -3.335241699218750000e+01 1.845587890625000000e+04 1.112383789062500000e+03 -3.335241699218750000e+01
3.128700000000000000e+04 1.845480664062500000e+04 1.112318725585937500e+03 -3.335144042968750000e+01 1.845480664062500000e+04 1.112318725585937500e+03 -3.335144042968750000e+01
3.129100000000000000e+04 1.845332812500000000e+04 1.112208740234375000e+03 -3.334979248046875000e+01 1.845332812500000000e+04 1.112208740234375000e+03 -3.334979248046875000e+01
3.129400000000000000e+04 1.845287890625000000e+04 1.112200561523437500e+03 -3.334967041015625000e+01 1.845287890625000000e+04 1.112200561523437500e+03 -3.334967041015625000e+01
3.129800000000000000e+04 1.844725195312500000e+04 1.111878906250000000e+03 -3.334484863281250000e+01 1.844725195312500000e+04 1.111878906250000000e+03 -3.334484863281250000e+01
3.130200000000000000e+04 1.843985546875000000e+04 1.111264404296875000e+03 -3.333563232421875000e+01 1.843985546875000000e+04 1.111264404296875000e+03 -3.333563232421875000e+01
3.130500000000000000e+04 1.843970703125000000e+04 1.111301025390625000e+03 -3.333618164062500000e+01 1.843970703125000000e+04 1.111301025390625000e+03 -3.333618164062500000e+01
3.131600000000000000e+04 1.831944335937500000e+04 1.126875732421875000e+03 -3.356896972656250000e+01 1.831944335937500000e+04 1.126875732421875000e+03 -3.356896972656250000e+01
3.134600000000000000e+04 1.824988085937500000e+04 8.601317749023437500e+02 -2.932800292968750000e+01 1.824988085937500000e+04 8.601317749023437500e+02 -2.932800292968750000e+01
3.136600000000000000e+04 1.821287500000000000e+04 7.224230957031250000e+02 -2.687792968750000000e+01 1.821287500000000000e+04 7.224230957031250000e+02 -2.687792968750000000e+01
3.140300000000000000e+04 1.741372265625000000e+04 1.112135498046875000e+03 -3.334869384765625000e+01 1.741372265625000000e+04 1.112135498046875000e+03 -3.334869384765625000e+01
