epoch,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss,train/total_loss_smma,val/si_re
,0.001,0,,,,,,,
0,,60,0.4954353868961334,0.05048762634396553,0.1561555415391922,0.0061771017499268055,0.21282032132148743,,0.6703980565071106
,0.001,61,,,,,,,
1,,121,0.4749981462955475,0.012350134551525116,0.00031170170404948294,0.002091814763844013,0.014753655530512333,,0.733802855014801
,0.001,122,,,,,,,
2,,182,0.45311418175697327,0.007915354333817959,6.925180059624836e-05,0.0006277821375988424,0.00861238781362772,,0.5531406998634338
,0.001,183,,,,,,,
3,,243,0.432355135679245,0.007080354727804661,5.780206629424356e-05,0.0005078423419035971,0.007645999081432819,,0.6139451861381531
,0.001,244,,,,,,,
4,,304,0.41591718792915344,0.0071679470129311085,0.00013499695342034101,0.00025457862648181617,0.007557522971183062,,0.5025282502174377
,0.001,305,,,,,,,
5,,365,0.394665390253067,0.00908607430756092,6.783990102121606e-05,0.0006586812669411302,0.009812598116695881,,0.39392438530921936
,0.001,366,,,,,,,
6,,426,0.3660907745361328,0.006422942038625479,7.544189429609105e-05,0.00032583504798822105,0.006824217736721039,,0.47182539105415344
,0.001,427,,,,,,,
7,,487,0.35444268584251404,0.0060333674773573875,8.229826198657975e-05,0.0003232424205634743,0.006438907235860825,,0.5919303297996521
,0.001,488,,,,,,,
8,,548,0.34051817655563354,0.006546849850565195,1.551807508803904e-05,0.0003861126024276018,0.006948480848222971,,0.4882010221481323
,0.001,549,,,,,,,
9,,609,0.32351168990135193,0.005541552789509296,1.2177602911833674e-05,0.0002345975663047284,0.005788326729089022,,0.4525811970233917
,0.001,610,,,,,,,
10,,670,0.3095864951610565,0.006311879027634859,6.561809277627617e-05,0.0004024989320896566,0.006779998540878296,,0.6503681540489197
,0.001,671,,,,,,,
11,,731,0.3045719563961029,0.007618016097694635,5.4474727221531793e-05,8.391993469558656e-05,0.007756412029266357,,0.4274003505706787
,0.001,732,,,,,,,
12,,792,0.29799824953079224,0.006052522920072079,0.00026640165015123785,0.0002167881903005764,0.006535711698234081,,0.7003682851791382
,0.001,793,,,,,,,
13,,853,0.28515464067459106,0.009668891318142414,0.0002515160304028541,0.0003296869690530002,0.010250094346702099,,0.3774833381175995
,0.001,854,,,,,,,
14,,914,0.2758500277996063,0.005528648849576712,0.0001227416069013998,6.06618523306679e-05,0.005712051875889301,,0.5481856465339661
,0.001,915,,,,,,,
