epoch,internal/smma_improvement,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/si_re,train/total_loss,train/total_loss_smma
33,,,2073,0.18346604704856873,0.002923442516475916,0.000310602510580793,7.227191963465884e-05,0.606052815914154,0.003306316677480936,
,,0.001,2074,,,,,,,
34,,,2134,0.18130652606487274,0.006370062939822674,3.678493840197916e-06,6.198073242558166e-05,0.5759366750717163,0.006435723043978214,
,,0.001,2135,,,,,,,
35,,,2195,0.17756465077400208,0.006505392026156187,1.575521196173213e-06,6.893978570587933e-05,0.5732372403144836,0.006575905717909336,
,,0.001,2196,,,,,,,
36,,,2256,0.17908000946044922,0.0028241134714335203,3.2246455248241546e-06,5.08911871293094e-05,0.5325801372528076,0.002878229832276702,
,,0.001,2257,,,,,,,
37,,,2317,0.1780308187007904,0.0012653007870540023,3.207354893675074e-05,0.0001474057207815349,0.5813211798667908,0.0014447798021137714,
,,0.001,2318,,,,,,,
38,,,2378,0.17454473674297333,0.0034771631471812725,8.048616291489452e-05,0.00011503103451104835,0.5467990040779114,0.0036726798862218857,
,,0.001,2379,,,,,,,
39,,,2439,0.16662287712097168,0.002525838790461421,0.0001935377949848771,0.00013165750715415925,0.602566659450531,0.0028510349802672863,
,,0.001,2440,,,,,,,
40,,,2500,0.17184898257255554,0.002619247417896986,0.00022164139954838902,9.040518489200622e-05,0.5388838648796082,0.0029312935657799244,
,,0.001,2501,,,,,,,
41,,,2561,0.18044719099998474,0.007888930849730968,0.0003350532497279346,2.2490157789434306e-05,0.6414811015129089,0.008246476761996746,
,,0.001,2562,,,,,,,
42,,,2622,0.18575453758239746,0.00644832756370306,9.873420640360564e-05,3.6260309570934623e-05,0.612904965877533,0.006583322770893574,
,,0.001,2623,,,,,,,
43,,,2683,0.18947266042232513,0.005618621129542589,0.0003709400771185756,4.326818816480227e-05,0.595802903175354,0.006032826844602823,
,,0.001,2684,,,,,,,
44,,,2744,0.19332189857959747,0.004503046628087759,7.458412437699735e-05,2.6732092010206543e-05,0.5895525217056274,0.004604363348335028,
,,0.001,2745,,,,,,,
45,,,2805,0.19176757335662842,0.0030930431094020605,1.178171078208834e-05,0.00022380385780707002,0.5434251427650452,0.0033286286052316427,
,,0.001,2806,,,,,,,
46,,,2866,0.181004598736763,0.002888570073992014,0.00013149318692740053,0.0002950779744423926,0.5649693012237549,0.0033151409588754177,
,,0.001,2867,,,,,,,
47,,,2927,0.1749100238084793,0.0020125198643654585,0.0006790242623537779,7.630063191754743e-05,0.5473430752754211,0.0027678452897816896,
,,0.001,2928,,,,,,,
48,,,2988,0.17958545684814453,0.0008979402482509613,0.00045190314995124936,9.049655636772513e-05,0.47730928659439087,0.0014403400709852576,
,,0.001,2989,,,,,,,
49,,,3049,0.17918087542057037,0.0013348489301279187,5.766887989011593e-05,9.527775546303019e-05,0.477062463760376,0.0014877954963594675,
,,0.001,3050,,,,,,,
50,,,3110,0.18543289601802826,0.001704221940599382,7.133106555556878e-05,7.37798327463679e-05,0.6044936180114746,0.0018493328243494034,0.00903708953410387
,,0.001,3111,,,,,,,
51,,,3171,0.18816782534122467,0.0032110917381942272,3.7907855585217476e-05,0.00011769239063141868,0.37676289677619934,0.003366691991686821,0.008923681452870369
,,0.001,3172,,,,,,,
52,,,3232,0.1907333880662918,0.004604389891028404,0.0002027259615715593,3.865220787702128e-05,0.5443941950798035,0.00484576728194952,0.008842123672366142
,,0.001,3233,,,,,,,
53,,,3293,0.18885909020900726,0.0018390462500974536,0.0006678972858935595,8.95900884643197e-05,0.5106983780860901,0.00259653409011662,0.00871721189469099
,,0.001,3294,,,,,,,
54,,,3354,0.1873088926076889,0.0008350971038453281,0.00016580439114477485,0.00010585886775515974,0.41962653398513794,0.0011067603481933475,0.008565003052353859
,,0.001,3355,,,,,,,
55,,,3415,0.18916499614715576,0.000678191427141428,6.383665458997712e-05,7.333061512326822e-05,0.4298037588596344,0.0008153584785759449,0.008410009555518627
,,0.001,3416,,,,,,,
56,,,3476,0.1964186131954193,0.001303078723140061,6.274001498240978e-05,0.00010524790559429675,0.42531612515449524,0.0014710664981976151,0.008271231316030025
,,0.001,3477,,,,,,,
57,,,3537,0.2000357210636139,0.0037285140715539455,0.000338168436428532,0.00012497580610215664,0.3659372329711914,0.004191658925265074,0.008189639076590538
,,0.001,3538,,,,,,,
58,,,3598,0.20163600146770477,0.0067379288375377655,0.00020388107805047184,0.0002656796423252672,0.497647225856781,0.007207488175481558,0.008169996552169323
,,0.001,3599,,,,,,,
59,,,3659,0.19967009127140045,0.008146239444613457,0.0004743509634863585,0.00012288810103200376,0.6157217621803284,0.00874347984790802,0.008181465789675713
,,0.001,3660,,,,,,,
60,,,3720,0.20526371896266937,0.007783337030559778,0.0002090090129058808,5.3172487241681665e-05,0.6196615099906921,0.008045517839491367,0.00817874725908041
,,0.001,3721,,,,,,,
61,,,3781,0.20430856943130493,0.00607843603938818,0.0004664758453145623,0.00012662036169786006,0.6289372444152832,0.006671532057225704,0.00814860314130783
,,0.001,3782,,,,,,,
62,,,3842,0.1946140080690384,0.0015993253327906132,0.00045948251499794424,8.417753997491673e-05,0.4395868182182312,0.0021429848857223988,0.008028490468859673
,,0.001,3843,,,,,,,
63,,,3903,0.18146909773349762,0.0030632661655545235,0.00020286883227527142,8.153209637384862e-05,0.5809080600738525,0.0033476673997938633,0.007934873923659325
,,0.001,3904,,,,,,,
64,,,3964,0.17980654537677765,0.0025566916447132826,0.00030466311727650464,8.374756725970656e-05,0.472256064414978,0.002945101819932461,0.007835078984498978
,,0.001,3965,,,,,,,
65,,,4025,0.18273134529590607,0.0031628822907805443,0.00037981520290486515,7.303262100322172e-05,0.4995797276496887,0.0036157299764454365,0.007750691846013069
,,0.001,4026,,,,,,,
66,,,4086,0.18314798176288605,0.0013816605787724257,0.00023607541515957564,7.905000529717654e-05,0.4735512435436249,0.0016967859119176865,0.007629613392055035
,,0.001,4087,,,,,,,
67,,,4147,0.18639495968818665,0.0006602095090784132,0.00024566403590142727,0.00015223072841763496,0.43729540705680847,0.0010581042151898146,0.007498183287680149
,,0.001,4148,,,,,,,
68,,,4208,0.19400633871555328,0.0010470779379829764,0.0001462875516153872,0.0001692711957730353,0.4863242506980896,0.0013626363361254334,0.007375472225248814
,,0.001,4209,,,,,,,
69,,,4269,0.19805201888084412,0.003449366893619299,1.518168460279412e-06,7.393756823148578e-05,0.5940895676612854,0.0035248231142759323,0.0072984592989087105
,,0.001,4270,,,,,,,
70,,,4330,0.19735665619373322,0.0038775361608713865,7.212665877887048e-07,6.32063383818604e-05,0.5808826684951782,0.0039414637722074986,0.007231319323182106
,,0.001,4331,,,,,,,
71,,,4391,0.1925545632839203,0.002240257803350687,4.2780305875567137e-07,8.993889059638605e-05,0.4210117757320404,0.002330624498426914,0.007133305538445711
,,0.001,4392,,,,,,,
72,,,4452,0.19207870960235596,0.001716448925435543,2.2838071345177013e-07,8.490008622175083e-05,0.27164363861083984,0.0018015773966908455,0.007026670966297388
,,0.001,4453,,,,,,,
73,,,4513,0.19939583539962769,0.0012326595606282353,0.0002860307868104428,0.00013067170220892876,0.40282508730888367,0.0016493621515110135,0.006919125095009804
,,0.001,4514,,,,,,,
74,,,4574,0.21112371981143951,0.0014656995190307498,0.0004040093335788697,9.627027611713856e-05,0.44256919622421265,0.001965978881344199,0.0068200621753931046
,,0.001,4575,,,,,,,
75,,,4635,0.22417967021465302,0.0006964349304325879,3.375663800397888e-05,7.659311813768e-05,0.3531150817871094,0.000806784606538713,0.006699796300381422
,,0.001,4636,,,,,,,
76,,,4696,0.2308477908372879,0.002125522354617715,0.00015215612074825913,8.878959488356486e-05,0.37359917163848877,0.002366467844694853,0.006613129749894142
,,0.001,4697,,,,,,,
77,,,4757,0.23103511333465576,0.0017904257401823997,0.0008591482182964683,0.0004960368969477713,0.38799211382865906,0.0031456106808036566,0.006543779280036688
,,0.001,4758,,,,,,,
78,,,4818,0.22573810815811157,0.002861926332116127,7.572484901174903e-05,0.00010232216300209984,0.38859954476356506,0.0030399730894714594,0.006473703309893608
,,0.001,4819,,,,,,,
79,,,4879,0.22551701962947845,0.009363288059830666,5.299293843563646e-05,2.3186001271824352e-05,0.7002369165420532,0.009439468383789062,0.006533018779009581
,,0.001,4880,,,,,,,
80,,,4940,0.22121562063694,0.006196482572704554,0.000324042746797204,0.00010385149653302506,0.6292728185653687,0.006624375004321337,0.006534845568239689
,,0.001,4941,,,,,,,
81,,,5001,0.21241332590579987,0.005266117863357067,0.0002546283940318972,4.672103386837989e-05,0.5497889518737793,0.005567467771470547,0.006515498273074627
,,0.001,5002,,,,,,,
82,,,5062,0.20139731466770172,0.004183796234428883,4.46866715719807e-06,3.8099267840152606e-05,0.6303353905677795,0.004226365592330694,0.006469715386629105
,,0.001,5063,,,,,,,
83,,,5123,0.19825665652751923,0.0032798433676362038,1.675793646427337e-05,5.7379431382287294e-05,0.39940184354782104,0.003353980602696538,0.00640740105882287
,,0.001,5124,,,,,,,
84,,,5184,0.21112070977687836,0.005292755551636219,0.00017945920990314335,5.2738738304469734e-05,0.7252978086471558,0.00552495289593935,0.00638975203037262
,,0.001,5185,,,,,,,
85,,,5245,0.21769383549690247,0.006198971997946501,8.514837827533484e-05,2.149909414583817e-05,0.7665724754333496,0.006305618677288294,0.0063880691304802895
,,0.001,5246,,,,,,,
86,,,5306,0.2152550369501114,0.00624412577599287,4.918573176837526e-05,1.3521189430321101e-05,0.6695625185966492,0.006306833121925592,0.006386444438248873
,,0.001,5307,,,,,,,
87,,,5367,0.2149873673915863,0.006012707948684692,1.4707815353176557e-05,1.6069423509179614e-05,0.5690861344337463,0.0060434830375015736,0.00637958524748683
,,0.001,5368,,,,,,,
88,,,5428,0.20850840210914612,0.00475948303937912,2.2204694687388837e-05,2.967389991681557e-05,0.49963730573654175,0.0048113614320755005,0.006348220631480217
,,0.001,5429,,,,,,,
89,,,5489,0.1989513635635376,0.005541046615689993,0.00045578042045235634,6.625527748838067e-05,0.5906082987785339,0.006063083186745644,0.006342518143355846
,,0.001,5490,,,,,,,
90,,,5550,0.1906416416168213,0.003614553017541766,0.00028750774799846113,6.928735820110887e-05,0.608005940914154,0.00397134805098176,0.006295094732195139
,,0.001,5551,,,,,,,
91,,,5611,0.19119784235954285,0.002929798560217023,2.7218868126510642e-05,6.967187800910324e-05,0.47291791439056396,0.003026689635589719,0.00622972659766674
,,0.001,5612,,,,,,,
92,,,5672,0.1999691277742386,0.006249852012842894,0.0001159895837190561,0.00011941537377424538,0.681980550289154,0.006485257763415575,0.006234837230294943
,,0.001,5673,,,,,,,
93,,,5733,0.1952028125524521,0.005110915284603834,3.61080419679638e-05,5.9748646890511736e-05,0.6175971627235413,0.005206771194934845,0.00621427595615387
,,0.001,5734,,,,,,,
94,,,5794,0.18300752341747284,0.004794319625943899,5.154320388101041e-05,9.765225695446134e-05,0.4765256941318512,0.00494351563975215,0.0061888606287539005
,,0.001,5795,,,,,,,
95,,,5855,0.1773184835910797,0.006472766399383545,0.0004375645949039608,0.00015243633242789656,0.29559412598609924,0.007062767632305622,0.006206338759511709
,,0.001,5856,,,,,,,
96,,,5916,0.16431023180484772,0.003905626479536295,0.00012292887549847364,4.663436266127974e-05,0.5984662175178528,0.004075189586728811,0.006163715850561857
,,0.001,5917,,,,,,,
97,,,5977,0.1605370193719864,0.0035723657347261906,2.8717800887534395e-05,0.0001330303493887186,0.599486231803894,0.0037341148126870394,0.006115123629570007
,,0.001,5978,,,,,,,
98,,,6038,0.16837041079998016,0.002473101718351245,8.103911568468902e-06,6.992104317760095e-05,0.5144862532615662,0.0025511272251605988,0.006043843924999237
,,0.001,6039,,,,,,,
99,,,6099,0.1791490763425827,0.0009280052036046982,4.701497005044075e-07,0.00011965509474975988,0.3716251254081726,0.0010481304489076138,0.005943929776549339
,,0.001,6100,,,,,,,
100,,,6160,0.19662436842918396,0.002159087685868144,4.605936680945888e-07,8.407841232838109e-05,0.4493909478187561,0.0022436261642724276,0.005869923625141382
,,0.001,6161,,,,,,,
101,0.35046303272247314,,6221,0.20321591198444366,0.002226988086476922,4.4271368437875935e-07,6.427644984796643e-05,0.4594387710094452,0.0022917070891708136,0.005798359401524067
,,0.001,6222,,,,,,,
102,0.35022789239883423,,6282,0.2026185244321823,0.0011989526683464646,8.529713113603066e-08,0.0001248092157766223,0.38821515440940857,0.001323847332969308,0.005708869080990553
,,0.001,6283,,,,,,,
103,0.35435542464256287,,6343,0.20880262553691864,0.0031574314925819635,3.5481996292219264e-06,5.872579640708864e-05,0.30638495087623596,0.003219705307856202,0.00565908569842577
,,0.001,6344,,,,,,,
104,0.35081470012664795,,6404,0.2045552283525467,0.0015292679890990257,3.778668997256318e-06,7.553215982625261e-05,0.6263920664787292,0.001608578604646027,0.005578075535595417
,,0.001,6405,,,,,,,
105,0.34873631596565247,,6465,0.19666266441345215,0.0010684445733204484,4.285535396775231e-06,0.00012318916560616344,0.37678080797195435,0.0011959195835515857,0.005490432493388653
,,0.001,6466,,,,,,,
106,0.34715503454208374,,6526,0.205216184258461,0.0014672285178676248,5.108937557452009e-07,0.00015681382501497865,0.22828100621700287,0.001624553231522441,0.00541311502456665
,,0.001,6527,,,,,,,
107,0.345549076795578,,6587,0.21466119587421417,0.002098990138620138,3.0783914553467184e-05,0.0001893541484605521,0.5623992085456848,0.0023191282525658607,0.005351235158741474
,,0.001,6588,,,,,,,
108,0.3465847373008728,,6648,0.2235254943370819,0.0017076735384762287,0.00011988318874500692,8.114281081361696e-05,0.42081549763679504,0.0019086998654529452,0.005282384343445301
,,0.001,6649,,,,,,,
109,0.353441059589386,,6709,0.2244604229927063,0.0019788690842688084,0.0002162552991649136,8.151447400450706e-05,0.2707662284374237,0.0022766387555748224,0.005222269333899021
,,0.001,6710,,,,,,,
110,0.36169514060020447,,6770,0.22075499594211578,0.004715275019407272,8.64394041855121e-06,9.028516797116026e-05,0.4443598985671997,0.004814204294234514,0.005214108154177666
,,0.001,6771,,,,,,,
111,0.3624808192253113,,6831,0.2179938107728958,0.0028777895495295525,2.8707270303129917e-06,8.5601641330868e-05,0.4282000958919525,0.0029662619344890118,0.005169151350855827
,,0.001,6832,,,,,,,
112,0.3656395673751831,,6892,0.21993106603622437,0.0008265918586403131,1.0880830814130604e-06,8.596094266977161e-05,0.4270625710487366,0.0009136408334597945,0.00508404104039073
,,0.001,6893,,,,,,,
113,0.3667500615119934,,6953,0.2338511049747467,0.0015234651509672403,1.618687565496657e-05,7.401076436508447e-05,0.4641926884651184,0.001613662694580853,0.005014633294194937
,,0.001,6954,,,,,,,
114,0.36802607774734497,,7014,0.24855712056159973,0.003297715913504362,9.869553468888626e-05,7.976988854352385e-05,0.6007261872291565,0.003476181533187628,0.004983864258974791
,,0.001,7015,,,,,,,
115,0.3639037609100342,,7075,0.2496202439069748,0.0024183939676731825,8.051847544265911e-06,0.00010499376367079094,0.4737466275691986,0.0025314397644251585,0.004934816155582666
,,0.001,7076,,,,,,,
116,0.3633063733577728,,7136,0.26479965448379517,0.001522957580164075,2.7237199901719578e-05,8.211757813114673e-05,0.3017828166484833,0.0016323123127222061,0.004868765827268362
,,0.001,7137,,,,,,,
117,0.36185944080352783,,7197,0.2693983316421509,0.0007438446627929807,0.00011772206198656932,8.360920764971524e-05,0.2570333480834961,0.0009451759397052228,0.004790293984115124
,,0.001,7198,,,,,,,
118,0.3611393868923187,,7258,0.27033358812332153,0.0027227457612752914,0.0005342481890693307,0.00011451133468654007,0.5136005878448486,0.0033715050667524338,0.004761918447911739
,,0.001,7259,,,,,,,
119,0.3543574810028076,,7319,0.27113017439842224,0.0030456953682005405,0.000558564264792949,0.00012627408432308584,0.209859237074852,0.0037305341102182865,0.004741290584206581
,,0.001,7320,,,,,,,
120,0.35037103295326233,,7380,0.26934728026390076,0.0016863425262272358,0.000491393031552434,0.00014261620526667684,0.2024785280227661,0.0023203513119369745,0.00469287158921361
,,0.001,7381,,,,,,,
121,0.3510352075099945,,7441,0.27748045325279236,0.001141308806836605,1.9866016373271123e-05,7.432771235471591e-05,0.24612757563591003,0.0012355027720332146,0.004623724613338709
,,0.001,7442,,,,,,,
122,0.3518117666244507,,7502,0.2979225814342499,0.0012743114493787289,4.075030233252619e-07,8.242284820880741e-05,0.1308431178331375,0.0013571415329352021,0.00455839280039072
,,0.001,7503,,,,,,,
123,0.3512727618217468,,7563,0.303297758102417,0.003694795770570636,2.2413933038478717e-06,9.293039329349995e-05,0.20488494634628296,0.003789967391639948,0.004543024115264416
,,0.001,7564,,,,,,,
124,0.3434106111526489,,7624,0.29908043146133423,0.002267456380650401,0.00024245184613391757,0.0001227242173627019,0.31743958592414856,0.002632632153108716,0.004504816606640816
,,0.001,7625,,,,,,,
125,0.33947572112083435,,7685,0.2992800772190094,0.0006732835900038481,0.0001609511236893013,9.441981819691136e-05,0.11008857935667038,0.0009286543936468661,0.0044332933612167835
,,0.001,7686,,,,,,,
126,0.33829429745674133,,7746,0.30671262741088867,0.004151573870331049,3.678013172248029e-06,0.00011154080857522786,0.16953857243061066,0.00426679290831089,0.004429962951689959
,,0.001,7747,,,,,,,
127,0.3301261067390442,,7807,0.31295472383499146,0.001230523339472711,3.348350674059475e-06,0.00011512135824887082,0.20364631712436676,0.0013489928096532822,0.004368343856185675
,,0.001,7808,,,,,,,
128,0.3324432671070099,,7868,0.3195454776287079,0.0015413935761898756,2.24822042582673e-06,9.356415102956817e-05,0.14245396852493286,0.0016372055979445577,0.004313720855861902
,,0.001,7869,,,,,,,
129,0.33365485072135925,,7929,0.3281480073928833,0.0007868854445405304,0.00016826973296701908,0.00011122789146611467,0.17811687290668488,0.0010663832072168589,0.004248774144798517
,,0.001,7930,,,,,,,
130,0.34964612126350403,,7990,0.32922524213790894,0.0013972625602036715,0.000560553977265954,8.125135354930535e-05,0.1318920999765396,0.002039068378508091,0.004204580094665289
,,0.001,7991,,,,,,,
131,0.35659074783325195,,8051,0.33445554971694946,0.0006292075850069523,9.654252608015668e-06,5.9971232985844836e-05,0.09778285771608353,0.0006988330278545618,0.004134465008974075
,,0.001,8052,,,,,,,
132,0.3654414713382721,,8112,0.34713950753211975,0.0008092001080513,4.2828528989957704e-07,8.341250941157341e-05,0.09418505430221558,0.0008930409094318748,0.0040696365758776665
,,0.001,8113,,,,,,,
133,0.37097132205963135,,8173,0.35852113366127014,0.0007093583117239177,3.12395854962233e-07,7.214802462840453e-05,0.11266873776912689,0.0007818187004886568,0.004003880545496941
,,0.001,8174,,,,,,,
134,0.3751162886619568,,8234,0.3735619783401489,0.0009008727502077818,1.364935997116845e-06,5.594984031631611e-05,0.26221150159835815,0.0009581876220181584,0.003942966461181641
,,0.001,8235,,,,,,,
135,0.3829233944416046,,8295,0.3823232054710388,0.001003241864964366,2.1037574697402306e-05,8.3348793850746e-05,0.16389840841293335,0.0011076278751716018,0.003886259626597166
,,0.001,8296,,,,,,,
136,0.3916378319263458,,8356,0.37848374247550964,0.0008421556558459997,2.4929502615123056e-05,6.546011718455702e-05,0.15949687361717224,0.0009325451101176441,0.003827185370028019
,,0.001,8357,,,,,,,
137,0.40073299407958984,,8417,0.3826248347759247,0.0006739907548762858,1.8946877844427945e-07,5.762993168900721e-05,0.17297841608524323,0.0007318102871067822,0.0037652780301868916
,,0.001,8418,,,,,,,
138,0.4097926616668701,,8478,0.3882273733615875,0.0004988324362784624,4.094160033218941e-07,4.702695514424704e-05,0.09995190799236298,0.0005462687695398927,0.0037008977960795164
,,0.001,8479,,,,,,,
139,0.4170180857181549,,8539,0.3984960615634918,0.00039428388117812574,2.251623527627089e-06,4.9365131417289376e-05,0.11595261096954346,0.00044590074685402215,0.003635797882452607
,,0.001,8540,,,,,,,
140,0.4267579913139343,,8600,0.3968207538127899,0.006038757972419262,0.00020200594735797495,0.0001736399281071499,0.31143876910209656,0.006414405535906553,0.0036913699004799128
,,0.001,8601,,,,,,,
141,0.4136117100715637,,8661,0.36229631304740906,0.002839516382664442,0.001254304894246161,9.651516302255914e-05,0.2710382640361786,0.004190335050225258,0.0037013492546975613
,,0.001,8662,,,,,,,
142,0.4058568775653839,,8722,0.34406664967536926,0.0023549115285277367,0.00020473875338211656,9.686609701020643e-05,0.241317480802536,0.0026565163861960173,0.0036804527044296265
,,0.001,8723,,,,,,,
143,0.40969547629356384,,8783,0.33015739917755127,0.003858549753203988,3.857703632093035e-05,7.3759161750786e-05,0.3004078269004822,0.003970886114984751,0.003686261363327503
,,0.001,8784,,,,,,,
144,0.4068075716495514,,8844,0.31780901551246643,0.001375954714603722,1.2714594959106762e-05,4.931999137625098e-05,0.35618436336517334,0.0014379892963916063,0.0036412959452718496
,,0.001,8845,,,,,,,
145,0.4116370975971222,,8905,0.31448379158973694,0.0030160576570779085,2.8923896024934947e-05,6.800541450502351e-05,0.44782504439353943,0.0031129878479987383,0.0036307296250015497
,,0.001,8906,,,,,,,
146,0.41499653458595276,,8966,0.30081748962402344,0.003903544507920742,1.888911015157646e-06,7.496440957766026e-05,0.2372221201658249,0.003980398178100586,0.003637723159044981
,,0.001,8967,,,,,,,
147,0.40981653332710266,,9027,0.2943376302719116,0.001434533973224461,2.6952633561450057e-05,3.2371368433814496e-05,0.17841500043869019,0.0014938575914129615,0.0035948457662016153
,,0.001,9028,,,,,,,
148,0.4121384918689728,,9088,0.30269378423690796,0.0006024002796038985,8.64960893522948e-05,4.610056203091517e-05,0.30842334032058716,0.0007349969819188118,0.0035376488231122494
,,0.001,9089,,,,,,,
149,0.41466906666755676,,9149,0.318892240524292,0.0019880898762494326,1.3419471542874817e-05,4.654958320315927e-05,0.22059136629104614,0.0020480595994740725,0.0035078569781035185
,,0.001,9150,,,,,,,
150,0.4098421335220337,,9210,0.3201916217803955,0.0038999677635729313,7.651002306374721e-06,7.690668280702084e-05,0.23735137283802032,0.00398452440276742,0.003517390228807926
,,0.001,9211,,,,,,,
151,0.40077751874923706,,9271,0.3187912106513977,0.0028835488483309746,9.230260729964357e-06,7.145586278056726e-05,0.24240641295909882,0.002964233746752143,0.0035063272807747126
,,0.001,9272,,,,,,,
152,0.3952897787094116,,9332,0.3217623829841614,0.0022716468665748835,1.3246063645055983e-05,5.549419074668549e-05,0.2894403040409088,0.0023403873201459646,0.003483008360490203
,,0.001,9333,,,,,,,
