epoch,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss,train/total_loss_smma,val/si_re
,0.001,0,,,,,,,
0,,60,0.4841092526912689,0.01400767732411623,0.16376137733459473,0.006435501389205456,0.18420463800430298,,0.7322862148284912
,0.001,61,,,,,,,
1,,121,0.4547758996486664,0.007759096100926399,0.00016849151870701462,0.0009853376541286707,0.008912925608456135,,0.6779376268386841
,0.001,122,,,,,,,
2,,182,0.4256036579608917,0.007743818685412407,6.317812949419022e-05,0.0008613894460722804,0.008668387308716774,,0.48306459188461304
,0.001,183,,,,,,,
3,,243,0.4002644419670105,0.005948790814727545,0.0001890290150186047,0.0003668539284262806,0.0065046739764511585,,0.4663839638233185
,0.001,244,,,,,,,
4,,304,0.3834030330181122,0.005798347294330597,8.161663572536781e-05,0.00031741830753162503,0.006197383627295494,,0.4361640214920044
,0.001,305,,,,,,,
5,,365,0.37104734778404236,0.007555087096989155,0.00012381613487377763,0.00042240307084284723,0.008101305924355984,,0.5021555423736572
,0.001,366,,,,,,,
6,,426,0.3646933436393738,0.0073924981988966465,4.9233236495638266e-05,0.00016866282385308295,0.007610393222421408,,0.4172991216182709
,0.001,427,,,,,,,
7,,487,0.35355621576309204,0.007054867688566446,0.0006635601166635752,0.00018288906721863896,0.007901315577328205,,0.42609041929244995
,0.001,488,,,,,,,
8,,548,0.34451696276664734,0.0057456460781395435,0.00013802293688058853,0.0002759697672445327,0.006159638054668903,,0.5522964000701904
,0.001,549,,,,,,,
9,,609,0.33535489439964294,0.006829107645899057,0.00039742165245115757,0.0003319465322420001,0.007558475248515606,,0.4110170602798462
,0.001,610,,,,,,,
10,,670,0.31867384910583496,0.005313281435519457,0.0002493585052434355,0.00023978679382707924,0.005802427418529987,,0.4136679768562317
,0.001,671,,,,,,,
11,,731,0.30494895577430725,0.007782400120049715,0.00010779626609291881,8.323358633788303e-05,0.007973428815603256,,0.6316682696342468
,0.001,732,,,,,,,
12,,792,0.2977890968322754,0.006288280710577965,8.672755939187482e-05,9.39681485760957e-05,0.006468975450843573,,0.5749366879463196
,0.001,793,,,,,,,
13,,853,0.28904879093170166,0.008264795877039433,5.876882278244011e-05,0.00010183567792410031,0.008425401523709297,,0.5220962762832642
,0.001,854,,,,,,,
14,,914,0.2769503891468048,0.00716194836422801,0.0001498958736192435,0.00029651893419213593,0.007608362473547459,,0.47924432158470154
,0.001,915,,,,,,,
15,,975,0.26882272958755493,0.007308455184102058,0.00013549302821047604,0.0001340157468803227,0.007577961776405573,,0.5296977758407593
,0.001,976,,,,,,,
16,,1036,0.26458239555358887,0.0074725220911204815,0.0002430709864711389,5.991059515508823e-05,0.007775502745062113,,0.5867742896080017
,0.001,1037,,,,,,,
