,weight_pde,L_pde,weight_ic,L_ic,weight_data,L_data,total_loss
31,1.000000e-01,3.269668e-04,4.500000e-01,1.905514e-03,4.500000e-01,9.962818e-03,5.373446e-03
32,1.000000e-01,2.461672e-04,4.500000e-01,1.697863e-03,4.500000e-01,9.966617e-03,5.273633e-03
33,1.000000e-01,2.957300e-04,4.500000e-01,1.517029e-03,4.500000e-01,9.970350e-03,5.198894e-03
34,1.000000e-01,3.029026e-04,4.500000e-01,1.321392e-03,4.500000e-01,9.973959e-03,5.113198e-03
35,1.000000e-01,3.105686e-04,4.500000e-01,1.195308e-03,4.500000e-01,9.977402e-03,5.058776e-03
36,1.000000e-01,2.977809e-04,4.500000e-01,1.109301e-03,4.500000e-01,9.980649e-03,5.020256e-03
37,1.000000e-01,1.924756e-04,4.500000e-01,9.921343e-04,4.500000e-01,9.983682e-03,4.958365e-03
38,1.000000e-01,2.927450e-04,4.500000e-01,8.880125e-04,4.500000e-01,9.986508e-03,4.922809e-03
39,1.000000e-01,2.221121e-04,4.500000e-01,8.331672e-04,4.500000e-01,9.989139e-03,4.892249e-03
40,1.000000e-01,2.272670e-04,4.500000e-01,7.697900e-04,4.500000e-01,9.991589e-03,4.865347e-03
41,1.000000e-01,1.230403e-04,4.500000e-01,7.030470e-04,4.500000e-01,9.993865e-03,4.825915e-03
42,1.000000e-01,8.161594e-05,4.500000e-01,6.716316e-04,4.500000e-01,9.995968e-03,4.808581e-03
43,1.000000e-01,6.291698e-05,4.500000e-01,6.345881e-04,4.500000e-01,9.997903e-03,4.790913e-03
44,1.000000e-01,5.130102e-05,4.500000e-01,5.826739e-04,4.500000e-01,9.999682e-03,4.767190e-03
45,1.000000e-01,4.780378e-05,4.500000e-01,5.572259e-04,4.500000e-01,1.000132e-02,4.756126e-03
46,1.000000e-01,5.967653e-05,4.500000e-01,5.369656e-04,4.500000e-01,1.000283e-02,4.748876e-03
47,1.000000e-01,8.813450e-05,4.500000e-01,5.001615e-04,4.500000e-01,1.000423e-02,4.735790e-03
48,1.000000e-01,8.474214e-05,4.500000e-01,4.793261e-04,4.500000e-01,1.000552e-02,4.726654e-03
49,1.000000e-01,1.320192e-04,4.500000e-01,4.643754e-04,4.500000e-01,1.000670e-02,4.725187e-03
50,1.000000e-01,5.108228e-05,4.500000e-01,4.396002e-04,4.500000e-01,1.000779e-02,4.706433e-03
51,1.000000e-01,4.831011e-05,4.500000e-01,4.268347e-04,4.500000e-01,1.000879e-02,4.700860e-03
52,1.000000e-01,4.816453e-05,4.500000e-01,4.164147e-04,4.500000e-01,1.000971e-02,4.696571e-03
53,1.000000e-01,4.234465e-05,4.500000e-01,3.967027e-04,4.500000e-01,1.001056e-02,4.687501e-03
54,1.000000e-01,2.635016e-05,4.500000e-01,3.859690e-04,4.500000e-01,1.001134e-02,4.681424e-03
55,1.000000e-01,3.146592e-05,4.500000e-01,3.782407e-04,4.500000e-01,1.001206e-02,4.678782e-03
56,1.000000e-01,3.591587e-05,4.500000e-01,3.639110e-04,4.500000e-01,1.001272e-02,4.673074e-03
57,1.000000e-01,4.368636e-05,4.500000e-01,3.554233e-04,4.500000e-01,1.001332e-02,4.670304e-03
58,1.000000e-01,3.784969e-05,4.500000e-01,3.486327e-04,4.500000e-01,1.001388e-02,4.666915e-03
59,1.000000e-01,2.927935e-05,4.500000e-01,3.381203e-04,4.500000e-01,1.001439e-02,4.661559e-03
60,1.000000e-01,4.025816e-05,4.500000e-01,3.325919e-04,4.500000e-01,1.001487e-02,4.660382e-03
61,1.000000e-01,3.539760e-05,4.500000e-01,3.274018e-04,4.500000e-01,1.001530e-02,4.657756e-03
62,1.000000e-01,3.127885e-05,4.500000e-01,3.184096e-04,4.500000e-01,1.001570e-02,4.653476e-03
63,1.000000e-01,2.907744e-05,4.500000e-01,3.131456e-04,4.500000e-01,1.001606e-02,4.651051e-03
64,1.000000e-01,2.462258e-05,4.500000e-01,3.084218e-04,4.500000e-01,1.001640e-02,4.648631e-03
65,1.000000e-01,2.058275e-05,4.500000e-01,3.019110e-04,4.500000e-01,1.001671e-02,4.645436e-03
66,1.000000e-01,1.944871e-05,4.500000e-01,2.982023e-04,4.500000e-01,1.001699e-02,4.643782e-03
67,1.000000e-01,1.354583e-05,4.500000e-01,2.937503e-04,4.500000e-01,1.001725e-02,4.641306e-03
68,1.000000e-01,3.695147e-05,4.500000e-01,2.884629e-04,4.500000e-01,1.001749e-02,4.641373e-03
69,1.000000e-01,1.214498e-05,4.500000e-01,2.857275e-04,4.500000e-01,1.001771e-02,4.637760e-03
70,1.000000e-01,1.583232e-05,4.500000e-01,2.814944e-04,4.500000e-01,1.001791e-02,4.636314e-03
71,1.000000e-01,2.416367e-05,4.500000e-01,2.770957e-04,4.500000e-01,1.001809e-02,4.635251e-03
72,1.000000e-01,2.994030e-05,4.500000e-01,2.744170e-04,4.500000e-01,1.001826e-02,4.634699e-03
73,1.000000e-01,2.564612e-05,4.500000e-01,2.704688e-04,4.500000e-01,1.001841e-02,4.632562e-03
74,1.000000e-01,1.627319e-05,4.500000e-01,2.675185e-04,4.500000e-01,1.001855e-02,4.630359e-03
75,1.000000e-01,1.684419e-05,4.500000e-01,2.649288e-04,4.500000e-01,1.001868e-02,4.629308e-03
76,1.000000e-01,1.878910e-05,4.500000e-01,2.612534e-04,4.500000e-01,1.001880e-02,4.627901e-03
77,1.000000e-01,9.666843e-06,4.500000e-01,2.589040e-04,4.500000e-01,1.001890e-02,4.625979e-03
78,1.000000e-01,2.166088e-05,4.500000e-01,2.562363e-04,4.500000e-01,1.001900e-02,4.626020e-03
79,1.000000e-01,1.078996e-05,4.500000e-01,2.531271e-04,4.500000e-01,1.001908e-02,4.623571e-03
80,1.000000e-01,1.438114e-05,4.500000e-01,2.509576e-04,4.500000e-01,1.001915e-02,4.622988e-03
81,1.000000e-01,2.104150e-05,4.500000e-01,2.482558e-04,4.500000e-01,1.001922e-02,4.622468e-03
82,1.000000e-01,1.764577e-05,4.500000e-01,2.459565e-04,4.500000e-01,1.001928e-02,4.621120e-03
83,1.000000e-01,1.870839e-05,4.500000e-01,2.439336e-04,4.500000e-01,1.001933e-02,4.620339e-03
84,1.000000e-01,1.776460e-05,4.500000e-01,2.413209e-04,4.500000e-01,1.001937e-02,4.619088e-03
85,1.000000e-01,1.576116e-05,4.500000e-01,2.392274e-04,4.500000e-01,1.001941e-02,4.617961e-03
86,1.000000e-01,1.729923e-05,4.500000e-01,2.371742e-04,4.500000e-01,1.001944e-02,4.617204e-03
87,1.000000e-01,5.627543e-06,4.500000e-01,2.348787e-04,4.500000e-01,1.001946e-02,4.615015e-03
88,1.000000e-01,8.325009e-06,4.500000e-01,2.330538e-04,4.500000e-01,1.001948e-02,4.614471e-03
89,1.000000e-01,7.215751e-06,4.500000e-01,2.309578e-04,4.500000e-01,1.001949e-02,4.613423e-03
90,1.000000e-01,2.394952e-05,4.500000e-01,2.289757e-04,4.500000e-01,1.001950e-02,4.614207e-03
91,1.000000e-01,2.258552e-05,4.500000e-01,2.272898e-04,4.500000e-01,1.001950e-02,4.613313e-03
92,1.000000e-01,7.570369e-06,4.500000e-01,2.252126e-04,4.500000e-01,1.001950e-02,4.610876e-03
93,1.000000e-01,1.171554e-05,4.500000e-01,2.234170e-04,4.500000e-01,1.001949e-02,4.610479e-03
94,1.000000e-01,6.973463e-06,4.500000e-01,2.216685e-04,4.500000e-01,1.001948e-02,4.609213e-03
95,1.000000e-01,9.040581e-06,4.500000e-01,2.197645e-04,4.500000e-01,1.001946e-02,4.608555e-03
96,1.000000e-01,1.298099e-05,4.500000e-01,2.181673e-04,4.500000e-01,1.001944e-02,4.608220e-03
97,1.000000e-01,9.696789e-06,4.500000e-01,2.163519e-04,4.500000e-01,1.001942e-02,4.607065e-03
98,1.000000e-01,1.013969e-05,4.500000e-01,2.147083e-04,4.500000e-01,1.001939e-02,4.606356e-03
99,1.000000e-01,9.925154e-06,4.500000e-01,2.131173e-04,4.500000e-01,1.001935e-02,4.605604e-03
100,1.000000e-01,1.088346e-05,4.500000e-01,2.113687e-04,4.500000e-01,1.001932e-02,4.604897e-03
101,1.000000e-01,1.747761e-05,4.500000e-01,2.098427e-04,4.500000e-01,1.001927e-02,4.604850e-03
102,1.000000e-01,2.152468e-05,4.500000e-01,2.082150e-04,4.500000e-01,1.001923e-02,4.604503e-03
103,1.000000e-01,1.503082e-05,4.500000e-01,2.066594e-04,4.500000e-01,1.001918e-02,4.603133e-03
104,1.000000e-01,1.358519e-05,4.500000e-01,2.051712e-04,4.500000e-01,1.001913e-02,4.602295e-03
105,1.000000e-01,6.187419e-06,4.500000e-01,2.035840e-04,4.500000e-01,1.001908e-02,4.600816e-03
106,1.000000e-01,1.553174e-05,4.500000e-01,2.021251e-04,4.500000e-01,1.001902e-02,4.601067e-03
107,1.000000e-01,1.208034e-05,4.500000e-01,2.006341e-04,4.500000e-01,1.001895e-02,4.600023e-03
108,1.000000e-01,1.351696e-05,4.500000e-01,1.991746e-04,4.500000e-01,1.001889e-02,4.599481e-03
109,1.000000e-01,1.168646e-05,4.500000e-01,1.977626e-04,4.500000e-01,1.001882e-02,4.598632e-03
110,1.000000e-01,8.224782e-06,4.500000e-01,1.963130e-04,4.500000e-01,1.001875e-02,4.597601e-03
111,1.000000e-01,5.166314e-06,4.500000e-01,1.949406e-04,4.500000e-01,1.001867e-02,4.596643e-03
112,1.000000e-01,9.659325e-06,4.500000e-01,1.935398e-04,4.500000e-01,1.001860e-02,4.596427e-03
113,1.000000e-01,7.552547e-06,4.500000e-01,1.921870e-04,4.500000e-01,1.001851e-02,4.595570e-03
114,1.000000e-01,8.928670e-06,4.500000e-01,1.908413e-04,4.500000e-01,1.001843e-02,4.595063e-03
115,1.000000e-01,1.178762e-05,4.500000e-01,1.895018e-04,4.500000e-01,1.001834e-02,4.594707e-03
116,1.000000e-01,5.098844e-06,4.500000e-01,1.882097e-04,4.500000e-01,1.001825e-02,4.593415e-03
117,1.000000e-01,1.024211e-05,4.500000e-01,1.868894e-04,4.500000e-01,1.001815e-02,4.593292e-03
118,1.000000e-01,5.336085e-06,4.500000e-01,1.856169e-04,4.500000e-01,1.001805e-02,4.592185e-03
119,1.000000e-01,8.779057e-06,4.500000e-01,1.843482e-04,4.500000e-01,1.001795e-02,4.591912e-03
120,1.000000e-01,1.338745e-05,4.500000e-01,1.830942e-04,4.500000e-01,1.001784e-02,4.591761e-03
121,1.000000e-01,1.450685e-05,4.500000e-01,1.818644e-04,4.500000e-01,1.001773e-02,4.591270e-03
122,1.000000e-01,9.546035e-06,4.500000e-01,1.806313e-04,4.500000e-01,1.001762e-02,4.590170e-03
123,1.000000e-01,1.445258e-05,4.500000e-01,1.794361e-04,4.500000e-01,1.001751e-02,4.590070e-03
124,1.000000e-01,6.870796e-06,4.500000e-01,1.782304e-04,4.500000e-01,1.001739e-02,4.588717e-03
125,1.000000e-01,7.985057e-06,4.500000e-01,1.770471e-04,4.500000e-01,1.001727e-02,4.588241e-03
126,1.000000e-01,1.253441e-05,4.500000e-01,1.758804e-04,4.500000e-01,1.001714e-02,4.588115e-03
127,1.000000e-01,8.806262e-06,4.500000e-01,1.747276e-04,4.500000e-01,1.001702e-02,4.587166e-03
128,1.000000e-01,6.190866e-06,4.500000e-01,1.735876e-04,4.500000e-01,1.001688e-02,4.586332e-03
129,1.000000e-01,9.531996e-06,4.500000e-01,1.724605e-04,4.500000e-01,1.001675e-02,4.586098e-03
130,1.000000e-01,7.350691e-06,4.500000e-01,1.713466e-04,4.500000e-01,1.001661e-02,4.585315e-03
131,1.000000e-01,4.950723e-06,4.500000e-01,1.702470e-04,4.500000e-01,1.001647e-02,4.584517e-03
132,1.000000e-01,3.206377e-06,4.500000e-01,1.691575e-04,4.500000e-01,1.001632e-02,4.583788e-03
133,1.000000e-01,6.753893e-06,4.500000e-01,1.680845e-04,4.500000e-01,1.001617e-02,4.583592e-03
134,1.000000e-01,9.703381e-06,4.500000e-01,1.670202e-04,4.500000e-01,1.001602e-02,4.583340e-03
135,1.000000e-01,4.639372e-06,4.500000e-01,1.659736e-04,4.500000e-01,1.001587e-02,4.582292e-03
136,1.000000e-01,1.782544e-05,4.500000e-01,1.649329e-04,4.500000e-01,1.001571e-02,4.583071e-03
137,1.000000e-01,3.003039e-06,4.500000e-01,1.639024e-04,4.500000e-01,1.001555e-02,4.581052e-03
138,1.000000e-01,6.798177e-06,4.500000e-01,1.628865e-04,4.500000e-01,1.001538e-02,4.580899e-03
139,1.000000e-01,7.303219e-06,4.500000e-01,1.618815e-04,4.500000e-01,1.001521e-02,4.580421e-03
140,1.000000e-01,3.311022e-06,4.500000e-01,1.608871e-04,4.500000e-01,1.001504e-02,4.579496e-03
141,1.000000e-01,5.923877e-06,4.500000e-01,1.599059e-04,4.500000e-01,1.001486e-02,4.579236e-03
142,1.000000e-01,1.189296e-05,4.500000e-01,1.589380e-04,4.500000e-01,1.001468e-02,4.579317e-03
143,1.000000e-01,5.280235e-06,4.500000e-01,1.579766e-04,4.500000e-01,1.001449e-02,4.578140e-03
144,1.000000e-01,1.431465e-05,4.500000e-01,1.570280e-04,4.500000e-01,1.001431e-02,4.578532e-03
145,1.000000e-01,9.564598e-06,4.500000e-01,1.560894e-04,4.500000e-01,1.001411e-02,4.577548e-03
146,1.000000e-01,5.068798e-06,4.500000e-01,1.551607e-04,4.500000e-01,1.001392e-02,4.576592e-03
147,1.000000e-01,1.141624e-05,4.500000e-01,1.542465e-04,4.500000e-01,1.001372e-02,4.576726e-03
148,1.000000e-01,4.102740e-06,4.500000e-01,1.533360e-04,4.500000e-01,1.001352e-02,4.575494e-03
149,1.000000e-01,7.537871e-06,4.500000e-01,1.524416e-04,4.500000e-01,1.001331e-02,4.575341e-03
150,1.000000e-01,8.722726e-06,4.500000e-01,1.515516e-04,4.500000e-01,1.001310e-02,4.574965e-03
151,1.000000e-01,6.089578e-06,4.500000e-01,1.506756e-04,4.500000e-01,1.001288e-02,4.574211e-03
152,1.000000e-01,1.026886e-05,4.500000e-01,1.498070e-04,4.500000e-01,1.001267e-02,4.574140e-03
153,1.000000e-01,7.460840e-06,4.500000e-01,1.489536e-04,4.500000e-01,1.001244e-02,4.573375e-03
154,1.000000e-01,7.435717e-06,4.500000e-01,1.481009e-04,4.500000e-01,1.001222e-02,4.572887e-03
155,1.000000e-01,5.877532e-06,4.500000e-01,1.472665e-04,4.500000e-01,1.001199e-02,4.572252e-03
156,1.000000e-01,1.137980e-05,4.500000e-01,1.464356e-04,4.500000e-01,1.001175e-02,4.572322e-03
157,1.000000e-01,2.588961e-06,4.500000e-01,1.456149e-04,4.500000e-01,1.001151e-02,4.570967e-03
158,1.000000e-01,5.838470e-06,4.500000e-01,1.448024e-04,4.500000e-01,1.001127e-02,4.570817e-03
159,1.000000e-01,8.713882e-06,4.500000e-01,1.440079e-04,4.500000e-01,1.001102e-02,4.570635e-03
160,1.000000e-01,5.744443e-06,4.500000e-01,1.432122e-04,4.500000e-01,1.001077e-02,4.569866e-03
161,1.000000e-01,9.894653e-06,4.500000e-01,1.424303e-04,4.500000e-01,1.001052e-02,4.569815e-03
162,1.000000e-01,6.649598e-06,4.500000e-01,1.416569e-04,4.500000e-01,1.001025e-02,4.569025e-03
163,1.000000e-01,4.147241e-06,4.500000e-01,1.408874e-04,4.500000e-01,1.000999e-02,4.568310e-03
164,1.000000e-01,5.909439e-06,4.500000e-01,1.401365e-04,4.500000e-01,1.000972e-02,4.568026e-03
165,1.000000e-01,4.810301e-06,4.500000e-01,1.393828e-04,4.500000e-01,1.000945e-02,4.567455e-03
166,1.000000e-01,7.259887e-06,4.500000e-01,1.386463e-04,4.500000e-01,1.000917e-02,4.567243e-03
167,1.000000e-01,3.492956e-06,4.500000e-01,1.379130e-04,4.500000e-01,1.000889e-02,4.566410e-03
168,1.000000e-01,7.915611e-06,4.500000e-01,1.371916e-04,4.500000e-01,1.000860e-02,4.566398e-03
169,1.000000e-01,9.958105e-06,4.500000e-01,1.364761e-04,4.500000e-01,1.000831e-02,4.566148e-03
170,1.000000e-01,6.171949e-06,4.500000e-01,1.357720e-04,4.500000e-01,1.000801e-02,4.565320e-03
171,1.000000e-01,4.781193e-06,4.500000e-01,1.350709e-04,4.500000e-01,1.000771e-02,4.564729e-03
172,1.000000e-01,1.064797e-05,4.500000e-01,1.343843e-04,4.500000e-01,1.000740e-02,4.564869e-03
173,1.000000e-01,1.272699e-05,4.500000e-01,1.336977e-04,4.500000e-01,1.000709e-02,4.564628e-03
174,1.000000e-01,7.009401e-06,4.500000e-01,1.330261e-04,4.500000e-01,1.000678e-02,4.563611e-03
175,1.000000e-01,5.159483e-06,4.500000e-01,1.323536e-04,4.500000e-01,1.000646e-02,4.562980e-03
176,1.000000e-01,5.509242e-06,4.500000e-01,1.317044e-04,4.500000e-01,1.000613e-02,4.562576e-03
177,1.000000e-01,9.724932e-06,4.500000e-01,1.310451e-04,4.500000e-01,1.000580e-02,4.562551e-03
178,1.000000e-01,6.231921e-06,4.500000e-01,1.304009e-04,4.500000e-01,1.000546e-02,4.561761e-03
179,1.000000e-01,4.030916e-06,4.500000e-01,1.297598e-04,4.500000e-01,1.000512e-02,4.561099e-03
180,1.000000e-01,6.322614e-06,4.500000e-01,1.291357e-04,4.500000e-01,1.000477e-02,4.560891e-03
181,1.000000e-01,6.087706e-06,4.500000e-01,1.285091e-04,4.500000e-01,1.000442e-02,4.560426e-03
182,1.000000e-01,5.230458e-06,4.500000e-01,1.278999e-04,4.500000e-01,1.000406e-02,4.559905e-03
183,1.000000e-01,7.085220e-06,4.500000e-01,1.272886e-04,4.500000e-01,1.000370e-02,4.559652e-03
184,1.000000e-01,3.286408e-06,4.500000e-01,1.266856e-04,4.500000e-01,1.000333e-02,4.558835e-03
185,1.000000e-01,9.649410e-06,4.500000e-01,1.260939e-04,4.500000e-01,1.000295e-02,4.559035e-03
186,1.000000e-01,2.982569e-06,4.500000e-01,1.255124e-04,4.500000e-01,1.000257e-02,4.557936e-03
187,1.000000e-01,6.171756e-06,4.500000e-01,1.249260e-04,4.500000e-01,1.000218e-02,4.557817e-03
188,1.000000e-01,8.412833e-06,4.500000e-01,1.243592e-04,4.500000e-01,1.000179e-02,4.557609e-03
189,1.000000e-01,6.779168e-06,4.500000e-01,1.237864e-04,4.500000e-01,1.000139e-02,4.557008e-03
190,1.000000e-01,7.545415e-06,4.500000e-01,1.232290e-04,4.500000e-01,1.000099e-02,4.556652e-03
191,1.000000e-01,5.378181e-06,4.500000e-01,1.226725e-04,4.500000e-01,1.000058e-02,4.556000e-03
192,1.000000e-01,3.881143e-06,4.500000e-01,1.221315e-04,4.500000e-01,1.000016e-02,4.555419e-03
193,1.000000e-01,4.310386e-06,4.500000e-01,1.215969e-04,4.500000e-01,9.999735e-03,4.555030e-03
194,1.000000e-01,8.879521e-06,4.500000e-01,1.210553e-04,4.500000e-01,9.999303e-03,4.555049e-03
195,1.000000e-01,5.364600e-06,4.500000e-01,1.205433e-04,4.500000e-01,9.998867e-03,4.554271e-03
196,1.000000e-01,6.238767e-06,4.500000e-01,1.200081e-04,4.500000e-01,9.998422e-03,4.553917e-03
197,1.000000e-01,8.172863e-06,4.500000e-01,1.195062e-04,4.500000e-01,9.997974e-03,4.553683e-03
198,1.000000e-01,4.709345e-06,4.500000e-01,1.189884e-04,4.500000e-01,9.997515e-03,4.552898e-03
199,1.000000e-01,1.733386e-06,4.500000e-01,1.185001e-04,4.500000e-01,9.997049e-03,4.552171e-03
200,1.000000e-01,3.364275e-06,4.500000e-01,1.179912e-04,4.500000e-01,9.996579e-03,4.551893e-03
201,1.000000e-01,7.428479e-06,4.500000e-01,1.175167e-04,4.500000e-01,9.996099e-03,4.551870e-03
202,1.000000e-01,4.178028e-06,4.500000e-01,1.170203e-04,4.500000e-01,9.995613e-03,4.551103e-03
203,1.000000e-01,7.177754e-06,4.500000e-01,1.165537e-04,4.500000e-01,9.995120e-03,4.550971e-03
204,1.000000e-01,5.342135e-06,4.500000e-01,1.160713e-04,4.500000e-01,9.994617e-03,4.550344e-03
205,1.000000e-01,4.491407e-06,4.500000e-01,1.156180e-04,4.500000e-01,9.994110e-03,4.549826e-03
206,1.000000e-01,4.393413e-06,4.500000e-01,1.151477e-04,4.500000e-01,9.993591e-03,4.549372e-03
207,1.000000e-01,3.463982e-06,4.500000e-01,1.147011e-04,4.500000e-01,9.993066e-03,4.548841e-03
208,1.000000e-01,4.316433e-06,4.500000e-01,1.142481e-04,4.500000e-01,9.992534e-03,4.548484e-03
209,1.000000e-01,4.445056e-06,4.500000e-01,1.138164e-04,4.500000e-01,9.991993e-03,4.548059e-03
210,1.000000e-01,4.012369e-06,4.500000e-01,1.133727e-04,4.500000e-01,9.991444e-03,4.547569e-03
211,1.000000e-01,4.715736e-06,4.500000e-01,1.129528e-04,4.500000e-01,9.990884e-03,4.547198e-03
212,1.000000e-01,4.999536e-06,4.500000e-01,1.125203e-04,4.500000e-01,9.990318e-03,4.546777e-03
213,1.000000e-01,2.155910e-06,4.500000e-01,1.121078e-04,4.500000e-01,9.989742e-03,4.546048e-03
214,1.000000e-01,8.443823e-06,4.500000e-01,1.116903e-04,4.500000e-01,9.989158e-03,4.546226e-03
215,1.000000e-01,1.052976e-06,4.500000e-01,1.112955e-04,4.500000e-01,9.988565e-03,4.545043e-03
216,1.000000e-01,2.109837e-06,4.500000e-01,1.108815e-04,4.500000e-01,9.987962e-03,4.544690e-03
217,1.000000e-01,5.254798e-06,4.500000e-01,1.104978e-04,4.500000e-01,9.987351e-03,4.544557e-03
218,1.000000e-01,4.182459e-06,4.500000e-01,1.100971e-04,4.500000e-01,9.986728e-03,4.543989e-03
219,1.000000e-01,5.120801e-06,4.500000e-01,1.097197e-04,4.500000e-01,9.986098e-03,4.543630e-03
220,1.000000e-01,4.921542e-06,4.500000e-01,1.093323e-04,4.500000e-01,9.985457e-03,4.543147e-03
221,1.000000e-01,6.062433e-06,4.500000e-01,1.089608e-04,4.500000e-01,9.984807e-03,4.542802e-03
222,1.000000e-01,3.160980e-06,4.500000e-01,1.085893e-04,4.500000e-01,9.984147e-03,4.542047e-03
223,1.000000e-01,4.977801e-06,4.500000e-01,1.082253e-04,4.500000e-01,9.983476e-03,4.541763e-03
224,1.000000e-01,2.813697e-06,4.500000e-01,1.078684e-04,4.500000e-01,9.982795e-03,4.541080e-03
225,1.000000e-01,4.588715e-06,4.500000e-01,1.075156e-04,4.500000e-01,9.982103e-03,4.540788e-03
226,1.000000e-01,5.083999e-06,4.500000e-01,1.071666e-04,4.500000e-01,9.981401e-03,4.540364e-03
227,1.000000e-01,4.063753e-06,4.500000e-01,1.068244e-04,4.500000e-01,9.980687e-03,4.539786e-03
228,1.000000e-01,4.169541e-06,4.500000e-01,1.064905e-04,4.500000e-01,9.979962e-03,4.539320e-03
229,1.000000e-01,4.639354e-06,4.500000e-01,1.061539e-04,4.500000e-01,9.979227e-03,4.538885e-03
230,1.000000e-01,2.662588e-06,4.500000e-01,1.058341e-04,4.500000e-01,9.978480e-03,4.538207e-03
231,1.000000e-01,2.372489e-06,4.500000e-01,1.055041e-04,4.500000e-01,9.977721e-03,4.537688e-03
232,1.000000e-01,3.013475e-06,4.500000e-01,1.051939e-04,4.500000e-01,9.976950e-03,4.537266e-03
233,1.000000e-01,5.042768e-06,4.500000e-01,1.048759e-04,4.500000e-01,9.976167e-03,4.536974e-03
234,1.000000e-01,4.476947e-06,4.500000e-01,1.045819e-04,4.500000e-01,9.975373e-03,4.536427e-03
235,1.000000e-01,9.634074e-06,4.500000e-01,1.042671e-04,4.500000e-01,9.974565e-03,4.536438e-03
236,1.000000e-01,3.388282e-06,4.500000e-01,1.039719e-04,4.500000e-01,9.973747e-03,4.535312e-03
237,1.000000e-01,4.752124e-06,4.500000e-01,1.036766e-04,4.500000e-01,9.972915e-03,4.534941e-03
238,1.000000e-01,3.153968e-06,4.500000e-01,1.033893e-04,4.500000e-01,9.972070e-03,4.534272e-03
239,1.000000e-01,5.819782e-06,4.500000e-01,1.031075e-04,4.500000e-01,9.971213e-03,4.534026e-03
