,weight_pde,L_pde,weight_ic,L_ic,weight_data,L_data,total_loss
3805,1.657808e-01,1.938014e-06,4.682370e-01,3.852650e-07,3.659822e-01,5.274763e-06,2.432150e-06
3806,1.657808e-01,3.057868e-06,4.682370e-01,4.111356e-07,3.659822e-01,5.293998e-06,2.636954e-06
3807,1.657808e-01,4.008156e-06,4.682370e-01,4.354746e-07,3.659822e-01,5.807015e-06,2.993645e-06
3808,1.657808e-01,2.980213e-06,4.682370e-01,4.640490e-07,3.659822e-01,6.707373e-06,3.166126e-06
3809,1.657808e-01,2.553179e-06,4.682370e-01,4.952287e-07,3.659822e-01,8.597814e-06,3.801799e-06
3810,1.657808e-01,2.404875e-06,4.682370e-01,5.020813e-07,3.659822e-01,1.060755e-05,4.515949e-06
3811,1.657808e-01,4.157213e-06,4.682370e-01,4.932783e-07,3.659822e-01,1.392466e-05,6.016336e-06
3812,1.657808e-01,7.105362e-06,4.682370e-01,4.952037e-07,3.659822e-01,1.713564e-05,7.681146e-06
3813,1.657808e-01,1.105190e-05,4.682370e-01,5.378324e-07,3.659822e-01,2.593045e-05,1.157411e-05
3814,1.657808e-01,7.854315e-06,4.682370e-01,6.760548e-07,3.659822e-01,3.377580e-05,1.397999e-05
3815,1.657808e-01,8.571764e-06,4.682370e-01,8.991589e-07,3.659822e-01,5.318255e-05,2.130592e-05
3816,1.657808e-01,5.671111e-06,4.682370e-01,1.195352e-06,3.659822e-01,5.882329e-05,2.302815e-05
3817,1.657808e-01,1.205273e-05,4.682370e-01,1.442491e-06,3.659822e-01,8.068432e-05,3.220256e-05
3818,1.657808e-01,2.758205e-05,4.682370e-01,1.755425e-06,3.659822e-01,7.258406e-05,3.195900e-05
3819,1.657808e-01,5.619862e-05,4.682370e-01,2.273752e-06,3.659822e-01,9.722038e-05,4.596223e-05
3820,1.657808e-01,6.654383e-06,4.682370e-01,3.380951e-06,3.659822e-01,7.486198e-05,3.008440e-05
3821,1.657808e-01,9.383653e-06,4.682370e-01,3.808564e-06,3.659822e-01,6.637662e-05,2.763160e-05
3822,1.657808e-01,3.093123e-06,4.682370e-01,3.165550e-06,3.659822e-01,2.400602e-05,1.078078e-05
3823,1.657808e-01,1.199034e-05,4.682370e-01,1.991582e-06,3.659822e-01,5.636945e-06,4.983323e-06
3824,1.657808e-01,6.995622e-06,4.682370e-01,1.189317e-06,3.659822e-01,1.091537e-05,5.711451e-06
3825,1.657808e-01,2.699234e-06,4.682370e-01,6.401871e-07,3.659822e-01,1.581999e-05,6.537075e-06
3826,1.657808e-01,1.462818e-05,4.682370e-01,2.973712e-07,3.659822e-01,2.672735e-05,1.234605e-05
3827,1.657808e-01,1.470370e-05,4.682370e-01,4.169856e-07,3.659822e-01,2.201397e-05,1.068956e-05
3828,1.657808e-01,4.502326e-06,4.682370e-01,1.238082e-06,3.659822e-01,2.175759e-05,9.289003e-06
3829,1.657808e-01,2.373950e-06,4.682370e-01,2.405465e-06,3.659822e-01,1.305601e-05,6.298151e-06
3830,1.657808e-01,1.977187e-06,4.682370e-01,3.019187e-06,3.659822e-01,5.026649e-06,3.581139e-06
3831,1.657808e-01,4.829276e-06,4.682370e-01,2.939743e-06,3.659822e-01,3.389281e-06,3.417514e-06
3832,1.657808e-01,4.002341e-06,4.682370e-01,2.321904e-06,3.659822e-01,6.109376e-06,3.986635e-06
3833,1.657808e-01,2.363662e-06,4.682370e-01,1.472535e-06,3.659822e-01,8.455426e-06,4.175880e-06
3834,1.657808e-01,5.242750e-06,4.682370e-01,6.711518e-07,3.659822e-01,7.786647e-06,4.033180e-06
3835,1.657808e-01,1.067714e-05,4.682370e-01,2.708460e-07,3.659822e-01,8.244253e-06,4.914135e-06
3836,1.657808e-01,8.151792e-06,4.682370e-01,6.983251e-07,3.659822e-01,5.717018e-06,3.770719e-06
3837,1.657808e-01,2.980188e-06,4.682370e-01,1.928802e-06,3.659822e-01,5.370130e-06,3.362567e-06
3838,1.657808e-01,3.268813e-06,4.682370e-01,3.391812e-06,3.659822e-01,4.360104e-06,3.725798e-06
3839,1.657808e-01,3.486043e-06,4.682370e-01,3.886350e-06,3.659822e-01,3.138984e-06,3.546464e-06
3840,1.657808e-01,1.751446e-06,4.682370e-01,3.410623e-06,3.659822e-01,3.698010e-06,3.240742e-06
3841,1.657808e-01,2.294140e-06,4.682370e-01,2.197246e-06,3.659822e-01,4.609558e-06,3.096172e-06
3842,1.657808e-01,1.909126e-06,4.682370e-01,1.101296e-06,3.659822e-01,5.883910e-06,2.985570e-06
3843,1.657808e-01,1.861204e-06,4.682370e-01,4.054783e-07,3.659822e-01,4.565081e-06,2.169150e-06
3844,1.657808e-01,3.181006e-06,4.682370e-01,3.127162e-07,3.659822e-01,4.197604e-06,2.210023e-06
3845,1.657808e-01,5.103909e-06,4.682370e-01,7.955421e-07,3.659822e-01,3.033793e-06,2.328947e-06
3846,1.657808e-01,3.803430e-06,4.682370e-01,1.669606e-06,3.659822e-01,2.912929e-06,2.478387e-06
3847,1.657808e-01,1.656961e-06,4.682370e-01,2.475201e-06,3.659822e-01,3.051826e-06,2.550587e-06
3848,1.657808e-01,1.910408e-06,4.682370e-01,2.618678e-06,3.659822e-01,2.911975e-06,2.608602e-06
3849,1.657808e-01,1.730299e-06,4.682370e-01,2.079059e-06,3.659822e-01,3.149329e-06,2.412941e-06
3850,1.657808e-01,1.470681e-06,4.682370e-01,1.200102e-06,3.659822e-01,2.867594e-06,1.855231e-06
3851,1.657808e-01,1.563653e-06,4.682370e-01,5.129926e-07,3.659822e-01,3.155224e-06,1.654182e-06
3852,1.657808e-01,1.936914e-06,4.682370e-01,2.701312e-07,3.659822e-01,2.905203e-06,1.510841e-06
3853,1.657808e-01,1.759716e-06,4.682370e-01,4.319696e-07,3.659822e-01,2.913388e-06,1.560239e-06
3854,1.657808e-01,1.925220e-06,4.682370e-01,7.694250e-07,3.659822e-01,2.801285e-06,1.704658e-06
3855,1.657808e-01,2.769495e-06,4.682370e-01,1.054628e-06,3.659822e-01,2.829914e-06,1.988643e-06
3856,1.657808e-01,2.472721e-06,4.682370e-01,1.178563e-06,3.659822e-01,2.910370e-06,2.026920e-06
3857,1.657808e-01,1.635657e-06,4.682370e-01,1.118892e-06,3.659822e-01,2.896531e-06,1.855146e-06
3858,1.657808e-01,1.666177e-06,4.682370e-01,8.732884e-07,3.659822e-01,2.964166e-06,1.769958e-06
3859,1.657808e-01,1.683922e-06,4.682370e-01,5.644536e-07,3.659822e-01,3.121425e-06,1.685846e-06
3860,1.657808e-01,1.744738e-06,4.682370e-01,3.292737e-07,3.659822e-01,3.090619e-06,1.574534e-06
3861,1.657808e-01,1.727985e-06,4.682370e-01,2.712256e-07,3.659822e-01,2.948711e-06,1.492640e-06
3862,1.657808e-01,2.409176e-06,4.682370e-01,3.627453e-07,3.659822e-01,2.818103e-06,1.600621e-06
3863,1.657808e-01,2.097657e-06,4.682370e-01,4.650479e-07,3.659822e-01,2.820482e-06,1.597750e-06
3864,1.657808e-01,1.565366e-06,4.682370e-01,5.057987e-07,3.659822e-01,2.952479e-06,1.576896e-06
3865,1.657808e-01,1.751294e-06,4.682370e-01,4.727925e-07,3.659822e-01,2.869114e-06,1.561755e-06
3866,1.657808e-01,1.876856e-06,4.682370e-01,4.072922e-07,3.659822e-01,2.913064e-06,1.567985e-06
3867,1.657808e-01,1.898500e-06,4.682370e-01,3.333815e-07,3.659822e-01,2.676220e-06,1.450285e-06
3868,1.657808e-01,1.559585e-06,4.682370e-01,2.939656e-07,3.659822e-01,2.629525e-06,1.358554e-06
3869,1.657808e-01,1.678184e-06,4.682370e-01,2.714111e-07,3.659822e-01,2.751041e-06,1.412127e-06
3870,1.657808e-01,1.563674e-06,4.682370e-01,2.721819e-07,3.659822e-01,2.854066e-06,1.431210e-06
3871,1.657808e-01,1.366191e-06,4.682370e-01,3.000038e-07,3.659822e-01,2.955859e-06,1.448753e-06
3872,1.657808e-01,1.633211e-06,4.682370e-01,3.283137e-07,3.659822e-01,2.913523e-06,1.490781e-06
3873,1.657808e-01,1.748590e-06,4.682370e-01,3.448201e-07,3.659822e-01,2.983651e-06,1.543303e-06
3874,1.657808e-01,1.639204e-06,4.682370e-01,3.215004e-07,3.659822e-01,2.957431e-06,1.504654e-06
3875,1.657808e-01,1.690764e-06,4.682370e-01,2.938530e-07,3.659822e-01,3.049528e-06,1.533962e-06
3876,1.657808e-01,1.736116e-06,4.682370e-01,2.717599e-07,3.659822e-01,3.013951e-06,1.518115e-06
3877,1.657808e-01,1.395596e-06,4.682370e-01,2.682668e-07,3.659822e-01,2.930070e-06,1.429329e-06
3878,1.657808e-01,1.631640e-06,4.682370e-01,2.762079e-07,3.659822e-01,2.752070e-06,1.407034e-06
3879,1.657808e-01,2.119861e-06,4.682370e-01,2.913422e-07,3.659822e-01,2.685949e-06,1.470859e-06
3880,1.657808e-01,1.705984e-06,4.682370e-01,3.243488e-07,3.659822e-01,2.739737e-06,1.437387e-06
3881,1.657808e-01,1.359997e-06,4.682370e-01,3.601900e-07,3.659822e-01,2.783001e-06,1.412644e-06
3882,1.657808e-01,1.553195e-06,4.682370e-01,3.941384e-07,3.659822e-01,2.874619e-06,1.494099e-06
3883,1.657808e-01,1.464248e-06,4.682370e-01,4.090788e-07,3.659822e-01,2.978146e-06,1.524238e-06
3884,1.657808e-01,1.538028e-06,4.682370e-01,4.074547e-07,3.659822e-01,3.069987e-06,1.569321e-06
3885,1.657808e-01,1.868265e-06,4.682370e-01,3.837635e-07,3.659822e-01,3.132247e-06,1.635761e-06
3886,1.657808e-01,1.896573e-06,4.682370e-01,3.693982e-07,3.659822e-01,3.365687e-06,1.719163e-06
3887,1.657808e-01,1.759117e-06,4.682370e-01,3.582387e-07,3.659822e-01,3.916304e-06,1.892666e-06
3888,1.657808e-01,1.659599e-06,4.682370e-01,3.524683e-07,3.659822e-01,4.647830e-06,2.141192e-06
3889,1.657808e-01,1.633518e-06,4.682370e-01,3.468823e-07,3.659822e-01,5.690818e-06,2.515967e-06
3890,1.657808e-01,2.509958e-06,4.682370e-01,3.486152e-07,3.659822e-01,7.202673e-06,3.215387e-06
3891,1.657808e-01,4.515535e-06,4.682370e-01,3.540307e-07,3.659822e-01,9.472094e-06,4.380977e-06
3892,1.657808e-01,8.277009e-06,4.682370e-01,4.042312e-07,3.659822e-01,1.491271e-05,7.019231e-06
3893,1.657808e-01,6.961376e-06,4.682370e-01,5.411874e-07,3.659822e-01,2.264705e-05,9.695882e-06
3894,1.657808e-01,1.185927e-05,4.682370e-01,8.157617e-07,3.659822e-01,4.143207e-05,1.751141e-05
3895,1.657808e-01,1.807440e-05,4.682370e-01,1.378552e-06,3.659822e-01,6.083262e-05,2.590553e-05
3896,1.657808e-01,4.069432e-05,4.682370e-01,2.350898e-06,3.659822e-01,1.184465e-04,5.119641e-05
3897,1.657808e-01,2.339365e-05,4.682370e-01,4.348718e-06,3.659822e-01,1.373578e-04,5.618495e-05
3898,1.657808e-01,2.483683e-05,4.682370e-01,6.856194e-06,3.659822e-01,2.276861e-04,9.065684e-05
3899,1.657808e-01,2.823502e-05,4.682370e-01,1.039067e-05,3.659822e-01,1.539692e-04,6.589609e-05
3900,1.657808e-01,4.766142e-05,4.682370e-01,1.330040e-05,3.659822e-01,1.493201e-04,6.877760e-05
3901,1.657808e-01,1.805825e-05,4.682370e-01,1.803813e-05,3.659822e-01,5.884967e-05,3.297776e-05
3902,1.657808e-01,4.908439e-06,4.682370e-01,1.875638e-05,3.659822e-01,1.443464e-05,1.487897e-05
3903,1.657808e-01,3.233916e-06,4.682370e-01,1.765676e-05,3.659822e-01,6.665760e-06,1.124322e-05
3904,1.657808e-01,9.058242e-06,4.682370e-01,1.059812e-05,3.659822e-01,2.866382e-05,1.695456e-05
3905,1.657808e-01,1.003280e-05,4.682370e-01,3.622024e-06,3.659822e-01,6.147005e-05,2.585616e-05
3906,1.657808e-01,5.059285e-06,4.682370e-01,2.774163e-07,3.659822e-01,4.631719e-05,1.791989e-05
3907,1.657808e-01,5.308383e-06,4.682370e-01,2.629426e-06,3.659822e-01,2.170504e-05,1.005488e-05
3908,1.657808e-01,8.119699e-06,4.682370e-01,7.914699e-06,3.659822e-01,4.182404e-06,6.582731e-06
3909,1.657808e-01,3.917971e-06,4.682370e-01,1.095672e-05,3.659822e-01,1.044028e-05,9.600822e-06
3910,1.657808e-01,4.103591e-06,4.682370e-01,9.849380e-06,3.659822e-01,2.171822e-05,1.324062e-05
3911,1.657808e-01,1.214752e-05,4.682370e-01,4.380944e-06,3.659822e-01,1.897350e-05,1.100911e-05
3912,1.657808e-01,2.361222e-05,4.682370e-01,4.443085e-07,3.659822e-01,1.354263e-05,9.078855e-06
3913,1.657808e-01,6.012525e-06,4.682370e-01,1.887581e-06,3.659822e-01,4.395214e-06,3.489166e-06
3914,1.657808e-01,4.133638e-06,4.682370e-01,6.861932e-06,3.659822e-01,4.266252e-06,5.459660e-06
3915,1.657808e-01,1.359024e-05,4.682370e-01,9.812557e-06,3.659822e-01,8.153463e-06,9.831625e-06
3916,1.657808e-01,8.083629e-06,4.682370e-01,6.397664e-06,3.659822e-01,1.080980e-05,8.291928e-06
3917,1.657808e-01,2.455220e-06,4.682370e-01,1.728639e-06,3.659822e-01,1.065010e-05,5.114187e-06
3918,1.657808e-01,4.238695e-06,4.682370e-01,3.366652e-07,3.659822e-01,5.358858e-06,2.821580e-06
3919,1.657808e-01,2.482376e-06,4.682370e-01,2.458363e-06,3.659822e-01,4.004056e-06,3.028040e-06
3920,1.657808e-01,2.303885e-06,4.682370e-01,4.753333e-06,3.659822e-01,7.887442e-06,5.494289e-06
3921,1.657808e-01,2.448647e-06,4.682370e-01,4.345559e-06,3.659822e-01,9.823995e-06,6.036097e-06
3922,1.657808e-01,2.275499e-06,4.682370e-01,2.141340e-06,3.659822e-01,6.133985e-06,3.624818e-06
3923,1.657808e-01,3.151234e-06,4.682370e-01,3.857310e-07,3.659822e-01,3.587208e-06,2.015882e-06
3924,1.657808e-01,5.814996e-06,4.682370e-01,8.128242e-07,3.659822e-01,4.871949e-06,3.127656e-06
3925,1.657808e-01,4.034191e-06,4.682370e-01,2.713764e-06,3.659822e-01,5.638293e-06,4.002991e-06
3926,1.657808e-01,1.828443e-06,4.682370e-01,3.671366e-06,3.659822e-01,4.145930e-06,3.539527e-06
3927,1.657808e-01,3.235230e-06,4.682370e-01,2.499424e-06,3.659822e-01,3.329801e-06,2.925310e-06
3928,1.657808e-01,2.438504e-06,4.682370e-01,6.358198e-07,3.659822e-01,3.886110e-06,2.124219e-06
3929,1.657808e-01,2.002647e-06,4.682370e-01,4.356218e-07,3.659822e-01,3.991677e-06,1.996857e-06
3930,1.657808e-01,3.358535e-06,4.682370e-01,1.662470e-06,3.659822e-01,4.078914e-06,2.828021e-06
3931,1.657808e-01,2.870151e-06,4.682370e-01,2.223446e-06,3.659822e-01,3.524338e-06,2.806760e-06
3932,1.657808e-01,2.018113e-06,4.682370e-01,1.466088e-06,3.659822e-01,3.229949e-06,2.203145e-06
3933,1.657808e-01,2.975817e-06,4.682370e-01,4.548112e-07,3.659822e-01,3.275908e-06,1.905217e-06
3934,1.657808e-01,4.017938e-06,4.682370e-01,3.120779e-07,3.659822e-01,3.477832e-06,2.085048e-06
3935,1.657808e-01,2.469751e-06,4.682370e-01,7.114643e-07,3.659822e-01,4.049817e-06,2.224732e-06
3936,1.657808e-01,1.564514e-06,4.682370e-01,9.044581e-07,3.659822e-01,4.081447e-06,2.176604e-06
3937,1.657808e-01,2.518018e-06,4.682370e-01,6.947469e-07,3.659822e-01,3.572970e-06,2.050389e-06
3938,1.657808e-01,2.503036e-06,4.682370e-01,3.949125e-07,3.659822e-01,3.175740e-06,1.762132e-06
3939,1.657808e-01,2.088662e-06,4.682370e-01,2.568673e-07,3.659822e-01,3.710584e-06,1.824543e-06
3940,1.657808e-01,1.782037e-06,4.682370e-01,3.256757e-07,3.659822e-01,4.587126e-06,2.126727e-06
3941,1.657808e-01,1.790440e-06,4.682370e-01,4.364134e-07,3.659822e-01,4.392706e-06,2.108818e-06
3942,1.657808e-01,1.523605e-06,4.682370e-01,4.307959e-07,3.659822e-01,3.394681e-06,1.696692e-06
3943,1.657808e-01,1.769579e-06,4.682370e-01,3.339255e-07,3.659822e-01,2.944190e-06,1.527240e-06
3944,1.657808e-01,1.574862e-06,4.682370e-01,2.571417e-07,3.659822e-01,3.273645e-06,1.579581e-06
3945,1.657808e-01,1.965714e-06,4.682370e-01,2.947176e-07,3.659822e-01,3.692601e-06,1.815301e-06
3946,1.657808e-01,2.142186e-06,4.682370e-01,3.638891e-07,3.659822e-01,3.689789e-06,1.875917e-06
3947,1.657808e-01,2.347723e-06,4.682370e-01,3.408518e-07,3.659822e-01,3.460821e-06,1.815406e-06
3948,1.657808e-01,2.089068e-06,4.682370e-01,2.695779e-07,3.659822e-01,3.023075e-06,1.578945e-06
3949,1.657808e-01,1.833294e-06,4.682370e-01,2.719395e-07,3.659822e-01,2.857482e-06,1.477044e-06
3950,1.657808e-01,1.979913e-06,4.682370e-01,3.459408e-07,3.659822e-01,2.859264e-06,1.536654e-06
3951,1.657808e-01,2.238601e-06,4.682370e-01,3.723684e-07,3.659822e-01,3.020960e-06,1.651091e-06
3952,1.657808e-01,2.105470e-06,4.682370e-01,3.004504e-07,3.659822e-01,3.329867e-06,1.708401e-06
3953,1.657808e-01,1.805054e-06,4.682370e-01,2.557426e-07,3.659822e-01,3.544828e-06,1.716335e-06
3954,1.657808e-01,1.534380e-06,4.682370e-01,3.079830e-07,3.659822e-01,3.414245e-06,1.648133e-06
3955,1.657808e-01,1.509214e-06,4.682370e-01,3.855988e-07,3.659822e-01,3.073061e-06,1.555436e-06
3956,1.657808e-01,1.478359e-06,4.682370e-01,3.937199e-07,3.659822e-01,2.751124e-06,1.436300e-06
3957,1.657808e-01,1.399670e-06,4.682370e-01,3.189207e-07,3.659822e-01,2.816561e-06,1.412180e-06
3958,1.657808e-01,1.519244e-06,4.682370e-01,2.625399e-07,3.659822e-01,3.078806e-06,1.501581e-06
3959,1.657808e-01,1.574150e-06,4.682370e-01,2.622529e-07,3.659822e-01,3.155120e-06,1.538478e-06
3960,1.657808e-01,1.933266e-06,4.682370e-01,3.025474e-07,3.659822e-01,3.031941e-06,1.571799e-06
3961,1.657808e-01,2.670686e-06,4.682370e-01,3.555778e-07,3.659822e-01,2.922675e-06,1.678890e-06
3962,1.657808e-01,2.757952e-06,4.682370e-01,3.966138e-07,3.659822e-01,2.908358e-06,1.707332e-06
3963,1.657808e-01,2.002102e-06,4.682370e-01,4.129666e-07,3.659822e-01,2.843507e-06,1.565949e-06
3964,1.657808e-01,1.539937e-06,4.682370e-01,3.742759e-07,3.659822e-01,2.860322e-06,1.477369e-06
3965,1.657808e-01,1.606793e-06,4.682370e-01,3.035726e-07,3.659822e-01,2.823945e-06,1.442033e-06
3966,1.657808e-01,1.435501e-06,4.682370e-01,2.544816e-07,3.659822e-01,2.690940e-06,1.341972e-06
3967,1.657808e-01,1.602638e-06,4.682370e-01,2.835563e-07,3.659822e-01,2.584540e-06,1.344354e-06
3968,1.657808e-01,1.643522e-06,4.682370e-01,3.433659e-07,3.659822e-01,2.647038e-06,1.402010e-06
3969,1.657808e-01,1.533013e-06,4.682370e-01,3.368553e-07,3.659822e-01,2.698433e-06,1.399451e-06
3970,1.657808e-01,1.474065e-06,4.682370e-01,2.901418e-07,3.659822e-01,2.604481e-06,1.333420e-06
3971,1.657808e-01,2.110824e-06,4.682370e-01,2.573261e-07,3.659822e-01,2.673903e-06,1.449024e-06
3972,1.657808e-01,2.077882e-06,4.682370e-01,2.531486e-07,3.659822e-01,2.658197e-06,1.435859e-06
3973,1.657808e-01,1.796697e-06,4.682370e-01,2.550405e-07,3.659822e-01,2.707423e-06,1.408146e-06
3974,1.657808e-01,1.453556e-06,4.682370e-01,2.533202e-07,3.659822e-01,2.848098e-06,1.401939e-06
3975,1.657808e-01,1.482995e-06,4.682370e-01,2.534468e-07,3.659822e-01,2.886163e-06,1.420810e-06
3976,1.657808e-01,1.412564e-06,4.682370e-01,2.525934e-07,3.659822e-01,2.741812e-06,1.355904e-06
3977,1.657808e-01,1.374456e-06,4.682370e-01,2.530967e-07,3.659822e-01,2.587666e-06,1.293407e-06
3978,1.657808e-01,1.414077e-06,4.682370e-01,2.525609e-07,3.659822e-01,2.535347e-06,1.280577e-06
3979,1.657808e-01,1.477568e-06,4.682370e-01,2.562343e-07,3.659822e-01,2.475048e-06,1.270754e-06
3980,1.657808e-01,1.672788e-06,4.682370e-01,2.585201e-07,3.659822e-01,2.493528e-06,1.310952e-06
3981,1.657808e-01,1.802007e-06,4.682370e-01,2.528666e-07,3.659822e-01,2.579676e-06,1.361255e-06
3982,1.657808e-01,1.513358e-06,4.682370e-01,2.535893e-07,3.659822e-01,2.659712e-06,1.343033e-06
3983,1.657808e-01,1.580408e-06,4.682370e-01,2.686328e-07,3.659822e-01,2.945092e-06,1.465636e-06
3984,1.657808e-01,1.455629e-06,4.682370e-01,2.821329e-07,3.659822e-01,3.156709e-06,1.528720e-06
3985,1.657808e-01,1.337151e-06,4.682370e-01,2.840405e-07,3.659822e-01,3.117528e-06,1.495632e-06
3986,1.657808e-01,1.884876e-06,4.682370e-01,2.748747e-07,3.659822e-01,3.029538e-06,1.549939e-06
3987,1.657808e-01,2.323535e-06,4.682370e-01,2.708503e-07,3.659822e-01,3.040332e-06,1.624727e-06
3988,1.657808e-01,1.869170e-06,4.682370e-01,2.706673e-07,3.659822e-01,3.158515e-06,1.592569e-06
3989,1.657808e-01,1.750966e-06,4.682370e-01,2.779669e-07,3.659822e-01,3.343428e-06,1.644066e-06
3990,1.657808e-01,1.398641e-06,4.682370e-01,2.870730e-07,3.659822e-01,3.629350e-06,1.694563e-06
3991,1.657808e-01,1.605604e-06,4.682370e-01,2.868583e-07,3.659822e-01,3.760318e-06,1.776705e-06
3992,1.657808e-01,1.609038e-06,4.682370e-01,2.781751e-07,3.659822e-01,3.787783e-06,1.783260e-06
3993,1.657808e-01,2.337199e-06,4.682370e-01,2.729094e-07,3.659822e-01,3.917816e-06,1.949100e-06
3994,1.657808e-01,2.879894e-06,4.682370e-01,2.759456e-07,3.659822e-01,4.197186e-06,2.142734e-06
3995,1.657808e-01,2.497366e-06,4.682370e-01,2.967766e-07,3.659822e-01,4.868758e-06,2.334856e-06
3996,1.657808e-01,1.686433e-06,4.682370e-01,3.298871e-07,3.659822e-01,5.737809e-06,2.533979e-06
3997,1.657808e-01,1.435143e-06,4.682370e-01,3.461231e-07,3.659822e-01,6.630647e-06,2.826685e-06
3998,1.657808e-01,1.775253e-06,4.682370e-01,3.346875e-07,3.659822e-01,7.030290e-06,3.023977e-06
3999,1.593203e-01,3.208745e-06,5.079079e-01,3.162163e-07,3.327717e-01,7.828460e-06,3.276917e-06
4000,1.593203e-01,4.379584e-06,5.079079e-01,3.564956e-07,3.327717e-01,5.308476e-06,2.645335e-06
4001,1.593203e-01,4.058679e-06,5.079079e-01,5.330644e-07,3.327717e-01,3.100810e-06,1.949240e-06
4002,1.593203e-01,1.512837e-06,5.079079e-01,9.922902e-07,3.327717e-01,2.286294e-06,1.505832e-06
4003,1.593203e-01,2.401865e-06,5.079079e-01,1.846433e-06,3.327717e-01,2.789594e-06,2.248782e-06
4004,1.593203e-01,3.744599e-06,5.079079e-01,3.188615e-06,3.327717e-01,4.092487e-06,3.577977e-06
4005,1.593203e-01,1.997941e-06,5.079079e-01,5.085048e-06,3.327717e-01,4.636589e-06,4.443974e-06
4006,1.593203e-01,1.584494e-06,5.079079e-01,8.474198e-06,3.327717e-01,4.222169e-06,5.961572e-06
4007,1.593203e-01,2.210693e-06,5.079079e-01,1.365676e-05,3.327717e-01,2.782517e-06,8.214524e-06
4008,1.593203e-01,3.582215e-06,5.079079e-01,2.428028e-05,3.327717e-01,2.415605e-06,1.370671e-05
4009,1.593203e-01,3.254509e-06,5.079079e-01,3.699865e-05,3.327717e-01,4.513842e-06,2.081250e-05
4010,1.593203e-01,3.955541e-06,5.079079e-01,6.003447e-05,3.327717e-01,7.004138e-06,3.345296e-05
4011,1.593203e-01,5.971230e-06,5.079079e-01,6.561056e-05,3.327717e-01,7.912108e-06,3.690839e-05
4012,1.593203e-01,1.281393e-05,5.079079e-01,6.861775e-05,3.327717e-01,6.307873e-06,3.899209e-05
4013,1.593203e-01,1.490789e-05,5.079079e-01,3.494669e-05,3.327717e-01,5.968166e-06,2.211086e-05
4014,1.593203e-01,1.004031e-05,5.079079e-01,7.730550e-06,3.327717e-01,4.706124e-06,7.092099e-06
4015,1.593203e-01,4.153948e-06,5.079079e-01,9.398854e-07,3.327717e-01,4.038280e-06,2.483009e-06
4016,1.593203e-01,2.389679e-06,5.079079e-01,1.401025e-05,3.327717e-01,3.291094e-06,8.591822e-06
4017,1.593203e-01,8.077980e-06,5.079079e-01,2.659212e-05,3.327717e-01,2.454948e-06,1.561027e-05
4018,1.593203e-01,5.928058e-06,5.079079e-01,1.778194e-05,3.327717e-01,3.625327e-06,1.118245e-05
4019,1.593203e-01,2.655091e-06,5.079079e-01,3.886123e-06,3.327717e-01,6.488595e-06,4.556024e-06
4020,1.593203e-01,1.794167e-06,5.079079e-01,1.159609e-06,3.327717e-01,9.484202e-06,4.030896e-06
4021,1.593203e-01,2.140733e-06,5.079079e-01,1.000112e-05,3.327717e-01,6.675164e-06,7.642016e-06
4022,1.593203e-01,1.670574e-06,5.079079e-01,1.418977e-05,3.327717e-01,3.328102e-06,8.580750e-06
4023,1.593203e-01,1.471928e-06,5.079079e-01,5.567607e-06,3.327717e-01,2.314085e-06,3.832402e-06
4024,1.593203e-01,1.722767e-06,5.079079e-01,2.557439e-07,3.327717e-01,4.283728e-06,1.829870e-06
4025,1.593203e-01,3.176931e-06,5.079079e-01,4.841747e-06,3.327717e-01,6.670661e-06,5.185118e-06
4026,1.593203e-01,3.297953e-06,5.079079e-01,7.878044e-06,3.327717e-01,7.024507e-06,6.864309e-06
4027,1.593203e-01,2.476861e-06,5.079079e-01,3.679144e-06,3.327717e-01,6.126017e-06,4.301846e-06
4028,1.593203e-01,1.589580e-06,5.079079e-01,2.478382e-07,3.327717e-01,3.743607e-06,1.624898e-06
4029,1.593203e-01,1.429049e-06,5.079079e-01,3.353026e-06,3.327717e-01,2.273316e-06,2.687200e-06
4030,1.593203e-01,1.383841e-06,5.079079e-01,5.883204e-06,3.327717e-01,2.490469e-06,4.037357e-06
4031,1.593203e-01,1.453793e-06,5.079079e-01,2.640614e-06,3.327717e-01,3.710457e-06,2.807543e-06
4032,1.593203e-01,1.686882e-06,5.079079e-01,2.451712e-07,3.327717e-01,4.169064e-06,1.780626e-06
4033,1.593203e-01,1.964628e-06,5.079079e-01,2.175249e-06,3.327717e-01,3.335898e-06,2.527924e-06
4034,1.593203e-01,3.963706e-06,5.079079e-01,3.664185e-06,3.327717e-01,2.605333e-06,3.359549e-06
4035,1.593203e-01,4.579525e-06,5.079079e-01,2.056591e-06,3.327717e-01,2.328666e-06,2.549084e-06
4036,1.593203e-01,3.808629e-06,5.079079e-01,2.922888e-07,3.327717e-01,2.326709e-06,1.529511e-06
4037,1.593203e-01,1.499606e-06,5.079079e-01,9.496834e-07,3.327717e-01,2.350774e-06,1.503540e-06
4038,1.593203e-01,2.485831e-06,5.079079e-01,1.885800e-06,3.327717e-01,2.480846e-06,2.179411e-06
4039,1.593203e-01,4.400133e-06,5.079079e-01,1.217245e-06,3.327717e-01,2.422245e-06,2.125334e-06
4040,1.593203e-01,2.612973e-06,5.079079e-01,3.047816e-07,3.327717e-01,2.228841e-06,1.312796e-06
