,beta
6087,5.808520e-01
6088,5.809036e-01
6089,5.809547e-01
6090,5.810018e-01
6091,5.810471e-01
6092,5.810895e-01
6093,5.811396e-01
6094,5.811915e-01
6095,5.812334e-01
6096,5.812773e-01
6097,5.813227e-01
6098,5.813668e-01
6099,5.814157e-01
6100,5.814574e-01
6101,5.814976e-01
6102,5.815483e-01
6103,5.815946e-01
6104,5.816401e-01
6105,5.816879e-01
6106,5.817323e-01
6107,5.817821e-01
6108,5.818326e-01
6109,5.818765e-01
6110,5.819240e-01
6111,5.819716e-01
6112,5.820156e-01
6113,5.820642e-01
6114,5.821058e-01
6115,5.821491e-01
6116,5.821969e-01
6117,5.822408e-01
6118,5.822862e-01
6119,5.823308e-01
6120,5.823714e-01
6121,5.824175e-01
6122,5.824627e-01
6123,5.825046e-01
6124,5.825508e-01
6125,5.825956e-01
6126,5.826386e-01
6127,5.826860e-01
6128,5.827299e-01
6129,5.827736e-01
6130,5.828205e-01
6131,5.828638e-01
6132,5.829076e-01
6133,5.829530e-01
6134,5.829943e-01
6135,5.830385e-01
6136,5.830824e-01
6137,5.831257e-01
6138,5.831708e-01
6139,5.832132e-01
6140,5.832568e-01
6141,5.833024e-01
6142,5.833506e-01
6143,5.833946e-01
6144,5.834407e-01
6145,5.834882e-01
6146,5.835338e-01
6147,5.835822e-01
6148,5.836237e-01
6149,5.836672e-01
6150,5.837151e-01
6151,5.837561e-01
6152,5.837989e-01
6153,5.838420e-01
6154,5.838835e-01
6155,5.839316e-01
6156,5.839729e-01
6157,5.840123e-01
6158,5.840581e-01
6159,5.841007e-01
6160,5.841436e-01
6161,5.841851e-01
6162,5.842249e-01
6163,5.842693e-01
6164,5.843139e-01
6165,5.843531e-01
6166,5.843970e-01
6167,5.844406e-01
6168,5.844806e-01
6169,5.845264e-01
6170,5.845645e-01
6171,5.846052e-01
6172,5.846519e-01
6173,5.846897e-01
6174,5.847335e-01
6175,5.847741e-01
6176,5.848137e-01
6177,5.848598e-01
6178,5.848991e-01
6179,5.849385e-01
6180,5.849835e-01
6181,5.850213e-01
6182,5.850659e-01
6183,5.851041e-01
6184,5.851443e-01
6185,5.851879e-01
6186,5.852257e-01
6187,5.852664e-01
6188,5.853043e-01
6189,5.853465e-01
6190,5.853863e-01
6191,5.854259e-01
6192,5.854657e-01
6193,5.855066e-01
6194,5.855480e-01
6195,5.855865e-01
6196,5.856256e-01
6197,5.856669e-01
6198,5.857056e-01
6199,5.857469e-01
6200,5.857839e-01
6201,5.858251e-01
6202,5.858658e-01
6203,5.859052e-01
6204,5.859438e-01
6205,5.859837e-01
6206,5.860222e-01
6207,5.860670e-01
6208,5.861039e-01
6209,5.861471e-01
6210,5.861847e-01
6211,5.862265e-01
6212,5.862668e-01
6213,5.863072e-01
6214,5.863446e-01
6215,5.863868e-01
6216,5.864211e-01
6217,5.864648e-01
6218,5.864978e-01
6219,5.865421e-01
6220,5.865738e-01
6221,5.866202e-01
6222,5.866501e-01
6223,5.867000e-01
6224,5.867223e-01
6225,5.867769e-01
6226,5.867932e-01
6227,5.868554e-01
6228,5.868614e-01
6229,5.869268e-01
6230,5.869321e-01
6231,5.869991e-01
6232,5.869955e-01
6233,5.870448e-01
6234,5.870671e-01
6235,5.871027e-01
6236,5.871316e-01
6237,5.871460e-01
6238,5.871838e-01
6239,5.872037e-01
6240,5.872444e-01
6241,5.872434e-01
6242,5.872739e-01
6243,5.872986e-01
6244,5.873182e-01
6245,5.873513e-01
6246,5.873557e-01
6247,5.873991e-01
6248,5.874300e-01
6249,5.874563e-01
6250,5.874947e-01
6251,5.875224e-01
6252,5.875746e-01
6253,5.876063e-01
6254,5.876431e-01
6255,5.876833e-01
6256,5.877224e-01
6257,5.877656e-01
6258,5.877941e-01
6259,5.878297e-01
6260,5.878659e-01
6261,5.878977e-01
6262,5.879343e-01
6263,5.879599e-01
6264,5.879961e-01
6265,5.880336e-01
6266,5.880676e-01
6267,5.881051e-01
6268,5.881373e-01
6269,5.881786e-01
6270,5.882179e-01
6271,5.882529e-01
6272,5.882897e-01
6273,5.883259e-01
6274,5.883667e-01
6275,5.884018e-01
6276,5.884345e-01
6277,5.884740e-01
6278,5.885088e-01
6279,5.885475e-01
6280,5.885807e-01
6281,5.886166e-01
6282,5.886549e-01
6283,5.886890e-01
6284,5.887237e-01
6285,5.887600e-01
6286,5.887951e-01
6287,5.888318e-01
6288,5.888662e-01
6289,5.888998e-01
6290,5.889378e-01
6291,5.889688e-01
6292,5.890049e-01
6293,5.890378e-01
6294,5.890726e-01
6295,5.891088e-01
6296,5.891410e-01
6297,5.891786e-01
6298,5.892102e-01
6299,5.892460e-01
6300,5.892777e-01
6301,5.893136e-01
6302,5.893461e-01
6303,5.893798e-01
6304,5.894111e-01
6305,5.894469e-01
6306,5.894778e-01
6307,5.895127e-01
6308,5.895436e-01
6309,5.895771e-01
6310,5.896112e-01
6311,5.896399e-01
6312,5.896736e-01
6313,5.897060e-01
6314,5.897377e-01
6315,5.897674e-01
6316,5.897968e-01
6317,5.898296e-01
6318,5.898601e-01
6319,5.898873e-01
6320,5.899174e-01
6321,5.899478e-01
6322,5.899802e-01
6323,5.900084e-01
6324,5.900402e-01
6325,5.900706e-01
6326,5.901018e-01
6327,5.901335e-01
6328,5.901666e-01
6329,5.901968e-01
6330,5.902305e-01
6331,5.902601e-01
6332,5.902967e-01
6333,5.903256e-01
6334,5.903577e-01
6335,5.903878e-01
6336,5.904188e-01
6337,5.904482e-01
6338,5.904787e-01
6339,5.905070e-01
6340,5.905403e-01
6341,5.905652e-01
6342,5.906001e-01
6343,5.906250e-01
6344,5.906608e-01
6345,5.906869e-01
6346,5.907214e-01
6347,5.907455e-01
6348,5.907841e-01
6349,5.908059e-01
6350,5.908521e-01
6351,5.908531e-01
6352,5.909140e-01
6353,5.908989e-01
6354,5.909742e-01
6355,5.909363e-01
6356,5.910122e-01
6357,5.910022e-01
6358,5.910427e-01
6359,5.910384e-01
6360,5.910631e-01
6361,5.910986e-01
6362,5.911226e-01
6363,5.911313e-01
6364,5.911411e-01
6365,5.911670e-01
6366,5.911863e-01
6367,5.911859e-01
6368,5.911870e-01
6369,5.911907e-01
6370,5.912076e-01
6371,5.912183e-01
6372,5.912235e-01
6373,5.912510e-01
6374,5.912771e-01
6375,5.913090e-01
6376,5.913411e-01
6377,5.913615e-01
6378,5.914195e-01
6379,5.914422e-01
6380,5.914807e-01
6381,5.915167e-01
6382,5.915320e-01
6383,5.915822e-01
6384,5.915842e-01
6385,5.916117e-01
6386,5.916415e-01
6387,5.916451e-01
6388,5.916836e-01
6389,5.916961e-01
6390,5.917279e-01
6391,5.917616e-01
6392,5.917670e-01
6393,5.918134e-01
6394,5.918361e-01
6395,5.918712e-01
6396,5.919001e-01
6397,5.919185e-01
6398,5.919654e-01
6399,5.919799e-01
6400,5.920167e-01
6401,5.920374e-01
6402,5.920657e-01
6403,5.921030e-01
6404,5.921139e-01
6405,5.921580e-01
6406,5.921733e-01
6407,5.922101e-01
6408,5.922337e-01
6409,5.922557e-01
6410,5.922930e-01
6411,5.923084e-01
6412,5.923488e-01
6413,5.923668e-01
6414,5.923955e-01
6415,5.924251e-01
6416,5.924428e-01
6417,5.924847e-01
6418,5.924943e-01
6419,5.925391e-01
6420,5.925526e-01
6421,5.925916e-01
6422,5.926134e-01
6423,5.926405e-01
6424,5.926727e-01
6425,5.926925e-01
6426,5.927301e-01
6427,5.927411e-01
6428,5.927787e-01
6429,5.927957e-01
6430,5.928236e-01
6431,5.928501e-01
6432,5.928671e-01
6433,5.929051e-01
6434,5.929195e-01
6435,5.929537e-01
6436,5.929752e-01
6437,5.930055e-01
6438,5.930324e-01
6439,5.930538e-01
6440,5.930814e-01
6441,5.931065e-01
6442,5.931340e-01
6443,5.931580e-01
6444,5.931835e-01
6445,5.932131e-01
6446,5.932371e-01
6447,5.932623e-01
6448,5.932846e-01
6449,5.933104e-01
6450,5.933352e-01
6451,5.933557e-01
6452,5.933833e-01
6453,5.934063e-01
6454,5.934347e-01
6455,5.934563e-01
6456,5.934808e-01
6457,5.935060e-01
6458,5.935294e-01
6459,5.935521e-01
6460,5.935757e-01
6461,5.935999e-01
6462,5.936230e-01
6463,5.936474e-01
6464,5.936700e-01
6465,5.936981e-01
6466,5.937175e-01
6467,5.937448e-01
6468,5.937636e-01
6469,5.937907e-01
6470,5.938101e-01
6471,5.938362e-01
6472,5.938588e-01
6473,5.938818e-01
6474,5.939072e-01
6475,5.939307e-01
6476,5.939575e-01
6477,5.939807e-01
6478,5.940056e-01
6479,5.940322e-01
6480,5.940498e-01
6481,5.940830e-01
6482,5.940887e-01
6483,5.941370e-01
6484,5.941216e-01
6485,5.941845e-01
6486,5.941491e-01
6487,5.942217e-01
6488,5.941693e-01
6489,5.942405e-01
6490,5.941743e-01
6491,5.942203e-01
6492,5.941998e-01
6493,5.942215e-01
6494,5.942265e-01
6495,5.942180e-01
6496,5.942442e-01
6497,5.942372e-01
6498,5.942395e-01
6499,5.942360e-01
6500,5.942329e-01
6501,5.942355e-01
6502,5.942097e-01
6503,5.942250e-01
6504,5.941927e-01
6505,5.942270e-01
6506,5.942056e-01
6507,5.942163e-01
6508,5.942487e-01
6509,5.942272e-01
6510,5.943000e-01
6511,5.942742e-01
6512,5.943094e-01
6513,5.943415e-01
6514,5.943130e-01
6515,5.944041e-01
6516,5.943072e-01
6517,5.943864e-01
6518,5.943132e-01
6519,5.943424e-01
6520,5.943128e-01
6521,5.942731e-01
6522,5.943063e-01
6523,5.942446e-01
6524,5.942730e-01
6525,5.942118e-01
6526,5.942389e-01
6527,5.942199e-01
6528,5.942122e-01
6529,5.942118e-01
6530,5.941939e-01
6531,5.942274e-01
6532,5.941859e-01
6533,5.942151e-01
6534,5.942044e-01
6535,5.942286e-01
6536,5.942324e-01
6537,5.942118e-01
6538,5.942578e-01
6539,5.942365e-01
6540,5.942729e-01
6541,5.942498e-01
6542,5.942826e-01
6543,5.942841e-01
6544,5.942869e-01
6545,5.943054e-01
6546,5.943030e-01
6547,5.943426e-01
6548,5.943173e-01
6549,5.943483e-01
6550,5.943447e-01
6551,5.943748e-01
6552,5.943726e-01
6553,5.943810e-01
6554,5.944004e-01
6555,5.944132e-01
6556,5.944315e-01
6557,5.944311e-01
6558,5.944581e-01
6559,5.944724e-01
6560,5.944954e-01
6561,5.945041e-01
6562,5.945275e-01
6563,5.945489e-01
6564,5.945694e-01
6565,5.945796e-01
6566,5.946010e-01
6567,5.946196e-01
6568,5.946427e-01
6569,5.946530e-01
6570,5.946782e-01
6571,5.946942e-01
6572,5.947216e-01
6573,5.947344e-01
6574,5.947601e-01
6575,5.947794e-01
6576,5.948021e-01
6577,5.948210e-01
6578,5.948384e-01
6579,5.948614e-01
6580,5.948779e-01
6581,5.948982e-01
6582,5.949129e-01
6583,5.949377e-01
6584,5.949536e-01
6585,5.949798e-01
6586,5.949912e-01
6587,5.950262e-01
6588,5.950345e-01
6589,5.950714e-01
6590,5.950773e-01
6591,5.951211e-01
6592,5.951222e-01
6593,5.951521e-01
6594,5.951546e-01
6595,5.951834e-01
6596,5.951928e-01
6597,5.952101e-01
6598,5.952259e-01
6599,5.952460e-01
6600,5.952662e-01
6601,5.952827e-01
6602,5.953028e-01
6603,5.953224e-01
6604,5.953420e-01
6605,5.953602e-01
6606,5.953773e-01
6607,5.954010e-01
6608,5.954142e-01
6609,5.954447e-01
6610,5.954475e-01
6611,5.954850e-01
6612,5.954826e-01
6613,5.955270e-01
6614,5.955232e-01
6615,5.955657e-01
6616,5.955524e-01
6617,5.955985e-01
6618,5.955864e-01
6619,5.956358e-01
6620,5.956064e-01
6621,5.956598e-01
6622,5.956331e-01
6623,5.956838e-01
6624,5.956341e-01
6625,5.956711e-01
6626,5.956498e-01
6627,5.956838e-01
6628,5.956463e-01
6629,5.956710e-01
6630,5.956559e-01
6631,5.956858e-01
6632,5.956413e-01
6633,5.956848e-01
6634,5.956627e-01
6635,5.956997e-01
6636,5.956469e-01
6637,5.956902e-01
6638,5.956745e-01
6639,5.956981e-01
6640,5.956703e-01
6641,5.956882e-01
6642,5.957151e-01
6643,5.956967e-01
6644,5.957193e-01
6645,5.956986e-01
6646,5.957495e-01
6647,5.957188e-01
6648,5.957461e-01
6649,5.957285e-01
6650,5.957701e-01
6651,5.957412e-01
6652,5.957692e-01
6653,5.957452e-01
6654,5.957975e-01
6655,5.957510e-01
6656,5.957998e-01
6657,5.957409e-01
6658,5.958176e-01
6659,5.957369e-01
6660,5.958157e-01
6661,5.956963e-01
6662,5.957589e-01
6663,5.957070e-01
6664,5.957198e-01
6665,5.956644e-01
6666,5.955882e-01
6667,5.956191e-01
6668,5.955141e-01
6669,5.955449e-01
6670,5.953897e-01
6671,5.954571e-01
6672,5.952990e-01
6673,5.953044e-01
6674,5.952176e-01
6675,5.952103e-01
6676,5.951940e-01
6677,5.950766e-01
6678,5.951028e-01
6679,5.950163e-01
6680,5.950343e-01
6681,5.948977e-01
6682,5.948818e-01
6683,5.948492e-01
6684,5.948058e-01
6685,5.947674e-01
6686,5.946983e-01
6687,5.947348e-01
6688,5.946755e-01
6689,5.946867e-01
6690,5.946232e-01
6691,5.946907e-01
6692,5.946175e-01
6693,5.946530e-01
6694,5.945686e-01
6695,5.946329e-01
6696,5.945727e-01
6697,5.945656e-01
6698,5.945259e-01
6699,5.945252e-01
6700,5.945258e-01
6701,5.944671e-01
6702,5.944622e-01
6703,5.944437e-01
6704,5.944519e-01
6705,5.944074e-01
6706,5.943959e-01
6707,5.943970e-01
6708,5.944063e-01
6709,5.943850e-01
6710,5.943875e-01
6711,5.944044e-01
6712,5.944234e-01
6713,5.944249e-01
6714,5.944314e-01
6715,5.944691e-01
6716,5.944755e-01
6717,5.945007e-01
6718,5.944924e-01
6719,5.945355e-01
6720,5.945224e-01
6721,5.945607e-01
6722,5.945294e-01
6723,5.945812e-01
6724,5.945464e-01
6725,5.945971e-01
6726,5.945483e-01
6727,5.945909e-01
6728,5.945551e-01
6729,5.945863e-01
6730,5.945734e-01
6731,5.945761e-01
6732,5.945924e-01
6733,5.945634e-01
6734,5.946037e-01
6735,5.945144e-01
6736,5.945886e-01
6737,5.944802e-01
6738,5.945423e-01
6739,5.944186e-01
6740,5.944402e-01
6741,5.944287e-01
6742,5.943742e-01
6743,5.944066e-01
6744,5.942762e-01
6745,5.943481e-01
6746,5.942309e-01
6747,5.942346e-01
6748,5.941625e-01
6749,5.941151e-01
6750,5.941210e-01
6751,5.940163e-01
6752,5.940321e-01
6753,5.939750e-01
6754,5.939845e-01
6755,5.939337e-01
6756,5.939142e-01
6757,5.939039e-01
6758,5.939093e-01
6759,5.938639e-01
6760,5.938997e-01
6761,5.938258e-01
6762,5.939084e-01
6763,5.937895e-01
6764,5.938627e-01
6765,5.937899e-01
6766,5.938279e-01
6767,5.937890e-01
6768,5.937613e-01
6769,5.937752e-01
6770,5.937296e-01
6771,5.937274e-01
6772,5.936669e-01
6773,5.936801e-01
6774,5.936244e-01
6775,5.936412e-01
6776,5.935668e-01
6777,5.936178e-01
6778,5.935313e-01
6779,5.936074e-01
6780,5.935316e-01
6781,5.935825e-01
6782,5.935203e-01
6783,5.935364e-01
6784,5.935398e-01
6785,5.934970e-01
6786,5.935087e-01
6787,5.934278e-01
6788,5.934647e-01
6789,5.933873e-01
6790,5.933992e-01
6791,5.933125e-01
6792,5.933365e-01
6793,5.932963e-01
6794,5.933105e-01
6795,5.932453e-01
6796,5.932882e-01
6797,5.932555e-01
6798,5.932953e-01
6799,5.932095e-01
6800,5.932639e-01
6801,5.932140e-01
6802,5.932411e-01
6803,5.931565e-01
6804,5.931768e-01
6805,5.931617e-01
6806,5.931512e-01
6807,5.931169e-01
6808,5.930959e-01
6809,5.931253e-01
6810,5.931034e-01
6811,5.930965e-01
6812,5.930768e-01
6813,5.931018e-01
6814,5.931007e-01
6815,5.930945e-01
6816,5.930907e-01
6817,5.931185e-01
6818,5.931297e-01
6819,5.931348e-01
6820,5.931413e-01
6821,5.931720e-01
6822,5.931924e-01
6823,5.932058e-01
6824,5.932180e-01
6825,5.932497e-01
6826,5.932657e-01
6827,5.932851e-01
6828,5.932909e-01
6829,5.933272e-01
6830,5.933297e-01
6831,5.933583e-01
6832,5.933548e-01
6833,5.934073e-01
6834,5.933923e-01
6835,5.934460e-01
6836,5.934227e-01
6837,5.934985e-01
6838,5.934482e-01
6839,5.935183e-01
6840,5.934618e-01
6841,5.935267e-01
6842,5.934842e-01
6843,5.935074e-01
6844,5.935049e-01
6845,5.934883e-01
6846,5.935250e-01
6847,5.934674e-01
6848,5.935321e-01
6849,5.934312e-01
6850,5.934882e-01
6851,5.933917e-01
6852,5.934391e-01
6853,5.933828e-01
6854,5.933761e-01
6855,5.933945e-01
6856,5.933267e-01
6857,5.933853e-01
6858,5.932949e-01
6859,5.933602e-01
6860,5.932536e-01
6861,5.932770e-01
6862,5.932041e-01
6863,5.931948e-01
6864,5.931338e-01
6865,5.930835e-01
6866,5.930856e-01
6867,5.930338e-01
6868,5.930600e-01
6869,5.929672e-01
6870,5.930489e-01
6871,5.929218e-01
6872,5.929875e-01
6873,5.928677e-01
6874,5.929105e-01
6875,5.928362e-01
6876,5.927981e-01
6877,5.927808e-01
6878,5.927126e-01
6879,5.927031e-01
6880,5.926376e-01
6881,5.926098e-01
6882,5.925696e-01
6883,5.925174e-01
6884,5.925097e-01
6885,5.924590e-01
6886,5.924600e-01
6887,5.924123e-01
6888,5.924364e-01
6889,5.924219e-01
6890,5.924439e-01
6891,5.924354e-01
6892,5.924761e-01
6893,5.924868e-01
6894,5.925258e-01
6895,5.925111e-01
6896,5.925550e-01
6897,5.925378e-01
6898,5.925721e-01
6899,5.925305e-01
6900,5.925725e-01
6901,5.925379e-01
6902,5.925856e-01
6903,5.925266e-01
6904,5.925715e-01
6905,5.925162e-01
6906,5.925770e-01
6907,5.925146e-01
6908,5.925710e-01
6909,5.925096e-01
6910,5.925716e-01
6911,5.924885e-01
6912,5.925437e-01
6913,5.924483e-01
6914,5.924905e-01
6915,5.924044e-01
6916,5.924183e-01
6917,5.923760e-01
6918,5.923489e-01
6919,5.923514e-01
6920,5.922909e-01
6921,5.923177e-01
6922,5.922422e-01
6923,5.922778e-01
6924,5.921992e-01
6925,5.922320e-01
6926,5.921650e-01
6927,5.922032e-01
6928,5.921449e-01
6929,5.921761e-01
6930,5.921539e-01
6931,5.921688e-01
6932,5.921544e-01
6933,5.921432e-01
6934,5.921683e-01
6935,5.921367e-01
6936,5.921634e-01
6937,5.921168e-01
6938,5.921582e-01
6939,5.921144e-01
6940,5.921550e-01
6941,5.921280e-01
6942,5.921620e-01
6943,5.921469e-01
6944,5.921745e-01
6945,5.921854e-01
6946,5.921987e-01
6947,5.922152e-01
6948,5.922137e-01
6949,5.922534e-01
6950,5.922255e-01
6951,5.922757e-01
6952,5.922229e-01
6953,5.923021e-01
6954,5.922174e-01
6955,5.923054e-01
6956,5.922305e-01
6957,5.922718e-01
6958,5.922379e-01
6959,5.922231e-01
6960,5.922683e-01
6961,5.921913e-01
6962,5.922417e-01
6963,5.921543e-01
6964,5.921593e-01
6965,5.921372e-01
6966,5.920787e-01
6967,5.921055e-01
6968,5.919828e-01
6969,5.920668e-01
6970,5.919122e-01
6971,5.919600e-01
6972,5.918720e-01
6973,5.918911e-01
6974,5.918694e-01
6975,5.918100e-01
6976,5.918451e-01
6977,5.918061e-01
6978,5.918195e-01
6979,5.917705e-01
6980,5.917581e-01
6981,5.917544e-01
6982,5.917271e-01
6983,5.916991e-01
6984,5.917056e-01
6985,5.916851e-01
6986,5.917160e-01
6987,5.916684e-01
6988,5.917276e-01
6989,5.917171e-01
6990,5.917585e-01
6991,5.917522e-01
6992,5.917801e-01
6993,5.918216e-01
6994,5.918251e-01
6995,5.918452e-01
6996,5.918471e-01
6997,5.918768e-01
6998,5.918844e-01
6999,5.918874e-01
7000,5.919103e-01
7001,5.919150e-01
7002,5.919705e-01
7003,5.919330e-01
7004,5.920693e-01
7005,5.917929e-01
7006,5.919282e-01
7007,5.918612e-01
7008,5.919125e-01
7009,5.917616e-01
7010,5.914887e-01
7011,5.914992e-01
7012,5.915220e-01
7013,5.911940e-01
7014,5.911954e-01
7015,5.905514e-01
7016,5.903699e-01
7017,5.904855e-01
7018,5.896175e-01
7019,5.891262e-01
7020,5.888832e-01
7021,5.882909e-01
7022,5.879415e-01
7023,5.877544e-01
7024,5.864525e-01
7025,5.854993e-01
7026,5.848812e-01
7027,5.846117e-01
7028,5.841752e-01
7029,5.836480e-01
7030,5.828733e-01
7031,5.817202e-01
7032,5.809931e-01
7033,5.806227e-01
7034,5.800463e-01
7035,5.786135e-01
7036,5.775738e-01
7037,5.769588e-01
7038,5.763266e-01
7039,5.756958e-01
7040,5.748569e-01
7041,5.740650e-01
7042,5.735596e-01
7043,5.733265e-01
7044,5.730783e-01
7045,5.722300e-01
7046,5.716724e-01
7047,5.714487e-01
7048,5.712485e-01
7049,5.707157e-01
7050,5.702895e-01
7051,5.699290e-01
7052,5.696535e-01
7053,5.695892e-01
7054,5.693234e-01
7055,5.688788e-01
7056,5.686660e-01
7057,5.686644e-01
7058,5.685693e-01
7059,5.682463e-01
7060,5.680611e-01
7061,5.679486e-01
7062,5.678401e-01
7063,5.678164e-01
7064,5.676463e-01
7065,5.674472e-01
7066,5.674430e-01
7067,5.674954e-01
7068,5.674018e-01
7069,5.673159e-01
7070,5.672916e-01
7071,5.673241e-01
7072,5.673661e-01
7073,5.673644e-01
7074,5.673336e-01
7075,5.673107e-01
7076,5.673739e-01
7077,5.674491e-01
7078,5.673789e-01
7079,5.673916e-01
7080,5.674559e-01
7081,5.674756e-01
7082,5.675615e-01
7083,5.675840e-01
7084,5.675860e-01
7085,5.676870e-01
7086,5.677629e-01
7087,5.677969e-01
7088,5.678458e-01
7089,5.678809e-01
7090,5.679629e-01
7091,5.680327e-01
7092,5.680846e-01
7093,5.681462e-01
7094,5.682028e-01
7095,5.683039e-01
7096,5.683941e-01
7097,5.684392e-01
7098,5.685361e-01
7099,5.686148e-01
7100,5.687038e-01
7101,5.688114e-01
7102,5.688674e-01
7103,5.689623e-01
7104,5.690671e-01
7105,5.691516e-01
7106,5.692484e-01
7107,5.693280e-01
7108,5.694150e-01
7109,5.695232e-01
7110,5.696083e-01
7111,5.696915e-01
7112,5.697770e-01
7113,5.698688e-01
7114,5.699677e-01
7115,5.700548e-01
7116,5.701408e-01
7117,5.702356e-01
7118,5.703250e-01
7119,5.704330e-01
7120,5.705197e-01
7121,5.706058e-01
7122,5.707109e-01
7123,5.707970e-01
7124,5.708973e-01
7125,5.709870e-01
7126,5.710644e-01
7127,5.711679e-01
7128,5.712488e-01
7129,5.713416e-01
7130,5.714276e-01
7131,5.715052e-01
7132,5.716053e-01
7133,5.716826e-01
7134,5.717750e-01
7135,5.718606e-01
7136,5.719477e-01
7137,5.720447e-01
7138,5.721259e-01
7139,5.722191e-01
7140,5.723062e-01
7141,5.723945e-01
7142,5.724862e-01
7143,5.725656e-01
7144,5.726559e-01
7145,5.727410e-01
7146,5.728263e-01
7147,5.729112e-01
7148,5.729946e-01
7149,5.730784e-01
7150,5.731672e-01
7151,5.732468e-01
7152,5.733366e-01
7153,5.734181e-01
7154,5.735059e-01
7155,5.735918e-01
7156,5.736747e-01
7157,5.737604e-01
7158,5.738431e-01
7159,5.739285e-01
7160,5.740119e-01
7161,5.740946e-01
7162,5.741808e-01
7163,5.742582e-01
7164,5.743433e-01
7165,5.744247e-01
7166,5.744984e-01
7167,5.745871e-01
7168,5.746629e-01
7169,5.747468e-01
7170,5.748288e-01
7171,5.749053e-01
7172,5.749931e-01
7173,5.750698e-01
7174,5.751541e-01
7175,5.752290e-01
7176,5.753112e-01
7177,5.753928e-01
7178,5.754707e-01
7179,5.755530e-01
7180,5.756266e-01
7181,5.757105e-01
7182,5.757895e-01
7183,5.758669e-01
7184,5.759472e-01
7185,5.760224e-01
7186,5.761021e-01
7187,5.761834e-01
7188,5.762572e-01
7189,5.763383e-01
7190,5.764138e-01
7191,5.764961e-01
7192,5.765714e-01
7193,5.766490e-01
7194,5.767242e-01
7195,5.768033e-01
7196,5.768787e-01
7197,5.769538e-01
7198,5.770258e-01
7199,5.771016e-01
7200,5.771765e-01
7201,5.772486e-01
7202,5.773240e-01
7203,5.773968e-01
7204,5.774763e-01
7205,5.775506e-01
7206,5.776251e-01
7207,5.777033e-01
7208,5.777774e-01
7209,5.778531e-01
7210,5.779268e-01
7211,5.779963e-01
7212,5.780739e-01
7213,5.781419e-01
7214,5.782214e-01
7215,5.782899e-01
7216,5.783647e-01
7217,5.784383e-01
7218,5.785061e-01
7219,5.785865e-01
7220,5.786540e-01
7221,5.787286e-01
7222,5.787989e-01
7223,5.788684e-01
7224,5.789425e-01
7225,5.790118e-01
7226,5.790817e-01
7227,5.791531e-01
7228,5.792193e-01
7229,5.792940e-01
7230,5.793607e-01
7231,5.794294e-01
7232,5.794996e-01
7233,5.795636e-01
7234,5.796421e-01
7235,5.796999e-01
7236,5.797713e-01
7237,5.798337e-01
7238,5.799003e-01
7239,5.799764e-01
7240,5.800277e-01
7241,5.801018e-01
7242,5.801574e-01
7243,5.802323e-01
7244,5.802974e-01
7245,5.803561e-01
7246,5.804281e-01
7247,5.804875e-01
7248,5.805609e-01
7249,5.806242e-01
7250,5.806857e-01
7251,5.807576e-01
7252,5.808181e-01
7253,5.808843e-01
7254,5.809453e-01
7255,5.810096e-01
7256,5.810765e-01
7257,5.811406e-01
7258,5.812010e-01
7259,5.812628e-01
7260,5.813265e-01
7261,5.813909e-01
7262,5.814503e-01
7263,5.815151e-01
7264,5.815762e-01
7265,5.816430e-01
7266,5.817080e-01
7267,5.817681e-01
7268,5.818387e-01
7269,5.818961e-01
7270,5.819675e-01
7271,5.820249e-01
7272,5.820916e-01
7273,5.821524e-01
7274,5.822129e-01
7275,5.822787e-01
7276,5.823342e-01
7277,5.824021e-01
7278,5.824537e-01
7279,5.825241e-01
7280,5.825754e-01
7281,5.826448e-01
7282,5.827022e-01
7283,5.827659e-01
7284,5.828295e-01
7285,5.828875e-01
7286,5.829586e-01
7287,5.830132e-01
7288,5.830817e-01
7289,5.831349e-01
7290,5.832018e-01
7291,5.832601e-01
7292,5.833197e-01
7293,5.833818e-01
7294,5.834377e-01
7295,5.835022e-01
7296,5.835564e-01
7297,5.836207e-01
7298,5.836756e-01
7299,5.837403e-01
7300,5.837949e-01
7301,5.838552e-01
7302,5.839119e-01
7303,5.839698e-01
7304,5.840274e-01
7305,5.840813e-01
7306,5.841381e-01
7307,5.841960e-01
7308,5.842500e-01
7309,5.843121e-01
7310,5.843589e-01
7311,5.844252e-01
7312,5.844722e-01
7313,5.845395e-01
7314,5.845838e-01
7315,5.846482e-01
7316,5.847008e-01
7317,5.847613e-01
7318,5.848173e-01
7319,5.848637e-01
7320,5.849265e-01
7321,5.849708e-01
7322,5.850373e-01
7323,5.850735e-01
7324,5.851452e-01
7325,5.851765e-01
7326,5.852573e-01
7327,5.852869e-01
7328,5.853591e-01
7329,5.853947e-01
7330,5.854596e-01
7331,5.855054e-01
7332,5.855647e-01
7333,5.856107e-01
7334,5.856698e-01
7335,5.857178e-01
7336,5.857730e-01
7337,5.858226e-01
7338,5.858772e-01
7339,5.859287e-01
7340,5.859812e-01
7341,5.860281e-01
7342,5.860841e-01
7343,5.861303e-01
7344,5.861848e-01
7345,5.862268e-01
7346,5.862842e-01
7347,5.863260e-01
7348,5.863841e-01
7349,5.864258e-01
7350,5.864844e-01
7351,5.865317e-01
7352,5.865878e-01
7353,5.866328e-01
7354,5.866864e-01
7355,5.867320e-01
7356,5.867876e-01
7357,5.868320e-01
7358,5.868843e-01
