,beta
23783,5.848718e-01
23784,5.849102e-01
23785,5.849540e-01
23786,5.850042e-01
23787,5.850532e-01
23788,5.851007e-01
23789,5.851448e-01
23790,5.851927e-01
23791,5.852451e-01
23792,5.852925e-01
23793,5.853409e-01
23794,5.853932e-01
23795,5.854374e-01
23796,5.854845e-01
23797,5.855325e-01
23798,5.855840e-01
23799,5.856344e-01
23800,5.856778e-01
23801,5.857251e-01
23802,5.857729e-01
23803,5.858207e-01
23804,5.858701e-01
23805,5.859174e-01
23806,5.859660e-01
23807,5.860118e-01
23808,5.860583e-01
23809,5.861117e-01
23810,5.861575e-01
23811,5.862059e-01
23812,5.862499e-01
23813,5.862981e-01
23814,5.863475e-01
23815,5.863945e-01
23816,5.864424e-01
23817,5.864897e-01
23818,5.865331e-01
23819,5.865816e-01
23820,5.866262e-01
23821,5.866770e-01
23822,5.867203e-01
23823,5.867648e-01
23824,5.868123e-01
23825,5.868564e-01
23826,5.869038e-01
23827,5.869492e-01
23828,5.869911e-01
23829,5.870399e-01
23830,5.870796e-01
23831,5.871272e-01
23832,5.871727e-01
23833,5.872173e-01
23834,5.872638e-01
23835,5.873069e-01
23836,5.873542e-01
23837,5.873985e-01
23838,5.874434e-01
23839,5.874881e-01
23840,5.875311e-01
23841,5.875754e-01
23842,5.876188e-01
23843,5.876628e-01
23844,5.877066e-01
23845,5.877489e-01
23846,5.877917e-01
23847,5.878365e-01
23848,5.878789e-01
23849,5.879247e-01
23850,5.879649e-01
23851,5.880087e-01
23852,5.880532e-01
23853,5.880948e-01
23854,5.881410e-01
23855,5.881810e-01
23856,5.882256e-01
23857,5.882670e-01
23858,5.883114e-01
23859,5.883542e-01
23860,5.883970e-01
23861,5.884379e-01
23862,5.884783e-01
23863,5.885218e-01
23864,5.885614e-01
23865,5.886049e-01
23866,5.886430e-01
23867,5.886832e-01
23868,5.887262e-01
23869,5.887643e-01
23870,5.888085e-01
23871,5.888454e-01
23872,5.888864e-01
23873,5.889251e-01
23874,5.889663e-01
23875,5.890086e-01
23876,5.890470e-01
23877,5.890868e-01
23878,5.891243e-01
23879,5.891650e-01
23880,5.892058e-01
23881,5.892454e-01
23882,5.892844e-01
23883,5.893219e-01
23884,5.893607e-01
23885,5.894015e-01
23886,5.894398e-01
23887,5.894808e-01
23888,5.895132e-01
23889,5.895523e-01
23890,5.895893e-01
23891,5.896279e-01
23892,5.896687e-01
23893,5.897025e-01
23894,5.897406e-01
23895,5.897759e-01
23896,5.898150e-01
23897,5.898544e-01
23898,5.898905e-01
23899,5.899258e-01
23900,5.899615e-01
23901,5.899988e-01
23902,5.900381e-01
23903,5.900739e-01
23904,5.901104e-01
23905,5.901451e-01
23906,5.901824e-01
23907,5.902213e-01
23908,5.902585e-01
23909,5.902938e-01
23910,5.903273e-01
23911,5.903614e-01
23912,5.904006e-01
23913,5.904356e-01
23914,5.904736e-01
23915,5.905045e-01
23916,5.905431e-01
23917,5.905741e-01
23918,5.906156e-01
23919,5.906492e-01
23920,5.906850e-01
23921,5.907164e-01
23922,5.907486e-01
23923,5.907865e-01
23924,5.908198e-01
23925,5.908583e-01
23926,5.908880e-01
23927,5.909253e-01
23928,5.909560e-01
23929,5.909941e-01
23930,5.910298e-01
23931,5.910621e-01
23932,5.910969e-01
23933,5.911245e-01
23934,5.911635e-01
23935,5.911948e-01
23936,5.912324e-01
23937,5.912630e-01
23938,5.912966e-01
23939,5.913293e-01
23940,5.913642e-01
23941,5.913981e-01
23942,5.914309e-01
23943,5.914620e-01
23944,5.914944e-01
23945,5.915271e-01
23946,5.915608e-01
23947,5.915942e-01
23948,5.916246e-01
23949,5.916594e-01
23950,5.916873e-01
23951,5.917265e-01
23952,5.917504e-01
23953,5.917900e-01
23954,5.918124e-01
23955,5.918509e-01
23956,5.918731e-01
23957,5.919120e-01
23958,5.919338e-01
23959,5.919741e-01
23960,5.919923e-01
23961,5.920326e-01
23962,5.920529e-01
23963,5.920861e-01
23964,5.921119e-01
23965,5.921395e-01
23966,5.921737e-01
23967,5.921942e-01
23968,5.922325e-01
23969,5.922477e-01
23970,5.922860e-01
23971,5.923045e-01
23972,5.923416e-01
23973,5.923647e-01
23974,5.923957e-01
23975,5.924207e-01
23976,5.924495e-01
23977,5.924785e-01
23978,5.925057e-01
23979,5.925341e-01
23980,5.925568e-01
23981,5.925863e-01
23982,5.926113e-01
23983,5.926430e-01
23984,5.926672e-01
23985,5.926955e-01
23986,5.927223e-01
23987,5.927490e-01
23988,5.927818e-01
23989,5.928051e-01
23990,5.928413e-01
23991,5.928569e-01
23992,5.928952e-01
23993,5.929131e-01
23994,5.929476e-01
23995,5.929695e-01
23996,5.929948e-01
23997,5.930251e-01
23998,5.930424e-01
23999,5.930786e-01
24000,5.930964e-01
24001,5.931256e-01
24002,5.931531e-01
24003,5.931737e-01
24004,5.932081e-01
24005,5.932259e-01
24006,5.932532e-01
24007,5.932805e-01
24008,5.933008e-01
24009,5.933302e-01
24010,5.933529e-01
24011,5.933748e-01
24012,5.934018e-01
24013,5.934185e-01
24014,5.934488e-01
24015,5.934706e-01
24016,5.934952e-01
24017,5.935211e-01
24018,5.935402e-01
24019,5.935683e-01
24020,5.935891e-01
24021,5.936151e-01
24022,5.936392e-01
24023,5.936588e-01
24024,5.936837e-01
24025,5.937047e-01
24026,5.937287e-01
24027,5.937522e-01
24028,5.937719e-01
24029,5.937963e-01
24030,5.938163e-01
24031,5.938418e-01
24032,5.938646e-01
24033,5.938879e-01
24034,5.939100e-01
24035,5.939314e-01
24036,5.939540e-01
24037,5.939766e-01
24038,5.939991e-01
24039,5.940211e-01
24040,5.940425e-01
24041,5.940636e-01
24042,5.940856e-01
24043,5.941070e-01
24044,5.941300e-01
24045,5.941502e-01
24046,5.941712e-01
24047,5.941924e-01
24048,5.942138e-01
24049,5.942372e-01
24050,5.942587e-01
24051,5.942810e-01
24052,5.943012e-01
24053,5.943215e-01
24054,5.943430e-01
24055,5.943643e-01
24056,5.943861e-01
24057,5.944061e-01
24058,5.944269e-01
24059,5.944467e-01
24060,5.944678e-01
24061,5.944888e-01
24062,5.945091e-01
24063,5.945286e-01
24064,5.945491e-01
24065,5.945678e-01
24066,5.945922e-01
24067,5.946098e-01
24068,5.946342e-01
24069,5.946491e-01
24070,5.946721e-01
24071,5.946876e-01
24072,5.947077e-01
24073,5.947227e-01
24074,5.947374e-01
24075,5.947498e-01
24076,5.947632e-01
24077,5.947763e-01
24078,5.947881e-01
24079,5.947998e-01
24080,5.948109e-01
24081,5.948244e-01
24082,5.948378e-01
24083,5.948528e-01
24084,5.948664e-01
24085,5.948808e-01
24086,5.948945e-01
24087,5.949113e-01
24088,5.949259e-01
24089,5.949421e-01
24090,5.949562e-01
24091,5.949712e-01
24092,5.949885e-01
24093,5.950030e-01
24094,5.950194e-01
24095,5.950325e-01
24096,5.950463e-01
24097,5.950614e-01
24098,5.950754e-01
24099,5.950917e-01
24100,5.951046e-01
24101,5.951192e-01
24102,5.951343e-01
24103,5.951498e-01
24104,5.951670e-01
24105,5.951793e-01
24106,5.951968e-01
24107,5.952083e-01
24108,5.952258e-01
24109,5.952393e-01
24110,5.952551e-01
24111,5.952705e-01
24112,5.952835e-01
24113,5.953009e-01
24114,5.953147e-01
24115,5.953310e-01
24116,5.953447e-01
24117,5.953603e-01
24118,5.953768e-01
24119,5.953920e-01
24120,5.954089e-01
24121,5.954229e-01
24122,5.954397e-01
24123,5.954535e-01
24124,5.954710e-01
24125,5.954865e-01
24126,5.955023e-01
24127,5.955178e-01
24128,5.955335e-01
24129,5.955493e-01
24130,5.955646e-01
24131,5.955800e-01
24132,5.955971e-01
24133,5.956116e-01
24134,5.956280e-01
24135,5.956417e-01
24136,5.956585e-01
24137,5.956735e-01
24138,5.956907e-01
24139,5.957057e-01
24140,5.957202e-01
24141,5.957354e-01
24142,5.957507e-01
24143,5.957698e-01
24144,5.957832e-01
24145,5.958011e-01
24146,5.958124e-01
24147,5.958294e-01
24148,5.958452e-01
24149,5.958616e-01
24150,5.958777e-01
24151,5.958885e-01
24152,5.959062e-01
24153,5.959187e-01
24154,5.959376e-01
24155,5.959510e-01
24156,5.959656e-01
24157,5.959807e-01
24158,5.959936e-01
24159,5.960129e-01
24160,5.960264e-01
24161,5.960425e-01
24162,5.960554e-01
24163,5.960708e-01
24164,5.960870e-01
24165,5.961019e-01
24166,5.961184e-01
24167,5.961322e-01
24168,5.961478e-01
24169,5.961632e-01
24170,5.961793e-01
24171,5.961954e-01
24172,5.962090e-01
24173,5.962248e-01
24174,5.962378e-01
24175,5.962542e-01
24176,5.962681e-01
24177,5.962837e-01
24178,5.962964e-01
24179,5.963101e-01
24180,5.963234e-01
24181,5.963382e-01
24182,5.963530e-01
24183,5.963685e-01
24184,5.963826e-01
24185,5.963972e-01
24186,5.964113e-01
24187,5.964267e-01
24188,5.964419e-01
24189,5.964560e-01
24190,5.964704e-01
24191,5.964828e-01
24192,5.964978e-01
24193,5.965112e-01
24194,5.965286e-01
24195,5.965391e-01
24196,5.965552e-01
24197,5.965652e-01
24198,5.965813e-01
24199,5.965951e-01
24200,5.966099e-01
24201,5.966242e-01
24202,5.966351e-01
24203,5.966514e-01
24204,5.966633e-01
24205,5.966806e-01
24206,5.966913e-01
24207,5.967055e-01
24208,5.967169e-01
24209,5.967314e-01
24210,5.967463e-01
24211,5.967620e-01
24212,5.967745e-01
24213,5.967889e-01
24214,5.968007e-01
24215,5.968180e-01
24216,5.968289e-01
24217,5.968483e-01
24218,5.968516e-01
24219,5.968775e-01
24220,5.968731e-01
24221,5.969040e-01
24222,5.968966e-01
24223,5.969319e-01
24224,5.969104e-01
24225,5.969580e-01
24226,5.969182e-01
24227,5.969865e-01
24228,5.969104e-01
24229,5.969890e-01
24230,5.968831e-01
24231,5.969758e-01
24232,5.968705e-01
24233,5.969147e-01
24234,5.968364e-01
24235,5.968004e-01
24236,5.967854e-01
24237,5.966910e-01
24238,5.967435e-01
24239,5.965519e-01
24240,5.966547e-01
24241,5.964025e-01
24242,5.964525e-01
24243,5.963599e-01
24244,5.962183e-01
24245,5.962053e-01
24246,5.960030e-01
24247,5.958927e-01
24248,5.957993e-01
24249,5.955840e-01
24250,5.955988e-01
24251,5.953898e-01
24252,5.953895e-01
24253,5.952806e-01
24254,5.952490e-01
24255,5.952136e-01
24256,5.950990e-01
24257,5.951322e-01
24258,5.949931e-01
24259,5.950112e-01
24260,5.949048e-01
24261,5.948789e-01
24262,5.948115e-01
24263,5.947353e-01
24264,5.947253e-01
24265,5.946279e-01
24266,5.946223e-01
24267,5.945551e-01
24268,5.945876e-01
24269,5.945594e-01
24270,5.945716e-01
24271,5.945678e-01
24272,5.945562e-01
24273,5.945686e-01
24274,5.945605e-01
24275,5.945846e-01
24276,5.945481e-01
24277,5.945468e-01
24278,5.945274e-01
24279,5.945317e-01
24280,5.945293e-01
24281,5.945271e-01
24282,5.945349e-01
24283,5.945264e-01
24284,5.945582e-01
24285,5.945690e-01
24286,5.946052e-01
24287,5.946020e-01
24288,5.946199e-01
24289,5.946336e-01
24290,5.946445e-01
24291,5.946699e-01
24292,5.946735e-01
24293,5.946875e-01
24294,5.946894e-01
24295,5.947087e-01
24296,5.947216e-01
24297,5.947363e-01
24298,5.947507e-01
24299,5.947670e-01
24300,5.947860e-01
24301,5.948046e-01
24302,5.948268e-01
24303,5.948410e-01
24304,5.948581e-01
24305,5.948732e-01
24306,5.948937e-01
24307,5.949086e-01
24308,5.949244e-01
24309,5.949399e-01
24310,5.949530e-01
24311,5.949695e-01
24312,5.949867e-01
24313,5.950059e-01
24314,5.950232e-01
24315,5.950411e-01
24316,5.950609e-01
24317,5.950785e-01
24318,5.951001e-01
24319,5.951159e-01
24320,5.951381e-01
24321,5.951470e-01
24322,5.951737e-01
24323,5.951814e-01
24324,5.952110e-01
24325,5.952135e-01
24326,5.952435e-01
24327,5.952451e-01
24328,5.952802e-01
24329,5.952828e-01
24330,5.953195e-01
24331,5.953121e-01
24332,5.953593e-01
24333,5.953389e-01
24334,5.953884e-01
24335,5.953612e-01
24336,5.954137e-01
24337,5.953867e-01
24338,5.954280e-01
24339,5.954025e-01
24340,5.954278e-01
24341,5.954266e-01
24342,5.954412e-01
24343,5.954571e-01
24344,5.954450e-01
24345,5.954759e-01
24346,5.954657e-01
24347,5.955029e-01
24348,5.955009e-01
24349,5.955216e-01
24350,5.955334e-01
24351,5.955342e-01
24352,5.955707e-01
24353,5.955545e-01
24354,5.956033e-01
24355,5.955634e-01
24356,5.956248e-01
24357,5.955517e-01
24358,5.956391e-01
24359,5.955340e-01
24360,5.956249e-01
24361,5.954819e-01
24362,5.955224e-01
24363,5.954559e-01
24364,5.954143e-01
24365,5.954282e-01
24366,5.953220e-01
24367,5.953540e-01
24368,5.952155e-01
24369,5.952691e-01
24370,5.951607e-01
24371,5.951912e-01
24372,5.951055e-01
24373,5.951266e-01
24374,5.950654e-01
24375,5.950658e-01
24376,5.950314e-01
24377,5.950270e-01
24378,5.949893e-01
24379,5.949768e-01
24380,5.949706e-01
24381,5.949604e-01
24382,5.949613e-01
24383,5.949563e-01
24384,5.949683e-01
24385,5.949602e-01
24386,5.949847e-01
24387,5.949887e-01
24388,5.950133e-01
24389,5.950075e-01
24390,5.950447e-01
24391,5.950165e-01
24392,5.950523e-01
24393,5.950124e-01
24394,5.950745e-01
24395,5.950099e-01
24396,5.950947e-01
24397,5.949871e-01
24398,5.950755e-01
24399,5.949541e-01
24400,5.950118e-01
24401,5.949580e-01
24402,5.949265e-01
24403,5.949361e-01
24404,5.948096e-01
24405,5.948517e-01
24406,5.947197e-01
24407,5.947544e-01
24408,5.946707e-01
24409,5.946699e-01
24410,5.946317e-01
24411,5.946108e-01
24412,5.946200e-01
24413,5.945714e-01
24414,5.946130e-01
24415,5.945078e-01
24416,5.945953e-01
24417,5.944674e-01
24418,5.945429e-01
24419,5.944333e-01
24420,5.944382e-01
24421,5.943726e-01
24422,5.943101e-01
24423,5.943019e-01
24424,5.942082e-01
24425,5.942342e-01
24426,5.941321e-01
24427,5.941854e-01
24428,5.940871e-01
24429,5.941631e-01
24430,5.940382e-01
24431,5.941193e-01
24432,5.939890e-01
24433,5.940162e-01
24434,5.939301e-01
24435,5.938731e-01
24436,5.938588e-01
24437,5.937324e-01
24438,5.937663e-01
24439,5.936045e-01
24440,5.936841e-01
24441,5.935122e-01
24442,5.935553e-01
24443,5.934879e-01
24444,5.934277e-01
24445,5.934500e-01
24446,5.933102e-01
24447,5.933529e-01
24448,5.931945e-01
24449,5.931867e-01
24450,5.931183e-01
24451,5.930481e-01
24452,5.930452e-01
24453,5.929212e-01
24454,5.929493e-01
24455,5.928388e-01
24456,5.928863e-01
24457,5.928313e-01
24458,5.928290e-01
24459,5.928063e-01
24460,5.927558e-01
24461,5.927673e-01
24462,5.926932e-01
24463,5.927539e-01
24464,5.926261e-01
24465,5.926954e-01
24466,5.925978e-01
24467,5.926248e-01
24468,5.926111e-01
24469,5.925461e-01
24470,5.925813e-01
24471,5.924583e-01
24472,5.925260e-01
24473,5.924149e-01
24474,5.924767e-01
24475,5.923615e-01
24476,5.923762e-01
24477,5.923290e-01
24478,5.922943e-01
24479,5.923123e-01
24480,5.922339e-01
24481,5.922645e-01
24482,5.921930e-01
24483,5.922263e-01
24484,5.921888e-01
24485,5.922063e-01
24486,5.921921e-01
24487,5.921952e-01
24488,5.922191e-01
24489,5.922132e-01
24490,5.922418e-01
24491,5.922095e-01
24492,5.922513e-01
24493,5.922199e-01
24494,5.922843e-01
24495,5.922413e-01
24496,5.922738e-01
24497,5.922613e-01
24498,5.922701e-01
24499,5.923100e-01
24500,5.922892e-01
24501,5.923251e-01
24502,5.923002e-01
24503,5.923318e-01
24504,5.923507e-01
24505,5.923665e-01
24506,5.923963e-01
24507,5.923874e-01
24508,5.924260e-01
24509,5.924276e-01
24510,5.924740e-01
24511,5.924822e-01
24512,5.924940e-01
24513,5.925166e-01
24514,5.925183e-01
24515,5.925695e-01
24516,5.925494e-01
24517,5.926133e-01
24518,5.925788e-01
24519,5.926392e-01
24520,5.926219e-01
24521,5.926726e-01
24522,5.926610e-01
24523,5.926852e-01
24524,5.926989e-01
24525,5.927075e-01
24526,5.927370e-01
24527,5.927373e-01
24528,5.927778e-01
24529,5.927724e-01
24530,5.928277e-01
24531,5.928226e-01
24532,5.928684e-01
24533,5.928661e-01
24534,5.929115e-01
24535,5.929129e-01
24536,5.929547e-01
24537,5.929520e-01
24538,5.929894e-01
24539,5.929759e-01
24540,5.930260e-01
24541,5.930265e-01
24542,5.930681e-01
24543,5.930716e-01
24544,5.931072e-01
24545,5.931098e-01
24546,5.931548e-01
24547,5.931642e-01
24548,5.932131e-01
24549,5.932056e-01
24550,5.932550e-01
24551,5.932502e-01
24552,5.933014e-01
24553,5.932918e-01
24554,5.933378e-01
24555,5.933272e-01
24556,5.933638e-01
24557,5.933706e-01
24558,5.934044e-01
24559,5.934154e-01
24560,5.934473e-01
24561,5.934629e-01
24562,5.934952e-01
24563,5.935099e-01
24564,5.935497e-01
24565,5.935597e-01
24566,5.935972e-01
24567,5.936033e-01
24568,5.936388e-01
24569,5.936440e-01
24570,5.936806e-01
24571,5.936843e-01
24572,5.937175e-01
24573,5.937253e-01
24574,5.937630e-01
24575,5.937709e-01
24576,5.938038e-01
24577,5.938167e-01
24578,5.938454e-01
24579,5.938672e-01
24580,5.938972e-01
24581,5.939166e-01
24582,5.939406e-01
24583,5.939626e-01
24584,5.939897e-01
24585,5.940106e-01
24586,5.940346e-01
24587,5.940538e-01
24588,5.940783e-01
24589,5.941017e-01
24590,5.941318e-01
24591,5.941473e-01
24592,5.941759e-01
24593,5.941896e-01
24594,5.942270e-01
24595,5.942352e-01
24596,5.942752e-01
24597,5.942786e-01
24598,5.943167e-01
24599,5.943229e-01
24600,5.943635e-01
24601,5.943659e-01
24602,5.944089e-01
24603,5.943967e-01
24604,5.944558e-01
24605,5.944261e-01
24606,5.944942e-01
24607,5.944499e-01
24608,5.945217e-01
24609,5.944436e-01
24610,5.945227e-01
24611,5.944332e-01
24612,5.945112e-01
24613,5.943942e-01
24614,5.944328e-01
24615,5.943486e-01
24616,5.943567e-01
24617,5.943224e-01
24618,5.943053e-01
24619,5.942953e-01
24620,5.942551e-01
24621,5.942920e-01
24622,5.942424e-01
24623,5.943350e-01
24624,5.941877e-01
24625,5.943293e-01
24626,5.940335e-01
24627,5.941344e-01
24628,5.939883e-01
24629,5.938175e-01
24630,5.937885e-01
24631,5.935755e-01
24632,5.934151e-01
24633,5.933155e-01
24634,5.930527e-01
24635,5.930933e-01
24636,5.927380e-01
24637,5.928034e-01
24638,5.925928e-01
24639,5.925019e-01
24640,5.924232e-01
24641,5.921649e-01
24642,5.920685e-01
24643,5.918552e-01
24644,5.917056e-01
24645,5.916677e-01
24646,5.913635e-01
24647,5.914045e-01
24648,5.911180e-01
24649,5.911268e-01
24650,5.910012e-01
24651,5.909389e-01
24652,5.909055e-01
24653,5.907367e-01
24654,5.906629e-01
24655,5.905815e-01
24656,5.903204e-01
24657,5.903690e-01
24658,5.901673e-01
24659,5.901167e-01
24660,5.900389e-01
24661,5.899197e-01
24662,5.899457e-01
24663,5.897548e-01
24664,5.898328e-01
24665,5.897081e-01
24666,5.896625e-01
24667,5.896709e-01
24668,5.895486e-01
24669,5.895954e-01
24670,5.894458e-01
24671,5.894321e-01
24672,5.893955e-01
24673,5.892620e-01
24674,5.892977e-01
24675,5.891745e-01
24676,5.891879e-01
24677,5.890958e-01
24678,5.891036e-01
24679,5.890670e-01
24680,5.890151e-01
24681,5.890533e-01
24682,5.890027e-01
24683,5.890182e-01
24684,5.890081e-01
24685,5.889828e-01
24686,5.890016e-01
24687,5.889362e-01
24688,5.889877e-01
24689,5.889422e-01
24690,5.889732e-01
24691,5.889738e-01
24692,5.889688e-01
24693,5.889891e-01
24694,5.889709e-01
24695,5.890112e-01
24696,5.889990e-01
24697,5.890269e-01
24698,5.890425e-01
24699,5.890523e-01
24700,5.890843e-01
24701,5.890949e-01
24702,5.891318e-01
24703,5.891365e-01
24704,5.891707e-01
24705,5.891935e-01
24706,5.892176e-01
24707,5.892496e-01
24708,5.892723e-01
24709,5.893014e-01
24710,5.893242e-01
24711,5.893576e-01
24712,5.893891e-01
24713,5.894161e-01
24714,5.894552e-01
24715,5.894809e-01
24716,5.895157e-01
24717,5.895439e-01
24718,5.895775e-01
24719,5.896106e-01
24720,5.896389e-01
24721,5.896810e-01
24722,5.897059e-01
24723,5.897514e-01
24724,5.897774e-01
24725,5.898213e-01
24726,5.898474e-01
24727,5.898847e-01
24728,5.899189e-01
24729,5.899503e-01
24730,5.899913e-01
24731,5.900218e-01
24732,5.900612e-01
24733,5.900907e-01
24734,5.901265e-01
24735,5.901602e-01
24736,5.901929e-01
24737,5.902334e-01
24738,5.902637e-01
24739,5.903041e-01
24740,5.903344e-01
24741,5.903726e-01
24742,5.904065e-01
24743,5.904412e-01
24744,5.904773e-01
24745,5.905103e-01
24746,5.905460e-01
24747,5.905821e-01
24748,5.906150e-01
24749,5.906509e-01
24750,5.906814e-01
24751,5.907189e-01
24752,5.907498e-01
24753,5.907894e-01
24754,5.908185e-01
24755,5.908566e-01
24756,5.908853e-01
24757,5.909225e-01
24758,5.909535e-01
24759,5.909884e-01
24760,5.910219e-01
24761,5.910528e-01
24762,5.910894e-01
24763,5.911182e-01
24764,5.911553e-01
24765,5.911847e-01
24766,5.912198e-01
24767,5.912530e-01
24768,5.912848e-01
24769,5.913227e-01
24770,5.913476e-01
24771,5.913932e-01
24772,5.914121e-01
24773,5.914578e-01
24774,5.914787e-01
24775,5.915149e-01
24776,5.915478e-01
24777,5.915743e-01
24778,5.916189e-01
24779,5.916333e-01
24780,5.916845e-01
24781,5.916895e-01
24782,5.917433e-01
24783,5.917552e-01
24784,5.917941e-01
24785,5.918244e-01
24786,5.918390e-01
24787,5.918876e-01
24788,5.918834e-01
24789,5.919422e-01
24790,5.919374e-01
24791,5.919843e-01
24792,5.919930e-01
24793,5.920298e-01
24794,5.920531e-01
24795,5.920746e-01
24796,5.921100e-01
24797,5.921196e-01
24798,5.921642e-01
24799,5.921695e-01
24800,5.922278e-01
24801,5.922155e-01
24802,5.922951e-01
24803,5.922555e-01
24804,5.923495e-01
24805,5.922602e-01
24806,5.923769e-01
24807,5.922560e-01
24808,5.923412e-01
24809,5.923039e-01
24810,5.922516e-01
24811,5.922925e-01
24812,5.921662e-01
24813,5.922045e-01
24814,5.921305e-01
24815,5.921196e-01
24816,5.921389e-01
24817,5.920498e-01
24818,5.921227e-01
24819,5.920320e-01
24820,5.921029e-01
24821,5.920370e-01
24822,5.920705e-01
24823,5.920365e-01
24824,5.920197e-01
24825,5.920464e-01
24826,5.919788e-01
24827,5.920147e-01
24828,5.919295e-01
24829,5.919834e-01
24830,5.918926e-01
24831,5.919590e-01
24832,5.918880e-01
24833,5.919355e-01
24834,5.918888e-01
24835,5.919198e-01
24836,5.918980e-01
24837,5.918919e-01
24838,5.919072e-01
24839,5.918740e-01
24840,5.919037e-01
24841,5.918739e-01
24842,5.918981e-01
24843,5.918860e-01
24844,5.919102e-01
24845,5.919178e-01
24846,5.919305e-01
24847,5.919548e-01
24848,5.919678e-01
24849,5.919990e-01
24850,5.920044e-01
24851,5.920393e-01
24852,5.920347e-01
24853,5.920748e-01
24854,5.920843e-01
24855,5.921171e-01
24856,5.921298e-01
24857,5.921540e-01
24858,5.921744e-01
24859,5.921980e-01
24860,5.922340e-01
24861,5.922567e-01
24862,5.922926e-01
24863,5.923094e-01
24864,5.923473e-01
24865,5.923608e-01
24866,5.923982e-01
24867,5.924128e-01
24868,5.924404e-01
24869,5.924631e-01
24870,5.924867e-01
24871,5.925187e-01
24872,5.925338e-01
24873,5.925743e-01
24874,5.925820e-01
24875,5.926395e-01
24876,5.926337e-01
24877,5.927005e-01
24878,5.926756e-01
24879,5.927481e-01
24880,5.927122e-01
24881,5.927870e-01
24882,5.927537e-01
24883,5.928007e-01
24884,5.927857e-01
24885,5.928161e-01
24886,5.928170e-01
24887,5.928299e-01
24888,5.928475e-01
24889,5.928516e-01
24890,5.928853e-01
24891,5.928909e-01
24892,5.929416e-01
24893,5.929338e-01
24894,5.929980e-01
24895,5.929680e-01
24896,5.930482e-01
24897,5.929987e-01
24898,5.930668e-01
24899,5.930418e-01
24900,5.930656e-01
24901,5.930788e-01
24902,5.930612e-01
24903,5.931084e-01
24904,5.930715e-01
24905,5.931364e-01
24906,5.930806e-01
24907,5.931678e-01
24908,5.930780e-01
24909,5.931894e-01
24910,5.930814e-01
24911,5.931462e-01
24912,5.930703e-01
24913,5.930469e-01
24914,5.930479e-01
24915,5.929597e-01
24916,5.929952e-01
24917,5.928653e-01
24918,5.929357e-01
24919,5.928052e-01
24920,5.928832e-01
24921,5.927771e-01
24922,5.928080e-01
24923,5.927527e-01
24924,5.927237e-01
24925,5.927299e-01
24926,5.926375e-01
24927,5.926701e-01
24928,5.925562e-01
24929,5.926162e-01
24930,5.925050e-01
24931,5.925805e-01
24932,5.924447e-01
24933,5.924904e-01
24934,5.924084e-01
24935,5.923996e-01
24936,5.923936e-01
24937,5.923116e-01
24938,5.923354e-01
24939,5.922432e-01
24940,5.922679e-01
24941,5.922272e-01
24942,5.922142e-01
24943,5.922294e-01
24944,5.922016e-01
24945,5.922583e-01
24946,5.922199e-01
24947,5.922776e-01
24948,5.922266e-01
24949,5.922829e-01
24950,5.922377e-01
24951,5.922683e-01
24952,5.922461e-01
24953,5.922372e-01
24954,5.922559e-01
24955,5.922183e-01
24956,5.922709e-01
24957,5.922250e-01
24958,5.922944e-01
24959,5.922475e-01
24960,5.923073e-01
24961,5.922830e-01
24962,5.922995e-01
24963,5.923221e-01
24964,5.923029e-01
24965,5.923567e-01
24966,5.922928e-01
24967,5.923728e-01
24968,5.922691e-01
24969,5.923744e-01
24970,5.922292e-01
24971,5.923157e-01
24972,5.922021e-01
24973,5.922197e-01
24974,5.922058e-01
24975,5.921161e-01
24976,5.921649e-01
24977,5.920117e-01
24978,5.920592e-01
24979,5.919826e-01
24980,5.919808e-01
24981,5.919818e-01
24982,5.919200e-01
24983,5.919789e-01
24984,5.918669e-01
24985,5.919315e-01
24986,5.918449e-01
24987,5.918518e-01
24988,5.918438e-01
24989,5.917853e-01
24990,5.918101e-01
24991,5.917231e-01
24992,5.917825e-01
24993,5.916367e-01
24994,5.917118e-01
24995,5.916203e-01
24996,5.916188e-01
24997,5.916312e-01
24998,5.915461e-01
24999,5.915592e-01
25000,5.914984e-01
25001,5.914775e-01
25002,5.915169e-01
25003,5.914281e-01
25004,5.914817e-01
25005,5.914610e-01
25006,5.914224e-01
25007,5.914809e-01
25008,5.914319e-01
25009,5.914350e-01
25010,5.914392e-01
25011,5.914156e-01
25012,5.914507e-01
25013,5.914370e-01
25014,5.914413e-01
25015,5.914686e-01
25016,5.914318e-01
25017,5.914624e-01
25018,5.914811e-01
25019,5.914744e-01
25020,5.915198e-01
25021,5.915228e-01
25022,5.915415e-01
25023,5.915691e-01
25024,5.915694e-01
25025,5.916062e-01
25026,5.916194e-01
25027,5.916281e-01
25028,5.916681e-01
25029,5.916665e-01
25030,5.916897e-01
25031,5.917209e-01
25032,5.917215e-01
25033,5.917641e-01
25034,5.917708e-01
25035,5.918005e-01
25036,5.918323e-01
25037,5.918456e-01
25038,5.918888e-01
25039,5.919017e-01
25040,5.919204e-01
25041,5.919546e-01
25042,5.919644e-01
25043,5.919964e-01
25044,5.920252e-01
25045,5.920379e-01
25046,5.920745e-01
25047,5.920871e-01
25048,5.921121e-01
25049,5.921457e-01
25050,5.921576e-01
25051,5.921995e-01
25052,5.922153e-01
25053,5.922434e-01
25054,5.922757e-01
