epoch,internal/smma_improvement,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss,train/total_loss_smma
,,0.001,0,,,,,,
0,,,31,0.4903796911239624,0.015451754443347454,0.07813071459531784,0.016698777675628662,0.11028124392032623,
,,0.001,32,,,,,,
1,,,63,0.47985467314720154,0.01128267403692007,0.0006591789424419403,0.0010149050503969193,0.012956758961081505,
,,0.001,64,,,,,,
2,,,95,0.47573497891426086,0.0085403211414814,6.372325151460245e-05,0.0005755869788117707,0.009179631248116493,
,,0.001,96,,,,,,
3,,,127,0.47136741876602173,0.010442759841680527,1.3690207197214477e-05,7.706638280069456e-05,0.010533517226576805,
,,0.001,128,,,,,,
4,,,159,0.46704375743865967,0.005800693761557341,6.481581294792704e-06,7.129077857825905e-05,0.005878465250134468,
,,0.001,160,,,,,,
5,,,191,0.463223397731781,0.006698391865938902,4.697911208495498e-06,3.0291515940916725e-05,0.006733381655067205,
,,0.001,192,,,,,,
6,,,223,0.45956140756607056,0.007438758388161659,4.689998604590073e-06,9.615490853320807e-05,0.007539602927863598,
,,0.001,224,,,,,,
7,,,255,0.4562009572982788,0.006279118824750185,4.329277999204351e-06,2.6810324925463647e-05,0.006310258526355028,
,,0.001,256,,,,,,
8,,,287,0.452790230512619,0.00623565586283803,4.28459088652744e-06,2.6442947273608297e-05,0.006266383454203606,
,,0.001,288,,,,,,
9,,,319,0.4500223994255066,0.005601049400866032,2.8464692150009796e-06,2.1206122255534865e-05,0.005625100806355476,
,,0.001,320,,,,,,
10,,,351,0.4471498727798462,0.0072767892852425575,2.4725120510993293e-06,1.802623773983214e-05,0.0072972881607711315,
,,0.001,352,,,,,,
11,,,383,0.44404909014701843,0.005747489631175995,2.0526344997051638e-06,2.930649498011917e-05,0.005778848193585873,
,,0.001,384,,,,,,
12,,,415,0.44075807929039,0.007291988003998995,1.964765033335425e-06,1.1969120350840967e-05,0.007305922918021679,
,,0.001,416,,,,,,
13,,,447,0.4387724995613098,0.005932431668043137,1.7107867051890935e-06,1.2657084880629554e-05,0.00594679918140173,
,,0.001,448,,,,,,
14,,,479,0.4355940818786621,0.007432439364492893,1.6825674720166717e-06,2.962548387586139e-05,0.007463747635483742,
,,0.001,480,,,,,,
15,,,511,0.43170365691185,0.006316586397588253,1.4338362461785437e-06,2.0378980480018072e-05,0.006338398903608322,
,,0.001,512,,,,,,
16,,,543,0.4284350275993347,0.006632959470152855,1.467712991143344e-06,3.009072861459572e-05,0.006664517801254988,
,,0.001,544,,,,,,
17,,,575,0.42580148577690125,0.010421683080494404,1.0659141480573453e-06,1.598792186996434e-05,0.010438736528158188,
,,0.001,576,,,,,,
18,,,607,0.42189398407936096,0.007900891825556755,2.5642855234764284e-06,3.6697896575788036e-05,0.007940155453979969,
,,0.001,608,,,,,,
19,,,639,0.4151507318019867,0.0067146397195756435,2.4512753498129314e-06,2.1673242372344248e-05,0.006738763768225908,
,,0.001,640,,,,,,
20,,,671,0.41200006008148193,0.005473650060594082,1.6712039041522075e-06,1.4193276911100838e-05,0.005489513743668795,
