# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.449461291893385351e-05 1.276004219055175781e+01 1.029948902130126953e+01 3.136000000000000000e+05 9.999999439624929209e-11 0.000000000000000000e+00 3.192437011718750000e+03 3.182403088430874050e-05 1.264232158660888672e+01 1.014593410491943359e+01 3.136000000000000000e+05 9.999999439624929209e-11 0.000000000000000000e+00 3.192437011718750000e+03
1.000000000000000000e+03 7.260656833648681641e+00 8.087437629699707031e+00 1.485309097915887833e-02 2.471405625000000000e+05 2.683683053561480847e-09 6.111292094601594727e-08 3.150127929687500000e+03 7.633134365081787109e+00 8.554980278015136719e+00 1.237577479332685471e-02 2.471405625000000000e+05 2.683683053561480847e-09 6.111292094601594727e-08 3.150127929687500000e+03
2.000000000000000000e+03 1.195143890380859375e+01 3.840115308761596680e+00 2.940209627151489258e+00 2.011369531250000000e+05 2.234820276498794556e-03 1.228874325752258301e+00 2.258639404296875000e+03 1.239202594757080078e+01 2.537128925323486328e+00 2.968940734863281250e+00 2.011369531250000000e+05 2.234820276498794556e-03 1.228874325752258301e+00 2.258639404296875000e+03
3.000000000000000000e+03 6.358278274536132812e+00 1.407895469665527344e+01 1.592838764190673828e+00 1.613827187500000000e+05 1.145408954471349716e-03 1.330171465873718262e+00 1.762429321289062500e+03 6.504802227020263672e+00 1.654752159118652344e+01 1.721183776855468750e+00 1.613827187500000000e+05 1.145408954471349716e-03 1.330171465873718262e+00 1.762429321289062500e+03
4.000000000000000000e+03 8.078733444213867188e+00 1.894592475891113281e+01 1.922967791557312012e+00 1.268531875000000000e+05 1.967418007552623749e-03 1.653615117073059082e+00 1.397389282226562500e+03 8.550636291503906250e+00 1.601803970336914062e+01 2.110199451446533203e+00 1.268531875000000000e+05 1.967418007552623749e-03 1.653615117073059082e+00 1.397389282226562500e+03
5.000000000000000000e+03 1.120754432678222656e+01 3.274723434448242188e+01 5.207492351531982422e+00 9.699879687500000000e+04 1.510014524683356285e-03 1.863698124885559082e+00 1.114967285156250000e+03 1.270634746551513672e+01 2.931965446472167969e+01 5.441884040832519531e+00 9.699879687500000000e+04 1.510014524683356285e-03 1.863698124885559082e+00 1.114967285156250000e+03
6.000000000000000000e+03 6.628739624023437500e+02 4.539584350585937500e+02 1.633881988525390625e+02 7.159299218750000000e+04 2.709991531446576118e-03 1.944793224334716797e+00 8.961018676757812500e+02 7.196757202148437500e+02 4.601662292480468750e+02 1.753225402832031250e+02 7.159299218750000000e+04 2.709991531446576118e-03 1.944793224334716797e+00 8.961018676757812500e+02
7.000000000000000000e+03 4.516148681640625000e+02 2.053978729248046875e+02 9.809175872802734375e+01 5.050724218750000000e+04 4.364391497801989317e-05 1.937716364860534668e+00 7.216246948242187500e+02 4.889149475097656250e+02 2.604005737304687500e+02 1.049141616821289062e+02 5.050724218750000000e+04 4.364391497801989317e-05 1.937716364860534668e+00 7.216246948242187500e+02
8.000000000000000000e+03 9.722931518554687500e+02 4.645380554199218750e+02 2.140491485595703125e+02 3.359687500000000000e+04 4.074101889273151755e-05 1.881996035575866699e+00 5.795841674804687500e+02 1.054034790039062500e+03 5.390854492187500000e+02 2.277836761474609375e+02 3.359687500000000000e+04 4.074101889273151755e-05 1.881996035575866699e+00 5.795841674804687500e+02
9.000000000000000000e+03 1.174495983123779297e+01 6.632663249969482422e+00 2.274085998535156250e+00 2.064573828125000000e+04 1.278930867556482553e-04 1.788129687309265137e+00 4.643005065917968750e+02 1.248470211029052734e+01 1.063755702972412109e+01 2.104095935821533203e+00 2.064573828125000000e+04 1.278930867556482553e-04 1.788129687309265137e+00 4.643005065917968750e+02
1.000000000000000000e+04 8.102930068969726562e+00 2.851979970932006836e+00 1.703762173652648926e+00 1.132253125000000000e+04 1.170114774140529335e-04 1.202905058860778809e+00 3.843722534179687500e+02 8.284884452819824219e+00 5.467683792114257812e+00 1.612444162368774414e+00 1.132253125000000000e+04 1.170114774140529335e-04 1.202905058860778809e+00 3.843722534179687500e+02
1.100000000000000000e+04 1.207638931274414062e+01 1.200012683868408203e+01 4.634977340698242188e+00 5.242470703125000000e+03 2.144479367416352034e-04 8.616681098937988281e-01 3.300883483886718750e+02 1.340735340118408203e+01 6.759419441223144531e+00 5.177537441253662109e+00 5.242470703125000000e+03 2.144479367416352034e-04 8.616681098937988281e-01 3.300883483886718750e+02
