epoch,internal/smma_improvement,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss,train/total_loss_smma,val/si_re
,,0.001,0,,,,,,,
0,,,60,0.47975954413414,0.0376841202378273,0.08041336387395859,0.011618543416261673,0.12971606850624084,,0.5544518232345581
,,0.001,61,,,,,,,
1,,,121,0.4537430703639984,0.00513402558863163,0.00035233728704042733,7.932136213639751e-05,0.005565683823078871,,0.4971644878387451
,,0.001,122,,,,,,,
2,,,182,0.4469839930534363,0.0038725940976291895,0.00012261973461136222,0.00011537739192135632,0.004110591486096382,,0.41558629274368286
,,0.001,183,,,,,,,
3,,,243,0.44007375836372375,0.005847184453159571,7.605138671351597e-05,6.87357023707591e-05,0.005991968791931868,,0.6906443238258362
,,0.001,244,,,,,,,
4,,,304,0.43544986844062805,0.005442572291940451,6.572531128767878e-05,4.3790430936496705e-05,0.005552087910473347,,0.525634229183197
,,0.001,305,,,,,,,
5,,,365,0.42920711636543274,0.005059617105871439,5.0940605433424935e-05,4.126116255065426e-05,0.005151817575097084,,0.41925665736198425
,,0.001,366,,,,,,,
6,,,426,0.4241495430469513,0.0055276984348893166,3.983239730587229e-05,3.336416557431221e-05,0.00560089573264122,,0.4890696704387665
,,0.001,427,,,,,,,
7,,,487,0.41969171166419983,0.004977050237357616,3.249850851716474e-05,1.4386348084372003e-05,0.005023934878408909,,0.4318608045578003
,,0.001,488,,,,,,,
8,,,548,0.4153147339820862,0.004777547437697649,2.7772774046752602e-05,1.7068419765564613e-05,0.004822388291358948,,0.3707122504711151
,,0.001,549,,,,,,,
9,,,609,0.4114088714122772,0.005277796648442745,2.2946147510083392e-05,1.6014448192436248e-05,0.0053167580626904964,,0.3617747724056244
,,0.001,610,,,,,,,
10,,,670,0.4075005352497101,0.0057668620720505714,1.8414315491099842e-05,1.6443946151412092e-05,0.005801720079034567,,0.4219333827495575
,,0.001,671,,,,,,,
11,,,731,0.4032391905784607,0.0057508498430252075,1.6928215700318106e-05,1.8583741621114314e-05,0.005786363501101732,,0.42500224709510803
,,0.001,732,,,,,,,
12,,,792,0.39972859621047974,0.004435738082975149,1.4316664419311564e-05,8.369771421712358e-06,0.004458424635231495,,0.39547720551490784
,,0.001,793,,,,,,,
13,,,853,0.3967360556125641,0.005352931562811136,1.1736150554497726e-05,7.3024466473725624e-06,0.0053719705902040005,,0.39132043719291687
,,0.001,854,,,,,,,
14,,,914,0.3934907913208008,0.005035102367401123,1.4878824003972113e-05,1.9610113668022677e-05,0.005069591570645571,,0.35254570841789246
,,0.001,915,,,,,,,
15,,,975,0.38956838846206665,0.005373997613787651,1.596814217919018e-05,1.163864362752065e-05,0.005401603877544403,,0.35418349504470825
,,0.001,976,,,,,,,
16,,,1036,0.386047899723053,0.006671195849776268,8.892577170627192e-06,1.1754406841646414e-05,0.006691841874271631,,0.8023451566696167
,,0.001,1037,,,,,,,
17,,,1097,0.38308456540107727,0.005873439367860556,9.47492299019359e-06,1.9210057871532626e-05,0.005902125034481287,,0.37447530031204224
,,0.001,1098,,,,,,,
18,,,1158,0.3781068027019501,0.005825565196573734,9.321151082986034e-06,1.545123268442694e-05,0.005850338377058506,,0.4828997552394867
,,0.001,1159,,,,,,,
19,,,1219,0.37351492047309875,0.005794057156890631,8.362018888874445e-06,8.01894384494517e-06,0.005810438189655542,,0.4447571933269501
,,0.001,1220,,,,,,,
20,,,1280,0.37004807591438293,0.005701167043298483,6.8142098825774156e-06,8.117895959003363e-06,0.00571609940379858,,0.5574085712432861
,,0.001,1281,,,,,,,
21,,,1341,0.365903377532959,0.005012883804738522,7.2635430115042254e-06,8.874856575857848e-06,0.005029022227972746,,0.3577921688556671
,,0.001,1342,,,,,,,
22,,,1402,0.36168885231018066,0.0064924671314656734,5.9074664022773504e-06,5.231029263086384e-06,0.006503606215119362,,0.3913729190826416
,,0.001,1403,,,,,,,
23,,,1463,0.3586936295032501,0.005539114587008953,5.788947419205215e-06,7.803540938766673e-06,0.005552706774324179,,0.4143909513950348
,,0.001,1464,,,,,,,
24,,,1524,0.35569849610328674,0.006124307867139578,5.243471150606638e-06,6.96338975103572e-06,0.00613651517778635,,0.38792160153388977
,,0.001,1525,,,,,,,
25,,,1585,0.35118263959884644,0.005083770956844091,5.316969236446312e-06,4.929254646413028e-05,0.0051383813843131065,,0.4177168607711792
,,0.001,1586,,,,,,,
26,,,1646,0.3459553122520447,0.005417297128587961,4.476971753319958e-06,1.2398852049955167e-05,0.005434172693639994,,0.3842694163322449
,,0.001,1647,,,,,,,
27,,,1707,0.33971208333969116,0.004209266975522041,4.17083538195584e-06,1.312956192123238e-05,0.0042265672236680984,,0.3725000023841858
,,0.001,1708,,,,,,,
28,,,1768,0.33502501249313354,0.0055632335133850574,3.457078491919674e-06,4.800935130333528e-06,0.00557149201631546,,0.5458717346191406
,,0.001,1769,,,,,,,
29,,,1829,0.3317359983921051,0.005368960089981556,3.447164999670349e-06,1.1717462257365696e-05,0.0053841243498027325,,0.3880908489227295
,,0.001,1830,,,,,,,
30,,,1890,0.32620519399642944,0.0048801107332110405,3.207240069968975e-06,7.274034942383878e-06,0.004890591837465763,,0.5018566250801086
,,0.001,1891,,,,,,,
31,,,1951,0.3227974474430084,0.005662004463374615,2.924899945355719e-06,1.1270504728599917e-05,0.0056761992163956165,,0.49390044808387756
,,0.001,1952,,,,,,,
