epoch,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss
,0.0001,0,,,,,
0,,60,0.49680009484291077,5.618062277790159e-05,0.19736993312835693,0.007000232581049204,0.20493197441101074
,0.0001,61,,,,,
1,,121,0.49493443965911865,0.0,0.17154854536056519,0.015001634135842323,0.18655018508434296
,0.0001,122,,,,,
2,,182,0.49266567826271057,0.02304459549486637,0.14734365046024323,0.01788513921201229,0.3956747353076935
,0.0001,183,,,,,
3,,243,0.4898320734500885,0.016143064945936203,0.12698280811309814,0.016699736937880516,0.30511319637298584
,0.0001,244,,,,,
4,,304,0.4869040548801422,2.6715370040619746e-05,0.10785575211048126,0.014748794957995415,0.12287170439958572
,0.0001,305,,,,,
5,,365,0.4838995933532715,0.0,0.09226423501968384,0.013789176009595394,0.1060534119606018
,0.0001,366,,,,,
6,,426,0.48087528347969055,0.004561199806630611,0.07879282534122467,0.018056819215416908,0.1424616426229477
,0.0001,427,,,,,
7,,487,0.47793108224868774,0.0026644954923540354,0.06761603057384491,0.01361955888569355,0.10788054019212723
,0.0001,488,,,,,
8,,548,0.475086510181427,0.0021466207690536976,0.05764510855078697,0.012155448086559772,0.09126676619052887
,0.0001,549,,,,,
9,,609,0.4724613130092621,0.0,0.04840521141886711,0.009676212444901466,0.05808142572641373
,0.0001,610,,,,,
10,,670,0.46995314955711365,0.0063402242958545685,0.042168281972408295,0.009533876553177834,0.11510439962148666
,0.0001,671,,,,,
11,,731,0.4676380455493927,0.022084034979343414,0.03676147013902664,0.010237126611173153,0.2678389549255371
,0.0001,732,,,,,
12,,792,0.4653919041156769,0.002860812470316887,0.032057225704193115,0.002637862227857113,0.06330321729183197
,0.0001,793,,,,,
13,,853,0.4633729159832001,0.0021454542875289917,0.02714725211262703,0.006055884063243866,0.05465767905116081
,0.0001,854,,,,,
14,,914,0.46148231625556946,0.0,0.024394571781158447,0.004152288660407066,0.028546860441565514
,0.0001,915,,,,,
15,,975,0.45970606803894043,0.0046373954974114895,0.021645478904247284,0.005676011089235544,0.07369544357061386
,0.0001,976,,,,,
16,,1036,0.4580303728580475,0.0,0.018914656713604927,0.004216628149151802,0.02313128486275673
,0.0001,1037,,,,,
17,,1097,0.4564657509326935,0.0025425776839256287,0.01674405112862587,0.004994827322661877,0.04716465622186661
,0.0001,1098,,,,,
18,,1158,0.4549843668937683,0.002431669970974326,0.014954105019569397,0.0027595795691013336,0.04203038662672043
,0.0001,1159,,,,,
19,,1219,0.4535801410675049,0.003698509419336915,0.013712380081415176,0.0023834197781980038,0.05308089405298233
,0.0001,1220,,,,,
20,,1280,0.4522218704223633,0.001347457873634994,0.012452404014766216,0.001993534155189991,0.027920518070459366
,0.0001,1281,,,,,
21,,1341,0.4509417414665222,0.0,0.011353435926139355,0.0041551473550498486,0.015508582815527916
,0.0001,1342,,,,,
