0 [5.00e-01]
1000 [2.39e+00]
2000 [3.06e+00]
3000 [2.63e+00]
4000 [2.13e+00]
5000 [1.72e+00]
6000 [1.39e+00]
7000 [1.14e+00]
8000 [9.63e-01]
9000 [8.30e-01]
10000 [7.33e-01]
11000 [6.58e-01]
12000 [6.04e-01]
13000 [5.69e-01]
14000 [5.48e-01]
15000 [5.43e-01]
16000 [5.48e-01]
17000 [5.51e-01]
18000 [5.52e-01]
19000 [5.55e-01]
20000 [5.57e-01]
21000 [5.58e-01]
22000 [5.61e-01]
23000 [5.62e-01]
24000 [5.64e-01]
25000 [5.65e-01]
26000 [5.67e-01]
27000 [5.68e-01]
28000 [5.68e-01]
29000 [5.69e-01]
30000 [5.71e-01]
31000 [5.71e-01]
32000 [5.71e-01]
33000 [5.72e-01]
34000 [5.73e-01]
35000 [5.74e-01]
36000 [5.75e-01]
37000 [5.75e-01]
38000 [5.75e-01]
39000 [5.77e-01]
40000 [5.77e-01]
41000 [5.76e-01]
42000 [5.77e-01]
43000 [5.78e-01]
44000 [5.78e-01]
45000 [5.79e-01]
46000 [5.79e-01]
47000 [5.79e-01]
48000 [5.79e-01]
49000 [5.80e-01]
50000 [5.80e-01]
