# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.898533552885055542e-02 3.136000000000000000e+05 9.999999439624929209e-11 0.000000000000000000e+00 3.183310791015625000e+03 6.697129458189010620e-02 3.136000000000000000e+05 9.999999439624929209e-11 0.000000000000000000e+00 3.183310791015625000e+03 9.998640410077587193e-01
1.000000000000000000e+03 5.274689197540283203e+00 2.466666718750000000e+05 3.448666632175445557e-02 8.492208144161850214e-05 3.172031005859375000e+03 5.270364284515380859e+00 2.466666718750000000e+05 3.448666632175445557e-02 8.492208144161850214e-05 3.172031005859375000e+03 9.313161415027989554e-01
2.000000000000000000e+03 5.330075263977050781e+00 2.007560312500000000e+05 3.531027585268020630e-02 2.285734080942347646e-05 3.171924560546875000e+03 5.338477611541748047e+00 2.007560312500000000e+05 3.531027585268020630e-02 2.285734080942347646e-05 3.171924560546875000e+03 8.866600226507932447e-01
3.000000000000000000e+03 8.512308120727539062e+00 1.608536718750000000e+05 9.044522792100906372e-02 3.932650997739983723e-06 3.164774414062500000e+03 7.969903945922851562e+00 1.608536718750000000e+05 9.044522792100906372e-02 3.932650997739983723e-06 3.164774414062500000e+03 8.493834472709967942e-01
4.000000000000000000e+03 4.127276992797851562e+01 1.261663125000000000e+05 4.277998581528663635e-02 2.304364170413464308e-05 2.972502441406250000e+03 4.441774368286132812e+01 1.261663125000000000e+05 4.277998581528663635e-02 2.304364170413464308e-05 2.972502441406250000e+03 7.956327321702529876e-01
5.000000000000000000e+03 7.630866241455078125e+01 9.627650000000000000e+04 3.906049206852912903e-02 7.355652087426278740e-06 2.845151123046875000e+03 8.227071380615234375e+01 9.627650000000000000e+04 3.906049206852912903e-02 7.355652087426278740e-06 2.845151123046875000e+03 7.540968782422691197e-01
6.000000000000000000e+03 1.063863449096679688e+02 7.093566406250000000e+04 1.081322059035301208e-01 3.724893758771941066e-06 2.688619873046875000e+03 1.139934234619140625e+02 7.093566406250000000e+04 1.081322059035301208e-01 3.724893758771941066e-06 2.688619873046875000e+03 7.048675244374530413e-01
7.000000000000000000e+03 1.244854812622070312e+02 4.994112109375000000e+04 1.847502291202545166e-01 1.634002842365589458e-06 2.551670410156250000e+03 1.331008453369140625e+02 4.994112109375000000e+04 1.847502291202545166e-01 1.634002842365589458e-06 2.551670410156250000e+03 6.626445507690205128e-01
8.000000000000000000e+03 1.394768676757812500e+02 3.310541796875000000e+04 4.019473791122436523e-01 8.057682521211972926e-07 2.399947753906250000e+03 1.482363586425781250e+02 3.310541796875000000e+04 4.019473791122436523e-01 8.057682521211972926e-07 2.399947753906250000e+03 6.213595254174989480e-01
9.000000000000000000e+03 1.404942321777343750e+02 2.020619531250000000e+04 3.033281564712524414e-01 1.982446207193788723e-07 2.288173828125000000e+03 1.518183135986328125e+02 2.020619531250000000e+04 3.033281564712524414e-01 1.982446207193788723e-07 2.288173828125000000e+03 5.976486477173935663e-01
1.000000000000000000e+04 1.411199340820312500e+02 1.096581250000000000e+04 3.814420104026794434e-01 7.155927050916943699e-08 2.151074951171875000e+03 1.528689270019531250e+02 1.096581250000000000e+04 3.814420104026794434e-01 7.155927050916943699e-08 2.151074951171875000e+03 5.659933226507349868e-01
1.100000000000000000e+04 1.393651123046875000e+02 4.978493652343750000e+03 3.603291213512420654e-01 7.904328072072530631e-07 2.080815185546875000e+03 1.503342590332031250e+02 4.978493652343750000e+03 3.603291213512420654e-01 7.904328072072530631e-07 2.080815185546875000e+03 5.594496252746742337e-01
1.200000000000000000e+04 1.368769531250000000e+02 1.697068847656250000e+03 3.959471583366394043e-01 9.010142321130842902e-08 2.026820190429687500e+03 1.462452545166015625e+02 1.697068847656250000e+03 3.959471583366394043e-01 9.010142321130842902e-08 2.026820190429687500e+03 5.579951898339226002e-01
1.300000000000000000e+04 1.355448150634765625e+02 3.530036315917968750e+02 4.226001501083374023e-01 7.258336154336575419e-10 1.980128784179687500e+03 1.434868927001953125e+02 3.530036315917968750e+02 4.226001501083374023e-01 7.258336154336575419e-10 1.980128784179687500e+03 5.576553444096513656e-01
1.400000000000000000e+04 1.213684539794921875e+02 3.047196388244628906e+01 3.790812194347381592e-01 6.471560709542245604e-08 1.851088378906250000e+03 1.286962280273437500e+02 3.047196388244628906e+01 3.790812194347381592e-01 6.471560709542245604e-08 1.851088378906250000e+03 5.268352437153036583e-01
1.500000000000000000e+04 1.199427261352539062e+02 2.100507915019989014e-01 3.432455658912658691e-01 1.478497324569616467e-06 1.817968872070312500e+03 1.280258941650390625e+02 2.100507915019989014e-01 3.432455658912658691e-01 1.478497324569616467e-06 1.817968872070312500e+03 5.209013784552183335e-01
1.600000000000000000e+04 1.173274536132812500e+02 1.281870752573013306e-01 3.142967224121093750e-01 8.057715604081749916e-06 1.779713989257812500e+03 1.261207351684570312e+02 1.281870752573013306e-01 3.142967224121093750e-01 8.057715604081749916e-06 1.779713989257812500e+03 5.109589134144831846e-01
1.700000000000000000e+04 9.862628173828125000e+01 5.741967260837554932e-02 2.278055846691131592e-01 3.112518243142403662e-09 1.610387207031250000e+03 1.087547531127929688e+02 5.741967260837554932e-02 2.278055846691131592e-01 3.112518243142403662e-09 1.610387207031250000e+03 4.622815474151296122e-01
1.800000000000000000e+04 8.991327667236328125e+01 4.714820533990859985e-03 1.639663279056549072e-01 1.110515768232289702e-08 1.520687011718750000e+03 9.743728637695312500e+01 4.714820533990859985e-03 1.639663279056549072e-01 1.110515768232289702e-08 1.520687011718750000e+03 4.376836205148632031e-01
1.900000000000000000e+04 7.553792572021484375e+01 8.327507972717285156e-02 1.064260229468345642e-01 7.728181117272470146e-08 1.398188720703125000e+03 7.777312469482421875e+01 8.327507972717285156e-02 1.064260229468345642e-01 7.728181117272470146e-08 1.398188720703125000e+03 4.040566984836558295e-01
2.000000000000000000e+04 4.777717208862304688e+01 2.968068122863769531e-01 5.202076211571693420e-02 2.379531451879302040e-07 1.165989379882812500e+03 4.390587234497070312e+01 2.968068122863769531e-01 5.202076211571693420e-02 2.379531451879302040e-07 1.165989379882812500e+03 3.438457939688505660e-01
2.100000000000000000e+04 3.959740066528320312e+01 5.944349765777587891e-01 2.613128162920475006e-02 2.914111973950639367e-06 1.007371215820312500e+03 3.527522659301757812e+01 5.944349765777587891e-01 2.613128162920475006e-02 2.914111973950639367e-06 1.007371215820312500e+03 3.054073395401361579e-01
2.200000000000000000e+04 2.907170486450195312e+01 7.721543908119201660e-01 1.247904729098081589e-02 1.190288458019495010e-06 8.531022338867187500e+02 2.458095359802246094e+01 7.721543908119201660e-01 1.247904729098081589e-02 1.190288458019495010e-06 8.531022338867187500e+02 2.685610390340202880e-01
