epoch,internal/smma_improvement,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss,train/total_loss_smma
,,0.001,0,,,,,,
0,,,60,0.4939998984336853,0.013599216006696224,0.16444574296474457,0.003983845468610525,0.18202881515026093,
,,0.001,61,,,,,,
1,,,121,0.4678691625595093,0.008233778178691864,6.455636321334168e-05,0.0016367525095120072,0.009935086593031883,
,,0.001,122,,,,,,
2,,,182,0.44950371980667114,0.00974250864237547,0.00013413776468951255,0.0017344285733997822,0.011611071415245533,
,,0.001,183,,,,,,
3,,,243,0.4350030720233917,0.007808759808540344,6.202696386026219e-05,0.0006273004692047834,0.008498087525367737,
,,0.001,244,,,,,,
4,,,304,0.4159645140171051,0.007803172804415226,4.6167140681063756e-05,0.0005777696496807039,0.008427110500633717,
,,0.001,305,,,,,,
5,,,365,0.3989085555076599,0.007139603141695261,8.397531200898811e-05,0.0005616878625005484,0.0077852667309343815,
,,0.001,366,,,,,,
6,,,426,0.3917411267757416,0.008791115134954453,0.0005169786745682359,0.00028840836603194475,0.009596502408385277,
,,0.001,427,,,,,,
7,,,487,0.37556520104408264,0.007753707468509674,0.0002125443279510364,0.0002557557018008083,0.008222006261348724,
,,0.001,488,,,,,,
8,,,548,0.3650512397289276,0.005418203305453062,0.00010936227772617713,0.0003622152144089341,0.0058897798880934715,
,,0.001,549,,,,,,
9,,,609,0.3459548354148865,0.006623338907957077,9.579345351085067e-05,0.00034622050588950515,0.007065352983772755,
,,0.001,610,,,,,,
10,,,670,0.3293322026729584,0.007042249199002981,0.00015025575703475624,0.00041529463487677276,0.007607799023389816,
,,0.001,671,,,,,,
11,,,731,0.32053250074386597,0.00639796769246459,0.0003496069402899593,9.573918941896409e-05,0.0068433163687586784,
,,0.001,732,,,,,,
12,,,792,0.31170669198036194,0.0051689669489860535,0.0001268219348276034,0.0001427795650670305,0.005438567139208317,
,,0.001,793,,,,,,
13,,,853,0.2977854907512665,0.007368242833763361,6.328646122710779e-06,6.654654862359166e-05,0.0074411192908883095,
,,0.001,854,,,,,,
14,,,914,0.2814955413341522,0.006541064940392971,0.00013554007455240935,0.00012733248877339065,0.006803936790674925,
,,0.001,915,,,,,,
15,,,975,0.271600604057312,0.007290552835911512,0.000542959664016962,0.00032239980646409094,0.008155912160873413,
,,0.001,976,,,,,,
16,,,1036,0.2557273507118225,0.00643941480666399,0.0005765777896158397,0.0006387009634636343,0.007654693443328142,
,,0.001,1037,,,,,,
17,,,1097,0.24589936435222626,0.0071191624738276005,0.00021929694048594683,0.00010569243022473529,0.0074441516771912575,
,,0.001,1098,,,,,,
18,,,1158,0.2428714781999588,0.008284374140202999,4.813120176550001e-05,7.901419303379953e-05,0.008411519229412079,
,,0.001,1159,,,,,,
19,,,1219,0.23806187510490417,0.008650693111121655,1.8648634068085812e-05,8.290432742796838e-05,0.00875224731862545,
,,0.001,1220,,,,,,
20,,,1280,0.22665591537952423,0.00777757354080677,2.018401210079901e-05,0.0002280062180943787,0.008025765419006348,
,,0.001,1281,,,,,,
21,,,1341,0.2225140631198883,0.007514454424381256,1.9919882106478326e-05,7.485335663659498e-05,0.0076092262752354145,
,,0.001,1342,,,,,,
22,,,1402,0.21935369074344635,0.006551631260663271,0.00011019033991033211,3.0627063097199425e-05,0.006692447699606419,
,,0.001,1403,,,,,,
23,,,1463,0.2148108184337616,0.007464718073606491,0.00012853399675805122,7.483680383302271e-05,0.007668089587241411,
,,0.001,1464,,,,,,
