# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.676272578537464142e-02 3.136000000000000000e+05 9.999999439624929209e-11 0.000000000000000000e+00 3.182727294921875000e+03 2.676272578537464142e-02 3.136000000000000000e+05 9.999999439624929209e-11 0.000000000000000000e+00 3.182727294921875000e+03
1.000000000000000000e+03 5.012743473052978516e+00 2.472443437500000000e+05 3.078776970505714417e-02 4.477307847389200290e-12 3.171939941406250000e+03 5.012743473052978516e+00 2.472443437500000000e+05 3.078776970505714417e-02 4.477307847389200290e-12 3.171939941406250000e+03
2.000000000000000000e+03 5.036132812500000000e+00 2.012717968750000000e+05 3.108315169811248779e-02 2.332856130493610181e-12 3.171891601562500000e+03 5.036132812500000000e+00 2.012717968750000000e+05 3.108315169811248779e-02 2.332856130493610181e-12 3.171891601562500000e+03
3.000000000000000000e+03 5.036302566528320312e+00 1.613105000000000000e+05 3.108558058738708496e-02 8.812950369474492618e-13 3.171891601562500000e+03 5.036302566528320312e+00 1.613105000000000000e+05 3.108558058738708496e-02 8.812950369474492618e-13 3.171891601562500000e+03
4.000000000000000000e+03 4.999083042144775391e+00 1.265618437500000000e+05 3.085602819919586182e-02 8.398282611878082893e-13 3.171928710937500000e+03 4.999083042144775391e+00 1.265618437500000000e+05 3.085602819919586182e-02 8.398282611878082893e-13 3.171928710937500000e+03
5.000000000000000000e+03 5.612300395965576172e+00 9.661211718750000000e+04 3.464140743017196655e-02 1.199540575376467633e-12 3.171327636718750000e+03 5.612300395965576172e+00 9.661211718750000000e+04 3.464140743017196655e-02 1.199540575376467633e-12 3.171327636718750000e+03
6.000000000000000000e+03 5.036301136016845703e+00 7.120528125000000000e+04 3.108978457748889923e-02 1.553429607170642157e-11 3.171890869140625000e+03 5.036301136016845703e+00 7.120528125000000000e+04 3.108978457748889923e-02 1.553429607170642157e-11 3.171890869140625000e+03
7.000000000000000000e+03 5.269559860229492188e+00 5.014788281250000000e+04 3.434421122074127197e-02 2.933476480393437669e-06 3.171378417968750000e+03 5.269559860229492188e+00 5.014788281250000000e+04 3.434421122074127197e-02 2.933476480393437669e-06 3.171378417968750000e+03
8.000000000000000000e+03 4.346585464477539062e+01 3.325746875000000000e+04 1.082883253693580627e-01 6.090298256822279654e-07 3.043718505859375000e+03 4.346585464477539062e+01 3.325746875000000000e+04 1.082883253693580627e-01 6.090298256822279654e-07 3.043718505859375000e+03
9.000000000000000000e+03 6.952545166015625000e+01 2.031504492187500000e+04 5.254039540886878967e-02 2.865476922409015970e-08 2.955301513671875000e+03 6.952545166015625000e+01 2.031504492187500000e+04 5.254039540886878967e-02 2.865476922409015970e-08 2.955301513671875000e+03
1.000000000000000000e+04 8.780347442626953125e+01 1.103507714843750000e+04 5.388785526156425476e-02 4.884720183895296941e-08 2.875625000000000000e+03 8.780347442626953125e+01 1.103507714843750000e+04 5.388785526156425476e-02 4.884720183895296941e-08 2.875625000000000000e+03
1.100000000000000000e+04 1.018059234619140625e+02 5.022876464843750000e+03 5.915128812193870544e-02 6.002448117214953527e-06 2.823120605468750000e+03 1.018059234619140625e+02 5.022876464843750000e+03 5.915128812193870544e-02 6.002448117214953527e-06 2.823120605468750000e+03
1.200000000000000000e+04 1.106932144165039062e+02 1.726010986328125000e+03 1.019251048564910889e-01 1.933915569907185272e-07 2.745654052734375000e+03 1.106932144165039062e+02 1.726010986328125000e+03 1.019251048564910889e-01 1.933915569907185272e-07 2.745654052734375000e+03
1.300000000000000000e+04 1.178975753784179688e+02 3.669058227539062500e+02 1.055423319339752197e-01 1.356866619062202517e-07 2.697185546875000000e+03 1.178975753784179688e+02 3.669058227539062500e+02 1.055423319339752197e-01 1.356866619062202517e-07 2.697185546875000000e+03
1.400000000000000000e+04 1.227654953002929688e+02 3.461107254028320312e+01 5.227999091148376465e-01 4.727917257696390152e-08 2.620417236328125000e+03 1.227654953002929688e+02 3.461107254028320312e+01 5.227999091148376465e-01 4.727917257696390152e-08 2.620417236328125000e+03
1.500000000000000000e+04 1.254986648559570312e+02 1.196556091308593750e+00 8.001489639282226562e-01 9.365226674162840936e-07 2.566765869140625000e+03 1.254986648559570312e+02 1.196556091308593750e+00 8.001489639282226562e-01 9.365226674162840936e-07 2.566765869140625000e+03
1.600000000000000000e+04 1.168536300659179688e+02 1.746127381920814514e-02 7.185958027839660645e-01 3.794235681198188104e-06 2.503390625000000000e+03 1.168536300659179688e+02 1.746127381920814514e-02 7.185958027839660645e-01 3.794235681198188104e-06 2.503390625000000000e+03
1.700000000000000000e+04 1.191029205322265625e+02 1.660108938813209534e-02 9.610362648963928223e-01 2.864669795599183999e-06 2.424024169921875000e+03 1.191029205322265625e+02 1.660108938813209534e-02 9.610362648963928223e-01 2.864669795599183999e-06 2.424024169921875000e+03
1.800000000000000000e+04 1.192134170532226562e+02 5.541909113526344299e-02 1.418186545372009277e+00 1.115546410801471211e-08 2.335182373046875000e+03 1.192134170532226562e+02 5.541909113526344299e-02 1.418186545372009277e+00 1.115546410801471211e-08 2.335182373046875000e+03
1.900000000000000000e+04 1.134080429077148438e+02 1.396653354167938232e-01 8.024401068687438965e-01 1.518774297437630594e-06 2.233372070312500000e+03 1.134080429077148438e+02 1.396653354167938232e-01 8.024401068687438965e-01 1.518774297437630594e-06 2.233372070312500000e+03
