epoch,internal/smma_improvement,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss,train/total_loss_smma
43,,,1407,0.3013373017311096,0.0013523073866963387,5.127103577251546e-05,2.9377584723988548e-05,0.0019024384673684835,
,,0.001,1408,,,,,,
44,,,1439,0.30424249172210693,0.0009679946233518422,3.069622107432224e-05,4.7953115426935256e-05,0.0016010069521144032,
,,0.001,1440,,,,,,
45,,,1471,0.30613577365875244,0.0005100290291011333,8.602557386439003e-07,2.379657598794438e-05,0.0007522961241193116,
,,0.001,1472,,,,,,
46,,,1503,0.3110780715942383,0.0013363471953198314,1.0160399597225478e-06,3.1260307878255844e-05,0.0016540302895009518,
,,0.001,1504,,,,,,
47,,,1535,0.3169180154800415,0.001051863539032638,3.1409475923283026e-05,3.559536344255321e-05,0.001564864767715335,
,,0.001,1536,,,,,,
48,,,1567,0.32399603724479675,0.0003569033870007843,4.17595001636073e-05,2.16468506550882e-05,0.0007821693434379995,
,,0.001,1568,,,,,,
49,,,1599,0.3313134014606476,0.0010207900777459145,3.8228638004511595e-05,5.8504188928054646e-05,0.0017969751497730613,
,,0.001,1600,,,,,,
50,,,1631,0.33110979199409485,0.001033361884765327,1.5123521279747365e-06,5.267512096907012e-05,0.0015676748007535934,0.018654050305485725
,,0.001,1632,,,,,,
51,,,1663,0.3296508491039276,0.0029111721087247133,1.7779135532691726e-06,3.329015817143954e-05,0.0032529630698263645,0.01834603026509285
,,0.001,1664,,,,,,
52,,,1695,0.3270178437232971,0.0028238878585398197,0.00010229342296952382,5.2705774578498676e-05,0.003862412879243493,0.0180563572794199
,,0.001,1696,,,,,,
53,,,1727,0.31847769021987915,0.0025480149779468775,3.7081510527059436e-05,4.293157689971849e-05,0.00316273863427341,0.017758484929800034
,,0.001,1728,,,,,,
54,,,1759,0.31178420782089233,0.0013131533050909638,2.364218062211876e-06,2.8344828024273738e-05,0.0016084223752841353,0.017435483634471893
,,0.001,1760,,,,,,
55,,,1791,0.3163380026817322,0.0013927152613177896,5.980587047815789e-07,1.9998275092802942e-05,0.001595688285306096,0.01711868681013584
,,0.001,1792,,,,,,
56,,,1823,0.3275456130504608,0.000237402506172657,9.277382559957914e-07,1.8580587493488565e-05,0.0004278470587451011,0.016784870997071266
,,0.001,1824,,,,,,
57,,,1855,0.34161096811294556,0.000207316450541839,5.414502766143414e-07,2.306115857209079e-05,0.0004406352527439594,0.01645798608660698
,,0.001,1856,,,,,,
58,,,1887,0.35056352615356445,0.0017664835322648287,6.85500879171741e-07,4.2337498598499224e-05,0.0021932858508080244,0.01617269217967987
,,0.001,1888,,,,,,
59,,,1919,0.3518538475036621,0.0005184741457924247,1.0915600796579383e-06,2.821189809765201e-05,0.0008060510735958815,0.01586535945534706
,,0.001,1920,,,,,,
60,,,1951,0.35511288046836853,0.0006040364387445152,1.3475828382070176e-06,2.7856742235599086e-05,0.0008893418707884848,0.015565838664770126
,,0.001,1952,,,,,,
61,,,1983,0.357014000415802,0.0006175991147756577,6.984609512983297e-07,1.9713568690349348e-05,0.0008182271849364042,0.015270886942744255
,,0.001,1984,,,,,,
62,,,2015,0.36543479561805725,0.00047341958270408213,1.1469844594103051e-06,2.5115439711953513e-05,0.0007303088787011802,0.01498007494956255
,,0.001,2016,,,,,,
63,,,2047,0.37080076336860657,0.0010399273596704006,2.370907623117091e-06,1.7291560652665794e-05,0.001224697451107204,0.014704967848956585
,,0.001,2048,,,,,,
64,,,2079,0.3747765123844147,0.000950290821492672,6.709180979669327e-06,3.452074452070519e-05,0.0013290441129356623,0.014437449164688587
,,0.001,2080,,,,,,
65,,,2111,0.37567150592803955,0.0006014930550009012,4.0229238038591575e-06,1.544169572298415e-05,0.0007760246517136693,0.014164220541715622
,,0.001,2112,,,,,,
66,,,2143,0.3819565176963806,0.0007722665322944522,1.751182207954116e-05,1.7392347217537463e-05,0.0010337488492950797,0.013901610858738422
,,0.001,2144,,,,,,
67,,,2175,0.38720446825027466,0.0006760662072338164,3.151763303321786e-05,2.1627434762194753e-05,0.0010499288327991962,0.01364457793533802
,,0.001,2176,,,,,,
68,,,2207,0.39105966687202454,0.0010324649047106504,7.82296137913363e-06,2.858493462554179e-05,0.0013574290787801147,0.013398834504187107
,,0.001,2208,,,,,,
69,,,2239,0.3923492133617401,0.0007180589018389583,1.3900901194574544e-06,1.5099190932232887e-05,0.0008760012569837272,0.013148377649486065
,,0.001,2240,,,,,,
70,,,2271,0.3982093930244446,0.0007332424283958972,5.332061618901207e-07,2.126317485817708e-05,0.0009485402260906994,0.01290438137948513
,,0.001,2272,,,,,,
71,,,2303,0.4047348201274872,0.0004088290734216571,1.413799282090622e-06,3.365679003763944e-05,0.0007524661486968398,0.0126613425090909
,,0.001,2304,,,,,,
72,,,2335,0.4062615633010864,0.00044093761243857443,6.69808400743932e-07,2.826167838065885e-05,0.0007269034394994378,0.0124226538464427
,,0.001,2336,,,,,,
73,,,2367,0.4091801941394806,0.0003385242889635265,2.7289579520584084e-06,2.6263462132192217e-05,0.0006148036918602884,0.012186497449874878
,,0.001,2368,,,,,,
74,,,2399,0.41289016604423523,0.00037924214848317206,2.63410424850008e-06,2.30898913287092e-05,0.0006233117310330272,0.011955233290791512
,,0.001,2400,,,,,,
75,,,2431,0.41509386897087097,0.0009002198348753154,2.126540039171232e-06,1.9969795175711624e-05,0.0011105505982413888,0.011738339439034462
,,0.001,2432,,,,,,
76,,,2463,0.4190216362476349,0.0003181803913321346,7.608571763739747e-07,1.1195897968718782e-05,0.00043394367094151676,0.011512251570820808
,,0.001,2464,,,,,,
77,,,2495,0.4235074520111084,0.0005444310372695327,2.9644768346770434e-06,1.2707621863228269e-05,0.0006863296148367226,0.011295733042061329
,,0.001,2496,,,,,,
78,,,2527,0.4280042052268982,0.00035785851650871336,7.717292646702845e-06,1.952969796548132e-05,0.0005917418166063726,0.011081653647124767
,,0.001,2528,,,,,,
79,,,2559,0.4317587912082672,0.00022195269411895424,8.902417903300375e-06,2.5193841793225147e-05,0.0005184031324461102,0.010870388709008694
,,0.001,2560,,,,,,
80,,,2591,0.43389835953712463,0.00023727797088213265,2.510002195776906e-05,1.825141407607589e-05,0.0005452922778204083,0.010663886554539204
,,0.001,2592,,,,,,
81,,,2623,0.4360203444957733,0.00017280199972447008,1.2402740594552597e-06,1.92571878869785e-05,0.0003715753846336156,0.010458040051162243
,,0.001,2624,,,,,,
82,,,2655,0.4412362277507782,0.0001348973746644333,1.516773068033217e-06,8.518095455656294e-06,0.00022766218171454966,0.010253433138132095
,,0.001,2656,,,,,,
83,,,2687,0.445844829082489,0.0001458166225347668,2.958182108159235e-07,1.6866988516994752e-05,0.00031596558983437717,0.010054683312773705
,,0.001,2688,,,,,,
84,,,2719,0.45000624656677246,0.0003560956392902881,3.09136765963558e-07,1.9902383428416215e-05,0.0005566651234403253,0.009864723309874535
,,0.001,2720,,,,,,
85,,,2751,0.45221146941185,0.0001480073551647365,3.6090946764488763e-07,1.7021840903908014e-05,0.0003200303472112864,0.009673829190433025
,,0.001,2752,,,,,,
86,,,2783,0.45538923144340515,0.00018234919116366655,1.0555411336099496e-06,6.632475560763851e-06,0.00025395164266228676,0.00948543194681406
,,0.001,2784,,,,,,
87,,,2815,0.4598274230957031,0.0003988263779319823,5.360544491850305e-06,3.673935862025246e-05,0.0007930226274766028,0.009311583824455738
,,0.001,2816,,,,,,
88,,,2847,0.4591102600097656,0.00023885353584773839,1.401427016389789e-05,1.7610158465686254e-05,0.00048502645222470164,0.009135052561759949
,,0.001,2848,,,,,,
89,,,2879,0.4591922163963318,0.00026147119933739305,1.5017632904346101e-05,1.1598322998906951e-05,0.0004525426193140447,0.008961401879787445
,,0.001,2880,,,,,,
90,,,2911,0.4628607928752899,0.00036481692222878337,6.098989615566097e-07,1.2093377335986588e-05,0.0004888001712970436,0.008791950531303883
,,0.001,2912,,,,,,
91,,,2943,0.4661615490913391,0.00028610540903173387,3.9540401530757663e-07,1.3981308256916236e-05,0.00042789557483047247,0.008624669164419174
,,0.001,2944,,,,,,
92,,,2975,0.4694675803184509,0.00017040381499100477,2.652284933901683e-07,7.349266979872482e-06,0.00024522261810489,0.008457080461084843
,,0.001,2976,,,,,,
93,,,3007,0.4721778333187103,0.00010990600276272744,2.271565477940385e-07,1.0512662811379414e-05,0.00021616842423100024,0.008292261511087418
,,0.001,3008,,,,,,
94,,,3039,0.4749385416507721,0.00029178368276916444,2.8900129223075055e-07,3.1134477467276156e-05,0.0006045734044164419,0.008138507604598999
,,0.001,3040,,,,,,
95,,,3071,0.4754723608493805,0.0002389106375630945,6.317359748209128e-06,1.6677176972734742e-05,0.000437269191024825,0.007984483614563942
,,0.001,3072,,,,,,
96,,,3103,0.4748761057853699,0.0007207509479485452,3.922065388906049e-06,5.167096242075786e-05,0.001257070922292769,0.007849935442209244
,,0.001,3104,,,,,,
97,,,3135,0.47012901306152344,0.00044637671089731157,2.633965777931735e-06,3.8413672882597893e-05,0.0008436831994913518,0.007709810044616461
,,0.001,3136,,,,,,
98,,,3167,0.4645985960960388,0.00018183409702032804,4.781043571711052e-06,2.1353993361117318e-05,0.0004192792112007737,0.007563999388366938
,,0.001,3168,,,,,,
99,,,3199,0.46405160427093506,0.00022606056882068515,8.62994056660682e-06,1.3110347936162725e-05,0.0004003137000836432,0.007420725654810667
,,0.001,3200,,,,,,
100,,,3231,0.4644823372364044,0.00017341412603855133,8.348469577867945e-07,3.362662755534984e-05,0.0005138546111993492,0.007282588165253401
,,0.001,3232,,,,,,
101,0.6095974445343018,,3263,0.4639028310775757,0.0015040483558550477,1.4962965906306636e-06,3.2852552976692095e-05,0.0018400553381070495,0.00717373751103878
,,0.001,3264,,,,,,
102,0.6089760065078735,,3295,0.4643484354019165,0.000605271605309099,2.77396088677051e-06,1.4072792509978171e-05,0.0007598693482577801,0.007045460399240255
,,0.001,3296,,,,,,
103,0.6098071932792664,,3327,0.46520093083381653,0.00020922755356878042,5.888932719244622e-06,3.0174353014444932e-05,0.0005404158146120608,0.006915359292179346
,,0.001,3328,,,,,,
104,0.6105884909629822,,3359,0.46398574113845825,0.0002465713769197464,7.686985918553546e-05,3.171944626956247e-05,0.0009481150773353875,0.006796014495193958
,,0.001,3360,,,,,,
105,0.6102193593978882,,3391,0.4624464511871338,0.0005052713095210493,3.621785435825586e-05,1.9851888282573782e-05,0.0008848793804645538,0.006677791941910982
,,0.001,3392,,,,,,
106,0.6099121570587158,,3423,0.46115612983703613,0.00035451469011604786,2.2268452084972523e-05,2.7350426535122097e-05,0.0007393612759187818,0.006559023167937994
,,0.001,3424,,,,,,
107,0.6092300415039062,,3455,0.46139001846313477,0.0002450173196848482,6.568608569068601e-06,3.0007677196408622e-05,0.000577937054913491,0.006439401302486658
,,0.001,3456,,,,,,
108,0.6087369918823242,,3487,0.46142563223838806,0.00014648569049313664,5.239797928879852e-07,8.41318706079619e-06,0.0002332374278921634,0.006315278355032206
,,0.001,3488,,,,,,
109,0.6095097661018372,,3519,0.46630531549453735,0.0001237159303855151,3.194089401858946e-07,1.0681390449462924e-05,0.00023212689848151058,0.0061936150304973125
,,0.001,3520,,,,,,
110,0.6096138954162598,,3551,0.47207871079444885,0.00016941943613346666,4.4311136093710957e-07,1.6271105778287165e-05,0.0003343460557516664,0.006076429504901171
,,0.001,3552,,,,,,
111,0.6096304655075073,,3583,0.4752359092235565,0.00016649163444526494,2.794661781990726e-07,1.1921583791263402e-05,0.00028710480546578765,0.005960643291473389
,,0.001,3584,,,,,,
112,0.6096727252006531,,3615,0.4779953956604004,0.00047303279279731214,3.053765169624967e-07,3.484299304545857e-05,0.0008229897357523441,0.005857890006154776
,,0.001,3616,,,,,,
113,0.6089546084403992,,3647,0.4768604338169098,0.00020889744337182492,4.398908913572086e-06,2.3388822228298523e-05,0.0004647801397368312,0.005750027950853109
,,0.001,3648,,,,,,
114,0.6089738011360168,,3679,0.4764040410518646,0.0006020051660016179,4.913308202958433e-06,1.4241172721085604e-05,0.0007689834455959499,0.0056504071690142155
,,0.001,3680,,,,,,
115,0.6086283922195435,,3711,0.4783649444580078,0.00018744604312814772,5.114118266646983e-07,9.931844033417292e-06,0.00028932152781635523,0.005543185397982597
,,0.001,3712,,,,,,
116,0.6086487770080566,,3743,0.48206642270088196,0.0003856574767269194,2.9629691198351793e-06,1.510403490101453e-05,0.000551512697711587,0.005443351808935404
,,0.001,3744,,,,,,
117,0.6084372997283936,,3775,0.48410189151763916,0.0003887152124661952,4.482687927520601e-06,1.2318092558416538e-05,0.0005343095981515944,0.0053451708517968655
,,0.001,3776,,,,,,
118,0.6082567572593689,,3807,0.48422694206237793,0.0002189372171415016,8.281930377052049e-07,2.9937189538031816e-05,0.00052245007827878,0.005248716566711664
,,0.001,3808,,,,,,
119,0.6082706451416016,,3839,0.4831734299659729,0.000262958841631189,4.0724586142459884e-05,2.5044622816494666e-05,0.0007170278113335371,0.00515808304771781
,,0.001,3840,,,,,,
120,0.6077019572257996,,3871,0.48313963413238525,0.0002915543154813349,8.301040907099377e-06,2.0110781406401657e-05,0.0005341673386283219,0.005065604578703642
,,0.001,3872,,,,,,
121,0.6074507832527161,,3903,0.4831219017505646,0.000191879749763757,2.53445790576734e-07,1.461248848499963e-05,0.00033927184995263815,0.004971078131347895
,,0.001,3904,,,,,,
122,0.6073814630508423,,3935,0.48492565751075745,0.00038585421862080693,2.0684701951267925e-07,1.537492425995879e-05,0.0005406377022154629,0.004882469307631254
,,0.001,3936,,,,,,
123,0.606970489025116,,3967,0.4867614209651947,0.0002790279686450958,1.1787890343839535e-06,2.971907815663144e-05,0.0005821126396767795,0.004796462133526802
,,0.001,3968,,,,,,
124,0.6064117550849915,,3999,0.48607319593429565,0.00027569636586122215,3.9985835087463784e-07,1.3555578334489837e-05,0.0004132513713557273,0.004708797670900822
,,0.001,4000,,,,,,
125,0.606130838394165,,4031,0.4865467846393585,0.00024044666497502476,4.96834388741263e-07,2.347444933548104e-05,0.0004776753194164485,0.004624175373464823
,,0.001,4032,,,,,,
126,0.6060622334480286,,4063,0.4891943037509918,0.0001745978370308876,1.1395966339478036e-06,2.1637053578160703e-05,0.0003966663498431444,0.0045396252535283566
,,0.001,4064,,,,,,
127,0.6056700944900513,,4095,0.4881408214569092,0.00044215228990651667,1.201548798235308e-06,7.348105282289907e-05,0.0011829705908894539,0.004472492262721062
,,0.001,4096,,,,,,
128,0.6040546894073486,,4127,0.4815552234649658,0.0005172303062863648,6.385332085301343e-07,2.938321267720312e-05,0.0008142549195326865,0.004399327095597982
,,0.001,4128,,,,,,
129,0.6030080914497375,,4159,0.4791773855686188,0.00021514979016501456,1.5426538766405429e-06,1.566408172948286e-05,0.00037950382102280855,0.004318930674344301
,,0.001,4160,,,,,,
130,0.6026884913444519,,4191,0.4775100350379944,0.0008450247114524245,3.3458818506915122e-06,4.022219582111575e-05,0.0012639762135222554,0.00425783172249794
,,0.001,4192,,,,,,
131,0.6007242202758789,,4223,0.47363123297691345,0.0009255679906345904,1.3459133469950757e-06,4.221665585646406e-05,0.001354464329779148,0.004199764225631952
,,0.001,4224,,,,,,
132,0.5984176397323608,,4255,0.4717671275138855,0.00012845460150856525,9.100686497731658e-07,1.0469971130078193e-05,0.0002377046475885436,0.004120523110032082
,,0.001,4256,,,,,,
133,0.5981323719024658,,4287,0.474954754114151,0.0001822782214730978,1.690153453637322e-06,1.5550755051663145e-05,0.0003462365421000868,0.004045037552714348
,,0.001,4288,,,,,,
134,0.5976961851119995,,4319,0.4794817864894867,5.8174402511212975e-05,5.696619155060034e-06,9.791041520657018e-06,0.0001845679071266204,0.003967828117311001
,,0.001,4320,,,,,,
135,0.5977760553359985,,4351,0.4825611114501953,0.00024835584918037057,2.8987474252062384e-06,8.834989785100333e-06,0.0003511995018925518,0.0038954955525696278
,,0.001,4352,,,,,,
136,0.5973160862922668,,4383,0.4849851727485657,0.00027583696646615863,1.25947929063841e-06,1.0788497093017213e-05,0.000390019326005131,0.003825386054813862
,,0.001,4384,,,,,,
137,0.5967093706130981,,4415,0.4871841371059418,0.0003161593049298972,3.03113824884349e-06,1.260527096746955e-05,0.00045736762695014477,0.003758025588467717
,,0.001,4416,,,,,,
138,0.5964139699935913,,4447,0.4903719425201416,8.734135190024972e-05,5.543360202864278e-06,1.1686713150993455e-05,0.00023192528169602156,0.0036875035148113966
,,0.001,4448,,,,,,
139,0.59633469581604,,4479,0.49258869886398315,8.77999045769684e-05,1.5329829693655483e-05,1.4718663805979304e-05,0.00031163569656200707,0.003619986353442073
,,0.001,4480,,,,,,
140,0.5960468649864197,,4511,0.4933253824710846,0.0001392584090353921,2.8162967282696627e-06,1.2238183444424067e-05,0.0002757217735052109,0.003553100861608982
,,0.001,4512,,,,,,
141,0.5958688855171204,,4543,0.49518129229545593,8.58368948684074e-05,3.759992921459343e-07,1.3953202142147347e-05,0.00022724892187397927,0.0034865839406847954
,,0.001,4544,,,,,,
142,0.5957428812980652,,4575,0.49841800332069397,0.00043745076982304454,2.826219827056775e-07,2.2196429199539125e-05,0.0006608281983062625,0.003430068725720048
,,0.001,4576,,,,,,
143,0.5944145917892456,,4607,0.49847838282585144,0.0002476703957654536,2.9200975859566825e-07,3.0949220672482625e-05,0.0005586226470768452,0.0033726398833096027
,,0.001,4608,,,,,,
144,0.5932786464691162,,4639,0.4942619502544403,0.001183312968350947,5.95977951434179e-07,2.9615503081004135e-05,0.00148244749289006,0.0033348361030220985
,,0.001,4640,,,,,,
145,0.5902398228645325,,4671,0.4907439649105072,0.0008184282341971993,6.7236455834063236e-06,2.740725176408887e-05,0.0011261191684752703,0.003290661610662937
,,0.001,4672,,,,,,
146,0.5878679752349854,,4703,0.4883115887641907,0.00020833821326959878,5.018654974264791e-06,2.2257911041378975e-05,0.00045601060264743865,0.003233968745917082
,,0.001,4704,,,,,,
147,0.5880260467529297,,4735,0.48746857047080994,0.0009959510061889887,1.6372130176023347e-06,3.21063089359086e-05,0.0013252001954242587,0.003195793367922306
,,0.001,4736,,,,,,
148,0.5854899883270264,,4767,0.48432520031929016,0.000469301943667233,7.448194082826376e-06,2.8753249353030697e-05,0.0007940754876472056,0.003147759009152651
,,0.001,4768,,,,,,
149,0.5838499069213867,,4799,0.48047935962677,0.0005567639018408954,1.8005695892497897e-05,1.3651429071614984e-05,0.0007833066629245877,0.0031004699412733316
,,0.001,4800,,,,,,
150,0.5821877121925354,,4831,0.48097652196884155,0.00023718664306215942,9.49976674746722e-06,2.4417538952548057e-05,0.0005288608954288065,0.003049037652090192
,,0.001,4832,,,,,,
151,0.5813249349594116,,4863,0.4814073145389557,0.0007106956327334046,2.006290515055298e-06,2.0856798073509708e-05,0.0009292950271628797,0.0030066429171711206
,,0.001,4864,,,,,,
152,0.5808819532394409,,4895,0.47902926802635193,0.0016179027734324336,5.478901243805012e-07,6.0308764659566805e-05,0.002223729621618986,0.0029909845907241106
,,0.001,4896,,,,,,
153,0.5754734873771667,,4927,0.4726044237613678,0.0004171099863015115,7.850777024032141e-07,3.050782106583938e-05,0.0007261135615408421,0.0029456871561706066
,,0.001,4928,,,,,,
154,0.5740370154380798,,4959,0.4710307717323303,0.00022092272411100566,7.596614977956051e-06,3.4049877285724506e-05,0.000599404564127326,0.002898761536926031
,,0.001,4960,,,,,,
155,0.5734615325927734,,4991,0.47078630328178406,0.0002587389317341149,1.6052577848313376e-05,1.488079215050675e-05,0.00048780970973894,0.0028505425434559584
,,0.001,4992,,,,,,
156,0.5731309652328491,,5023,0.47157299518585205,0.000922358245588839,4.878781328443438e-05,4.047163020004518e-05,0.00157101359218359,0.002824951894581318
,,0.001,5024,,,,,,
157,0.5693029761314392,,5055,0.46684399247169495,0.0009891234803944826,4.664796142606065e-05,8.436293865088373e-05,0.002065992448478937,0.0028097727335989475
,,0.001,5056,,,,,,
158,0.5636593103408813,,5087,0.45984524488449097,0.0017928138840943575,2.74871399597032e-06,4.0525115764467046e-05,0.0022118084598332644,0.0027978133875876665
,,0.001,5088,,,,,,
159,0.5569770336151123,,5119,0.4561196267604828,0.00015841452113818377,5.317857358022593e-06,1.7919635865837336e-05,0.0003642000665422529,0.0027491410728543997
,,0.001,5120,,,,,,
160,0.5561330318450928,,5151,0.45772889256477356,0.00037205981789156795,6.368364211084554e-06,2.8482478228397667e-05,0.0006887265481054783,0.0027079328428953886
,,0.001,5152,,,,,,
161,0.5543546080589294,,5183,0.4584556221961975,0.0006736887735314667,1.1420547707530204e-05,1.2756490832543932e-05,0.0008583563612774014,0.0026709414087235928
,,0.001,5184,,,,,,
162,0.5519038438796997,,5215,0.45957866311073303,0.0011209232034161687,1.7217934100699495e-06,5.990190402371809e-05,0.0017285514622926712,0.0026520935352891684
,,0.001,5216,,,,,,
163,0.5472612977027893,,5247,0.4532417356967926,0.0008480575634166598,7.271172307810048e-06,3.2570475013926625e-05,0.0012101182946935296,0.002623253967612982
,,0.001,5248,,,,,,
164,0.5437841415405273,,5279,0.45281699299812317,0.0005297439056448638,7.062148142722435e-06,1.1888166227436159e-05,0.0006839362904429436,0.0025844676420092583
,,0.001,5280,,,,,,
165,0.5426050424575806,,5311,0.456240177154541,0.0006142887286841869,1.2266730209375964e-06,1.8056300177704543e-05,0.0008009850862435997,0.0025487979874014854
,,0.001,5312,,,,,,
