epoch,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss,train/total_loss_smma,val/si_re
,0.001,0,,,,,,,
0,,60,0.4883500039577484,0.023815715685486794,0.1675863265991211,0.005322733428329229,0.1967247575521469,,0.5862749218940735
,0.001,61,,,,,,,
1,,121,0.4635244905948639,0.006664306856691837,5.1091665227431804e-05,0.0021211414132267237,0.008836539462208748,,0.7701172232627869
,0.001,122,,,,,,,
2,,182,0.44999566674232483,0.00840887799859047,0.00011198331776540726,0.0013445812510326505,0.009865441359579563,,0.4018993079662323
,0.001,183,,,,,,,
3,,243,0.4231877624988556,0.008090723305940628,8.213175897253677e-05,0.0005557342665269971,0.008728587068617344,,0.48658615350723267
,0.001,244,,,,,,,
4,,304,0.3952788710594177,0.009744967333972454,7.898212788859382e-05,0.0014651247765868902,0.01128907036036253,,0.4363742172718048
,0.001,305,,,,,,,
5,,365,0.37783509492874146,0.007199902553111315,7.375009590759873e-05,0.0001790554670151323,0.007452706806361675,,0.434362530708313
,0.001,366,,,,,,,
6,,426,0.3712478280067444,0.007154634688049555,0.00019617535872384906,0.00020033540204167366,0.007551145274192095,,0.6224778294563293
,0.001,427,,,,,,,
7,,487,0.36106809973716736,0.007390432525426149,0.00023276690626516938,0.00019467955280561,0.007817880250513554,,0.3819736838340759
,0.001,488,,,,,,,
8,,548,0.33617496490478516,0.008861279115080833,0.0002002966357395053,0.0005016405484639108,0.009563216008245945,,0.47927919030189514
,0.001,549,,,,,,,
9,,609,0.3117113411426544,0.008126342669129372,0.00013821291213389486,0.0006402677390724421,0.00890482310205698,,0.44278663396835327
,0.001,610,,,,,,,
10,,670,0.3012949526309967,0.00788288563489914,0.00014478519733529538,0.0008264452335424721,0.008854116313159466,,0.4135076403617859
,0.001,671,,,,,,,
11,,731,0.29235076904296875,0.006818847265094519,5.448035153676756e-05,0.0001643713767407462,0.007037700153887272,,0.5354125499725342
,0.001,732,,,,,,,
12,,792,0.2795785069465637,0.006317892577499151,0.0001757132267812267,0.00017582935106474906,0.006669432856142521,,0.5643225312232971
,0.001,793,,,,,,,
13,,853,0.2690020501613617,0.005897249095141888,7.234999065985903e-05,7.393197302008048e-05,0.006043530534952879,,0.4135925769805908
,0.001,854,,,,,,,
14,,914,0.2558859884738922,0.008298526518046856,3.4225693525513634e-05,0.0003132349520456046,0.008645985275506973,,0.4871078133583069
,0.001,915,,,,,,,
15,,975,0.24116621911525726,0.0074818553403019905,4.040831117890775e-05,7.55691944505088e-05,0.007597832940518856,,0.6761530041694641
,0.001,976,,,,,,,
16,,1036,0.23662927746772766,0.005147892981767654,3.4306535781070124e-06,3.210350405424833e-05,0.005183427128940821,,0.6803287863731384
,0.001,1037,,,,,,,
17,,1097,0.22653816640377045,0.010331835597753525,6.838996341684833e-06,0.00012087838695151731,0.010459552519023418,,0.5406767725944519
,0.001,1098,,,,,,,
18,,1158,0.21706941723823547,0.007314102258533239,8.928662282414734e-05,0.0002409916342003271,0.007644379511475563,,0.5299987196922302
,0.001,1159,,,,,,,
19,,1219,0.20590800046920776,0.008206280879676342,0.00029018017812632024,0.00019617503858171403,0.008692635223269463,,0.5949485898017883
,0.001,1220,,,,,,,
20,,1280,0.20414529740810394,0.008219918236136436,0.00015179025649558753,5.820851947646588e-05,0.008429916575551033,,0.6940417289733887
,0.001,1281,,,,,,,
21,,1341,0.20450951159000397,0.006444370374083519,5.762923683505505e-05,2.240281355625484e-05,0.006524401716887951,,0.6114197373390198
,0.001,1342,,,,,,,
22,,1402,0.20270125567913055,0.006542579736560583,0.00016518485790584236,5.812603558297269e-05,0.006765889469534159,,0.6619052886962891
,0.001,1403,,,,,,,
23,,1463,0.1998167335987091,0.00738820806145668,7.423922215821221e-05,8.981712744571269e-05,0.007552264723926783,,0.6092820167541504
,0.001,1464,,,,,,,
24,,1524,0.19478894770145416,0.005885337013751268,3.066622593905777e-05,9.058447903953493e-05,0.006006588228046894,,0.6545042395591736
,0.001,1525,,,,,,,
25,,1585,0.19150899350643158,0.006268490105867386,0.00033661245834082365,6.033168392605148e-05,0.006665435153990984,,0.6715947985649109
,0.001,1586,,,,,,,
26,,1646,0.18708521127700806,0.008842387236654758,0.00022522568178828806,0.0001511813752586022,0.009218795225024223,,0.5158151984214783
,0.001,1647,,,,,,,
27,,1707,0.18719758093357086,0.012633668258786201,7.913827721495181e-05,0.0004002867790404707,0.013113094493746758,,0.5071220993995667
,0.001,1708,,,,,,,
28,,1768,0.1787259727716446,0.006572697311639786,0.00019192081526853144,0.0004282649315427989,0.007192881312221289,,0.707281768321991
,0.001,1769,,,,,,,
29,,1829,0.17780466377735138,0.006421396043151617,9.670576400822029e-05,6.460080476244912e-05,0.00658270251005888,,0.682777464389801
,0.001,1830,,,,,,,
30,,1890,0.1757977306842804,0.004907454364001751,8.332089237228502e-06,2.2769414499634877e-05,0.004938556347042322,,0.748243510723114
,0.001,1891,,,,,,,
31,,1951,0.16960890591144562,0.005409775767475367,8.675643766764551e-05,3.651513907243498e-05,0.005533047951757908,,0.6624452471733093
,0.001,1952,,,,,,,
32,,2012,0.16960090398788452,0.005356979090720415,0.0002463757700752467,6.319724343484268e-05,0.005666552111506462,,0.6433514952659607
,0.001,2013,,,,,,,
33,,2073,0.16970737278461456,0.007070858497172594,0.00015639941557310522,5.715317092835903e-05,0.007284411694854498,,0.6557359099388123
,0.001,2074,,,,,,,
34,,2134,0.17391982674598694,0.008422733284533024,1.3536269761971198e-05,8.099166734609753e-05,0.008517259731888771,,0.6216112375259399
,0.001,2135,,,,,,,
35,,2195,0.17658653855323792,0.008763344958424568,0.00028549472335726023,8.684733620611951e-05,0.009135688655078411,,0.6776946783065796
,0.001,2196,,,,,,,
36,,2256,0.17773763835430145,0.006494943052530289,0.00019028413225896657,3.489732989692129e-05,0.006720125675201416,,0.693342924118042
,0.001,2257,,,,,,,
37,,2317,0.1808096021413803,0.005249231122434139,0.00040238563087768853,6.424586899811402e-05,0.0057158623822033405,,0.5432438254356384
,0.001,2318,,,,,,,
38,,2378,0.1829378604888916,0.010342922061681747,0.00037450267700478435,0.00018266313418280333,0.010900087654590607,,0.5049570798873901
,0.001,2379,,,,,,,
