epoch,internal/smma_improvement,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss,train/total_loss_smma,val/si_re
,,0.001,0,,,,,,,
0,,,60,0.48320436477661133,0.022375911474227905,0.060214247554540634,0.014438845217227936,0.09702898561954498,,0.7695812582969666
,,0.001,61,,,,,,,
1,,,121,0.47313663363456726,0.00611283490434289,6.581310299225152e-05,0.00011906959116458893,0.006297718267887831,,0.5548260807991028
,,0.001,122,,,,,,,
2,,,182,0.46765851974487305,0.005840999074280262,7.965497206896544e-05,5.7371726143173873e-05,0.005978025030344725,,0.4955173432826996
,,0.001,183,,,,,,,
3,,,243,0.46082744002342224,0.00546159315854311,8.25117458589375e-05,5.815718395751901e-05,0.005602263379842043,,0.46676522493362427
,,0.001,244,,,,,,,
4,,,304,0.4549190402030945,0.005568177904933691,4.8836089263204485e-05,3.335539804538712e-05,0.005650368519127369,,0.4834151566028595
,,0.001,305,,,,,,,
5,,,365,0.45022061467170715,0.006451208144426346,4.771897874888964e-05,2.3106453227228485e-05,0.006522033363580704,,0.4580591022968292
,,0.001,366,,,,,,,
6,,,426,0.4460122585296631,0.006243023555725813,3.0771367164561525e-05,2.2167736460687593e-05,0.00629596458747983,,0.3955758213996887
,,0.001,427,,,,,,,
7,,,487,0.44169899821281433,0.004340534098446369,2.9329306926229037e-05,1.841981429606676e-05,0.004388283938169479,,0.34890931844711304
,,0.001,488,,,,,,,
8,,,548,0.437409907579422,0.005065950099378824,2.6576381060294807e-05,1.839298965933267e-05,0.005110919941216707,,0.33211424946784973
,,0.001,549,,,,,,,
9,,,609,0.4334814250469208,0.004991780500859022,2.01806724362541e-05,1.2297760804358404e-05,0.005024258978664875,,0.3249547481536865
,,0.001,610,,,,,,,
10,,,670,0.42912811040878296,0.005339744500815868,1.988591975532472e-05,1.562914258101955e-05,0.005375259090214968,,0.3178785443305969
,,0.001,671,,,,,,,
11,,,731,0.42451462149620056,0.004783175885677338,1.7455564375268295e-05,1.6664000213495456e-05,0.004817293956875801,,0.30663469433784485
,,0.001,732,,,,,,,
12,,,792,0.42053452134132385,0.005651694722473621,1.2325562238402199e-05,8.53813617140986e-06,0.005672558676451445,,0.3074415326118469
,,0.001,793,,,,,,,
