epoch,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss,train/total_loss_smma
,0.001,0,,,,,,
0,,23,0.4921923577785492,0.008445384912192822,0.3459028899669647,0.012976455502212048,0.3673246502876282,
,0.001,24,,,,,,
1,,47,0.4836863577365875,0.011752328835427761,0.019821299239993095,0.0033613871783018112,0.034935012459754944,
,0.001,48,,,,,,
2,,71,0.47631901502609253,0.010526410304009914,0.0006994409486651421,0.00043166891555301845,0.01165752112865448,
,0.001,72,,,,,,
3,,95,0.4714915454387665,0.009317136369645596,0.00021782085241284221,0.0005086605669930577,0.010043618269264698,
,0.001,96,,,,,,
4,,119,0.46253713965415955,0.007620699238032103,0.0002466632577124983,0.0007677918765693903,0.008635155856609344,
,0.001,120,,,,,,
5,,143,0.4555369019508362,0.012688417918980122,2.146052247553598e-05,0.00046042483882047236,0.013170303776860237,
,0.001,144,,,,,,
6,,167,0.44449207186698914,0.00956999696791172,1.1319616533000953e-05,0.0006880860310047865,0.010269402526319027,
,0.001,168,,,,,,
7,,191,0.43702754378318787,0.008341236971318722,3.8775007851654664e-05,0.00039106604526750743,0.0087710777297616,
,0.001,192,,,,,,
8,,215,0.42798295617103577,0.008450668305158615,9.724156552692875e-05,0.00028851450770162046,0.00883642490953207,
,0.001,216,,,,,,
9,,239,0.421103298664093,0.007677716668695211,3.17372105200775e-05,0.00015905589680187404,0.007868509739637375,
,0.001,240,,,,,,
10,,263,0.4138852059841156,0.008944227360188961,4.250948768458329e-05,0.00039304219535551965,0.009379778988659382,
,0.001,264,,,,,,
11,,287,0.40633073449134827,0.007995602674782276,9.37694640015252e-05,0.00028824026230722666,0.008377613499760628,
,0.001,288,,,,,,
12,,311,0.39633217453956604,0.008589916862547398,0.00017853184544946998,0.0003969128301832825,0.009165361523628235,
,0.001,312,,,,,,
13,,335,0.3907065689563751,0.007274400908499956,8.688145317137241e-05,0.00025621987879276276,0.007617502007633448,
,0.001,336,,,,,,
14,,359,0.38181501626968384,0.006014273036271334,8.523234282620251e-05,0.00021321327949408442,0.006312718149274588,
,0.001,360,,,,,,
15,,383,0.3757127821445465,0.0060820612125098705,3.278578515164554e-05,0.0002013602206716314,0.006316206883639097,
,0.001,384,,,,,,
16,,407,0.36694908142089844,0.007036998402327299,5.9115867770742625e-05,0.00015923329920042306,0.007255348842591047,
,0.001,408,,,,,,
17,,431,0.3583175539970398,0.007032322231680155,8.164528844645247e-05,0.0001868707622634247,0.007300836965441704,
,0.001,432,,,,,,
18,,455,0.3515643775463104,0.008110644295811653,0.00028914803988300264,0.0003024152247235179,0.008702206425368786,
,0.001,456,,,,,,
19,,479,0.3448045551776886,0.005574456416070461,2.671625952643808e-05,0.000225280542508699,0.0058264536783099174,
,0.001,480,,,,,,
20,,503,0.33484211564064026,0.00452478276565671,1.4939150787540711e-05,0.00022520122001878917,0.004764922894537449,
,0.001,504,,,,,,
21,,527,0.32467544078826904,0.006925238762050867,0.0005989324417896569,0.00035992282209917903,0.007884093560278416,
,0.001,528,,,,,,
22,,551,0.31712672114372253,0.004801237490028143,0.0005156241240911186,0.0001292851084144786,0.00544614577665925,
,0.001,552,,,,,,
23,,575,0.3156414031982422,0.0034526463132351637,0.00045744390808977187,0.0001490610302425921,0.004059151280671358,
,0.001,576,,,,,,
24,,599,0.31120315194129944,0.002124115824699402,0.0003459621802903712,0.00043278883094899356,0.0029028665740042925,
,0.001,600,,,,,,
25,,623,0.30660367012023926,0.0036947736516594887,0.0007750905933789909,0.00012644055823329836,0.004596304148435593,
,0.001,624,,,,,,
26,,647,0.30065834522247314,0.0019006679067388177,0.0006118566961959004,0.00044956145575270057,0.0029620863497257233,
,0.001,648,,,,,,
27,,671,0.29398781061172485,0.0016016027657315135,0.00024266313994303346,0.0007340029114857316,0.0025782689917832613,
,0.001,672,,,,,,
28,,695,0.2882889211177826,0.0007718844572082162,0.00040480561438016593,0.0005028081359341741,0.001679498003795743,
,0.001,696,,,,,,
29,,719,0.28242650628089905,0.0018964259652420878,2.3846047042752616e-05,0.00048200340825133026,0.0024022753350436687,
,0.001,720,,,,,,
30,,743,0.2748129069805145,0.0008896563085727394,7.722062036918942e-06,0.00016830037930049002,0.001065678778104484,
,0.001,744,,,,,,
31,,767,0.2677677869796753,0.0010430833790451288,0.00032978522358462214,0.0003348520549479872,0.0017077205702662468,
,0.001,768,,,,,,
32,,791,0.2626848816871643,0.0017539962427690625,0.0002007748989854008,0.0001692400110187009,0.0021240112837404013,
,0.001,792,,,,,,
33,,815,0.25913265347480774,0.00160359893925488,0.0005047800950706005,0.0006715944618918002,0.002779973205178976,
,0.001,816,,,,,,
34,,839,0.2520155608654022,0.00108639698009938,4.348764559836127e-05,0.00026861816877499223,0.0013985028490424156,
,0.001,840,,,,,,
35,,863,0.24308599531650543,0.0006781067349947989,8.05406816652976e-05,0.0006358022801578045,0.0013944496167823672,
,0.001,864,,,,,,
36,,887,0.23845671117305756,0.0005283862119540572,0.00019656569929793477,0.0003563517821021378,0.0010813036933541298,
,0.001,888,,,,,,
37,,911,0.23252442479133606,0.00044073894969187677,6.068701986805536e-05,0.001144664827734232,0.0016460908809676766,
,0.001,912,,,,,,
38,,935,0.23197263479232788,0.0015115274582058191,0.000374135299352929,0.0003143444482702762,0.002200007438659668,
,0.001,936,,,,,,
39,,959,0.22873090207576752,0.0024520820006728172,0.0005694084102287889,0.0005076045636087656,0.0035290950909256935,
,0.001,960,,,,,,
40,,983,0.22423234581947327,0.0009458832792006433,0.00038322218460962176,0.0009231051662936807,0.0022522106301039457,
,0.001,984,,,,,,
41,,1007,0.22088679671287537,0.00028487734380178154,0.00037694739876315,0.0004437199386302382,0.0011055447394028306,
,0.001,1008,,,,,,
42,,1031,0.21754974126815796,0.0007859451579861343,9.726996358949691e-05,0.0005190470837987959,0.0014022624818608165,
,0.001,1032,,,,,,
43,,1055,0.2149064540863037,0.0011377903865650296,0.0002689361572265625,0.00034903580672107637,0.001755762379616499,
,0.001,1056,,,,,,
44,,1079,0.21155911684036255,0.0009984447387978435,0.00011891475151060149,0.00020499179663602263,0.00132235127966851,
,0.001,1080,,,,,,
45,,1103,0.21147288382053375,0.00043565506348386407,0.000272672827122733,0.00012105650239391252,0.0008293843711726367,
,0.001,1104,,,,,,
46,,1127,0.2113858461380005,0.0017409402644261718,0.0003106984659098089,0.00016561427037231624,0.0022172529716044664,
,0.001,1128,,,,,,
47,,1151,0.21147951483726501,0.001309698447585106,1.7407824998372234e-05,0.00011645672930171713,0.001443562563508749,
,0.001,1152,,,,,,
48,,1175,0.21209636330604553,0.000689379870891571,0.00011198444553883746,9.295310883317143e-05,0.000894317461643368,
,0.001,1176,,,,,,
49,,1199,0.21356022357940674,0.0004954661126248538,8.896817598724738e-05,0.00010718884732341394,0.0006916231941431761,
,0.001,1200,,,,,,
50,,1223,0.2142673134803772,0.0003221523656975478,7.490270945709199e-05,9.815877274377272e-05,0.0004952138988301158,0.01235559955239296
,0.001,1224,,,,,,
51,,1247,0.215829536318779,0.0004425097431521863,0.00022081292991060764,0.00010857963206944987,0.0007719022687524557,0.012123925611376762
,0.001,1248,,,,,,
52,,1271,0.21817351877689362,0.0003192865115124732,0.0002274138678330928,0.00010264672164339572,0.0006493470864370465,0.011894434690475464
,0.001,1272,,,,,,
53,,1295,0.22068436443805695,0.0003959190798923373,8.614802936790511e-05,0.00011858552898047492,0.0006006525945849717,0.011668558232486248
,0.001,1296,,,,,,
54,,1319,0.22467821836471558,0.0009173987782560289,4.896200152870733e-06,0.00022314241505227983,0.0011454373598098755,0.011458096094429493
,0.001,1320,,,,,,
55,,1343,0.22741566598415375,0.0006380925769917667,7.192472821770934e-06,0.00020127315656282008,0.0008465582504868507,0.011245865374803543
,0.001,1344,,,,,,
56,,1367,0.2274499535560608,0.0008831684244796634,1.5678916724937153e-06,9.099209273699671e-05,0.0009757284424267709,0.011040463112294674
,0.001,1368,,,,,,
57,,1391,0.22655831277370453,0.0009618874173611403,1.2115498975617811e-05,0.00012503510515671223,0.0010990380542352796,0.01084163412451744
,0.001,1392,,,,,,
58,,1415,0.2301030457019806,0.0027291318401694298,0.00023733143461868167,8.021014218684286e-05,0.003046673024073243,0.010685735382139683
,0.001,1416,,,,,,
59,,1439,0.2268938422203064,0.001622282201424241,0.001315912464633584,0.00012489609071053565,0.0030630913097411394,0.010533282533288002
,0.001,1440,,,,,,
60,,1463,0.227554053068161,0.0004295038525015116,0.001562599209137261,0.00014089963224250823,0.0021330027375370264,0.010365276597440243
,0.001,1464,,,,,,
61,,1487,0.2271723449230194,0.0005486548761837184,0.0021475283429026604,0.00012133707059547305,0.0028175206389278173,0.010214321315288544
,0.001,1488,,,,,,
62,,1511,0.22682395577430725,0.0007005520164966583,0.000653786351904273,0.00012451267684809864,0.0014788510743528605,0.010039611719548702
,0.001,1512,,,,,,
63,,1535,0.22639848291873932,0.00017022057727444917,0.00019917773897759616,0.00011006760178133845,0.00047946590348146856,0.009848409332334995
,0.001,1536,,,,,,
64,,1559,0.2271263301372528,0.00019303250883240253,7.160487439250574e-05,0.00012414441152941436,0.0003887816856149584,0.009659216739237309
,0.001,1560,,,,,,
65,,1583,0.22665515542030334,0.00042001399560831487,0.00015422061551362276,0.00012562469055410475,0.0006998593453317881,0.009480029344558716
,0.001,1584,,,,,,
66,,1607,0.2286369502544403,0.00030339055228978395,7.086546975187957e-05,9.786972077563405e-05,0.00047212577192112803,0.009299871511757374
,0.001,1608,,,,,,
