# x, y
8.333333134651184082e-01 3.356319904327392578e+00
6.999999880790710449e-01 2.344333076477050781e+01
4.333333373069763184e-01 4.784872817993164062e+01
6.888889074325561523e-01 2.741618919372558594e+01
1.111111119389533997e-01 5.699999746866524220e-04
2.555555701255798340e-01 9.765999764204025269e-02
2.888889014720916748e-01 3.294099867343902588e-01
8.666666746139526367e-01 2.058969974517822266e+00
6.000000238418579102e-01 8.950000762939453125e+01
5.555555596947669983e-02 7.000000186963006854e-05
9.444444179534912109e-01 6.533399820327758789e-01
9.333333373069763184e-01 7.675999999046325684e-01
9.888888597488403320e-01 3.393400013446807861e-01
5.222222208976745605e-01 1.675646972656250000e+02
3.333333507180213928e-02 3.999999898951500654e-05
2.111111134290695190e-01 1.934999972581863403e-02
8.999999761581420898e-01 1.255650043487548828e+00
1.666666716337203979e-01 4.149999935179948807e-03
3.666666746139526367e-01 5.291140079498291016e+00
1.888888925313949585e-01 8.689999580383300781e-03
5.444444417953491211e-01 1.530657043457031250e+02
8.222222328186035156e-01 3.966599941253662109e+00
9.555555582046508789e-01 5.550199747085571289e-01
8.444444537162780762e-01 2.858220100402832031e+00
5.111111402511596680e-01 1.673149261474609375e+02
8.888888955116271973e-01 1.483250021934509277e+00
7.555555701255798340e-01 1.050594997406005859e+01
1.222222223877906799e-01 8.399999933317303658e-04
8.000000119209289551e-01 5.492859840393066406e+00
7.333333492279052734e-01 1.449320983886718750e+01
7.777777910232543945e-01 7.602779865264892578e+00
9.222221970558166504e-01 9.025099873542785645e-01
3.888888955116271973e-01 1.146345996856689453e+01
3.555555641651153564e-01 3.566410064697265625e+00
7.111111283302307129e-01 1.995404052734375000e+01
7.666666507720947266e-01 8.918840408325195312e+00
4.555555582046508789e-01 8.531323242187500000e+01
3.777777850627899170e-01 7.801929950714111328e+00
3.000000119209289551e-01 4.862599968910217285e-01
4.666666686534881592e-01 1.073632965087890625e+02
4.888888895511627197e-01 1.475584564208984375e+02
1.777777820825576782e-01 5.770000163465738297e-03
3.222222328186035156e-01 1.087120056152343750e+00
3.333333432674407959e-01 1.621970057487487793e+00
6.555555462837219238e-01 4.366336822509765625e+01
4.222222268581390381e-01 3.435248947143554688e+01
4.444444552063941956e-02 1.100000008591450751e-04
8.777777552604675293e-01 1.745479941368103027e+00
9.666666388511657715e-01 4.695299863815307617e-01
6.222222447395324707e-01 6.800038146972656250e+01
5.333333611488342285e-01 1.623233032226562500e+02
6.333333253860473633e-01 5.884484100341796875e+01
7.777778059244155884e-02 1.500000071246176958e-04
1.000000000000000000e+00 2.881000041961669922e-01
5.555555820465087891e-01 1.413015899658203125e+02
2.333333343267440796e-01 4.472000151872634888e-02
6.666667014360427856e-02 1.900000061141327024e-04
3.444444537162780762e-01 2.399970054626464844e+00
6.777777671813964844e-01 3.205879974365234375e+01
1.444444507360458374e-01 1.670000026933848858e-03
4.444444477558135986e-01 6.495999908447265625e+01
5.888888835906982422e-01 1.018661804199218750e+02
2.222222276031970978e-02 3.999999898951500654e-05
1.111111138015985489e-02 0.000000000000000000e+00
2.777777910232543945e-01 2.175399959087371826e-01
3.111111223697662354e-01 7.283800244331359863e-01
4.000000059604644775e-01 1.671438026428222656e+01
2.444444447755813599e-01 6.622999906539916992e-02
5.666666626930236816e-01 1.283091888427734375e+02
5.777778029441833496e-01 1.149525680541992188e+02
4.777777791023254395e-01 1.289608459472656250e+02
5.000000000000000000e-01 1.606768646240234375e+02
