epoch,internal/smma_improvement,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/si_re,train/total_loss,train/total_loss_smma
30,,,1890,0.18506555259227753,0.006883710622787476,1.100236113416031e-05,0.00010885782830882818,0.648689866065979,0.007003570441156626,0.01218334585428238
,,0.001,1891,,,,,,,
31,,,1951,0.1798112690448761,0.00657133013010025,4.517647175816819e-05,6.49389621685259e-05,0.6954732537269592,0.006681445520371199,0.011963269673287868
,,0.001,1952,,,,,,,
32,,,2012,0.18020112812519073,0.009569231420755386,3.0486278319585836e-06,0.00019204351701773703,0.65767502784729,0.009764323011040688,0.011875311844050884
,,0.001,2013,,,,,,,
33,,,2073,0.17806679010391235,0.007086683996021748,5.281802941681235e-07,7.923501834739e-05,0.6819818615913391,0.007166448514908552,0.011686957441270351
,,0.001,2074,,,,,,,
34,,,2134,0.1757330298423767,0.007896128110587597,2.7912123186979443e-05,7.4018731538672e-05,0.6545050740242004,0.007998058572411537,0.011539401486515999
,,0.001,2135,,,,,,,
35,,,2195,0.16995343565940857,0.005797644145786762,1.6907053577597253e-05,5.1611139497254044e-05,0.6022887825965881,0.005866160616278648,0.011312471702694893
,,0.001,2196,,,,,,,
36,,,2256,0.17217479646205902,0.006225518882274628,1.3167931683710776e-05,3.34103824570775e-05,0.6845670938491821,0.006272097118198872,0.011110857129096985
,,0.001,2257,,,,,,,
37,,,2317,0.17467796802520752,0.008526829071342945,5.313636575010605e-05,2.239530840597581e-05,0.725208580493927,0.008602360263466835,0.011010517366230488
,,0.001,2318,,,,,,,
38,,,2378,0.17698806524276733,0.006326301954686642,0.00029483018442988396,2.178951763198711e-05,0.6744335293769836,0.006642922293394804,0.010835813358426094
,,0.001,2379,,,,,,,
39,,,2439,0.17710067331790924,0.00603561382740736,2.6138435714528896e-05,1.8464070308255032e-05,0.6658844351768494,0.006080217193812132,0.010645589791238308
,,0.001,2440,,,,,,,
40,,,2500,0.17924074828624725,0.004894545767456293,4.891413937002653e-06,2.463257078488823e-05,0.6598091125488281,0.004924070090055466,0.01041672844439745
,,0.001,2501,,,,,,,
41,,,2561,0.17609596252441406,0.007109303493052721,2.462339398334734e-05,0.00011154905951116234,0.6540883779525757,0.0072454772889614105,0.010289878584444523
,,0.001,2562,,,,,,,
42,,,2622,0.17950989305973053,0.007249877788126469,0.00012799045362044126,3.736501093953848e-05,0.6404280066490173,0.0074152336455881596,0.010174892842769623
,,0.001,2623,,,,,,,
43,,,2683,0.18183015286922455,0.0034011914394795895,0.00039148612995631993,6.493333057733253e-05,0.6969475746154785,0.0038576123770326376,0.009922201745212078
,,0.001,2684,,,,,,,
44,,,2744,0.18286609649658203,0.0034921341575682163,7.42131014703773e-05,7.273190567502752e-05,0.5670862793922424,0.0036390789318829775,0.009670876897871494
,,0.001,2745,,,,,,,
45,,,2805,0.18236073851585388,0.0029219570569694042,1.0673178621800616e-05,8.277694723801687e-05,0.551171600818634,0.0030154071282595396,0.009404657408595085
,,0.001,2806,,,,,,,
46,,,2866,0.18469442427158356,0.0027299521025270224,8.471335604554042e-05,4.403958155307919e-05,0.49853771924972534,0.0028587046544998884,0.009142819792032242
,,0.001,2867,,,,,,,
47,,,2927,0.18294063210487366,0.001227013417519629,0.0007438058964908123,9.521366155240685e-05,0.5605562925338745,0.002066032961010933,0.008859748020768166
,,0.001,2928,,,,,,,
48,,,2988,0.183685302734375,0.0026575003284960985,0.00020606021280400455,0.00010434605792397633,0.5110726356506348,0.0029679068829864264,0.00862407498061657
,,0.001,2989,,,,,,,
49,,,3049,0.1906869113445282,0.0038366522639989853,2.763235715974588e-05,0.00012077093560947105,0.5771487355232239,0.003985056187957525,0.008438513614237309
,,0.001,3050,,,,,,,
50,,,3110,0.18731307983398438,0.012541384436190128,0.0004531458835117519,0.0005994365201331675,0.6715168952941895,0.013593971729278564,0.00864473171532154
,,0.001,3111,,,,,,,
51,0.3448018431663513,,3171,0.18200846016407013,0.007775430101901293,0.0006233578315004706,4.8315152525901794e-05,0.6498013734817505,0.008447102271020412,0.008636826649308205
,,0.001,3172,,,,,,,
52,0.33343008160591125,,3232,0.18000881373882294,0.006393292918801308,3.9606580685358495e-05,3.149420444970019e-05,0.7003786563873291,0.00646439241245389,0.008549929596483707
,,0.001,3233,,,,,,,
53,0.33026567101478577,,3293,0.174441859126091,0.009205515496432781,4.353495023678988e-05,6.012363883201033e-05,0.650676965713501,0.009309173561632633,0.008580299094319344
,,0.001,3294,,,,,,,
54,0.3162474036216736,,3354,0.17097245156764984,0.005469048861414194,1.9921850253012963e-05,2.232405859103892e-05,0.6206808686256409,0.005511295050382614,0.008457539603114128
,,0.001,3355,,,,,,,
55,0.31789466738700867,,3415,0.1763104498386383,0.005560194607824087,6.803300493629649e-05,2.725167178141419e-05,0.6192277073860168,0.005655479617416859,0.008345456793904305
,,0.001,3416,,,,,,,
56,0.31501108407974243,,3476,0.17159543931484222,0.0015156094450503588,4.2319734347984195e-06,5.2717983635375276e-05,0.5305418968200684,0.0015725591219961643,0.00807454064488411
,,0.001,3477,,,,,,,
57,0.32505568861961365,,3537,0.17469701170921326,0.006697037257254124,4.8692036216380075e-06,2.2970514692133293e-05,0.7021573185920715,0.006724879145622253,0.008020554669201374
,,0.001,3538,,,,,,,
58,0.3246026039123535,,3598,0.16551660001277924,0.0028100013732910156,8.219355368055403e-05,8.474563219351694e-05,0.6120634078979492,0.00297694094479084,0.00781880971044302
,,0.001,3599,,,,,,,
59,0.3309798836708069,,3659,0.16031090915203094,0.004146772902458906,0.00010291880607837811,4.685237581725232e-05,0.6159763932228088,0.004296544473618269,0.00767791923135519
,,0.001,3660,,,,,,,
60,0.33463454246520996,,3720,0.15885592997074127,0.0019350765505805612,0.00033535700640641153,0.00010124715481651947,0.5838890075683594,0.0023716811556369066,0.007465669885277748
,,0.001,3721,,,,,,,
61,0.3400496244430542,,3781,0.1616050899028778,0.0017211934318765998,0.0002868611190933734,0.0002798109780997038,0.6965622305870056,0.002287865849211812,0.007258557714521885
,,0.001,3782,,,,,,,
62,0.34671488404273987,,3842,0.1577785611152649,0.0009272900060750544,6.90106171532534e-05,0.0001812446425901726,0.6101371049880981,0.0011775451712310314,0.007015317212790251
,,0.001,3843,,,,,,,
63,0.362853080034256,,3903,0.17032979428768158,0.0018316700588911772,2.2261410776991397e-05,0.00010705742170102894,0.488741934299469,0.001960988622158766,0.0068131438456475735
,,0.001,3904,,,,,,,
64,0.3712383508682251,,3964,0.17920725047588348,0.0006628665141761303,2.0650707028835313e-06,0.00010992786701535806,0.49710899591445923,0.0007748594507575035,0.006571612786501646
,,0.001,3965,,,,,,,
65,0.38269153237342834,,4025,0.19836215674877167,0.000911672948859632,9.684597898740321e-06,9.095967106986791e-05,0.3659372627735138,0.0010123171377927065,0.006349240895360708
,,0.001,4026,,,,,,,
66,0.3904764950275421,,4086,0.20150955021381378,0.0011453190818428993,2.4605824364698492e-05,0.00010595906496746466,0.35461166501045227,0.0012758836383000016,0.00614630663767457
,,0.001,4087,,,,,,,
67,0.4026842415332794,,4147,0.20941054821014404,0.0009311193716712296,6.146451050881296e-05,0.00010774536349344999,0.37365326285362244,0.0011003294494003057,0.00594446761533618
,,0.001,4148,,,,,,,
68,0.4157709777355194,,4208,0.21277186274528503,0.0010113588068634272,2.7505273465067148e-05,6.82049139868468e-05,0.5369719862937927,0.0011070689652115107,0.005750971380621195
,,0.001,4209,,,,,,,
69,0.42039361596107483,,4269,0.2152659296989441,0.0010803195182234049,5.0893359002657235e-05,7.769202056806535e-05,0.31971806287765503,0.0012089050142094493,0.005569288972765207
,,0.001,4270,,,,,,,
70,0.42411747574806213,,4330,0.220597505569458,0.0022408494260162115,0.0002843355177901685,0.00010951288277283311,0.5866866707801819,0.002634698525071144,0.005451905075460672
,,0.001,4331,,,,,,,
71,0.4202973246574402,,4391,0.2190578281879425,0.001804956467822194,1.7527278259876766e-06,0.00010457023017806932,0.26553595066070557,0.0019112795125693083,0.0053102802485227585
,,0.001,4392,,,,,,,
72,0.41918572783470154,,4452,0.21977660059928894,0.001168919145129621,3.995546194346389e-06,7.757618004688993e-05,0.3320313096046448,0.0012504907790571451,0.005147888790816069
,,0.001,4453,,,,,,,
73,0.4189576506614685,,4513,0.22242742776870728,0.0007765559130348265,1.2275114613657934e-06,0.00010314157407265157,0.40215256810188293,0.0008809249266050756,0.004977209959179163
,,0.001,4514,,,,,,,
74,0.4228702783584595,,4574,0.22651150822639465,0.0006803045398555696,2.6317875381209888e-06,0.00011722948693204671,0.4630432724952698,0.0008001659298315644,0.00481012836098671
,,0.001,4575,,,,,,,
75,0.42997920513153076,,4635,0.23531131446361542,0.0031592631712555885,8.720734285816434e-07,6.514009874081239e-05,0.3776724636554718,0.003225275781005621,0.004746734164655209
,,0.001,4636,,,,,,,
76,0.45091018080711365,,4696,0.24353909492492676,0.00526059465482831,7.009551336523145e-05,9.031208173837513e-05,0.4782993495464325,0.005421002395451069,0.0047737048007547855
,,0.001,4697,,,,,,,
77,0.44728487730026245,,4757,0.2403237223625183,0.0032784147188067436,8.722108032088727e-05,5.23620838066563e-05,0.3766199052333832,0.0034179978538304567,0.00471947668120265
,,0.001,4758,,,,,,,
78,0.4480098783969879,,4818,0.22882241010665894,0.0016858024755492806,0.00018183060456067324,8.151986548909917e-05,0.40195760130882263,0.001949152909219265,0.004608663730323315
,,0.001,4819,,,,,,,
79,0.46287843585014343,,4879,0.22741951048374176,0.0011928615858778358,0.0008759602205827832,9.41273319767788e-05,0.479410856962204,0.0021629489492625,0.004510835278779268
,,0.001,4880,,,,,,,
80,0.46664923429489136,,4940,0.22497780621051788,0.0011008750880137086,0.00011387686390662566,8.12720027170144e-05,0.5166601538658142,0.0012960241874679923,0.004382242448627949
,,0.001,4941,,,,,,,
81,0.47489485144615173,,5001,0.23286810517311096,0.0011329890694469213,2.7504947865963914e-05,6.0819969803560525e-05,0.26712268590927124,0.001221313956193626,0.004255805630236864
,,0.001,5002,,,,,,,
82,0.4729352593421936,,5062,0.23981396853923798,0.002498815767467022,0.00020179059356451035,0.00023165463062468916,0.3510437607765198,0.0029322609771043062,0.004202863667160273
,,0.001,5063,,,,,,,
83,0.47598838806152344,,5123,0.22361746430397034,0.0029398282058537006,0.0002587780181784183,0.000264208996668458,0.3355664312839508,0.003462814725935459,0.00417326157912612
,,0.001,5124,,,,,,,
84,0.4662536084651947,,5184,0.20862048864364624,0.0008191376691684127,0.00012035616236971691,8.17912005004473e-05,0.3271135985851288,0.001021284726448357,0.004047182854264975
,,0.001,5185,,,,,,,
85,0.4728802442550659,,5245,0.21355384588241577,0.0008824595133773983,1.04188293335028e-05,7.262371946126223e-05,0.4174583852291107,0.0009655017056502402,0.003923915326595306
,,0.001,5246,,,,,,,
86,0.4744054675102234,,5306,0.21633240580558777,0.0013073616428300738,1.5803747146492242e-06,8.389257709495723e-05,0.44754889607429504,0.001392834703437984,0.0038226721808314323
,,0.001,5307,,,,,,,
87,0.4733565151691437,,5367,0.22425201535224915,0.0017128253821283579,4.319220352044795e-06,6.354042125167325e-05,0.422147661447525,0.0017806852702051401,0.0037409926299005747
,,0.001,5368,,,,,,,
88,0.46673935651779175,,5428,0.2297154664993286,0.002158267190679908,1.0277909723299672e-06,6.04005872446578e-05,0.6009126305580139,0.0022196953650563955,0.003680140944197774
,,0.001,5429,,,,,,,
89,0.4598468840122223,,5489,0.22866681218147278,0.005836606957018375,2.3023521862342022e-05,4.50425868621096e-05,0.6218451857566833,0.00590467220172286,0.003769122064113617
,,0.001,5490,,,,,,,
90,0.4264540374279022,,5550,0.21686014533042908,0.008263476192951202,7.352125976467505e-05,6.664236570941284e-05,0.4980093240737915,0.008403639309108257,0.0039545027539134026
,,0.001,5551,,,,,,,
91,0.3771691918373108,,5611,0.21221093833446503,0.00644513126462698,4.039706618641503e-05,2.7911029974347912e-05,0.5860713720321655,0.006513439118862152,0.004056860227137804
,,0.001,5612,,,,,,,
92,0.3399515450000763,,5672,0.21207290887832642,0.003012613160535693,2.2968772555032047e-06,4.6715675125597045e-05,0.35063597559928894,0.003061625175178051,0.004017050843685865
,,0.001,5673,,,,,,,
93,0.32423707842826843,,5733,0.21279853582382202,0.0009000942809507251,7.451681449310854e-05,7.561599340988323e-05,0.4204793870449066,0.0010502272052690387,0.0038983779959380627
,,0.001,5734,,,,,,,
94,0.3221357464790344,,5794,0.22189947962760925,0.0023535704240202904,0.0005812282324768603,7.113199535524473e-05,0.367836058139801,0.0030059313867241144,0.003862679935991764
,,0.001,5795,,,,,,,
95,0.3064321279525757,,5855,0.22014299035072327,0.0010529857827350497,0.0002237374137621373,8.100773993646726e-05,0.30045801401138306,0.001357730943709612,0.0037624819669872522
,,0.001,5856,,,,,,,
96,0.30987757444381714,,5916,0.23086634278297424,0.0025376409757882357,5.9877176681766286e-05,8.192905806936324e-05,0.2947481572628021,0.0026794469449669123,0.0037191605661064386
,,0.001,5917,,,,,,,
97,0.2996300756931305,,5977,0.23472461104393005,0.0016009880928322673,3.668349017971195e-05,9.493320249021053e-05,0.3117722272872925,0.001732605043798685,0.0036396984942257404
,,0.001,5978,,,,,,,
98,0.292972594499588,,6038,0.25102698802948,0.0022760408464819193,1.8445426803737064e-06,8.212492684833705e-05,0.4427211880683899,0.0023600102867931128,0.003588510910049081
,,0.001,6039,,,,,,,
99,0.2790115475654602,,6099,0.2548370063304901,0.0021846124436706305,7.402816208923468e-07,7.650226325495169e-05,0.2570967674255371,0.00226185517385602,0.003535444615408778
,,0.001,6100,,,,,,,
100,0.26499995589256287,,6160,0.24669432640075684,0.0021032977383583784,1.544416363685741e-06,7.960718357935548e-05,0.4379960596561432,0.00218444992788136,0.0034814048558473587
,,0.001,6161,,,,,,,
101,0.2665683925151825,,6221,0.24396821856498718,0.001890085288323462,3.19260323067283e-07,0.00011763873771997169,0.20634038746356964,0.002008043462410569,0.0034224705304950476
,,0.001,6222,,,,,,,
102,0.2830577790737152,,6282,0.2503568232059479,0.0007287544431164861,3.0108967052910884e-07,6.906326598254964e-05,0.2755192518234253,0.0007981187081895769,0.0033174962736666203
,,0.001,6283,,,,,,,
103,0.2970626950263977,,6343,0.26106202602386475,0.0013085025129839778,4.8477672862645704e-06,8.340489148395136e-05,0.14245495200157166,0.0013967552222311497,0.0032406668178737164
,,0.001,6344,,,,,,,
104,0.29683157801628113,,6404,0.2642989456653595,0.0013045690720900893,0.00018060678848996758,9.762167610460892e-05,0.3938693106174469,0.0015827976167201996,0.003174351993948221
,,0.001,6405,,,,,,,
105,0.29628288745880127,,6465,0.25926539301872253,0.0007063372177071869,1.3159809896023944e-05,9.099252201849595e-05,0.17114156484603882,0.000810489640571177,0.003079797374084592
,,0.001,6466,,,,,,,
106,0.2972097396850586,,6526,0.2677367329597473,0.0007398076704703271,3.884277248289436e-06,6.384400330716744e-05,0.16868260502815247,0.0008075358928181231,0.002988907042890787
,,0.001,6527,,,,,,,
107,0.2976871430873871,,6587,0.27918797731399536,0.0011567329056560993,2.6772240744321607e-06,6.484241021098569e-05,0.12746620178222656,0.0012242523953318596,0.002918320707976818
,,0.001,6588,,,,,,,
108,0.3056351840496063,,6648,0.28791916370391846,0.00046729895984753966,1.9628410541372432e-07,5.568011329160072e-05,0.1656678318977356,0.0005231752875261009,0.0028225150890648365
,,0.001,6649,,,,,,,
109,0.32366687059402466,,6709,0.3017385005950928,0.00045822179527021945,3.8177195165189914e-06,5.7355060562258586e-05,0.12278846651315689,0.0005193945835344493,0.002730390289798379
,,0.001,6710,,,,,,,
110,0.3253602981567383,,6770,0.3081139028072357,0.0011883132392540574,1.4050812069399399e-06,5.9407713706605136e-05,0.13558515906333923,0.001249126042239368,0.002671139547601342
,,0.001,6771,,,,,,,
111,0.31926676630973816,,6831,0.3140631318092346,0.0018642648356035352,3.789097900153138e-05,6.633630982832983e-05,0.1457339972257614,0.0019684922881424427,0.002643033629283309
,,0.001,6832,,,,,,,
112,0.30859002470970154,,6892,0.3199743926525116,0.0006981641054153442,4.023071232950315e-05,6.295913772191852e-05,0.15547063946723938,0.0008013540063984692,0.002569366479292512
,,0.001,6893,,,,,,,
113,0.3131859004497528,,6953,0.3246491253376007,0.0017096534138545394,1.1255931440246059e-06,6.621656939387321e-05,0.24289973080158234,0.0017769953701645136,0.002537671709433198
,,0.001,6954,,,,,,,
114,0.3104417026042938,,7014,0.3290330469608307,0.0017969581531360745,2.4850357931427425e-06,4.310801887186244e-05,0.4652756452560425,0.0018425517482683063,0.002509866841137409
,,0.001,7015,,,,,,,
115,0.3340977430343628,,7075,0.3306617736816406,0.002370037604123354,7.858888420742005e-05,8.306675590574741e-05,0.2317059487104416,0.002531693084165454,0.0025107399560511112
,,0.001,7076,,,,,,,
116,0.3650933802127838,,7136,0.3124001622200012,0.0008309977711178362,7.813392585376278e-05,9.13287658477202e-05,0.26777899265289307,0.001000460353679955,0.0024503287859261036
,,0.001,7137,,,,,,,
117,0.3960036337375641,,7197,0.30296969413757324,0.0019527024123817682,0.0003093337290920317,0.0001179787577711977,0.2912246286869049,0.0023800150956958532,0.002447516191750765
,,0.001,7198,,,,,,,
118,0.39071813225746155,,7258,0.2969474196434021,0.00042012232006527483,0.00017435617337469012,7.87758399383165e-05,0.2116754651069641,0.0006732543697580695,0.002376545686274767
,,0.001,7259,,,,,,,
119,0.3903757631778717,,7319,0.2900962829589844,0.0008603076566942036,1.9203609554097056e-05,7.31150503270328e-05,0.3705656826496124,0.0009526260546408594,0.0023195890244096518
,,0.001,7320,,,,,,,
120,0.39948713779449463,,7380,0.29022401571273804,0.0020129333715885878,2.3585128019476542e-06,9.607896936358884e-05,0.30019447207450867,0.00211137137375772,0.0023112602066248655
,,0.001,7381,,,,,,,
121,0.38570863008499146,,7441,0.2775728106498718,0.0013088942505419254,8.232104278249608e-07,5.287886597216129e-05,0.2430678904056549,0.001362596289254725,0.0022733137011528015
,,0.001,7442,,,,,,,
122,0.38875624537467957,,7502,0.27980515360832214,0.0024329680018126965,1.251627736564842e-06,0.00010538240894675255,0.142232745885849,0.002539602341130376,0.0022839652374386787
,,0.001,7503,,,,,,,
123,0.37248504161834717,,7563,0.29183706641197205,0.0007955427281558514,3.335426526973606e-06,5.8152625570073724e-05,0.19753572344779968,0.0008570309146307409,0.002226887969300151
,,0.001,7564,,,,,,,
124,0.3794395327568054,,7624,0.30805525183677673,0.0033598023001104593,6.199111794558121e-06,6.65811458020471e-05,0.3811609745025635,0.0034325832966715097,0.002275115577504039
,,0.001,7625,,,,,,,
125,0.3564838767051697,,7685,0.31130847334861755,0.0055959029123187065,3.2933512557065114e-05,5.3486826800508425e-05,0.2614537179470062,0.005682323593646288,0.002411403926089406
,,0.001,7686,,,,,,,
126,0.30734744668006897,,7746,0.3021007776260376,0.004208036698400974,8.522537427779753e-06,2.4458799089188688e-05,0.374267041683197,0.004241018556058407,0.0024845886509865522
,,0.001,7747,,,,,,,
127,0.2740364968776703,,7807,0.2943284511566162,0.002852479461580515,7.085653237481893e-07,5.474996942211874e-05,0.2567524313926697,0.0029079383239150047,0.002501522656530142
,,0.001,7808,,,,,,,
128,0.24596066772937775,,7868,0.2908553183078766,0.007476679980754852,5.492709533427842e-06,6.0310463595669717e-05,0.6280975937843323,0.007542482577264309,0.0027031609788537025
,,0.001,7869,,,,,,,
129,0.16586272418498993,,7929,0.2745579183101654,0.006444563157856464,7.014872971922159e-05,5.25520445080474e-05,0.635171115398407,0.006567264907062054,0.0028577251359820366
,,0.001,7930,,,,,,,
130,0.09974535554647446,,7990,0.2607652544975281,0.005253803916275501,0.00034991223947145045,8.091878407867625e-05,0.35243546962738037,0.005684633739292622,0.0029708014335483313
