epoch,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss,train/total_loss_smma
,0.001,0,,,,,,
0,,31,0.4951569139957428,0.09818561375141144,0.32155847549438477,0.009500491432845592,0.4292445182800293,
,0.001,32,,,,,,
1,,63,0.47653406858444214,0.01069222204387188,0.007689818274229765,0.001140971900895238,0.0195230133831501,
,0.001,64,,,,,,
2,,95,0.4606916308403015,0.009737690910696983,9.8663498647511e-05,0.0010089031420648098,0.010845255106687546,
,0.001,96,,,,,,
3,,127,0.4368826746940613,0.009575234726071358,5.304510341375135e-05,0.000610507617238909,0.010238787159323692,
,0.001,128,,,,,,
4,,159,0.42266371846199036,0.008044376969337463,0.0001526341657154262,0.0004335355188231915,0.008630545809864998,
,0.001,160,,,,,,
5,,191,0.41168543696403503,0.008383517153561115,0.00028723935247398913,0.0003636228502728045,0.009034380316734314,
,0.001,192,,,,,,
6,,223,0.4025437533855438,0.007403193041682243,0.0001590531028341502,0.0005020593525841832,0.00806430634111166,
,0.001,224,,,,,,
7,,255,0.39037370681762695,0.009340819902718067,0.00022813524992670864,0.0004406507941894233,0.010009605437517166,
,0.001,256,,,,,,
8,,287,0.38089731335639954,0.007699047680944204,6.0064125136705115e-05,0.00028942577773705125,0.00804853718727827,
,0.001,288,,,,,,
9,,319,0.37089353799819946,0.008314498700201511,0.0002593229291960597,0.0001674076047493145,0.0087412279099226,
,0.001,320,,,,,,
10,,351,0.36257463693618774,0.006531160790473223,0.00012388222967274487,0.00028140522772446275,0.006936447229236364,
,0.001,352,,,,,,
11,,383,0.34946027398109436,0.009870694950222969,0.00019144588441122323,0.0007132245809771121,0.010775364004075527,
,0.001,384,,,,,,
12,,415,0.3374215364456177,0.009280534461140633,0.00025726851890794933,0.000627458153758198,0.010165260173380375,
,0.001,416,,,,,,
13,,447,0.32968541979789734,0.007830067537724972,0.0003074026317335665,0.000429171253927052,0.008566641248762608,
,0.001,448,,,,,,
14,,479,0.32439520955085754,0.008072602562606335,0.00042459488031454384,0.00014541982091031969,0.008642618544399738,
,0.001,480,,,,,,
15,,511,0.3199605941772461,0.007861926220357418,0.00010462408681632951,0.0001384402421535924,0.008104990236461163,
,0.001,512,,,,,,
16,,543,0.31062331795692444,0.010144144296646118,0.0001576417707838118,0.0004651675117202103,0.01076695416122675,
,0.001,544,,,,,,
17,,575,0.29927003383636475,0.00992575939744711,8.082274143816903e-05,0.0002824596595019102,0.010289041325449944,
,0.001,576,,,,,,
18,,607,0.2918570339679718,0.00702896760776639,5.332263754098676e-05,0.00015334005001932383,0.0072356294840574265,
,0.001,608,,,,,,
19,,639,0.28454452753067017,0.005687609780579805,1.0278966328769457e-05,5.360327486414462e-05,0.0057514929212629795,
,0.001,640,,,,,,
20,,671,0.2806532084941864,0.0059313043020665646,3.247183485655114e-05,4.169685780652799e-05,0.006005473900586367,
,0.001,672,,,,,,
21,,703,0.2729782164096832,0.007688414305448532,0.00044819028698839247,0.0003479443257674575,0.0084845507517457,
,0.001,704,,,,,,
22,,735,0.267034649848938,0.008113279938697815,0.0005748072289861739,0.0006918690633028746,0.009379956871271133,
,0.001,736,,,,,,
23,,767,0.26363539695739746,0.007961015217006207,0.00025256481603719294,0.0005132919177412987,0.008726872503757477,
,0.001,768,,,,,,
24,,799,0.25989246368408203,0.008792383596301079,1.3975517504150048e-05,5.9126989071955904e-05,0.00886548776179552,
,0.001,800,,,,,,
25,,831,0.2529849708080292,0.009661175310611725,4.394802999740932e-06,8.558870467822999e-05,0.009751160629093647,
,0.001,832,,,,,,
