epoch,internal/smma_improvement,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss,train/total_loss_smma
,,0.001,0,,,,,,
0,,,60,0.48214662075042725,0.012132324278354645,0.049783188849687576,0.008294420316815376,0.07020991295576096,
,,0.001,61,,,,,,
1,,,121,0.4708574116230011,0.006538805086165667,2.5961136998375878e-05,0.00011025202547898516,0.006675020791590214,
,,0.001,122,,,,,,
2,,,182,0.46483808755874634,0.005508578848093748,2.963541010103654e-05,7.006130908848718e-05,0.005608275067061186,
,,0.001,183,,,,,,
3,,,243,0.45885398983955383,0.005354347638785839,3.058508082176559e-05,2.7177880838280544e-05,0.005412112455815077,
,,0.001,244,,,,,,
4,,,304,0.4518321752548218,0.006711185444146395,2.3729186068521813e-05,6.475787085946649e-05,0.006799672730267048,
,,0.001,305,,,,,,
5,,,365,0.44512665271759033,0.006938842125236988,2.253688217024319e-05,2.8201302484376356e-05,0.006989581510424614,
,,0.001,366,,,,,,
6,,,426,0.43890565633773804,0.00459844758734107,1.3125544683134649e-05,2.9679571525775827e-05,0.004641253966838121,
,,0.001,427,,,,,,
7,,,487,0.4331403374671936,0.005680721718817949,1.602250813448336e-05,1.9260854969616048e-05,0.005716005805879831,
,,0.001,488,,,,,,
8,,,548,0.4271438419818878,0.007465433795005083,1.1289960639260244e-05,2.3355836674454622e-05,0.007500079460442066,
,,0.001,549,,,,,,
9,,,609,0.41987037658691406,0.005508951377123594,9.275143384002149e-06,2.030386167461984e-05,0.005538531579077244,
,,0.001,610,,,,,,
10,,,670,0.4144199788570404,0.005561445374041796,6.642704647674691e-06,8.62563138070982e-06,0.005576713941991329,
,,0.001,671,,,,,,
11,,,731,0.40854114294052124,0.006593549624085426,6.268338893278269e-06,1.4341332644107752e-05,0.006614159792661667,
,,0.001,732,,,,,,
12,,,792,0.40170153975486755,0.005498768761754036,5.895713002246339e-06,1.6916159438551404e-05,0.005521579645574093,
,,0.001,793,,,,,,
13,,,853,0.3957757353782654,0.005923165008425713,4.6900418055884074e-06,9.639501513447613e-06,0.005937495268881321,
,,0.001,854,,,,,,
14,,,914,0.3911583423614502,0.005005086772143841,3.984809609391959e-06,7.424569048453122e-06,0.005016496405005455,
,,0.001,915,,,,,,
15,,,975,0.386664479970932,0.004718419164419174,3.54644453182118e-06,9.287497960031033e-06,0.00473125372081995,
,,0.001,976,,,,,,
16,,,1036,0.3804391622543335,0.006261944770812988,2.9956006528664147e-06,1.3599586054624524e-05,0.006278541870415211,
,,0.001,1037,,,,,,
17,,,1097,0.37498265504837036,0.005516647361218929,2.5121591988863656e-06,6.876954557810677e-06,0.0055260369554162025,
,,0.001,1098,,,,,,
18,,,1158,0.3692880868911743,0.004795592278242111,2.323034323126194e-06,1.0816700523719192e-05,0.004808732308447361,
,,0.001,1159,,,,,,
19,,,1219,0.3635633587837219,0.00557647505775094,2.3885854716354515e-06,9.737073014548514e-06,0.005588602274656296,
,,0.001,1220,,,,,,
20,,,1280,0.3583674430847168,0.004985406994819641,2.1660421225533355e-06,8.294265171571169e-06,0.004995868541300297,
,,0.001,1281,,,,,,
21,,,1341,0.3523692488670349,0.00482983561232686,1.9710601009137463e-06,7.242700121423695e-06,0.004839050117880106,
,,0.001,1342,,,,,,
22,,,1402,0.3467540740966797,0.004442580509930849,2.017160795730888e-06,9.066829989023972e-06,0.0044536651112139225,
,,0.001,1403,,,,,,
23,,,1463,0.3414766192436218,0.006101796869188547,2.1528576326090842e-06,1.1779368833231274e-05,0.006115731783211231,
,,0.001,1464,,,,,,
24,,,1524,0.334683358669281,0.005773037206381559,5.81285030420986e-06,1.209549736813642e-05,0.005790946073830128,
,,0.001,1525,,,,,,
25,,,1585,0.3288612365722656,0.004348159302026033,6.268193828873336e-06,3.613770968513563e-05,0.004390566144138575,
,,0.001,1586,,,,,,
26,,,1646,0.32041633129119873,0.00399202574044466,1.2722713108814787e-05,1.9917439203709364e-05,0.004024665802717209,
,,0.001,1647,,,,,,
27,,,1707,0.30894744396209717,0.003956437576562166,1.1320257726765703e-05,2.1959674995741807e-05,0.003989718854427338,
,,0.001,1708,,,,,,
28,,,1768,0.2984344959259033,0.0041997404769063,3.402629226911813e-05,3.924622797057964e-05,0.004273013677448034,
,,0.001,1769,,,,,,
29,,,1829,0.28876346349716187,0.0029110200703144073,1.4910589925420936e-05,2.1035146346548572e-05,0.00294696562923491,
,,0.001,1830,,,,,,
30,,,1890,0.2769625782966614,0.0021335033234208822,1.2922308087581769e-05,3.069849481107667e-05,0.0021771248430013657,
,,0.001,1891,,,,,,
31,,,1951,0.2662883698940277,0.0016911785351112485,1.5835592421353795e-05,5.5200260248966515e-05,0.0017622143495827913,
,,0.001,1952,,,,,,
32,,,2012,0.2604634761810303,0.0010672981152310967,1.3450307960738428e-05,4.012375939055346e-05,0.0011208724463358521,
,,0.001,2013,,,,,,
33,,,2073,0.2600511312484741,0.0011068620951846242,1.074433748726733e-05,5.44221475138329e-05,0.0011720285983756185,
,,0.001,2074,,,,,,
34,,,2134,0.2555433213710785,0.0017352389404550195,1.0047844625660218e-05,4.958546196576208e-05,0.0017948722233995795,
,,0.001,2135,,,,,,
35,,,2195,0.2555597126483917,0.000756869267206639,3.191617361153476e-05,5.284049257170409e-05,0.0008416257915087044,
,,0.001,2196,,,,,,
36,,,2256,0.26519879698753357,0.0013960772193968296,8.399593934882432e-05,5.337591937859543e-05,0.001533449161797762,
,,0.001,2257,,,,,,
37,,,2317,0.2708134055137634,0.0010595398489385843,8.794326276984066e-06,4.749319487018511e-05,0.00111582747194916,
,,0.001,2318,,,,,,
38,,,2378,0.2824643850326538,0.00039603968616575,7.832900337234605e-06,4.1035495087271556e-05,0.0004449080443009734,
,,0.001,2379,,,,,,
39,,,2439,0.2972991466522217,0.002233375096693635,7.885068043833598e-06,4.6928314986871555e-05,0.0022881885524839163,
,,0.001,2440,,,,,,
40,,,2500,0.30688294768333435,0.0008586837793700397,9.129266800300684e-06,4.777300637215376e-05,0.0009155859588645399,
,,0.001,2501,,,,,,
41,,,2561,0.3132510483264923,0.002880494110286236,7.3240553319919854e-06,3.792480856645852e-05,0.00292574311606586,
,,0.001,2562,,,,,,
42,,,2622,0.31742623448371887,0.0014388075796887279,5.5010341384331696e-06,4.004305446869694e-05,0.0014843515818938613,
,,0.001,2623,,,,,,
43,,,2683,0.31215301156044006,0.0014856201596558094,7.787437425577082e-06,5.695551953976974e-05,0.001550363376736641,
,,0.001,2684,,,,,,
44,,,2744,0.3190373480319977,0.000845950678922236,6.295779712672811e-06,3.417690459173173e-05,0.0008864229894243181,
,,0.001,2745,,,,,,
45,,,2805,0.32780691981315613,0.0012823481811210513,6.114378629717976e-05,4.7804958740016446e-05,0.001391296973451972,
,,0.001,2806,,,,,,
46,,,2866,0.3352876305580139,0.002055640332400799,2.2785583496442996e-05,2.9513688787119463e-05,0.0021079396829009056,
,,0.001,2867,,,,,,
47,,,2927,0.33962738513946533,0.001235746662132442,4.220763730700128e-05,4.489691127673723e-05,0.0013228512834757566,
,,0.001,2928,,,,,,
48,,,2988,0.33937662839889526,0.0006305818096734583,4.296314273233293e-06,2.271543962706346e-05,0.0006575934239663184,
,,0.001,2989,,,,,,
49,,,3049,0.34187430143356323,0.0009078866569325328,4.6633622332592495e-06,3.672228558571078e-05,0.0009492724784649909,
,,0.001,3050,,,,,,
50,,,3110,0.3462684154510498,0.0014213232789188623,3.951426606363384e-06,5.6932934967335314e-05,0.0014822074444964528,0.0050267186015844345
,,0.001,3111,,,,,,
51,,,3171,0.3350016474723816,0.0006861831643618643,4.603413799486589e-06,5.960000635241158e-05,0.0007503866800107062,0.004941191989928484
,,0.001,3172,,,,,,
52,,,3232,0.3302994668483734,0.0009536094730719924,3.696861313073896e-06,2.63293222815264e-05,0.000983635662123561,0.004862040746957064
,,0.001,3233,,,,,,
53,,,3293,0.3358455002307892,0.0007951095467433333,3.4775434869516175e-06,4.011549390270375e-05,0.0008387026027776301,0.004781574010848999
,,0.001,3294,,,,,,
54,,,3354,0.33279138803482056,0.0007615877548232675,3.6997555525886128e-06,4.732311936095357e-05,0.0008126106695272028,0.004702195059508085
,,0.001,3355,,,,,,
55,,,3415,0.3279617428779602,0.0007833091076463461,3.6641697533923434e-06,7.65850127208978e-05,0.0008635582053102553,0.004625421948730946
,,0.001,3416,,,,,,
56,,,3476,0.3171367645263672,0.002030932577326894,3.518648554745596e-06,4.9312857299810275e-05,0.0020837632473558187,0.004574588965624571
,,0.001,3477,,,,,,
57,,,3537,0.3157782554626465,0.0009695488843135536,1.063846139004454e-05,3.377048051333986e-05,0.0010139578953385353,0.004503376316279173
,,0.001,3538,,,,,,
58,,,3598,0.3157951831817627,0.0011888043954968452,3.286901119281538e-05,5.4699285101378337e-05,0.001276373048312962,0.0044388361275196075
,,0.001,3599,,,,,,
59,,,3659,0.3224041759967804,0.0015258073108270764,5.980053629173199e-06,3.917240974260494e-05,0.0015709595754742622,0.004381478764116764
,,0.001,3660,,,,,,
60,,,3720,0.32998546957969666,0.0006527802906930447,3.6242854548618197e-06,3.9921356801642105e-05,0.000696325849276036,0.004307775758206844
,,0.001,3721,,,,,,
61,,,3781,0.3301321268081665,0.0007471014396287501,3.805334699791274e-06,8.275465370388702e-05,0.0008336615865118802,0.004238293506205082
,,0.001,3782,,,,,,
62,,,3842,0.3340478241443634,0.00056389847304672,3.1222471079672687e-06,3.0400158721022308e-05,0.000597420905251056,0.0041654761880636215
,,0.001,3843,,,,,,
