epoch,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss
,0.001,0,,,,,
0,,60,0.4864644706249237,0.0006113376002758741,0.030374616384506226,0.007900632917881012,0.044388625770807266
,0.001,61,,,,,
1,,121,0.48183682560920715,0.0,0.006704459898173809,0.0015995714347809553,0.008304031565785408
,0.001,122,,,,,
2,,182,0.47996580600738525,0.0,0.003985031973570585,0.0006191137945279479,0.004604145884513855
,0.001,183,,,,,
3,,243,0.4782662093639374,0.0034046131186187267,0.004957669414579868,0.000760246766731143,0.03976404666900635
,0.001,244,,,,,
4,,304,0.4763549864292145,0.0013659619726240635,0.0015625290106981993,0.00028995369211770594,0.015512102283537388
,0.001,305,,,,,
5,,365,0.47534844279289246,0.0,0.0018628210527822375,0.00020672832033596933,0.0020695494022220373
,0.001,366,,,,,
6,,426,0.4741970896720886,0.0,0.001363759278319776,0.0003212041046936065,0.001684963353909552
,0.001,427,,,,,
7,,487,0.4732033908367157,0.016641080379486084,0.0014612547820433974,0.00022421230096369982,0.16809627413749695
,0.001,488,,,,,
8,,548,0.47211405634880066,0.002942478284239769,0.0010798495495691895,0.00025578239001333714,0.03076041489839554
,0.001,549,,,,,
9,,609,0.4712790846824646,0.007851664908230305,0.0009155215229839087,0.00013515450700651854,0.0795673206448555
,0.001,610,,,,,
10,,670,0.4706341028213501,0.0027761298697441816,0.0007837711600586772,0.00015021365834400058,0.028695283457636833
,0.001,671,,,,,
11,,731,0.4697449803352356,0.0,0.0004106709675397724,7.874011498643085e-05,0.0004894110606983304
,0.001,732,,,,,
12,,792,0.46896257996559143,0.0006062559550628066,0.00030979415168985724,5.736082675866783e-05,0.0064297146163880825
,0.001,793,,,,,
13,,853,0.46837514638900757,0.0,0.0004035985912196338,8.071523916441947e-05,0.00048431381583213806
,0.001,854,,,,,
14,,914,0.4676201045513153,0.0504719577729702,0.0003522927581798285,5.000446253689006e-05,0.5051218271255493
,0.001,915,,,,,
15,,975,0.4668961763381958,0.0,0.0003187020483892411,7.376390567515045e-05,0.0003924659686163068
,0.001,976,,,,,
16,,1036,0.466520756483078,0.0,0.00026486057322472334,5.5448326747864485e-05,0.0003203088999725878
,0.001,1037,,,,,
17,,1097,0.4659174084663391,0.00014137165271677077,0.00018672725127544254,4.736090704682283e-05,0.001647804630920291
,0.001,1098,,,,,
18,,1158,0.46534016728401184,0.0,0.00021953947725705802,5.753724690293893e-05,0.00027707673143595457
,0.001,1159,,,,,
19,,1219,0.4649372398853302,0.0001444335503038019,0.0001138576990342699,2.1123527403688058e-05,0.0015793167985975742
,0.001,1220,,,,,
20,,1280,0.4645238220691681,0.02088013105094433,0.00021493759413715452,0.00010269142512697726,0.20911894738674164
,0.001,1281,,,,,
21,,1341,0.46380677819252014,0.0017199162393808365,0.00011809395800810307,3.273606125731021e-05,0.01734999194741249
,0.001,1342,,,,,
22,,1402,0.4631960690021515,6.65415427647531e-05,0.00012250216968823224,3.125143120996654e-05,0.000819169043097645
,0.001,1403,,,,,
23,,1463,0.4628259241580963,0.04728737846016884,0.0001450024137739092,4.636096127796918e-05,0.4730651378631592
,0.001,1464,,,,,
24,,1524,0.462077260017395,0.00028977557667531073,0.00014677701983600855,4.0864786569727585e-05,0.0030853974167257547
,0.001,1525,,,,,
25,,1585,0.4615395963191986,0.01914229243993759,0.0001098098000511527,2.6740352041088045e-05,0.19155947864055634
,0.001,1586,,,,,
26,,1646,0.4611004590988159,0.002916232217103243,8.834328036755323e-05,2.4242699510068633e-05,0.02927490696310997
,0.001,1647,,,,,
27,,1707,0.46063193678855896,0.0,9.211620636051521e-05,2.577105988166295e-05,0.00011788726260419935
,0.001,1708,,,,,
28,,1768,0.45996686816215515,0.012584197334945202,0.000120959994092118,8.380093640880659e-05,0.12604673206806183
,0.001,1769,,,,,
29,,1829,0.459413081407547,0.0039650141261518,7.775388075970113e-05,2.0704448616015725e-05,0.039748601615428925
,0.001,1830,,,,,
30,,1890,0.45892801880836487,0.0,7.223473221529275e-05,2.0119732653256506e-05,9.235446486854926e-05
,0.001,1891,,,,,
31,,1951,0.45847630500793457,0.0,6.748066516593099e-05,2.1885522073716857e-05,8.936618542065844e-05
,0.001,1952,,,,,
32,,2012,0.45795246958732605,0.0004943914245814085,4.736443952424452e-05,1.2675809557549655e-05,0.005003954283893108
,0.001,2013,,,,,
33,,2073,0.45756325125694275,0.06433205306529999,4.784178963745944e-05,1.0167204891331494e-05,0.6433785557746887
,0.001,2074,,,,,
34,,2134,0.45707565546035767,0.0006951338145881891,5.045726356911473e-05,1.729806353978347e-05,0.007019093260169029
,0.001,2135,,,,,
35,,2195,0.45657965540885925,0.0,5.675856664311141e-05,1.6094976672320627e-05,7.285354513442144e-05
,0.001,2196,,,,,
36,,2256,0.45585954189300537,0.0037605820689350367,6.590655539184809e-05,2.7159887395100668e-05,0.037698887288570404
,0.001,2257,,,,,
37,,2317,0.4551790654659271,0.0,6.058488361304626e-05,2.105726525769569e-05,8.164215250872076e-05
,0.001,2318,,,,,
38,,2378,0.45453542470932007,0.0,7.084575190674514e-05,1.728173447190784e-05,8.812749001663178e-05
,0.001,2379,,,,,
39,,2439,0.4535044729709625,0.0011072125053033233,7.647974416613579e-05,6.224236130947247e-05,0.011210847645998001
,0.001,2440,,,,,
40,,2500,0.4528804421424866,0.0016140880761668086,5.698863242287189e-05,4.390782123664394e-05,0.016241775825619698
,0.001,2501,,,,,
41,,2561,0.45198652148246765,0.0,3.893458051607013e-05,1.817082920752e-05,5.710541154257953e-05
,0.001,2562,,,,,
42,,2622,0.4512837529182434,0.003557757008820772,4.576693754643202e-05,3.2863172236829996e-05,0.03565619885921478
,0.001,2623,,,,,
43,,2683,0.4504225552082062,0.0,4.112788519705646e-05,1.8199772966909222e-05,5.9327656344976276e-05
,0.001,2684,,,,,
44,,2744,0.44973060488700867,0.013944226317107677,4.61827585240826e-05,3.3733838790794834e-05,0.13952217996120453
,0.001,2745,,,,,
45,,2805,0.4487440586090088,8.100835839286447e-05,5.1207833166699857e-05,2.5183067918987945e-05,0.0008864745032042265
,0.001,2806,,,,,
46,,2866,0.44778114557266235,8.660103776492178e-05,5.9442616475280374e-05,3.4441523894201964e-05,0.000959894503466785
,0.001,2867,,,,,
47,,2927,0.4467538893222809,0.0025140554644167423,3.7844172766199335e-05,1.475260614824947e-05,0.025193151086568832
,0.001,2928,,,,,
48,,2988,0.4458886981010437,0.0,5.718969623558223e-05,2.2088897821959108e-05,7.927859405754134e-05
,0.001,2989,,,,,
49,,3049,0.44480636715888977,0.00019862016779370606,0.00011430417362134904,4.154932321398519e-05,0.002142055192962289
,0.001,3050,,,,,
50,,3110,0.44338735938072205,0.01415947824716568,7.497794285882264e-05,3.809237387031317e-05,0.14170785248279572
,0.001,3111,,,,,
51,,3171,0.4420780539512634,0.0,3.5821241908706725e-05,4.531370723270811e-05,8.113494550343603e-05
,0.001,3172,,,,,
52,,3232,0.44080600142478943,0.003951062448322773,2.81631073448807e-05,2.6898967917077243e-05,0.039565686136484146
,0.001,3233,,,,,
53,,3293,0.4398353695869446,0.000766425917390734,2.4222128558903933e-05,1.2900033652840648e-05,0.007701381109654903
,0.001,3294,,,,,
54,,3354,0.43884798884391785,0.007368932478129864,2.1911093426751904e-05,2.4476419639540836e-05,0.07373571395874023
,0.001,3355,,,,,
55,,3415,0.4378916323184967,0.0,2.07481425604783e-05,1.6451647752546705e-05,3.71997884940356e-05
,0.001,3416,,,,,
56,,3476,0.43669024109840393,0.0,2.0760620827786624e-05,1.1986165191046894e-05,3.274678601883352e-05
,0.001,3477,,,,,
57,,3537,0.43604880571365356,0.0017068157903850079,2.5507673854008317e-05,1.7014166587614454e-05,0.017110681161284447
,0.001,3538,,,,,
58,,3598,0.4349925220012665,0.0,3.088442826992832e-05,1.6826237697387114e-05,4.7710665967315435e-05
,0.001,3599,,,,,
59,,3659,0.4336198568344116,0.002180549083277583,4.3470987293403596e-05,1.2714053809759207e-05,0.02186167612671852
,0.001,3660,,,,,
60,,3720,0.43275186419487,0.0026428981218487024,5.8602348872227594e-05,2.316651080036536e-05,0.026510749012231827
,0.001,3721,,,,,
61,,3781,0.43163684010505676,0.01862252876162529,7.871174602769315e-05,2.2214706405065954e-05,0.18632622063159943
