epoch,internal/smma_improvement,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss,train/total_loss_smma,val/si_re
,,0.001,0,,,,,,,
0,,,60,0.4853726327419281,0.018152056261897087,0.05844700336456299,0.009791054762899876,0.08639010041952133,,0.7690491676330566
,,0.001,61,,,,,,,
1,,,121,0.474385142326355,0.006792411208152771,4.507763514993712e-05,0.0001560190721647814,0.006993509363383055,,0.6057471632957458
,,0.001,122,,,,,,,
2,,,182,0.4682008624076843,0.006410577800124884,4.8247766244458035e-05,8.700715989107266e-05,0.006545833311975002,,0.48583778738975525
,,0.001,183,,,,,,,
3,,,243,0.46193477511405945,0.005507130175828934,4.766681740875356e-05,5.128891643835232e-05,0.005606086924672127,,0.40460097789764404
,,0.001,244,,,,,,,
4,,,304,0.45693862438201904,0.005638451315462589,3.015731999767013e-05,3.0256505851866677e-05,0.005698862951248884,,0.38915565609931946
,,0.001,305,,,,,,,
5,,,365,0.452983558177948,0.006209165323525667,2.4130264137056656e-05,2.070294249278959e-05,0.006253999192267656,,0.37097761034965515
,,0.001,366,,,,,,,
6,,,426,0.4489014148712158,0.004963958170264959,2.1389896573964506e-05,2.2317228285828605e-05,0.005007665138691664,,0.35165199637413025
,,0.001,427,,,,,,,
7,,,487,0.4448666572570801,0.00532373646274209,1.784362757462077e-05,1.8813771021086723e-05,0.00536039425060153,,0.3579123616218567
,,0.001,488,,,,,,,
8,,,548,0.44122394919395447,0.005025824066251516,1.5371726476587355e-05,1.4654500773758627e-05,0.005055851303040981,,0.3660391569137573
,,0.001,549,,,,,,,
9,,,609,0.4380245506763458,0.0042695761658251286,1.3007426787225995e-05,9.392522770212963e-06,0.00429197633638978,,0.3276897668838501
,,0.001,610,,,,,,,
10,,,670,0.43454569578170776,0.004578800871968269,1.118471845984459e-05,1.0558607755228877e-05,0.0046005453914403915,,0.639762282371521
,,0.001,671,,,,,,,
11,,,731,0.4307677447795868,0.005491951480507851,1.2758840057358611e-05,3.0921852157916874e-05,0.005535632837563753,,0.4576062262058258
,,0.001,732,,,,,,,
12,,,792,0.4262150228023529,0.0051293219439685345,1.0830183782672975e-05,1.8657576219993643e-05,0.005158810410648584,,0.6265771389007568
,,0.001,793,,,,,,,
13,,,853,0.4214816987514496,0.005903001409024,1.0134322110388894e-05,1.5271471056621522e-05,0.005928408354520798,,0.3740842342376709
,,0.001,854,,,,,,,
14,,,914,0.41675177216529846,0.006299248896539211,2.0546382074826397e-05,1.2110444913560059e-05,0.006331906653940678,,0.32628196477890015
,,0.001,915,,,,,,,
15,,,975,0.41133415699005127,0.0058241188526153564,2.4162596673704684e-05,2.2534186427947134e-05,0.005870815832167864,,0.3325784504413605
,,0.001,976,,,,,,,
16,,,1036,0.4052419066429138,0.005213355179876089,8.555884960514959e-06,1.4141864994599018e-05,0.005236051976680756,,0.4142318665981293
,,0.001,1037,,,,,,,
17,,,1097,0.3999354839324951,0.00435364106670022,8.035932296479587e-06,1.2214865819260012e-05,0.004373891279101372,,0.3650757968425751
,,0.001,1098,,,,,,,
18,,,1158,0.3945174217224121,0.005123719107359648,7.668835678487085e-06,1.1994296983175445e-05,0.005143381655216217,,0.6013842821121216
,,0.001,1159,,,,,,,
19,,,1219,0.38980960845947266,0.005092565901577473,7.4952663453586865e-06,9.509983101452235e-06,0.005109570920467377,,0.316775381565094
,,0.001,1220,,,,,,,
20,,,1280,0.3844410479068756,0.00421519111841917,6.760942596883979e-06,1.5206286661850754e-05,0.004237157758325338,,0.30767396092414856
,,0.001,1281,,,,,,,
21,,,1341,0.3784596621990204,0.007013438269495964,6.885842140036402e-06,1.5777515727677383e-05,0.007036101538687944,,0.3164445757865906
,,0.001,1342,,,,,,,
22,,,1402,0.3722999393939972,0.0053778765723109245,6.368591584759997e-06,1.1826331501652021e-05,0.005396071821451187,,0.326633483171463
,,0.001,1403,,,,,,,
23,,,1463,0.36604592204093933,0.004854535683989525,7.488663413823815e-06,1.2861463801527862e-05,0.004874885082244873,,0.32830220460891724
,,0.001,1464,,,,,,,
24,,,1524,0.3591439723968506,0.005370942410081625,7.150133114919299e-06,1.8500555597711354e-05,0.005396592430770397,,0.604845404624939
,,0.001,1525,,,,,,,
25,,,1585,0.3532924950122833,0.00501048332080245,6.808048965467606e-06,7.03947625879664e-06,0.00502433069050312,,0.46864601969718933
,,0.001,1586,,,,,,,
26,,,1646,0.3491230607032776,0.004268724005669355,6.3433567447646055e-06,7.3837786658259574e-06,0.0042824517004191875,,0.41753455996513367
,,0.001,1647,,,,,,,
27,,,1707,0.3445364832878113,0.00464079761877656,6.638674221903784e-06,8.481908480462153e-06,0.004655917640775442,,0.33463871479034424
,,0.001,1708,,,,,,,
28,,,1768,0.3388192057609558,0.005232781637459993,9.22400886338437e-06,1.1615482435445301e-05,0.005253620445728302,,0.42916685342788696
,,0.001,1769,,,,,,,
29,,,1829,0.33357563614845276,0.005544784478843212,9.64851369644748e-06,1.0764947546704207e-05,0.005565198138356209,,0.42234617471694946
,,0.001,1830,,,,,,,
30,,,1890,0.32847079634666443,0.004193903412669897,1.2789703760063276e-05,1.2573001185955945e-05,0.0042192661203444,,0.32371988892555237
,,0.001,1891,,,,,,,
31,,,1951,0.32017073035240173,0.003951285034418106,4.206035373499617e-05,4.726405313704163e-05,0.004040609113872051,,0.5573194622993469
,,0.001,1952,,,,,,,
32,,,2012,0.3100406527519226,0.003970207180827856,2.9676231861230917e-05,3.510173337417655e-05,0.00403498625382781,,0.5612791776657104
,,0.001,2013,,,,,,,
33,,,2073,0.30172768235206604,0.003553581889718771,6.302656402112916e-05,2.5858225853880867e-05,0.0036424663849174976,,0.4352274239063263
,,0.001,2074,,,,,,,
34,,,2134,0.2939237654209137,0.0025951662100851536,4.778318907483481e-05,7.35875655664131e-05,0.00271653663367033,,0.5404390692710876
,,0.001,2135,,,,,,,
35,,,2195,0.28109461069107056,0.0020090362522751093,0.0001304577017435804,5.7320390624227e-05,0.0021968139335513115,,0.3897492587566376
,,0.001,2196,,,,,,,
36,,,2256,0.26826193928718567,0.00223197927698493,2.7490637876326218e-05,8.345889364136383e-05,0.0023429288994520903,,0.34711894392967224
,,0.001,2257,,,,,,,
37,,,2317,0.2578679621219635,0.003132330486550927,1.575281930854544e-05,4.5884113205829635e-05,0.0031939682085067034,,0.3456721007823944
,,0.001,2318,,,,,,,
38,,,2378,0.2505878210067749,0.0026996475644409657,2.013031735259574e-05,9.376060188515112e-05,0.002813538769260049,,0.45528241991996765
,,0.001,2379,,,,,,,
39,,,2439,0.23949980735778809,0.0020789308473467827,1.710156720946543e-05,6.500454037450254e-05,0.002161037176847458,,0.44687265157699585
,,0.001,2440,,,,,,,
40,,,2500,0.2385227233171463,0.0032364041544497013,1.5578752936562523e-05,5.7378878409508616e-05,0.003309362567961216,,0.46124139428138733
,,0.001,2501,,,,,,,
41,,,2561,0.23621028661727905,0.0038551229517906904,1.4610524885938503e-05,7.963324605952948e-05,0.0039493669755756855,,0.4200969934463501
,,0.001,2562,,,,,,,
42,,,2622,0.22970722615718842,0.0012830336345359683,1.3414292880042922e-05,5.3647243476007134e-05,0.001350095379166305,,0.3643844723701477
,,0.001,2623,,,,,,,
43,,,2683,0.22927606105804443,0.00043409017962403595,1.57997892529238e-05,8.61921944306232e-05,0.0005360821378417313,,0.290277361869812
,,0.001,2684,,,,,,,
44,,,2744,0.2351582646369934,0.0012157292803749442,1.3060333003522828e-05,6.856109393993393e-05,0.0012973503908142447,,0.2810000479221344
,,0.001,2745,,,,,,,
45,,,2805,0.2415250986814499,0.0012957104481756687,1.118894579121843e-05,7.131783058866858e-05,0.0013782173627987504,,0.36114466190338135
,,0.001,2806,,,,,,,
46,,,2866,0.24643991887569427,0.0018327023135498166,1.1147081750095822e-05,6.12696967436932e-05,0.0019051189301535487,,0.30046308040618896
,,0.001,2867,,,,,,,
47,,,2927,0.2572177052497864,0.002709311433136463,9.26952179725049e-06,3.365263546584174e-05,0.0027522335294634104,,0.33089056611061096
,,0.001,2928,,,,,,,
48,,,2988,0.26063746213912964,0.0014524450525641441,1.2836833775509149e-05,5.955821688985452e-05,0.0015248400159180164,,0.4515349864959717
,,0.001,2989,,,,,,,
49,,,3049,0.2638972997665405,0.00185939681250602,5.783326196251437e-05,9.0336638095323e-05,0.002007567323744297,,0.3260522782802582
,,0.001,3050,,,,,,,
50,,,3110,0.26133784651756287,0.002740344498306513,2.2772941520088352e-05,6.65223560645245e-05,0.0028296392410993576,0.005810917820781469,0.35026565194129944
,,0.001,3111,,,,,,,
51,,,3171,0.26347658038139343,0.0013937881449237466,1.168965536635369e-05,6.352417403832078e-05,0.0014690016396343708,0.005724079441279173,0.3838634788990021
,,0.001,3172,,,,,,,
52,,,3232,0.2742250859737396,0.0005580360302701592,8.059385436354205e-06,6.872286030557007e-05,0.0006348183960653841,0.005622294265776873,0.32960379123687744
,,0.001,3233,,,,,,,
53,,,3293,0.2860279381275177,0.0007427475065924227,7.60307284508599e-06,4.691485082730651e-05,0.0007972654420882463,0.005525793414562941,0.2666322588920593
,,0.001,3294,,,,,,,
54,,,3354,0.3012787997722626,0.00038300512824207544,7.269824891409371e-06,3.774695869651623e-05,0.00042802191455848515,0.005423838272690773,0.27977439761161804
,,0.001,3355,,,,,,,
55,,,3415,0.3160061836242676,0.0011503308778628707,6.698087418044452e-06,3.714775448315777e-05,0.0011941767297685146,0.005339244846254587,0.25620537996292114
,,0.001,3416,,,,,,,
56,,,3476,0.3282760679721832,0.002055038930848241,0.0007102903909981251,8.765403617871925e-05,0.0028529835399240255,0.0052895196713507175,0.35086721181869507
,,0.001,3477,,,,,,,
57,,,3537,0.31460919976234436,0.0005635193665511906,3.3701890060910955e-05,4.419674223754555e-05,0.0006414179806597531,0.005196557845920324,0.3322516679763794
,,0.001,3538,,,,,,,
58,,,3598,0.30099597573280334,0.000527251570019871,6.126592325017555e-06,4.955223994329572e-05,0.0005829305155202746,0.0051042851991951466,0.20933784544467926
,,0.001,3599,,,,,,,
59,,,3659,0.3104231357574463,0.0014891219325363636,4.939853624819079e-06,3.735506470547989e-05,0.0015314167831093073,0.005032827612012625,0.26174864172935486
,,0.001,3660,,,,,,,
60,,,3720,0.321585476398468,0.00030298129422590137,4.650600658351323e-06,3.65128435078077e-05,0.00034414464607834816,0.004939054138958454,0.2786785960197449
,,0.001,3721,,,,,,,
61,,,3781,0.3307475447654724,0.003148870775476098,4.0910381358116865e-06,6.148492684587836e-05,0.0032144468277692795,0.004904562141746283,0.22450672090053558
,,0.001,3782,,,,,,,
62,,,3842,0.3300160765647888,0.0008143091108649969,3.813615876424592e-06,4.106792766833678e-05,0.0008591905934736133,0.0048236544243991375,0.22054097056388855
,,0.001,3843,,,,,,,
63,,,3903,0.3327495753765106,0.0005240266327746212,3.98801603296306e-06,2.9652408557012677e-05,0.0005576671101152897,0.004738334566354752,0.20316852629184723
,,0.001,3904,,,,,,,
64,,,3964,0.34399378299713135,0.0004547372227534652,4.3849081521329936e-06,3.587116225389764e-05,0.0004949933500029147,0.004653467796742916,0.21849747002124786
,,0.001,3965,,,,,,,
65,,,4025,0.3495946228504181,0.00013171830505598336,3.946813649235992e-06,2.2172745957504958e-05,0.00015783787239342928,0.004563555587083101,0.18125604093074799
,,0.001,4026,,,,,,,
66,,,4086,0.35994765162467957,0.0015856416430324316,4.571894805849297e-06,6.091138129704632e-05,0.0016511244466528296,0.004505306947976351,0.18690051138401031
,,0.001,4087,,,,,,,
67,,,4147,0.3672669529914856,0.0007773904944770038,4.112604983674828e-06,3.0440478440141305e-05,0.0008119435515254736,0.004431439563632011,0.2552291452884674
,,0.001,4148,,,,,,,
68,,,4208,0.37416377663612366,0.0008073737844824791,3.6902235933666816e-06,3.7590991269098595e-05,0.0008486548904329538,0.0043597836047410965,0.17841315269470215
,,0.001,4209,,,,,,,
69,,,4269,0.37589019536972046,0.0007450131815858185,3.802933406404918e-06,3.8731814129278064e-05,0.0007875479641370475,0.004288339056074619,0.1544540673494339
,,0.001,4270,,,,,,,
70,,,4330,0.3681337237358093,0.0003293069894425571,4.3162890506209806e-06,5.431292811408639e-05,0.00038793630665168166,0.0042103310115635395,0.1740247905254364
,,0.001,4331,,,,,,,
71,,,4391,0.3687736988067627,0.00032772604026831686,3.3011774576152675e-06,4.604571222444065e-05,0.00037707292358390987,0.004133665934205055,0.15381203591823578
,,0.001,4392,,,,,,,
72,,,4452,0.37083274126052856,0.00038736581336706877,3.217817265976919e-06,3.46636152244173e-05,0.000425247271778062,0.004059497267007828,0.15895020961761475
,,0.001,4453,,,,,,,
73,,,4513,0.3739127218723297,0.0005508057656697929,3.2020211619965266e-06,2.6234929464408197e-05,0.0005802427185699344,0.003989912569522858,0.23071803152561188
,,0.001,4514,,,,,,,
74,,,4574,0.37430882453918457,0.0003514579439070076,4.064479981025215e-06,8.035068458411843e-05,0.0004358731093816459,0.003918831702321768,0.18308348953723907
,,0.001,4575,,,,,,,
75,,,4635,0.36766019463539124,0.00035380537156015635,3.1955923986970447e-06,2.7988453439320438e-05,0.00038498957292176783,0.0038481547962874174,0.23872219026088715
,,0.001,4636,,,,,,,
76,,,4696,0.369191437959671,0.001024097204208374,3.804639618465444e-06,9.203945228364319e-05,0.0011199412401765585,0.0037935904692858458,0.23179662227630615
,,0.001,4697,,,,,,,
77,,,4757,0.3584425747394562,0.0008243501652032137,8.882132533472031e-06,7.697044202359393e-05,0.0009102028561756015,0.0037359227426350117,0.3017525374889374
,,0.001,4758,,,,,,,
78,,,4818,0.35266584157943726,0.0006517191068269312,5.305260856403038e-06,7.296950207091868e-05,0.0007299938588403165,0.003675804240629077,0.260473370552063
,,0.001,4819,,,,,,,
79,,,4879,0.3501119911670685,0.0010313793318346143,3.832413767668186e-06,4.828584860661067e-05,0.0010834980057552457,0.0036239579785615206,0.2717694044113159
,,0.001,4880,,,,,,,
80,,,4940,0.35041430592536926,0.0006164753576740623,2.6630550564732403e-06,4.138386793783866e-05,0.0006605222588405013,0.0035646893084049225,0.1948263943195343
,,0.001,4941,,,,,,,
81,,,5001,0.35269466042518616,0.000629264279268682,3.17402123073407e-06,5.3439140174305066e-05,0.0006858775159344077,0.0035071130841970444,0.3997098207473755
,,0.001,5002,,,,,,,
82,,,5062,0.3457183837890625,0.0005654648412019014,2.8495317110355245e-06,6.013603342580609e-05,0.0006284503033384681,0.0034495398867875338,0.21718265116214752
,,0.001,5063,,,,,,,
83,,,5123,0.34528806805610657,0.0014869887381792068,8.959392289398238e-05,5.6715012760832906e-05,0.001633297884836793,0.003413215046748519,0.21797558665275574
,,0.001,5124,,,,,,,
84,,,5184,0.3463899791240692,0.0005012641195207834,5.2126592890999746e-06,4.418951357365586e-05,0.0005506663001142442,0.0033559640869498253,0.24169613420963287
,,0.001,5185,,,,,,,
85,,,5245,0.3495332598686218,0.0006053996621631086,2.3275656531041022e-06,3.168847251799889e-05,0.0006394156371243298,0.003301633056253195,0.1503135859966278
,,0.001,5246,,,,,,,
86,,,5306,0.35465729236602783,0.0007238058606162667,2.361491169722285e-06,2.9058322979835793e-05,0.0007552258321084082,0.0032507048454135656,0.13681863248348236
,,0.001,5307,,,,,,,
87,,,5367,0.365201860666275,0.0006390002672560513,2.612809566926444e-06,4.037514008814469e-05,0.0006819883128628135,0.0031993305310606956,0.13839881122112274
,,0.001,5368,,,,,,,
88,,,5428,0.3713267147541046,0.0011903353733941913,3.0376497761608334e-06,5.8577054005581886e-05,0.0012519501615315676,0.00316038285382092,0.25807061791419983
,,0.001,5429,,,,,,,
89,,,5489,0.36621105670928955,0.0005110783386044204,2.357696075705462e-06,4.779043956659734e-05,0.0005612265085801482,0.003108399920165539,0.24040035903453827
,,0.001,5490,,,,,,,
90,,,5550,0.3547227382659912,0.0004960020887665451,2.466390469635371e-06,0.00012473373499233276,0.0006232023006305099,0.0030586959328502417,0.3813250660896301
,,0.001,5551,,,,,,,
91,,,5611,0.3350469470024109,0.0007724117604084313,2.371981281612534e-06,5.978453191346489e-05,0.0008345685200765729,0.003014213405549526,0.21597886085510254
,,0.001,5612,,,,,,,
92,,,5672,0.3304319977760315,0.0011450094170868397,3.7241049994918285e-06,4.2367068090243265e-05,0.0011911005713045597,0.0029777511954307556,0.2780800759792328
,,0.001,5673,,,,,,,
93,,,5733,0.32713156938552856,0.0005429609445855021,2.3880411390564404e-06,8.861808601068333e-05,0.0006339671672321856,0.002930875401943922,0.23831036686897278
,,0.001,5734,,,,,,,
94,,,5794,0.32654011249542236,0.0005934142391197383,2.017753786276444e-06,4.964926847605966e-05,0.0006450812797993422,0.002885159570723772,0.21076704561710358
,,0.001,5795,,,,,,,
