,L_pde,L_ic,L_data,L_total
2814,4.646336e-09,1.908669e-10,2.201363e-08,2.685083e-08
2815,6.061259e-09,9.336357e-11,1.714844e-08,2.330307e-08
2816,4.704661e-09,2.539537e-10,2.298088e-08,2.793950e-08
2817,6.943986e-09,1.666243e-10,1.506550e-08,2.217611e-08
2818,4.546124e-09,4.065160e-11,2.298578e-08,2.757255e-08
2819,6.423484e-09,9.966264e-10,4.772191e-08,5.514202e-08
2820,5.764820e-09,7.059989e-11,5.228325e-08,5.811867e-08
2821,9.913819e-09,6.399475e-11,1.204482e-07,1.304260e-07
2822,5.524390e-09,1.081885e-10,2.658111e-08,3.221369e-08
2823,5.232697e-09,3.802584e-11,5.036904e-08,5.563976e-08
2824,4.638801e-09,2.903780e-11,1.757476e-08,2.224260e-08
2825,5.655911e-09,1.264217e-10,1.350546e-08,1.928779e-08
2826,4.763415e-09,4.611474e-11,2.592008e-08,3.072961e-08
2827,4.588242e-09,8.209916e-11,2.330112e-08,2.797146e-08
2828,4.649910e-09,5.657727e-11,1.754787e-08,2.225436e-08
2829,5.355107e-09,1.472893e-10,2.877232e-08,3.427471e-08
2830,5.701739e-09,1.183683e-10,1.850370e-08,2.432380e-08
2831,4.631924e-09,3.921396e-11,2.551409e-08,3.018522e-08
2832,5.093649e-09,3.051994e-10,2.721750e-08,3.261635e-08
2833,4.660238e-09,4.713410e-11,2.763148e-08,3.233885e-08
2834,4.698943e-09,7.408809e-11,3.124142e-08,3.601445e-08
2835,4.826991e-09,7.198927e-11,3.934381e-08,4.424279e-08
2836,5.375986e-09,5.293420e-11,7.107457e-08,7.650350e-08
2837,6.050382e-09,1.454589e-10,7.862375e-08,8.481959e-08
2838,4.814920e-09,3.327259e-11,1.347537e-08,1.832356e-08
2839,4.698240e-09,5.599586e-11,2.779523e-08,3.254947e-08
2840,5.040022e-09,8.971705e-11,2.979675e-08,3.492649e-08
2841,4.514007e-09,1.687130e-10,1.373897e-08,1.842169e-08
2842,4.590319e-09,7.439733e-11,1.433974e-08,1.900446e-08
2843,4.557835e-09,1.684866e-10,1.950329e-08,2.422961e-08
2844,4.542185e-09,3.797743e-11,2.576908e-08,3.034924e-08
2845,4.502827e-09,4.609733e-11,1.959871e-08,2.414764e-08
2846,4.508403e-09,1.818462e-10,2.027100e-08,2.496125e-08
2847,4.544572e-09,1.868636e-10,1.557018e-08,2.030161e-08
2848,4.738819e-09,2.250836e-10,2.451080e-08,2.947470e-08
2849,5.885636e-09,8.186405e-11,1.326097e-08,1.922847e-08
2850,4.751232e-09,6.089041e-11,2.214339e-08,2.695551e-08
2851,4.675910e-09,1.425163e-10,1.370706e-08,1.852549e-08
2852,4.641527e-09,9.681452e-11,2.493258e-08,2.967092e-08
2853,5.217248e-09,1.629914e-10,1.893780e-08,2.431803e-08
2854,5.990850e-09,4.409818e-11,6.452117e-08,7.055612e-08
2855,4.538720e-09,1.109048e-10,1.551046e-08,2.016009e-08
2856,6.613512e-09,1.479842e-10,3.196025e-08,3.872175e-08
2857,5.364328e-09,3.072303e-11,2.020695e-07,2.074646e-07
2858,5.381430e-09,8.397915e-11,1.913335e-08,2.459876e-08
2859,4.975490e-09,1.714902e-10,8.235411e-08,8.750109e-08
2860,4.560420e-09,1.597898e-10,4.069422e-08,4.541443e-08
2861,4.972048e-09,5.211143e-11,2.573370e-08,3.075786e-08
2862,4.749322e-09,4.678971e-11,1.484971e-08,1.964583e-08
2863,4.812561e-09,4.915077e-11,3.566965e-08,4.053136e-08
2864,6.930136e-09,1.150997e-10,3.804470e-08,4.508994e-08
2865,4.941039e-09,8.965826e-11,1.379579e-08,1.882649e-08
2866,4.662295e-09,2.912886e-10,2.273515e-08,2.768873e-08
2867,4.486486e-09,1.332910e-10,5.473858e-08,5.935836e-08
2868,4.528748e-09,4.886740e-11,6.827955e-08,7.285716e-08
2869,4.842650e-09,1.608674e-10,2.996074e-08,3.496426e-08
2870,5.171564e-09,4.187775e-11,1.495397e-08,2.016741e-08
2871,5.414797e-09,2.215753e-10,1.569313e-08,2.132950e-08
2872,1.889527e-08,2.292189e-10,7.986864e-07,8.178109e-07
2873,5.579017e-09,9.939995e-11,6.255544e-08,6.823386e-08
2874,5.117062e-09,3.968013e-11,2.588952e-08,3.104626e-08
2875,5.667280e-09,1.314477e-10,2.588286e-08,3.168159e-08
2876,4.654312e-09,8.861283e-11,1.416147e-08,1.890440e-08
2877,4.645062e-09,2.431885e-10,1.628960e-08,2.117785e-08
2878,4.515239e-09,5.436369e-11,1.361045e-08,1.818006e-08
2879,5.184180e-09,4.840022e-11,3.065712e-08,3.588970e-08
2880,4.711148e-09,1.847693e-10,2.258854e-08,2.748446e-08
2881,5.353399e-09,4.554525e-11,4.593376e-08,5.133271e-08
2882,5.587461e-09,9.979872e-11,2.966762e-08,3.535488e-08
2883,4.681938e-09,9.834100e-11,2.596290e-08,3.074317e-08
2884,4.842079e-09,3.626845e-10,1.373572e-08,1.894048e-08
2885,4.825996e-09,1.872506e-10,3.707398e-08,4.208722e-08
2886,4.593310e-09,1.510795e-10,1.573565e-08,2.048004e-08
2887,4.670729e-09,7.153823e-11,2.146046e-08,2.620272e-08
2888,4.625671e-09,4.377936e-11,1.385742e-08,1.852687e-08
2889,4.413886e-09,4.881553e-11,1.315475e-08,1.761745e-08
2890,4.555835e-09,3.842093e-11,1.413938e-08,1.873363e-08
2891,4.401379e-09,4.754106e-11,1.801789e-08,2.246681e-08
2892,4.401533e-09,4.805292e-11,1.271276e-08,1.716235e-08
2893,4.409980e-09,3.918725e-11,1.578322e-08,2.023239e-08
2894,4.637342e-09,4.693540e-11,1.397398e-08,1.865826e-08
2895,4.782052e-09,5.475378e-11,1.481867e-08,1.965548e-08
2896,4.431924e-09,5.876454e-11,1.228976e-08,1.678045e-08
2897,4.426996e-09,4.732520e-11,2.219640e-08,2.667072e-08
2898,5.228444e-09,4.443609e-11,1.339338e-08,1.866626e-08
2899,4.472009e-09,4.275066e-11,2.241006e-08,2.692483e-08
2900,4.827507e-09,4.417520e-11,8.340056e-08,8.827224e-08
2901,4.386821e-09,4.725685e-11,1.417430e-08,1.860838e-08
2902,4.346611e-09,4.227240e-11,1.420917e-08,1.859805e-08
2903,4.373759e-09,3.825869e-11,1.409667e-08,1.850869e-08
2904,4.678159e-09,3.628932e-11,2.030158e-08,2.501602e-08
2905,4.406154e-09,3.671694e-11,1.859771e-08,2.304058e-08
2906,4.438363e-09,3.134186e-11,1.594672e-08,2.041643e-08
2907,5.986681e-09,4.674007e-11,1.651607e-08,2.254949e-08
2908,4.574848e-09,4.591657e-11,1.721402e-08,2.183479e-08
2909,4.496260e-09,3.966360e-11,1.288370e-08,1.741963e-08
2910,4.826788e-09,4.474980e-11,1.345222e-08,1.832376e-08
2911,4.406719e-09,3.889726e-11,1.249444e-08,1.694005e-08
2912,4.358428e-09,4.611174e-11,1.259200e-08,1.699654e-08
2913,4.955784e-09,4.621156e-11,3.970752e-08,4.470952e-08
2914,7.680502e-09,3.531619e-11,1.702350e-08,2.473932e-08
2915,5.241042e-09,3.698404e-11,1.821185e-08,2.348987e-08
2916,5.291791e-09,1.138834e-10,1.539271e-08,2.079839e-08
2917,4.360609e-09,4.149622e-11,1.546388e-08,1.986599e-08
2918,4.400281e-09,3.872954e-11,1.448174e-08,1.892075e-08
2919,4.433515e-09,8.404061e-11,1.672177e-08,2.123933e-08
2920,5.143673e-09,1.085447e-10,2.798384e-08,3.323606e-08
2921,4.712538e-09,3.977363e-11,1.465088e-08,1.940320e-08
2922,4.513864e-09,3.389421e-11,2.261132e-08,2.715907e-08
2923,4.352872e-09,4.165755e-11,1.606533e-08,2.045986e-08
2924,4.605720e-09,5.036429e-11,1.219415e-08,1.685024e-08
2925,4.413344e-09,3.656530e-11,2.507691e-08,2.952682e-08
2926,4.386572e-09,8.153558e-11,3.525865e-08,3.972675e-08
2927,4.731739e-09,6.426935e-11,1.716869e-08,2.196470e-08
2928,4.547685e-09,3.847636e-11,2.598911e-08,3.057527e-08
2929,5.328570e-09,8.368017e-11,1.247141e-08,1.788366e-08
2930,5.568396e-09,5.370456e-11,1.813711e-08,2.375921e-08
2931,4.352943e-09,1.296265e-10,1.240210e-08,1.688467e-08
2932,4.532812e-09,4.025788e-11,1.194995e-08,1.652302e-08
2933,4.311401e-09,4.590164e-11,1.514798e-08,1.950528e-08
2934,4.323614e-09,4.587965e-11,1.189921e-08,1.626871e-08
2935,4.496766e-09,5.465694e-11,1.294804e-08,1.749946e-08
2936,4.458642e-09,5.348084e-11,1.339143e-08,1.790356e-08
2937,4.372404e-09,4.393659e-11,2.638004e-08,3.079638e-08
2938,4.299930e-09,1.916914e-10,1.490198e-08,1.939360e-08
2939,6.636943e-09,6.825979e-11,3.059170e-08,3.729691e-08
2940,5.618719e-09,5.048630e-11,1.367981e-08,1.934902e-08
2941,4.436031e-09,1.773886e-10,1.253551e-08,1.714893e-08
2942,4.398540e-09,4.482338e-11,1.537734e-08,1.982070e-08
2943,4.633669e-09,5.795437e-11,1.793814e-08,2.262976e-08
2944,4.272644e-09,4.112316e-11,1.259956e-08,1.691333e-08
2945,4.263802e-09,1.104610e-10,1.254436e-08,1.691862e-08
2946,5.604061e-09,5.210348e-11,1.841095e-08,2.406712e-08
2947,4.802831e-09,4.088206e-11,2.238733e-08,2.723105e-08
2948,4.453241e-09,6.757860e-11,1.207918e-08,1.660000e-08
2949,4.291399e-09,4.948510e-11,1.391148e-08,1.825236e-08
2950,5.039501e-09,5.875427e-11,1.649946e-08,2.159771e-08
2951,4.748602e-09,6.568569e-11,8.355195e-08,8.836624e-08
2952,4.728931e-09,4.755815e-11,1.688707e-08,2.166356e-08
2953,4.277736e-09,7.045368e-11,2.257873e-08,2.692692e-08
2954,4.625329e-09,3.757381e-11,1.280388e-08,1.746678e-08
2955,4.289919e-09,1.155955e-10,2.687951e-08,3.128502e-08
2956,4.294473e-09,9.055710e-11,1.578703e-08,2.017205e-08
2957,4.506201e-09,4.393627e-11,1.677723e-08,2.132737e-08
2958,4.573314e-09,3.788406e-11,1.220805e-08,1.681925e-08
2959,4.590383e-09,7.223563e-11,1.284285e-08,1.750547e-08
2960,5.618426e-09,8.933707e-11,1.481167e-08,2.051944e-08
2961,4.621250e-09,4.619887e-11,2.315757e-08,2.782502e-08
2962,4.363294e-09,3.921968e-11,1.976979e-08,2.417230e-08
2963,4.281245e-09,1.023122e-10,1.320293e-08,1.758649e-08
2964,4.869486e-09,7.562906e-11,1.604917e-08,2.099428e-08
2965,4.528985e-09,3.595480e-11,1.577297e-08,2.033791e-08
2966,4.823515e-09,4.419089e-11,1.773752e-08,2.260522e-08
2967,4.358201e-09,3.874686e-11,1.674476e-08,2.114171e-08
2968,4.541198e-09,5.505690e-11,1.476239e-08,1.935864e-08
2969,4.250519e-09,9.630179e-11,2.154342e-08,2.589024e-08
2970,4.529762e-09,2.717559e-11,3.441126e-08,3.896820e-08
2971,4.392267e-09,3.198905e-11,1.601590e-08,2.044015e-08
2972,4.357119e-09,3.411486e-11,1.233989e-08,1.673113e-08
2973,4.235495e-09,4.259980e-11,1.349669e-08,1.777478e-08
2974,4.436873e-09,4.000884e-11,1.578807e-08,2.026495e-08
2975,4.453562e-09,3.201087e-11,3.774551e-08,4.223109e-08
2976,4.853958e-09,6.370999e-11,1.739808e-08,2.231574e-08
2977,4.266988e-09,7.345832e-11,1.576440e-08,2.010485e-08
2978,5.245637e-09,5.584716e-11,1.713768e-08,2.243916e-08
2979,4.409221e-09,4.626908e-11,2.113288e-08,2.558837e-08
2980,4.483050e-09,1.116081e-10,2.157633e-08,2.617099e-08
2981,4.893106e-09,5.163378e-11,1.428752e-08,1.923226e-08
2982,4.497494e-09,4.578265e-11,1.347655e-08,1.801983e-08
2983,4.822115e-09,5.145700e-11,1.829402e-08,2.316759e-08
2984,4.910513e-09,4.787100e-11,2.229594e-08,2.725433e-08
2985,4.257333e-09,1.049237e-10,1.235077e-08,1.671302e-08
2986,4.347159e-09,6.719360e-11,1.206331e-08,1.647766e-08
2987,4.346904e-09,4.338828e-11,1.850368e-08,2.289397e-08
2988,4.557566e-09,3.817456e-11,1.218032e-08,1.677606e-08
2989,4.208736e-09,5.195880e-11,1.392468e-08,1.818537e-08
2990,4.223521e-09,5.523952e-11,1.203997e-08,1.631873e-08
2991,4.268760e-09,4.165035e-11,1.196435e-08,1.627476e-08
2992,4.509071e-09,5.074042e-11,1.421422e-08,1.877403e-08
2993,4.172640e-09,3.912983e-11,1.372203e-08,1.793380e-08
2994,4.215080e-09,5.589835e-11,1.229726e-08,1.656823e-08
2995,7.553593e-09,8.557163e-11,3.328699e-08,4.092616e-08
2996,4.415698e-09,4.329666e-11,1.366562e-08,1.812461e-08
2997,4.777903e-09,4.530037e-11,1.945923e-08,2.428243e-08
2998,4.470197e-09,4.388774e-11,7.503848e-08,7.955256e-08
2999,6.760443e-09,1.453759e-10,4.331712e-08,5.022294e-08
3000,4.555736e-09,4.693166e-11,1.328670e-08,1.788937e-08
3001,4.243020e-09,3.933468e-11,1.318630e-08,1.746866e-08
3002,4.510053e-09,3.581649e-11,1.694874e-08,2.149461e-08
3003,4.375440e-09,5.148519e-11,1.948067e-08,2.390760e-08
3004,4.374137e-09,4.215729e-11,1.723947e-08,2.165577e-08
3005,4.548755e-09,3.518715e-11,2.321297e-08,2.779691e-08
3006,4.468127e-09,5.086186e-11,1.470813e-08,1.922712e-08
3007,4.210630e-09,4.401334e-11,2.068606e-08,2.494071e-08
3008,4.395874e-09,4.755705e-11,2.619483e-08,3.063826e-08
3009,4.259046e-09,8.134484e-11,1.536840e-08,1.970879e-08
3010,4.556868e-09,7.354506e-11,1.992643e-08,2.455685e-08
3011,4.172921e-09,8.043313e-11,1.260348e-08,1.685683e-08
3012,4.388340e-09,5.879880e-11,1.436276e-08,1.880990e-08
3013,5.981813e-09,4.493010e-11,1.578401e-08,2.181075e-08
3014,4.210933e-09,5.386846e-11,1.656062e-08,2.082542e-08
3015,5.130879e-09,4.600180e-11,1.592582e-08,2.110270e-08
3016,5.102869e-09,5.507433e-11,1.861836e-08,2.377630e-08
3017,4.291274e-09,3.618754e-11,1.495793e-08,1.928539e-08
3018,4.511674e-09,8.842319e-11,3.057820e-08,3.517829e-08
3019,4.171786e-09,4.613289e-11,1.449510e-08,1.871302e-08
3020,5.367005e-09,4.463465e-11,1.428542e-08,1.969706e-08
3021,4.238992e-09,3.823490e-11,1.440308e-08,1.868031e-08
3022,5.093881e-09,5.630298e-11,1.379474e-08,1.894492e-08
3023,4.175187e-09,1.466177e-10,1.894037e-08,2.326218e-08
3024,4.221740e-09,4.777510e-11,1.269051e-08,1.696003e-08
3025,4.184481e-09,4.168187e-11,1.163243e-08,1.585859e-08
3026,8.054837e-09,4.452698e-11,9.998513e-08,1.080845e-07
3027,4.602284e-09,3.327625e-11,2.999728e-08,3.463284e-08
3028,4.363784e-09,4.641606e-11,2.542144e-08,2.983164e-08
3029,4.169971e-09,6.207320e-11,1.351722e-08,1.774926e-08
3030,4.406162e-09,4.603210e-11,1.427397e-08,1.872616e-08
3031,4.213165e-09,5.169394e-11,1.272998e-08,1.699484e-08
3032,4.252009e-09,4.019139e-11,1.724456e-08,2.153676e-08
3033,4.286984e-09,5.189888e-11,2.530412e-08,2.964300e-08
3034,4.765598e-09,4.910691e-11,1.944745e-08,2.426215e-08
3035,4.163131e-09,4.912492e-11,2.177824e-08,2.599049e-08
3036,4.159890e-09,7.555718e-11,1.725297e-08,2.148842e-08
3037,4.244340e-09,4.427872e-11,1.283083e-08,1.711944e-08
3038,4.250354e-09,4.693838e-11,1.214227e-08,1.643956e-08
3039,4.228952e-09,9.500099e-11,2.157027e-08,2.589422e-08
3040,4.116216e-09,6.177351e-11,1.145584e-08,1.563383e-08
3041,4.674730e-09,6.485549e-11,1.141852e-08,1.615810e-08
3042,4.415257e-09,1.660304e-10,1.150225e-08,1.608354e-08
3043,4.263023e-09,6.183687e-11,2.395082e-08,2.827568e-08
3044,4.242639e-09,5.957692e-11,2.527531e-08,2.957753e-08
3045,4.779457e-09,4.695393e-11,2.212811e-08,2.695452e-08
3046,4.873741e-09,6.423889e-11,1.322413e-08,1.816211e-08
3047,4.131777e-09,1.186685e-10,2.010367e-08,2.435411e-08
3048,5.664877e-09,4.282293e-11,2.113544e-08,2.684314e-08
3049,4.322316e-09,9.588442e-11,1.249337e-08,1.691157e-08
3050,4.293406e-09,5.273902e-11,1.595350e-08,2.029964e-08
3051,4.154457e-09,5.203724e-11,1.312706e-08,1.733355e-08
3052,5.009940e-09,4.773007e-11,1.306546e-08,1.812313e-08
3053,5.385603e-09,5.787533e-11,1.897785e-08,2.442133e-08
3054,5.346813e-09,7.300130e-11,2.805948e-08,3.347930e-08
3055,4.605727e-09,5.928465e-11,1.369560e-08,1.836061e-08
3056,4.439538e-09,4.492444e-11,2.462701e-08,2.911148e-08
3057,4.493164e-09,4.519058e-11,1.469722e-08,1.923558e-08
3058,4.144607e-09,4.550739e-11,1.321094e-08,1.740105e-08
3059,4.420476e-09,8.894394e-11,1.229566e-08,1.680507e-08
3060,4.118834e-09,6.327123e-11,1.257894e-08,1.676104e-08
3061,5.077582e-09,8.595244e-11,4.353716e-08,4.870069e-08
3062,4.180955e-09,8.767323e-11,1.644189e-08,2.071051e-08
3063,4.253568e-09,5.625647e-11,1.588296e-08,2.019279e-08
3064,4.494096e-09,4.996032e-11,1.146937e-08,1.601343e-08
3065,4.220743e-09,8.665315e-11,1.426742e-08,1.857482e-08
3066,4.114524e-09,4.692282e-11,1.365774e-08,1.781919e-08
3067,4.335630e-09,1.095397e-10,1.510340e-08,1.954857e-08
3068,5.466989e-09,6.841669e-11,1.138966e-08,1.692507e-08
3069,4.485864e-09,4.683835e-11,1.174298e-08,1.627568e-08
3070,4.144352e-09,4.172475e-11,1.301015e-08,1.719623e-08
3071,4.158183e-09,6.897007e-11,1.522037e-08,1.944752e-08
3072,4.242243e-09,1.155109e-10,1.621740e-08,2.057516e-08
3073,4.465444e-09,8.740172e-11,2.969840e-08,3.425124e-08
3074,4.110322e-09,9.278071e-11,1.252881e-08,1.673192e-08
3075,4.399540e-09,6.208296e-11,2.075847e-08,2.522009e-08
3076,4.080900e-09,6.436194e-11,1.245749e-08,1.660275e-08
3077,4.103436e-09,5.897846e-11,1.498001e-08,1.914242e-08
3078,4.445910e-09,8.721170e-11,1.551248e-08,2.004560e-08
3079,4.442525e-09,1.249860e-10,3.330235e-08,3.786986e-08
3080,5.335638e-09,5.977630e-11,1.403867e-08,1.943409e-08
3081,5.234698e-09,6.180827e-11,1.617839e-08,2.147489e-08
3082,4.490937e-09,6.656391e-11,1.242686e-08,1.698436e-08
3083,4.156576e-09,8.185416e-11,1.861422e-08,2.285265e-08
3084,4.150100e-09,7.218243e-11,1.711016e-08,2.133244e-08
3085,4.497679e-09,4.809507e-11,4.342734e-08,4.797312e-08
3086,4.118566e-09,6.162127e-11,1.421721e-08,1.839740e-08
3087,5.383291e-09,1.089354e-10,1.316499e-08,1.865721e-08
3088,4.056941e-09,4.690911e-11,1.229073e-08,1.639458e-08
3089,4.383036e-09,4.604233e-11,3.421564e-08,3.864472e-08
3090,4.548601e-09,4.186294e-11,1.358062e-08,1.817108e-08
3091,4.055016e-09,4.919379e-11,1.451015e-08,1.861436e-08
3092,4.267059e-09,8.859128e-11,1.150344e-08,1.585909e-08
3093,4.811578e-09,6.125209e-11,1.278581e-08,1.765864e-08
3094,5.883767e-09,4.323225e-11,1.569375e-08,2.162075e-08
3095,4.119138e-09,5.024959e-11,1.312492e-08,1.729430e-08
3096,4.031730e-09,4.148614e-11,3.289184e-08,3.696506e-08
3097,4.284594e-09,6.008150e-11,4.896397e-08,5.330864e-08
3098,4.110004e-09,1.736412e-10,1.669733e-08,2.098098e-08
3099,4.039174e-09,7.651049e-11,1.239879e-08,1.651448e-08
3100,4.177136e-09,8.023199e-11,1.668919e-08,2.094655e-08
3101,4.060814e-09,4.107000e-11,1.332521e-08,1.742709e-08
3102,4.017127e-09,3.992092e-11,1.144143e-08,1.549848e-08
3103,4.170356e-09,7.563799e-11,1.884337e-08,2.308937e-08
3104,4.093320e-09,7.720011e-11,2.328428e-08,2.745480e-08
3105,4.071592e-09,4.915418e-11,1.181069e-08,1.593143e-08
3106,4.032988e-09,4.803019e-11,1.140941e-08,1.549043e-08
3107,4.147298e-09,5.690299e-11,1.189600e-08,1.610020e-08
3108,4.237992e-09,4.403326e-11,1.112433e-08,1.540635e-08
3109,4.535556e-09,4.555149e-11,1.928289e-08,2.386400e-08
3110,4.112183e-09,4.153028e-11,1.277538e-08,1.692909e-08
3111,4.129644e-09,6.505418e-11,2.271804e-08,2.691274e-08
3112,4.161663e-09,3.630312e-11,1.471788e-08,1.891585e-08
3113,4.017468e-09,4.419139e-11,1.201001e-08,1.607167e-08
3114,4.143090e-09,6.354964e-11,1.770992e-08,2.191656e-08
3115,4.269935e-09,3.630986e-11,1.706227e-08,2.136851e-08
3116,4.085380e-09,4.092781e-11,2.109863e-08,2.522494e-08
3117,4.137922e-09,5.607254e-11,2.486284e-08,2.905683e-08
3118,4.005168e-09,4.685612e-11,1.690171e-08,2.095373e-08
3119,4.852595e-09,3.891576e-11,1.316652e-08,1.805803e-08
3120,4.459616e-09,4.521532e-11,1.405617e-08,1.856100e-08
3121,4.015464e-09,3.882084e-11,1.912908e-08,2.318337e-08
3122,4.047792e-09,5.027372e-11,1.214131e-08,1.623938e-08
3123,4.132127e-09,4.027778e-11,1.154185e-08,1.571425e-08
3124,4.071524e-09,4.561208e-11,1.275059e-08,1.686772e-08
3125,4.232422e-09,6.298486e-11,1.236282e-08,1.665823e-08
3126,4.177449e-09,4.105217e-11,1.127083e-08,1.548933e-08
3127,4.071586e-09,5.000684e-11,1.575513e-08,1.987672e-08
3128,4.739841e-09,3.677282e-11,1.607518e-08,2.085179e-08
3129,4.652222e-09,6.127705e-11,3.125602e-08,3.596952e-08
3130,3.986269e-09,5.214071e-11,1.161448e-08,1.565289e-08
3131,4.348277e-09,4.552541e-11,1.151024e-08,1.590405e-08
3132,4.273070e-09,9.281664e-11,3.025521e-08,3.462110e-08
3133,3.963387e-09,4.799008e-11,1.334656e-08,1.735793e-08
3134,4.472556e-09,5.864605e-11,1.830365e-08,2.283485e-08
3135,4.689874e-09,6.005841e-11,2.792620e-08,3.267613e-08
3136,4.863695e-09,5.813250e-11,1.961709e-08,2.453891e-08
3137,4.649390e-09,6.179474e-11,3.284774e-08,3.755893e-08
3138,4.011519e-09,3.926814e-11,3.431201e-08,3.836279e-08
3139,4.993448e-09,3.927427e-11,1.726242e-08,2.229515e-08
3140,5.413054e-09,4.455086e-11,1.752466e-08,2.298226e-08
3141,5.271945e-09,4.461554e-11,3.498700e-08,4.030356e-08
3142,4.389168e-09,8.537308e-11,1.708010e-08,2.155464e-08
3143,3.969491e-09,4.089640e-11,1.119507e-08,1.520545e-08
3144,4.260968e-09,4.646791e-11,1.606841e-08,2.037585e-08
3145,4.042291e-09,5.513987e-11,2.004915e-08,2.414658e-08
3146,4.086349e-09,4.263467e-11,1.541920e-08,1.954818e-08
3147,4.190774e-09,5.351818e-11,1.381874e-08,1.806304e-08
3148,4.036265e-09,5.052210e-11,2.345558e-08,2.754237e-08
3149,5.824506e-09,7.652215e-11,1.263216e-08,1.853319e-08
3150,4.147002e-09,4.160637e-11,1.222707e-08,1.641567e-08
3151,3.961681e-09,2.567773e-10,1.214757e-08,1.636603e-08
3152,4.057625e-09,4.793333e-11,1.123432e-08,1.533988e-08
3153,4.203412e-09,4.872351e-11,1.930289e-08,2.355502e-08
3154,4.167419e-09,8.424608e-11,1.753755e-08,2.178921e-08
3155,5.453147e-09,6.682586e-11,1.548692e-08,2.100689e-08
3156,3.917783e-09,1.205940e-10,1.804409e-08,2.208246e-08
3157,4.289531e-09,5.005247e-11,1.749848e-08,2.183806e-08
3158,3.968582e-09,4.048496e-11,2.732173e-08,3.133080e-08
3159,3.976135e-09,1.333726e-10,1.395187e-08,1.806138e-08
3160,4.355309e-09,5.023265e-11,1.835970e-08,2.276524e-08
3161,4.027497e-09,4.337846e-11,2.101939e-08,2.509027e-08
3162,4.114176e-09,5.288813e-11,1.288978e-08,1.705684e-08
3163,4.519590e-09,9.619196e-11,1.076054e-08,1.537632e-08
3164,5.789894e-09,4.316734e-11,1.462332e-08,2.045638e-08
3165,3.941620e-09,5.304743e-11,2.234634e-08,2.634101e-08
3166,4.084058e-09,5.024683e-11,1.209760e-08,1.623191e-08
3167,5.173826e-09,6.933682e-11,3.542859e-08,4.067175e-08
3168,3.984681e-09,1.028277e-10,2.985687e-08,3.394437e-08
3169,4.097500e-09,5.171930e-11,1.078973e-08,1.493894e-08
3170,4.883686e-09,3.266016e-10,1.117291e-08,1.638320e-08
3171,3.940178e-09,6.926588e-11,1.120522e-08,1.521466e-08
3172,3.925065e-09,7.023516e-11,1.110413e-08,1.509943e-08
3173,3.929277e-09,6.775981e-11,1.127067e-08,1.526770e-08
3174,3.956578e-09,5.521782e-11,1.809203e-08,2.210383e-08
3175,3.965337e-09,6.497585e-11,1.420524e-08,1.823556e-08
3176,3.943555e-09,5.352248e-11,1.574118e-08,1.973826e-08
3177,3.917569e-09,6.616390e-11,1.500691e-08,1.899065e-08
3178,4.059946e-09,3.812970e-11,2.534347e-08,2.944155e-08
3179,3.981337e-09,6.050959e-11,1.512628e-08,1.916812e-08
3180,3.949234e-09,7.835305e-11,3.869670e-08,4.272428e-08
3181,4.504429e-09,5.644168e-11,1.462985e-08,1.919072e-08
3182,4.221935e-09,8.361411e-11,1.516513e-08,1.947068e-08
3183,4.133190e-09,5.700478e-11,2.540174e-08,2.959193e-08
3184,4.433625e-09,3.807397e-11,1.296020e-08,1.743190e-08
3185,4.107756e-09,6.303708e-11,2.415402e-08,2.832481e-08
3186,4.123627e-09,1.373650e-10,1.285690e-08,1.711790e-08
3187,4.558292e-09,5.456022e-11,1.683243e-08,2.144528e-08
3188,4.710634e-09,4.062838e-11,1.134744e-08,1.609870e-08
3189,3.918943e-09,4.668719e-11,1.925451e-08,2.322014e-08
3190,3.927335e-09,5.724794e-11,1.787802e-08,2.186260e-08
3191,4.241423e-09,8.959147e-11,1.819966e-08,2.253067e-08
3192,4.437601e-09,4.280730e-11,3.868444e-08,4.316485e-08
3193,3.977311e-09,5.698830e-11,1.834825e-08,2.238255e-08
3194,3.868772e-09,9.680864e-11,1.134840e-08,1.531398e-08
3195,4.095468e-09,4.692249e-11,1.229640e-08,1.643879e-08
3196,3.950472e-09,4.238633e-11,7.816230e-08,8.215516e-08
3197,4.144183e-09,4.314065e-11,1.129777e-08,1.548509e-08
3198,3.946442e-09,5.047909e-11,1.100876e-08,1.500569e-08
3199,4.410416e-09,7.518319e-11,1.070196e-08,1.518756e-08
3200,4.010611e-09,4.908944e-11,1.308761e-08,1.714731e-08
3201,4.457693e-09,5.665015e-11,3.562129e-08,4.013564e-08
3202,4.772223e-09,7.434940e-11,2.564714e-08,3.049372e-08
3203,3.970199e-09,8.008275e-11,1.185346e-08,1.590374e-08
3204,4.809983e-09,7.365431e-11,1.561856e-08,2.050220e-08
3205,3.970035e-09,4.377994e-11,1.165209e-08,1.566591e-08
3206,6.151940e-09,6.503830e-11,5.438439e-08,6.060137e-08
3207,4.613997e-09,6.625351e-11,1.793500e-08,2.261525e-08
3208,3.851956e-09,4.357245e-11,1.284034e-08,1.673587e-08
3209,3.858150e-09,4.039330e-11,2.169647e-08,2.559501e-08
3210,4.241387e-09,8.112497e-11,5.874568e-08,6.306819e-08
3211,4.214344e-09,3.721267e-11,1.441274e-08,1.866429e-08
3212,4.575039e-09,3.229426e-11,2.505885e-08,2.966618e-08
