,L_pde,L_ic,L_data,L_total
951,3.423358e-08,6.043689e-13,9.630725e-08,1.305414e-07
952,3.261369e-08,1.115740e-11,1.630270e-07,1.956519e-07
953,3.869867e-08,2.865943e-12,8.544825e-08,1.241498e-07
954,4.963941e-08,9.844144e-13,1.922450e-07,2.418854e-07
955,3.998197e-08,3.997247e-12,9.910803e-08,1.390940e-07
956,5.448094e-08,1.500258e-11,4.529732e-07,5.074691e-07
957,3.432724e-08,1.453605e-10,2.871260e-07,3.215986e-07
958,3.882064e-08,2.678840e-13,1.015095e-07,1.403304e-07
959,3.407285e-08,1.614722e-11,1.330009e-07,1.670899e-07
960,3.610849e-08,3.789185e-11,2.207147e-07,2.568611e-07
961,3.007936e-08,8.302319e-11,2.858452e-07,3.160076e-07
962,2.997535e-08,2.531643e-12,1.457670e-07,1.757449e-07
963,3.317436e-08,4.074619e-12,4.739317e-07,5.071101e-07
964,2.930635e-08,2.133179e-11,9.657061e-08,1.258983e-07
965,3.277726e-08,1.593621e-12,2.127732e-07,2.455521e-07
966,3.172341e-08,4.937703e-10,1.086464e-07,1.408635e-07
967,5.038370e-08,5.075430e-10,1.095694e-07,1.604606e-07
968,6.554391e-08,4.050781e-09,3.082807e-07,3.778754e-07
969,9.707790e-08,1.350115e-10,7.001363e-06,7.098576e-06
970,1.191488e-07,5.342771e-08,1.877386e-05,1.894644e-05
971,4.449520e-07,1.943426e-08,1.336400e-05,1.382838e-05
972,3.056084e-07,7.183838e-08,4.715091e-05,4.752836e-05
973,1.270485e-07,2.029497e-10,4.003625e-06,4.130877e-06
974,1.352480e-07,6.170999e-10,2.086776e-06,2.222641e-06
975,5.078383e-08,8.969256e-10,4.982842e-07,5.499650e-07
976,5.544772e-08,1.850486e-07,4.005047e-07,6.410010e-07
977,3.426792e-08,1.972647e-12,2.448147e-07,2.790846e-07
978,3.212467e-08,2.376208e-11,1.193163e-07,1.514647e-07
979,2.905407e-08,6.593655e-08,1.201797e-07,2.151703e-07
980,3.956272e-08,5.790855e-10,1.728323e-07,2.129741e-07
981,3.171709e-08,1.705885e-10,1.170436e-07,1.489313e-07
982,4.684157e-08,3.412681e-09,1.409506e-06,1.459760e-06
983,3.932500e-08,3.978332e-10,4.824761e-07,5.221990e-07
984,3.869094e-08,2.970613e-09,3.208366e-07,3.624982e-07
985,3.542935e-08,4.109963e-10,8.022378e-07,8.380782e-07
986,5.652781e-08,1.797176e-08,2.850072e-07,3.595068e-07
987,3.402249e-08,2.724770e-09,4.694365e-07,5.061838e-07
988,4.043729e-08,3.320472e-08,1.735099e-06,1.808741e-06
989,2.602827e-08,4.615536e-10,1.299251e-07,1.564149e-07
990,5.972998e-08,1.324139e-09,1.675688e-06,1.736742e-06
991,9.974930e-08,1.817386e-09,7.841173e-07,8.856840e-07
992,2.793106e-08,1.073812e-07,2.137621e-07,3.490743e-07
993,3.191407e-08,1.072863e-08,1.532526e-06,1.575169e-06
994,4.873225e-08,6.124823e-10,8.181749e-07,8.675196e-07
995,9.453960e-08,3.215294e-09,2.356761e-07,3.334310e-07
996,1.503919e-07,7.467445e-09,9.810336e-07,1.138893e-06
997,6.240246e-07,7.180835e-09,2.871765e-04,2.878077e-04
998,1.339854e-07,3.215016e-09,3.559657e-06,3.696858e-06
999,4.031337e-08,1.039541e-07,2.900841e-07,4.343516e-07
1000,2.043782e-06,1.569700e-08,2.448855e-05,2.654803e-05
1001,1.620659e-07,2.719946e-08,1.712637e-05,1.731563e-05
1002,6.170904e-08,4.498082e-09,4.580622e-06,4.646829e-06
1003,4.039796e-08,3.024223e-08,2.281580e-07,2.987982e-07
1004,3.957916e-08,2.796111e-09,4.026915e-07,4.450667e-07
1005,5.069310e-08,2.260711e-09,1.413143e-07,1.942681e-07
1006,5.466158e-08,2.094434e-09,4.969311e-07,5.536871e-07
1007,4.003909e-08,9.870745e-10,3.259165e-07,3.669427e-07
1008,3.313396e-08,7.431750e-10,3.014910e-07,3.353682e-07
1009,3.442663e-08,5.960534e-08,6.131860e-07,7.072180e-07
1010,3.334174e-08,1.501601e-09,6.486221e-07,6.834655e-07
1011,3.292368e-08,5.944911e-09,3.589830e-07,3.978516e-07
1012,3.343302e-08,3.145303e-08,1.159501e-06,1.224387e-06
1013,4.213463e-08,1.610026e-08,1.158364e-07,1.740713e-07
1014,5.929353e-08,1.468317e-08,9.639070e-07,1.037884e-06
1015,2.908162e-08,1.016005e-08,3.157232e-07,3.549649e-07
1016,4.948825e-08,1.080614e-07,7.139960e-07,8.715457e-07
1017,2.890322e-08,1.257775e-09,8.836597e-08,1.185270e-07
1018,2.640951e-08,6.412820e-09,1.942946e-07,2.271169e-07
1019,2.710792e-08,8.336137e-09,1.884087e-07,2.238527e-07
1020,5.691388e-08,3.019484e-07,2.813269e-06,3.172131e-06
1021,3.963301e-08,2.160883e-10,6.421563e-07,6.820054e-07
1022,3.365979e-08,3.300258e-09,4.697137e-07,5.066738e-07
1023,7.717722e-08,1.809766e-08,3.885862e-07,4.838611e-07
1024,4.482707e-07,1.723105e-08,1.027093e-05,1.073643e-05
1025,1.587162e-07,8.708676e-09,2.800096e-05,2.816839e-05
1026,2.056265e-07,1.214353e-07,4.607837e-06,4.934898e-06
1027,7.176634e-06,2.158016e-08,1.639360e-05,2.359181e-05
1028,1.248509e-07,9.942593e-09,5.227729e-06,5.362523e-06
1029,3.893306e-08,1.270577e-08,2.853618e-07,3.370006e-07
1030,5.306077e-08,8.481140e-08,1.763249e-07,3.141971e-07
1031,3.787596e-08,1.975640e-10,1.383943e-07,1.764678e-07
1032,2.669582e-08,2.686943e-12,9.892110e-08,1.256196e-07
1033,2.681092e-08,1.150183e-08,1.769036e-07,2.152163e-07
1034,3.107407e-08,2.216585e-09,1.960115e-07,2.293021e-07
1035,2.801697e-08,8.122382e-08,1.520082e-07,2.612490e-07
1036,2.872836e-08,3.300444e-10,1.387796e-07,1.678380e-07
1037,5.411568e-08,7.676260e-08,5.882620e-07,7.191402e-07
1038,5.261240e-08,6.738006e-08,7.201440e-07,8.401365e-07
1039,5.929500e-08,6.948201e-08,3.557419e-07,4.845190e-07
1040,5.686510e-08,2.573022e-08,2.850985e-06,2.933580e-06
1041,1.321516e-07,2.439616e-08,6.380343e-06,6.536890e-06
1042,1.365290e-07,1.045408e-08,1.334492e-06,1.481475e-06
1043,4.063687e-08,1.561623e-09,3.845080e-07,4.267065e-07
1044,1.151726e-07,5.132692e-09,1.088295e-06,1.208600e-06
1045,6.595365e-08,5.601615e-09,5.319510e-07,6.035062e-07
1046,1.292129e-07,4.336133e-09,5.015879e-06,5.149428e-06
1047,3.009030e-07,8.411301e-09,9.196266e-06,9.505580e-06
1048,6.524993e-08,5.254211e-11,8.752809e-07,9.405834e-07
1049,4.365885e-08,3.878952e-09,8.857832e-07,9.333210e-07
1050,3.435020e-08,1.665356e-10,3.056450e-07,3.401618e-07
1051,3.570621e-08,1.616397e-08,1.632231e-07,2.150933e-07
1052,4.458103e-08,2.715682e-09,1.352847e-06,1.400144e-06
1053,3.799403e-08,1.824736e-07,3.393968e-07,5.598645e-07
1054,1.775452e-07,1.109370e-08,9.851526e-06,1.004016e-05
1055,5.571774e-08,4.184127e-09,1.045427e-05,1.051417e-05
1056,9.963580e-06,1.819635e-08,5.218241e-05,6.216419e-05
1057,2.433769e-06,1.375103e-10,3.290133e-06,5.724040e-06
1058,8.999808e-08,9.957833e-10,1.544122e-06,1.635116e-06
1059,4.008210e-08,6.937756e-08,4.905211e-07,5.999808e-07
1060,3.452155e-08,1.940666e-09,1.144254e-07,1.508877e-07
1061,3.161258e-08,4.236275e-09,1.485699e-07,1.844188e-07
1062,3.844449e-08,3.128627e-08,8.467984e-07,9.165292e-07
1063,3.850932e-08,5.182982e-11,2.292084e-07,2.677695e-07
1064,2.961872e-08,7.253008e-09,1.307046e-07,1.675763e-07
1065,3.337448e-08,8.395443e-08,9.396699e-07,1.056999e-06
1066,5.223009e-08,1.306113e-09,3.882353e-07,4.417716e-07
1067,3.387581e-08,4.706511e-08,5.368689e-07,6.178099e-07
1068,3.847465e-08,8.547983e-09,1.447971e-07,1.918198e-07
1069,2.905159e-08,1.402564e-07,1.239821e-07,2.932901e-07
1070,2.742809e-08,5.099614e-09,1.336446e-07,1.661724e-07
1071,2.884196e-08,1.674701e-09,3.030788e-07,3.335955e-07
1072,1.270963e-07,1.601435e-08,4.356516e-06,4.499627e-06
1073,1.489563e-07,3.085840e-09,4.433767e-07,5.954188e-07
1074,3.218178e-08,7.266352e-08,5.998090e-07,7.046543e-07
1075,2.781395e-08,1.093279e-11,2.398063e-07,2.676312e-07
1076,4.279702e-08,1.566032e-09,3.365116e-07,3.808746e-07
1077,2.882270e-08,5.578340e-09,1.880061e-07,2.224072e-07
1078,3.265582e-08,2.190508e-09,4.220570e-07,4.569034e-07
1079,3.535347e-08,4.322465e-08,1.102951e-07,1.888732e-07
1080,8.347285e-08,3.475692e-13,7.472241e-07,8.306973e-07
1081,4.371593e-08,1.903921e-09,3.384658e-07,3.840856e-07
1082,5.360427e-08,1.315614e-08,1.440513e-07,2.108117e-07
1083,3.871963e-08,1.025362e-12,2.592730e-07,2.979936e-07
1084,2.647143e-08,2.890260e-09,2.022149e-07,2.315766e-07
1085,4.427942e-08,1.946183e-09,3.885460e-07,4.347716e-07
1086,1.095912e-07,1.960555e-07,1.334539e-05,1.365104e-05
1087,5.404807e-07,1.438821e-10,4.454220e-05,4.508283e-05
1088,7.709248e-07,6.389231e-09,7.532464e-06,8.309778e-06
1089,2.686948e-07,1.194747e-09,1.162456e-05,1.189445e-05
1090,3.153420e-07,1.405711e-08,1.868391e-05,1.901331e-05
1091,4.216992e-08,5.153291e-10,9.068560e-07,9.495413e-07
1092,7.820768e-08,4.543588e-09,1.799253e-06,1.882004e-06
1093,4.554673e-08,1.983531e-10,4.642392e-07,5.099842e-07
1094,5.242617e-08,9.200855e-10,1.861583e-06,1.914929e-06
1095,3.609289e-08,2.145694e-10,5.824529e-07,6.187603e-07
1096,2.614288e-08,2.877531e-09,1.757850e-07,2.048054e-07
1097,2.548773e-08,2.518802e-10,1.045317e-07,1.302714e-07
1098,2.601736e-08,9.559090e-09,1.170852e-07,1.526617e-07
1099,3.005081e-08,1.780002e-09,1.602981e-07,1.921289e-07
1100,2.458577e-08,1.024936e-09,1.128801e-07,1.384909e-07
1101,2.584529e-08,1.643135e-10,2.658940e-07,2.919036e-07
1102,2.603207e-08,8.621679e-09,2.831405e-07,3.177942e-07
1103,2.893737e-08,6.975792e-11,1.521411e-07,1.811482e-07
1104,3.064166e-08,4.078829e-08,1.047702e-07,1.762001e-07
1105,6.723854e-08,2.761678e-09,1.429319e-06,1.499319e-06
1106,3.092643e-08,7.801535e-10,1.694856e-07,2.011922e-07
1107,2.415779e-08,1.417955e-09,6.748561e-07,7.004318e-07
1108,8.557058e-08,6.307431e-09,1.246314e-06,1.338192e-06
1109,4.202589e-08,7.510985e-08,5.196894e-07,6.368251e-07
1110,2.356651e-08,8.000026e-08,6.797152e-07,7.832820e-07
1111,2.582414e-08,6.356230e-09,5.993830e-07,6.315634e-07
1112,4.282809e-08,1.018212e-08,2.190139e-07,2.720241e-07
1113,1.883292e-07,6.536435e-10,2.277071e-06,2.466054e-06
1114,5.075406e-07,1.318810e-08,1.834511e-06,2.355240e-06
1115,5.811658e-07,4.318004e-09,8.869075e-06,9.454558e-06
1116,4.522869e-08,2.488294e-11,2.505833e-07,2.958369e-07
1117,3.042381e-08,1.417162e-09,1.586047e-07,1.904456e-07
1118,2.986664e-08,1.604828e-09,7.674075e-08,1.082122e-07
1119,1.289553e-07,1.175448e-08,4.797624e-07,6.204722e-07
1120,5.500627e-08,5.152541e-08,9.381147e-06,9.487679e-06
1121,6.250134e-08,2.358294e-11,3.827219e-06,3.889744e-06
1122,2.882997e-08,1.018516e-07,2.732945e-07,4.039761e-07
1123,2.308441e-08,1.371824e-09,8.443545e-08,1.088917e-07
1124,2.748788e-08,6.836719e-08,2.178801e-07,3.137351e-07
1125,3.002620e-08,2.658421e-11,3.012278e-07,3.312805e-07
1126,9.455708e-08,1.736796e-08,8.068271e-07,9.187521e-07
1127,1.236906e-07,1.409923e-08,3.181561e-06,3.319351e-06
1128,3.835819e-07,1.320428e-08,4.360543e-05,4.400222e-05
1129,6.694043e-08,2.308516e-09,3.189432e-06,3.258681e-06
1130,3.851056e-08,3.682490e-09,1.971322e-07,2.393253e-07
1131,3.905592e-08,2.472056e-08,1.957362e-06,2.021139e-06
1132,5.224212e-08,3.778408e-09,4.748499e-06,4.804519e-06
1133,7.458242e-08,1.679821e-07,2.973979e-06,3.216543e-06
1134,3.792177e-08,3.327878e-10,2.011073e-06,2.049328e-06
1135,1.415283e-07,5.865674e-08,3.458944e-07,5.460795e-07
1136,3.240350e-08,5.363221e-08,6.791158e-07,7.651515e-07
1137,2.609895e-08,1.206761e-09,1.970763e-07,2.243820e-07
1138,2.429454e-08,1.296859e-09,8.292304e-08,1.085144e-07
1139,3.431877e-08,7.096046e-10,3.885756e-07,4.236040e-07
1140,2.540433e-08,4.828943e-09,2.833989e-07,3.136321e-07
1141,5.971312e-07,1.803618e-09,8.905827e-06,9.504762e-06
1142,4.142561e-08,9.658945e-09,3.286241e-07,3.797086e-07
1143,9.033705e-08,2.987263e-08,1.949935e-06,2.070145e-06
1144,1.676719e-07,1.536526e-09,1.370814e-06,1.540023e-06
1145,4.020117e-08,1.859661e-11,5.468858e-07,5.871056e-07
1146,2.602982e-08,2.837503e-10,1.953264e-07,2.216399e-07
1147,2.520518e-08,2.642637e-08,1.229892e-07,1.746208e-07
1148,2.876687e-08,1.561057e-08,4.484555e-07,4.928330e-07
1149,3.120893e-08,1.802988e-07,3.860229e-07,5.975306e-07
1150,3.155129e-08,1.653343e-13,3.938741e-07,4.254256e-07
1151,1.048624e-07,8.949269e-11,3.598991e-07,4.648510e-07
1152,5.429277e-08,1.332828e-07,2.414061e-06,2.601637e-06
1153,1.311840e-07,6.101755e-11,1.177505e-06,1.308750e-06
1154,9.346212e-08,4.608490e-08,4.483195e-07,5.878666e-07
1155,3.753193e-08,7.524429e-08,2.648408e-06,2.761185e-06
1156,4.154491e-08,4.194428e-09,1.216317e-06,1.262056e-06
1157,1.288215e-06,2.077656e-08,6.273406e-05,6.404304e-05
1158,6.676198e-07,1.137169e-08,5.178218e-05,5.246117e-05
1159,8.579536e-08,9.573350e-11,1.728192e-06,1.814083e-06
1160,3.937916e-08,3.332832e-12,1.942426e-07,2.336251e-07
1161,3.031176e-08,8.727645e-09,2.581540e-07,2.971934e-07
1162,2.680200e-08,2.545848e-12,3.124213e-07,3.392259e-07
1163,2.461289e-08,2.616670e-12,1.152981e-07,1.399137e-07
1164,8.829900e-08,1.910125e-09,9.743269e-07,1.064536e-06
1165,5.335702e-08,1.095194e-09,3.348460e-06,3.402912e-06
1166,3.040362e-08,3.372879e-11,2.344812e-07,2.649186e-07
1167,2.501540e-08,2.763860e-08,1.348607e-07,1.875147e-07
1168,2.813863e-08,3.323885e-12,3.048616e-07,3.330035e-07
1169,2.960028e-08,3.016677e-09,5.020166e-07,5.346336e-07
1170,2.232138e-08,1.354716e-07,1.313821e-07,2.891751e-07
1171,2.487593e-08,2.973526e-09,1.338301e-07,1.616795e-07
1172,2.308788e-08,5.165914e-11,3.103925e-07,3.335320e-07
1173,3.666881e-08,1.064232e-10,2.851366e-07,3.219118e-07
1174,2.182896e-08,1.600316e-09,2.129849e-07,2.364142e-07
1175,3.092044e-08,6.696821e-10,3.209974e-07,3.525875e-07
1176,2.451936e-08,6.170163e-08,8.890856e-08,1.751295e-07
1177,3.000132e-08,1.261756e-10,7.805602e-07,8.106877e-07
1178,1.105500e-07,1.023352e-08,3.024007e-07,4.231843e-07
1179,9.107842e-08,1.480715e-08,6.553466e-06,6.659352e-06
1180,4.585629e-08,3.985178e-09,5.204583e-07,5.702998e-07
1181,3.077889e-08,1.536601e-08,1.256793e-07,1.718242e-07
1182,3.296758e-08,3.924934e-08,3.449466e-07,4.171636e-07
1183,4.907783e-08,3.229339e-09,1.028273e-07,1.551345e-07
1184,2.462349e-08,1.214931e-09,5.293318e-07,5.551702e-07
1185,3.716217e-08,2.116457e-10,6.830554e-07,7.204292e-07
1186,3.164151e-08,1.346120e-08,3.297839e-07,3.748866e-07
1187,2.508135e-08,2.782448e-10,1.178007e-07,1.431602e-07
1188,3.335071e-08,8.492917e-10,6.602058e-07,6.944058e-07
1189,3.599028e-08,2.384535e-08,1.098281e-06,1.158117e-06
1190,4.069770e-08,1.688832e-10,2.139796e-06,2.180663e-06
1191,3.243321e-08,6.339843e-10,1.150851e-06,1.183919e-06
1192,6.050193e-08,5.193009e-09,1.261429e-06,1.327124e-06
1193,1.117761e-06,1.803651e-07,1.144737e-05,1.274549e-05
1194,9.308119e-08,1.166561e-09,4.847374e-06,4.941622e-06
1195,3.643428e-08,3.721131e-09,2.662212e-07,3.063766e-07
1196,3.328379e-08,2.373416e-09,8.262043e-07,8.618615e-07
1197,1.434771e-07,4.786973e-09,1.275437e-07,2.758078e-07
1198,2.527668e-08,6.052670e-09,2.341810e-07,2.655104e-07
1199,3.380532e-08,8.656247e-09,1.649395e-07,2.074011e-07
1200,3.079438e-08,7.235769e-10,2.903452e-07,3.218632e-07
1201,5.422672e-08,5.702888e-10,4.860718e-06,4.915515e-06
1202,5.805075e-07,1.639087e-08,2.527630e-06,3.124529e-06
1203,1.545484e-07,1.190887e-09,4.526789e-06,4.682528e-06
1204,2.395277e-08,2.160730e-08,1.290730e-07,1.746331e-07
1205,9.776450e-08,3.608103e-09,1.012161e-06,1.113533e-06
1206,1.431822e-07,2.373638e-09,1.877388e-05,1.891943e-05
1207,1.942772e-07,5.551950e-10,1.145381e-06,1.340213e-06
1208,7.689194e-08,5.404714e-08,3.923682e-06,4.054621e-06
1209,5.438296e-08,9.505642e-09,3.238319e-06,3.302208e-06
1210,3.390358e-08,6.394599e-08,6.669515e-07,7.648010e-07
1211,1.454162e-07,1.234172e-08,3.549349e-05,3.565125e-05
1212,5.049977e-08,1.185640e-08,1.170110e-05,1.176346e-05
1213,4.389993e-08,8.094858e-08,6.826064e-07,8.074549e-07
1214,3.328783e-08,5.651356e-09,9.029253e-07,9.418644e-07
1215,5.563881e-08,3.269287e-10,1.420222e-06,1.476188e-06
1216,7.664583e-08,4.924299e-10,7.662962e-07,8.434345e-07
1217,4.788760e-08,1.456628e-10,1.446747e-06,1.494780e-06
1218,2.657550e-08,1.626246e-08,4.146513e-07,4.574892e-07
1219,2.371296e-08,4.184837e-08,1.604790e-07,2.260404e-07
1220,2.103558e-08,4.350168e-11,8.443392e-08,1.055130e-07
1221,2.169812e-08,1.255555e-11,9.465772e-08,1.163684e-07
1222,2.359058e-08,3.440266e-12,5.888308e-07,6.124248e-07
1223,2.099424e-08,9.420114e-13,1.181784e-07,1.391736e-07
1224,2.186737e-08,3.735741e-12,1.311534e-07,1.530245e-07
1225,2.109663e-08,1.059250e-11,8.119903e-08,1.023063e-07
1226,1.843389e-08,2.517903e-12,6.292336e-08,8.135977e-08
1227,1.938412e-08,5.067923e-12,1.301060e-07,1.494952e-07
1228,2.188157e-08,2.865894e-12,1.958114e-07,2.176958e-07
1229,2.159931e-08,5.624275e-12,1.489843e-07,1.705893e-07
1230,3.285217e-08,1.931332e-11,5.217507e-07,5.546221e-07
1231,2.730350e-08,1.772671e-11,9.258981e-08,1.199110e-07
1232,1.948873e-08,8.956854e-13,1.564808e-07,1.759704e-07
1233,2.052340e-08,5.328568e-11,1.202271e-07,1.408038e-07
1234,2.081903e-08,1.016012e-12,1.073383e-07,1.281583e-07
1235,1.861109e-07,1.615151e-10,6.257185e-07,8.119910e-07
1236,3.568219e-08,4.132238e-10,1.181451e-06,1.217547e-06
1237,2.942686e-08,9.074686e-12,2.357616e-07,2.651976e-07
1238,2.009646e-08,6.316903e-11,6.306799e-07,6.508396e-07
1239,3.116617e-08,1.518482e-10,2.195354e-06,2.226672e-06
1240,3.367975e-08,7.542934e-10,4.297097e-07,4.641437e-07
1241,6.361947e-08,4.618053e-10,1.013145e-06,1.077226e-06
1242,9.805746e-08,1.423652e-09,6.180973e-07,7.175784e-07
1243,3.168791e-07,1.897301e-08,8.373805e-07,1.173233e-06
1244,7.837388e-08,1.443152e-09,4.772151e-07,5.570321e-07
1245,3.059202e-08,2.289521e-09,2.253653e-07,2.582469e-07
1246,2.487508e-08,3.578162e-09,3.097954e-07,3.382486e-07
1247,1.987461e-08,2.960179e-10,9.483900e-08,1.150096e-07
1248,2.072208e-08,1.282663e-08,1.188479e-07,1.523967e-07
1249,3.130775e-08,2.853870e-09,8.950544e-08,1.236671e-07
1250,1.847665e-08,1.102254e-09,6.382287e-08,8.340178e-08
1251,1.811947e-08,5.130836e-09,7.107614e-08,9.432645e-08
1252,4.360921e-08,1.539595e-11,6.083966e-08,1.044643e-07
1253,5.347422e-08,2.450152e-08,1.839761e-07,2.619518e-07
1254,3.470527e-08,1.345009e-09,2.728013e-07,3.088516e-07
1255,1.926863e-08,2.632589e-10,1.793332e-07,1.988651e-07
1256,3.320701e-08,2.213062e-13,1.304326e-06,1.337534e-06
1257,1.929397e-08,3.871354e-10,2.934600e-07,3.131411e-07
1258,1.297303e-07,2.140734e-09,1.390914e-06,1.522785e-06
1259,5.660987e-08,8.842213e-10,4.705837e-06,4.763331e-06
1260,2.452829e-08,3.391029e-09,2.183947e-07,2.463141e-07
1261,2.231914e-08,1.742262e-09,2.072304e-07,2.312918e-07
1262,3.170111e-08,6.613656e-09,3.056486e-07,3.439634e-07
1263,3.616473e-08,2.499279e-11,3.227784e-07,3.589681e-07
1264,3.092963e-08,3.977714e-10,7.616076e-08,1.074882e-07
1265,1.823065e-08,1.405713e-10,7.227435e-08,9.064557e-08
1266,2.122728e-08,1.952989e-10,1.343487e-07,1.557713e-07
1267,2.054320e-08,1.448290e-09,2.531979e-07,2.751894e-07
1268,1.811686e-08,1.527141e-10,6.672396e-08,8.499354e-08
1269,1.918349e-08,4.939217e-09,7.566916e-08,9.979186e-08
1270,2.050500e-08,3.884578e-10,1.397003e-07,1.605938e-07
1271,2.323840e-08,3.700594e-10,1.182894e-07,1.418979e-07
1272,2.441852e-08,1.437987e-08,8.832376e-07,9.220360e-07
1273,1.760735e-08,5.578208e-11,5.749733e-08,7.516047e-08
1274,3.131500e-08,8.226810e-10,1.162005e-07,1.483382e-07
1275,1.756867e-08,2.740600e-09,7.865502e-08,9.896429e-08
1276,1.972044e-08,1.824357e-09,7.108111e-08,9.262591e-08
1277,4.027251e-08,7.502091e-09,6.305460e-07,6.783206e-07
1278,1.440700e-07,8.080636e-10,1.492687e-07,2.941468e-07
1279,1.093108e-07,5.004743e-09,2.666550e-06,2.780866e-06
1280,3.154246e-08,2.759489e-10,2.109818e-06,2.141636e-06
1281,3.682965e-08,5.104002e-10,4.352954e-07,4.726354e-07
1282,3.775039e-08,2.448736e-09,1.981675e-06,2.021874e-06
1283,8.450953e-08,2.102529e-09,3.011790e-06,3.098402e-06
1284,1.951000e-08,4.328911e-09,2.210256e-07,2.448645e-07
1285,1.910350e-08,1.452412e-09,1.179566e-07,1.385125e-07
1286,2.244202e-08,2.314477e-08,9.560840e-07,1.001671e-06
1287,1.873876e-08,5.710437e-10,2.698850e-07,2.891948e-07
1288,1.968868e-08,1.230511e-11,1.116035e-07,1.313044e-07
1289,2.528074e-08,1.804728e-10,1.099071e-07,1.353683e-07
1290,2.143673e-08,4.274341e-09,2.421110e-07,2.678220e-07
1291,2.272788e-08,1.309565e-08,4.650494e-07,5.008729e-07
1292,5.079078e-08,2.365082e-08,5.454277e-07,6.198692e-07
1293,5.348451e-08,1.248201e-09,1.394898e-06,1.449630e-06
1294,2.715015e-08,1.711925e-09,2.496360e-07,2.784980e-07
1295,4.390928e-08,2.351506e-09,6.558747e-07,7.021354e-07
1296,6.945672e-08,4.595384e-09,1.212200e-07,1.952721e-07
1297,1.899507e-08,1.954012e-08,5.608485e-08,9.462004e-08
1298,1.778721e-08,4.941784e-09,7.863623e-08,1.013652e-07
1299,1.734252e-08,1.865702e-08,1.306482e-07,1.666478e-07
1300,1.934826e-08,1.431393e-11,8.012897e-08,9.949154e-08
1301,2.267894e-08,2.593785e-08,4.014000e-07,4.500168e-07
1302,2.497610e-07,2.598199e-10,1.574561e-06,1.824582e-06
1303,2.259922e-08,4.879056e-11,2.500184e-07,2.726664e-07
1304,2.038702e-08,6.115813e-11,1.000864e-07,1.205346e-07
1305,1.970054e-08,9.797065e-09,1.762388e-07,2.057364e-07
1306,2.242417e-08,5.120194e-13,1.387872e-07,1.612119e-07
1307,1.834202e-08,3.105861e-09,6.563502e-08,8.708290e-08
1308,2.334671e-08,9.097923e-10,1.132939e-07,1.375504e-07
1309,1.848701e-08,1.347842e-09,5.655876e-07,5.854224e-07
1310,1.891973e-08,5.559296e-09,3.299245e-07,3.544035e-07
1311,2.037499e-08,7.486932e-09,2.325779e-07,2.604398e-07
1312,2.512716e-08,5.377867e-13,8.176196e-07,8.427473e-07
1313,3.361384e-08,2.630160e-09,6.046741e-07,6.409181e-07
1314,6.699056e-08,5.515934e-11,3.547253e-07,4.217711e-07
1315,6.139053e-08,2.988409e-08,6.359757e-06,6.451031e-06
1316,7.234097e-08,2.902939e-10,6.866519e-06,6.939150e-06
1317,6.057765e-08,1.119951e-09,2.172012e-06,2.233709e-06
1318,2.357996e-08,1.462465e-09,6.891474e-07,7.141899e-07
1319,2.080925e-08,8.339510e-10,2.236022e-07,2.452454e-07
1320,1.819875e-08,5.476185e-09,7.184514e-08,9.552007e-08
1321,2.386821e-08,9.667024e-10,6.818005e-08,9.301496e-08
1322,1.715908e-08,4.499443e-09,1.314545e-07,1.531130e-07
1323,1.974113e-08,5.300797e-09,2.587749e-07,2.838168e-07
1324,2.129913e-08,3.762587e-09,9.217429e-08,1.172360e-07
1325,2.343307e-08,1.986221e-10,8.600868e-08,1.096404e-07
1326,1.874097e-08,4.441872e-11,1.564070e-07,1.751923e-07
1327,1.799271e-08,4.599569e-09,1.012391e-07,1.238314e-07
1328,1.706376e-08,2.019177e-08,8.792149e-08,1.251770e-07
1329,2.224121e-08,1.099065e-09,2.876226e-07,3.109628e-07
1330,2.335909e-08,9.656302e-09,3.260774e-07,3.590928e-07
1331,3.286113e-08,8.599272e-09,2.049684e-07,2.464288e-07
1332,2.688059e-08,5.079874e-09,2.562979e-07,2.882583e-07
1333,2.219942e-08,1.770423e-09,2.785330e-07,3.025028e-07
1334,2.694986e-08,3.697842e-08,6.766165e-08,1.315899e-07
1335,2.541866e-08,1.905192e-10,6.204786e-08,8.765704e-08
1336,2.371442e-08,7.004121e-10,3.557520e-07,3.801669e-07
1337,1.962818e-08,9.339929e-11,4.124066e-07,4.321282e-07
1338,2.487922e-08,4.826006e-11,4.647443e-07,4.896718e-07
1339,3.960432e-08,2.023299e-09,4.999304e-07,5.415580e-07
1340,3.036467e-08,1.880157e-09,3.153099e-07,3.475547e-07
1341,1.744667e-08,2.826038e-09,2.459400e-07,2.662127e-07
1342,1.685568e-08,2.334397e-09,7.743164e-08,9.662172e-08
1343,1.910150e-08,5.554306e-10,7.729390e-07,7.925959e-07
1344,1.884830e-08,9.509754e-10,1.685850e-07,1.883842e-07
1345,2.571278e-08,7.652680e-10,1.303738e-07,1.568519e-07
1346,1.888642e-08,1.952754e-09,1.781741e-07,1.990133e-07
1347,2.807953e-08,2.780798e-09,7.392434e-07,7.701037e-07
1348,2.224029e-08,1.024692e-10,2.425917e-07,2.649344e-07
1349,1.906227e-07,5.974113e-09,1.303510e-05,1.323170e-05
1350,6.892860e-08,4.140852e-08,2.695154e-06,2.805491e-06
