,beta,params,lr
1145,6.005588e-01,2.064913e-02,6.250000e-05
1146,6.007363e-01,1.253022e-02,6.250000e-05
1147,6.007569e-01,4.958604e-03,6.250000e-05
1148,6.007727e-01,7.243998e-03,6.250000e-05
1149,6.007267e-01,1.033537e-02,6.250000e-05
1150,6.007311e-01,8.390414e-03,6.250000e-05
1151,6.008525e-01,1.076444e-02,6.250000e-05
1152,6.007823e-01,8.033967e-03,6.250000e-05
1153,6.007981e-01,1.911839e-02,6.250000e-05
1154,6.009104e-01,1.585177e-02,6.250000e-05
1155,6.008018e-01,1.126416e-02,6.250000e-05
1156,6.008036e-01,1.609790e-02,6.250000e-05
1157,6.001357e-01,4.773494e-02,6.250000e-05
1158,6.000246e-01,8.092052e-02,6.250000e-05
1159,5.993935e-01,3.447845e-02,6.250000e-05
1160,5.991973e-01,2.110799e-02,6.250000e-05
1161,5.991557e-01,1.109917e-02,6.250000e-05
1162,5.991707e-01,5.898396e-03,6.250000e-05
1163,5.991803e-01,4.681033e-03,6.250000e-05
1164,5.991458e-01,6.814288e-03,6.250000e-05
1165,5.989352e-01,1.694051e-02,6.250000e-05
1166,5.987856e-01,1.599953e-02,6.250000e-05
1167,5.988080e-01,7.515906e-03,6.250000e-05
1168,5.988879e-01,4.831110e-03,6.250000e-05
1169,5.989755e-01,5.101687e-03,6.250000e-05
1170,5.990621e-01,4.981336e-03,6.250000e-05
1171,5.991122e-01,4.435582e-03,6.250000e-05
1172,5.990897e-01,5.845079e-03,6.250000e-05
1173,5.991360e-01,8.174204e-03,6.250000e-05
1174,5.991422e-01,7.460368e-03,6.250000e-05
1175,5.991934e-01,6.815998e-03,6.250000e-05
1176,5.992689e-01,6.282263e-03,6.250000e-05
1177,5.993760e-01,4.252614e-03,6.250000e-05
1178,5.995166e-01,1.062112e-02,6.250000e-05
1179,5.996454e-01,9.334078e-03,6.250000e-05
1180,5.998675e-01,1.966391e-02,6.250000e-05
1181,5.999118e-01,1.423848e-02,6.250000e-05
1182,6.000766e-01,1.471970e-02,6.250000e-05
1183,6.001612e-01,2.067085e-02,6.250000e-05
1184,6.001219e-01,4.922472e-03,6.250000e-05
1185,6.000578e-01,1.282913e-02,6.250000e-05
1186,6.000458e-01,1.573746e-02,6.250000e-05
1187,6.001259e-01,6.851319e-03,6.250000e-05
1188,6.001891e-01,4.621190e-03,6.250000e-05
1189,6.001780e-01,1.583296e-02,6.250000e-05
1190,6.002944e-01,1.561404e-02,6.250000e-05
1191,6.002582e-01,1.348647e-02,6.250000e-05
1192,6.000968e-01,1.700875e-02,6.250000e-05
1193,6.001916e-01,4.284367e-02,6.250000e-05
1194,5.991479e-01,7.466324e-02,6.250000e-05
1195,5.986772e-01,2.939257e-02,6.250000e-05
1196,5.986626e-01,1.422242e-02,6.250000e-05
1197,5.986384e-01,8.830434e-03,6.250000e-05
1198,5.986617e-01,7.847592e-03,6.250000e-05
1199,5.986626e-01,5.203609e-03,6.250000e-05
1200,5.987217e-01,7.231271e-03,6.250000e-05
1201,5.988459e-01,1.497675e-02,6.250000e-05
1202,5.986986e-01,2.668924e-02,6.250000e-05
1203,5.981935e-01,2.035555e-02,6.250000e-05
1204,5.981569e-01,1.237747e-02,6.250000e-05
1205,5.982225e-01,1.146241e-02,6.250000e-05
1206,5.981135e-01,2.621294e-02,6.250000e-05
1207,5.979974e-01,3.464874e-02,6.250000e-05
1208,5.983761e-01,3.475459e-02,6.250000e-05
1209,5.985190e-01,2.346161e-02,6.250000e-05
1210,5.988260e-01,1.813425e-02,6.250000e-05
1211,5.990009e-01,1.992566e-02,6.250000e-05
1212,5.991361e-01,3.332778e-02,6.250000e-05
1213,5.992723e-01,3.430486e-02,6.250000e-05
1214,5.990712e-01,1.169142e-02,6.250000e-05
1215,5.989978e-01,2.003945e-02,6.250000e-05
1216,5.987985e-01,1.495522e-02,6.250000e-05
1217,5.986125e-01,1.613053e-02,6.250000e-05
1218,5.985737e-01,7.723039e-03,6.250000e-05
1219,5.985429e-01,7.897346e-03,3.125000e-05
1220,5.985822e-01,4.413276e-03,3.125000e-05
1221,5.986347e-01,2.313605e-03,3.125000e-05
1222,5.986481e-01,4.328441e-03,3.125000e-05
1223,5.986972e-01,5.267894e-03,3.125000e-05
1224,5.987183e-01,3.013204e-03,3.125000e-05
1225,5.987538e-01,2.101349e-03,3.125000e-05
1226,5.987995e-01,1.840701e-03,3.125000e-05
1227,5.988278e-01,1.879833e-03,3.125000e-05
1228,5.988824e-01,2.236754e-03,3.125000e-05
1229,5.988947e-01,2.913417e-03,3.125000e-05
1230,5.989522e-01,3.434579e-03,3.125000e-05
1231,5.989219e-01,3.580983e-03,3.125000e-05
1232,5.989434e-01,4.413251e-03,3.125000e-05
1233,5.990004e-01,7.648088e-03,3.125000e-05
1234,5.991020e-01,4.624449e-03,3.125000e-05
1235,5.991934e-01,5.465536e-03,3.125000e-05
1236,5.992464e-01,6.811039e-03,3.125000e-05
1237,5.992153e-01,7.851644e-03,3.125000e-05
1238,5.992132e-01,5.275284e-03,3.125000e-05
1239,5.991874e-01,6.303458e-03,3.125000e-05
1240,5.992404e-01,8.360408e-03,3.125000e-05
1241,5.992095e-01,1.321521e-02,3.125000e-05
1242,5.995250e-01,2.462304e-02,3.125000e-05
1243,5.998430e-01,1.379436e-02,3.125000e-05
1244,6.000105e-01,1.522328e-02,3.125000e-05
1245,6.001478e-01,1.155191e-02,3.125000e-05
1246,6.002512e-01,5.222572e-03,3.125000e-05
1247,6.002430e-01,4.144301e-03,3.125000e-05
1248,6.002932e-01,5.057921e-03,3.125000e-05
1249,6.003202e-01,3.581775e-03,3.125000e-05
1250,6.003311e-01,3.788118e-03,3.125000e-05
1251,6.003271e-01,3.096272e-03,3.125000e-05
1252,6.003124e-01,2.073043e-03,3.125000e-05
1253,6.003563e-01,5.147333e-03,3.125000e-05
1254,6.003458e-01,7.968569e-03,3.125000e-05
1255,6.003150e-01,5.921362e-03,3.125000e-05
1256,6.002755e-01,4.031090e-03,3.125000e-05
1257,6.002659e-01,9.088486e-03,3.125000e-05
1258,6.002908e-01,1.469113e-02,3.125000e-05
1259,6.001127e-01,3.118256e-02,3.125000e-05
1260,5.998951e-01,1.799696e-02,3.125000e-05
1261,5.997990e-01,8.522942e-03,3.125000e-05
1262,5.997623e-01,4.800813e-03,3.125000e-05
1263,5.997329e-01,7.275662e-03,3.125000e-05
1264,5.997440e-01,4.983814e-03,3.125000e-05
1265,5.997546e-01,2.911166e-03,3.125000e-05
1266,5.997342e-01,3.261801e-03,3.125000e-05
1267,5.997605e-01,3.783430e-03,3.125000e-05
1268,5.998087e-01,3.593260e-03,3.125000e-05
1269,5.998145e-01,3.088812e-03,3.125000e-05
1270,5.998271e-01,8.479907e-03,3.125000e-05
1271,5.997874e-01,5.075877e-03,3.125000e-05
1272,5.998347e-01,5.968012e-03,3.125000e-05
1273,5.998477e-01,6.936225e-03,3.125000e-05
1274,5.998601e-01,3.419153e-03,3.125000e-05
1275,5.998353e-01,3.381507e-03,3.125000e-05
1276,5.998251e-01,2.739142e-03,3.125000e-05
1277,5.998733e-01,6.547586e-03,3.125000e-05
1278,5.998394e-01,8.563131e-03,3.125000e-05
1279,5.996891e-01,2.796605e-02,3.125000e-05
1280,5.996523e-01,1.964470e-02,3.125000e-05
1281,5.997206e-01,1.163785e-02,3.125000e-05
1282,5.997067e-01,8.245713e-03,3.125000e-05
1283,5.997995e-01,8.703034e-03,3.125000e-05
1284,5.997642e-01,1.161324e-02,3.125000e-05
1285,5.997593e-01,3.576439e-03,3.125000e-05
1286,5.997930e-01,3.735839e-03,3.125000e-05
1287,5.997791e-01,7.173371e-03,3.125000e-05
1288,5.998266e-01,6.619857e-03,3.125000e-05
1289,5.998476e-01,4.484546e-03,3.125000e-05
1290,5.998171e-01,3.159550e-03,3.125000e-05
1291,5.998294e-01,3.381070e-03,3.125000e-05
1292,5.998212e-01,1.122462e-02,3.125000e-05
1293,5.996183e-01,1.802157e-02,3.125000e-05
1294,5.993267e-01,1.954766e-02,3.125000e-05
1295,5.993545e-01,9.470261e-03,3.125000e-05
1296,5.992041e-01,6.940300e-03,3.125000e-05
1297,5.992147e-01,4.879046e-03,3.125000e-05
1298,5.992255e-01,2.703899e-03,3.125000e-05
1299,5.992520e-01,2.499134e-03,3.125000e-05
1300,5.992763e-01,2.523331e-03,3.125000e-05
1301,5.992836e-01,2.975939e-03,3.125000e-05
1302,5.992268e-01,1.928179e-02,3.125000e-05
1303,5.993950e-01,1.357125e-02,3.125000e-05
1304,5.994511e-01,8.035444e-03,3.125000e-05
1305,5.994852e-01,7.665397e-03,3.125000e-05
1306,5.995328e-01,9.405352e-03,3.125000e-05
1307,5.995368e-01,9.799913e-03,3.125000e-05
1308,5.995426e-01,5.021444e-03,3.125000e-05
1309,5.995696e-01,5.246598e-03,3.125000e-05
1310,5.996510e-01,7.155818e-03,3.125000e-05
1311,5.996711e-01,6.103269e-03,3.125000e-05
1312,5.996935e-01,4.842008e-03,3.125000e-05
1313,5.998220e-01,7.356814e-03,3.125000e-05
1314,5.997552e-01,8.842008e-03,3.125000e-05
1315,5.995525e-01,1.852366e-02,3.125000e-05
1316,5.993174e-01,2.293593e-02,3.125000e-05
1317,5.993972e-01,3.088648e-02,3.125000e-05
1318,5.994927e-01,1.808897e-02,3.125000e-05
1319,5.994383e-01,8.025760e-03,3.125000e-05
1320,5.994613e-01,4.440414e-03,3.125000e-05
1321,5.994837e-01,3.599193e-03,3.125000e-05
1322,5.995114e-01,2.891408e-03,3.125000e-05
1323,5.995179e-01,2.847055e-03,3.125000e-05
1324,5.995578e-01,4.404160e-03,3.125000e-05
1325,5.995916e-01,2.576240e-03,3.125000e-05
1326,5.995994e-01,4.055092e-03,3.125000e-05
1327,5.996372e-01,3.776316e-03,3.125000e-05
1328,5.996765e-01,3.025452e-03,3.125000e-05
1329,5.997002e-01,4.563431e-03,3.125000e-05
1330,5.998007e-01,7.647099e-03,3.125000e-05
1331,5.998384e-01,6.835704e-03,3.125000e-05
1332,5.999216e-01,5.743176e-03,3.125000e-05
1333,6.000708e-01,4.518229e-03,3.125000e-05
1334,6.001205e-01,5.150509e-03,3.125000e-05
1335,6.001087e-01,4.720945e-03,3.125000e-05
1336,6.001395e-01,4.061161e-03,3.125000e-05
1337,6.001409e-01,4.566195e-03,3.125000e-05
1338,6.001335e-01,5.215614e-03,3.125000e-05
1339,6.001429e-01,8.416073e-03,3.125000e-05
1340,6.003353e-01,9.962568e-03,3.125000e-05
1341,6.003205e-01,1.049077e-02,3.125000e-05
1342,6.002887e-01,8.642698e-03,3.125000e-05
1343,6.002687e-01,3.119483e-03,3.125000e-05
1344,6.001502e-01,8.088048e-03,3.125000e-05
1345,6.000955e-01,3.991379e-03,3.125000e-05
1346,6.001782e-01,5.602885e-03,3.125000e-05
1347,6.001685e-01,1.209479e-02,3.125000e-05
1348,6.000589e-01,8.845344e-03,3.125000e-05
1349,5.998982e-01,1.313490e-02,3.125000e-05
1350,5.997195e-01,1.861577e-02,3.125000e-05
1351,5.996272e-01,1.387026e-02,3.125000e-05
1352,5.995683e-01,7.849121e-03,3.125000e-05
1353,5.995986e-01,1.584348e-02,3.125000e-05
1354,5.995467e-01,2.673694e-02,3.125000e-05
1355,5.993848e-01,1.331459e-02,3.125000e-05
1356,5.993285e-01,1.125325e-02,3.125000e-05
1357,5.993345e-01,2.699457e-03,3.125000e-05
1358,5.993213e-01,2.876930e-03,3.125000e-05
1359,5.993978e-01,9.052461e-03,3.125000e-05
1360,5.995299e-01,1.294774e-02,3.125000e-05
1361,5.996586e-01,1.636256e-02,3.125000e-05
1362,5.997704e-01,9.760779e-03,3.125000e-05
1363,5.997819e-01,8.724333e-03,3.125000e-05
1364,5.998311e-01,3.415168e-03,3.125000e-05
1365,5.998625e-01,4.737458e-03,3.125000e-05
1366,5.998812e-01,3.304859e-03,3.125000e-05
1367,5.999720e-01,1.726058e-02,3.125000e-05
1368,6.001015e-01,1.664328e-02,3.125000e-05
1369,6.000013e-01,9.753522e-03,3.125000e-05
1370,5.999911e-01,4.197845e-03,3.125000e-05
1371,5.999241e-01,4.058519e-03,3.125000e-05
1372,5.999274e-01,3.077981e-03,3.125000e-05
1373,6.000394e-01,8.549189e-03,3.125000e-05
1374,5.999719e-01,1.660134e-02,1.562500e-05
1375,5.998062e-01,9.131245e-03,1.562500e-05
1376,5.997641e-01,5.112157e-03,1.562500e-05
1377,5.997450e-01,3.424396e-03,1.562500e-05
1378,5.997427e-01,1.982170e-03,1.562500e-05
1379,5.997534e-01,1.921857e-03,1.562500e-05
1380,5.997542e-01,1.500615e-03,1.562500e-05
1381,5.997711e-01,1.463359e-03,1.562500e-05
1382,5.997817e-01,1.483804e-03,1.562500e-05
1383,5.997779e-01,2.070999e-03,1.562500e-05
1384,5.997927e-01,1.646486e-03,1.562500e-05
1385,5.998047e-01,1.418141e-03,1.562500e-05
1386,5.998176e-01,1.995907e-03,1.562500e-05
1387,5.998210e-01,1.948253e-03,1.562500e-05
1388,5.998168e-01,2.790431e-03,1.562500e-05
1389,5.998416e-01,2.869690e-03,1.562500e-05
1390,5.998603e-01,2.860249e-03,1.562500e-05
1391,5.998828e-01,2.157577e-03,1.562500e-05
1392,5.999063e-01,3.429128e-03,1.562500e-05
1393,5.999093e-01,2.156248e-03,1.562500e-05
1394,5.999414e-01,2.027378e-03,1.562500e-05
1395,5.999492e-01,2.740270e-03,1.562500e-05
1396,5.999526e-01,3.777995e-03,1.562500e-05
1397,5.999701e-01,2.975604e-03,1.562500e-05
1398,5.999817e-01,2.736451e-03,1.562500e-05
1399,5.999706e-01,1.967021e-03,1.562500e-05
1400,5.999748e-01,1.380687e-03,1.562500e-05
1401,5.999644e-01,2.577953e-03,1.562500e-05
1402,5.999715e-01,2.842437e-03,1.562500e-05
1403,5.999467e-01,2.175688e-03,1.562500e-05
1404,5.999240e-01,4.058517e-03,1.562500e-05
1405,5.999547e-01,2.804989e-03,1.562500e-05
1406,5.999377e-01,3.159765e-03,1.562500e-05
1407,5.999517e-01,3.364804e-03,1.562500e-05
1408,5.999632e-01,3.807050e-03,1.562500e-05
1409,5.998823e-01,5.397519e-03,1.562500e-05
1410,5.999058e-01,4.597515e-03,1.562500e-05
1411,5.999348e-01,2.543149e-03,1.562500e-05
1412,5.999531e-01,5.398546e-03,1.562500e-05
1413,5.999736e-01,6.698167e-03,1.562500e-05
1414,6.000176e-01,1.327682e-02,1.562500e-05
1415,5.999440e-01,1.945462e-02,1.562500e-05
1416,5.997467e-01,1.593066e-02,1.562500e-05
1417,5.996812e-01,7.547385e-03,1.562500e-05
1418,5.996853e-01,4.187662e-03,1.562500e-05
1419,5.997084e-01,1.852320e-03,1.562500e-05
1420,5.997289e-01,2.084934e-03,1.562500e-05
1421,5.997384e-01,1.616503e-03,1.562500e-05
1422,5.997576e-01,1.522383e-03,1.562500e-05
1423,5.997552e-01,1.388837e-03,1.562500e-05
1424,5.997614e-01,1.864283e-03,1.562500e-05
1425,5.997895e-01,2.100900e-03,1.562500e-05
1426,5.998093e-01,1.423566e-03,1.562500e-05
1427,5.998067e-01,1.544533e-03,1.562500e-05
1428,5.998203e-01,1.997040e-03,1.562500e-05
1429,5.998403e-01,2.127149e-03,1.562500e-05
1430,5.998295e-01,3.485411e-03,1.562500e-05
1431,5.998011e-01,4.429582e-03,1.562500e-05
1432,5.998185e-01,5.612936e-03,1.562500e-05
1433,5.998729e-01,2.671763e-03,1.562500e-05
1434,5.998861e-01,3.448322e-03,1.562500e-05
1435,5.999030e-01,1.419393e-03,1.562500e-05
1436,5.999310e-01,1.580438e-03,1.562500e-05
1437,5.999132e-01,1.868946e-03,1.562500e-05
1438,5.998802e-01,1.438014e-03,1.562500e-05
1439,5.998837e-01,1.262889e-03,1.562500e-05
1440,5.998862e-01,1.248786e-03,1.562500e-05
1441,5.998794e-01,2.114018e-03,1.562500e-05
1442,5.998626e-01,3.322477e-03,1.562500e-05
1443,5.998350e-01,5.537227e-03,1.562500e-05
1444,5.997726e-01,6.780611e-03,1.562500e-05
1445,5.998133e-01,5.951238e-03,1.562500e-05
1446,5.997573e-01,7.672787e-03,1.562500e-05
1447,5.997684e-01,2.604977e-03,1.562500e-05
1448,5.997841e-01,2.764999e-03,1.562500e-05
1449,5.997890e-01,3.420933e-03,1.562500e-05
1450,5.997549e-01,5.234226e-03,1.562500e-05
1451,5.997174e-01,3.004536e-03,1.562500e-05
1452,5.996333e-01,3.896724e-03,1.562500e-05
1453,5.996013e-01,4.370114e-03,1.562500e-05
1454,5.996310e-01,3.465952e-03,1.562500e-05
1455,5.996323e-01,2.106913e-03,1.562500e-05
1456,5.996479e-01,1.550272e-03,1.562500e-05
1457,5.996626e-01,1.751244e-03,1.562500e-05
1458,5.996816e-01,3.017309e-03,1.562500e-05
1459,5.995612e-01,4.544722e-03,1.562500e-05
1460,5.994717e-01,3.332990e-03,1.562500e-05
1461,5.993996e-01,8.629532e-03,1.562500e-05
1462,5.994921e-01,1.033852e-02,1.562500e-05
1463,5.995650e-01,1.085390e-02,1.562500e-05
1464,5.995679e-01,4.545723e-03,1.562500e-05
1465,5.995835e-01,2.169355e-03,1.562500e-05
1466,5.996255e-01,2.526317e-03,1.562500e-05
1467,5.996599e-01,2.878901e-03,1.562500e-05
1468,5.996587e-01,2.028168e-03,1.562500e-05
1469,5.996674e-01,2.127314e-03,1.562500e-05
1470,5.996761e-01,1.877647e-03,1.562500e-05
1471,5.996931e-01,2.133712e-03,1.562500e-05
1472,5.997084e-01,2.183113e-03,1.562500e-05
1473,5.997416e-01,2.686341e-03,1.562500e-05
1474,5.998067e-01,3.425581e-03,1.562500e-05
1475,5.998950e-01,4.517361e-03,1.562500e-05
1476,5.999672e-01,6.768977e-03,1.562500e-05
1477,5.999736e-01,4.403185e-03,1.562500e-05
1478,5.999939e-01,2.165480e-03,1.562500e-05
1479,6.000014e-01,2.411336e-03,1.562500e-05
1480,5.999973e-01,1.764043e-03,1.562500e-05
1481,5.999734e-01,2.262726e-03,1.562500e-05
1482,6.000130e-01,3.565949e-03,1.562500e-05
1483,6.000867e-01,3.291416e-03,1.562500e-05
1484,6.000211e-01,5.843418e-03,7.812500e-06
1485,5.999847e-01,4.004511e-03,7.812500e-06
1486,6.000009e-01,1.518836e-03,7.812500e-06
1487,5.999995e-01,6.900127e-04,7.812500e-06
1488,5.999929e-01,7.957029e-04,7.812500e-06
1489,5.999953e-01,1.098206e-03,7.812500e-06
1490,5.999867e-01,1.455106e-03,7.812500e-06
1491,5.999783e-01,1.196656e-03,7.812500e-06
1492,5.999798e-01,1.958119e-03,7.812500e-06
1493,5.999859e-01,2.140468e-03,7.812500e-06
1494,5.999830e-01,1.732912e-03,7.812500e-06
1495,6.000128e-01,1.630239e-03,7.812500e-06
1496,6.000178e-01,1.553970e-03,7.812500e-06
1497,6.000267e-01,1.095929e-03,7.812500e-06
1498,6.000212e-01,1.301916e-03,7.812500e-06
1499,6.000192e-01,2.450131e-03,7.812500e-06
1500,6.000338e-01,1.706686e-03,7.812500e-06
1501,6.000265e-01,1.445019e-03,7.812500e-06
1502,6.000352e-01,1.221929e-03,7.812500e-06
1503,6.000285e-01,1.123020e-03,7.812500e-06
1504,6.000103e-01,1.113594e-03,7.812500e-06
1505,6.000196e-01,1.497056e-03,7.812500e-06
1506,6.000145e-01,2.256764e-03,7.812500e-06
1507,6.000174e-01,1.869434e-03,7.812500e-06
1508,6.000273e-01,7.878485e-04,7.812500e-06
1509,6.000342e-01,1.820851e-03,7.812500e-06
1510,6.000291e-01,1.298764e-03,7.812500e-06
1511,6.000460e-01,1.958535e-03,7.812500e-06
1512,6.000281e-01,2.078122e-03,7.812500e-06
1513,6.000425e-01,1.236091e-03,7.812500e-06
1514,6.000574e-01,2.347215e-03,7.812500e-06
1515,6.000676e-01,1.796085e-03,7.812500e-06
1516,6.000710e-01,1.633604e-03,7.812500e-06
1517,6.000479e-01,1.483332e-03,7.812500e-06
1518,6.000294e-01,1.563154e-03,7.812500e-06
1519,6.000021e-01,2.432212e-03,7.812500e-06
1520,6.000156e-01,3.718867e-03,7.812500e-06
1521,6.000231e-01,2.052000e-03,7.812500e-06
1522,6.000431e-01,1.832596e-03,7.812500e-06
1523,6.000692e-01,1.436014e-03,7.812500e-06
1524,6.000649e-01,1.745419e-03,7.812500e-06
1525,6.000717e-01,9.565374e-04,7.812500e-06
1526,6.000804e-01,1.221934e-03,7.812500e-06
1527,6.000643e-01,1.570629e-03,7.812500e-06
1528,6.000618e-01,1.071241e-03,7.812500e-06
1529,6.000515e-01,1.725116e-03,7.812500e-06
1530,6.000461e-01,1.148561e-03,7.812500e-06
1531,6.000454e-01,1.552483e-03,7.812500e-06
1532,6.000277e-01,9.944791e-04,7.812500e-06
1533,6.000203e-01,1.556429e-03,7.812500e-06
1534,6.000125e-01,3.306949e-03,7.812500e-06
1535,6.000627e-01,4.401539e-03,7.812500e-06
1536,6.001035e-01,3.427397e-03,7.812500e-06
1537,6.001416e-01,1.671670e-03,7.812500e-06
1538,6.001518e-01,3.445451e-03,7.812500e-06
1539,6.001523e-01,4.284689e-03,7.812500e-06
1540,6.001524e-01,2.225031e-03,7.812500e-06
1541,6.001550e-01,2.328573e-03,7.812500e-06
1542,6.001773e-01,1.360924e-03,7.812500e-06
1543,6.001704e-01,1.414956e-03,7.812500e-06
1544,6.001542e-01,1.304800e-03,7.812500e-06
1545,6.001578e-01,1.625746e-03,7.812500e-06
1546,6.001583e-01,1.240411e-03,7.812500e-06
1547,6.001561e-01,1.394319e-03,7.812500e-06
1548,6.001459e-01,8.917174e-04,7.812500e-06
1549,6.001520e-01,1.582899e-03,7.812500e-06
1550,6.001692e-01,1.225437e-03,7.812500e-06
1551,6.001649e-01,1.324220e-03,7.812500e-06
1552,6.001687e-01,1.679228e-03,7.812500e-06
1553,6.001775e-01,2.007721e-03,7.812500e-06
1554,6.001652e-01,2.939876e-03,7.812500e-06
1555,6.001898e-01,4.535231e-03,7.812500e-06
1556,6.001682e-01,3.034467e-03,7.812500e-06
1557,6.001606e-01,1.551704e-03,7.812500e-06
1558,6.001663e-01,1.645567e-03,7.812500e-06
1559,6.001698e-01,1.212584e-03,7.812500e-06
1560,6.001720e-01,1.089040e-03,7.812500e-06
1561,6.001672e-01,9.024260e-04,7.812500e-06
1562,6.001612e-01,1.362570e-03,7.812500e-06
1563,6.001561e-01,1.065404e-03,7.812500e-06
1564,6.001384e-01,1.271617e-03,7.812500e-06
1565,6.001418e-01,1.652485e-03,7.812500e-06
1566,6.001452e-01,2.058501e-03,7.812500e-06
1567,6.001650e-01,3.001551e-03,7.812500e-06
1568,6.001602e-01,3.574219e-03,7.812500e-06
1569,6.001493e-01,1.799501e-03,7.812500e-06
1570,6.001247e-01,2.197073e-03,7.812500e-06
1571,6.001062e-01,1.710969e-03,7.812500e-06
1572,6.000984e-01,2.308039e-03,7.812500e-06
1573,6.000966e-01,1.302409e-03,7.812500e-06
1574,6.001041e-01,1.549404e-03,7.812500e-06
1575,6.001069e-01,2.203915e-03,7.812500e-06
1576,6.001040e-01,3.705729e-03,7.812500e-06
1577,6.000897e-01,3.003561e-03,7.812500e-06
1578,6.001056e-01,2.616839e-03,7.812500e-06
1579,6.001084e-01,1.680517e-03,7.812500e-06
1580,6.001083e-01,1.607464e-03,7.812500e-06
1581,6.001122e-01,1.467636e-03,7.812500e-06
1582,6.001262e-01,9.871945e-04,7.812500e-06
1583,6.001523e-01,1.837975e-03,7.812500e-06
1584,6.001424e-01,1.720736e-03,7.812500e-06
1585,6.001508e-01,1.504000e-03,7.812500e-06
1586,6.001510e-01,1.449010e-03,7.812500e-06
1587,6.001578e-01,1.727775e-03,7.812500e-06
1588,6.001480e-01,1.253008e-03,7.812500e-06
1589,6.001267e-01,1.236411e-03,7.812500e-06
1590,6.000993e-01,1.517623e-03,7.812500e-06
1591,6.000916e-01,2.282955e-03,7.812500e-06
1592,6.001077e-01,5.608212e-03,7.812500e-06
1593,6.001672e-01,3.516988e-03,7.812500e-06
1594,6.001914e-01,2.507198e-03,7.812500e-06
1595,6.002063e-01,1.938677e-03,7.812500e-06
1596,6.002257e-01,5.434285e-03,7.812500e-06
1597,6.002669e-01,3.481753e-03,7.812500e-06
1598,6.002852e-01,1.798991e-03,7.812500e-06
1599,6.002938e-01,1.536499e-03,7.812500e-06
1600,6.002836e-01,1.927024e-03,7.812500e-06
1601,6.002691e-01,1.102355e-03,7.812500e-06
1602,6.002449e-01,1.863535e-03,7.812500e-06
1603,6.002526e-01,1.625367e-03,7.812500e-06
1604,6.002428e-01,1.010167e-03,7.812500e-06
1605,6.002332e-01,1.514450e-03,7.812500e-06
1606,6.002398e-01,2.036941e-03,7.812500e-06
1607,6.002314e-01,1.665867e-03,7.812500e-06
1608,6.002327e-01,1.460257e-03,7.812500e-06
1609,6.002350e-01,1.141277e-03,7.812500e-06
1610,6.002258e-01,1.378228e-03,7.812500e-06
1611,6.002252e-01,1.914127e-03,7.812500e-06
1612,6.002470e-01,1.796728e-03,7.812500e-06
1613,6.002603e-01,2.587332e-03,7.812500e-06
1614,6.002645e-01,4.163876e-03,7.812500e-06
1615,6.003237e-01,3.837016e-03,7.812500e-06
1616,6.003359e-01,2.056849e-03,7.812500e-06
1617,6.003259e-01,2.519124e-03,7.812500e-06
1618,6.003032e-01,1.399560e-03,7.812500e-06
1619,6.002997e-01,1.275090e-03,7.812500e-06
1620,6.002952e-01,1.328013e-03,7.812500e-06
1621,6.003000e-01,9.660061e-04,7.812500e-06
1622,6.003001e-01,1.934272e-03,7.812500e-06
1623,6.002682e-01,2.445848e-03,7.812500e-06
1624,6.002532e-01,2.298480e-03,7.812500e-06
1625,6.002741e-01,1.709374e-03,7.812500e-06
1626,6.002598e-01,1.871529e-03,7.812500e-06
1627,6.002580e-01,1.329954e-03,7.812500e-06
1628,6.002749e-01,2.627557e-03,7.812500e-06
1629,6.002871e-01,1.831174e-03,7.812500e-06
1630,6.002828e-01,1.916020e-03,7.812500e-06
1631,6.002760e-01,1.847343e-03,7.812500e-06
1632,6.002819e-01,4.020600e-03,7.812500e-06
1633,6.002667e-01,3.075580e-03,7.812500e-06
1634,6.002634e-01,2.254361e-03,7.812500e-06
1635,6.002573e-01,3.249044e-03,7.812500e-06
1636,6.002398e-01,2.313644e-03,7.812500e-06
1637,6.002451e-01,8.906277e-04,7.812500e-06
1638,6.002349e-01,1.781900e-03,7.812500e-06
1639,6.002302e-01,1.982892e-03,7.812500e-06
1640,6.002534e-01,3.842566e-03,7.812500e-06
1641,6.002936e-01,4.618423e-03,7.812500e-06
1642,6.003067e-01,3.243990e-03,7.812500e-06
1643,6.003104e-01,1.847068e-03,7.812500e-06
1644,6.003014e-01,2.227651e-03,7.812500e-06
1645,6.002802e-01,2.030759e-03,7.812500e-06
1646,6.002605e-01,1.737943e-03,7.812500e-06
1647,6.002389e-01,1.532216e-03,7.812500e-06
1648,6.002169e-01,2.213869e-03,7.812500e-06
1649,6.002185e-01,1.850863e-03,7.812500e-06
1650,6.002167e-01,1.798302e-03,7.812500e-06
1651,6.002209e-01,1.239373e-03,7.812500e-06
1652,6.002238e-01,1.378801e-03,7.812500e-06
1653,6.002078e-01,2.383435e-03,7.812500e-06
1654,6.001946e-01,1.457094e-03,7.812500e-06
1655,6.001787e-01,1.989890e-03,7.812500e-06
1656,6.001636e-01,1.852283e-03,7.812500e-06
1657,6.001601e-01,2.217515e-03,7.812500e-06
1658,6.001865e-01,2.707599e-03,7.812500e-06
1659,6.001576e-01,3.149639e-03,7.812500e-06
1660,6.001501e-01,1.638062e-03,7.812500e-06
1661,6.001401e-01,1.399916e-03,7.812500e-06
1662,6.001205e-01,2.880110e-03,7.812500e-06
