,beta,params,lr
2553,5.998566e-01,1.223723e-03,7.812500e-06
2554,5.998635e-01,1.121271e-03,7.812500e-06
2555,5.998684e-01,1.474253e-03,7.812500e-06
2556,5.998527e-01,2.019137e-03,7.812500e-06
2557,5.998583e-01,1.697599e-03,7.812500e-06
2558,5.998700e-01,1.234239e-03,7.812500e-06
2559,5.998788e-01,1.130068e-03,7.812500e-06
2560,5.999032e-01,1.316756e-03,7.812500e-06
2561,5.998958e-01,3.417411e-03,7.812500e-06
2562,5.999150e-01,2.141654e-03,7.812500e-06
2563,5.999116e-01,1.228435e-03,7.812500e-06
2564,5.999264e-01,1.292932e-03,7.812500e-06
2565,5.998997e-01,1.876993e-03,7.812500e-06
2566,5.998867e-01,1.661729e-03,7.812500e-06
2567,5.999313e-01,2.785669e-03,7.812500e-06
2568,5.999427e-01,3.911213e-03,7.812500e-06
2569,5.999730e-01,2.501081e-03,7.812500e-06
2570,6.000230e-01,2.292027e-03,7.812500e-06
2571,6.000539e-01,1.636260e-03,7.812500e-06
2572,6.000567e-01,1.051086e-03,7.812500e-06
2573,6.000534e-01,1.274213e-03,7.812500e-06
2574,6.000534e-01,1.632762e-03,7.812500e-06
2575,6.000590e-01,1.628406e-03,7.812500e-06
2576,6.000660e-01,1.672433e-03,7.812500e-06
2577,6.000659e-01,1.242404e-03,7.812500e-06
2578,6.000621e-01,9.431879e-04,7.812500e-06
2579,6.000521e-01,1.469547e-03,7.812500e-06
2580,6.000410e-01,1.334781e-03,7.812500e-06
2581,6.000178e-01,9.209342e-04,7.812500e-06
2582,6.000139e-01,1.486873e-03,7.812500e-06
2583,6.000031e-01,1.387464e-03,7.812500e-06
2584,6.000059e-01,1.535033e-03,7.812500e-06
2585,6.000015e-01,1.086024e-03,7.812500e-06
2586,6.000170e-01,1.414941e-03,7.812500e-06
2587,6.000351e-01,1.331915e-03,7.812500e-06
2588,6.000332e-01,2.308180e-03,7.812500e-06
2589,6.000150e-01,1.841155e-03,7.812500e-06
2590,6.000321e-01,1.690631e-03,7.812500e-06
2591,6.000395e-01,1.328492e-03,7.812500e-06
2592,6.000515e-01,2.550345e-03,7.812500e-06
2593,6.000373e-01,1.727230e-03,7.812500e-06
2594,6.000201e-01,1.730088e-03,7.812500e-06
2595,6.000088e-01,2.457466e-03,7.812500e-06
2596,6.000395e-01,4.759934e-03,7.812500e-06
2597,6.000351e-01,1.852331e-03,7.812500e-06
2598,6.000150e-01,3.539354e-03,7.812500e-06
2599,6.000203e-01,1.379324e-03,7.812500e-06
2600,6.000237e-01,1.065825e-03,7.812500e-06
2601,6.000167e-01,1.199285e-03,7.812500e-06
2602,6.000167e-01,1.568265e-03,7.812500e-06
2603,6.000130e-01,2.974563e-03,7.812500e-06
2604,6.000544e-01,3.416617e-03,7.812500e-06
2605,6.000687e-01,3.124025e-03,7.812500e-06
2606,6.000673e-01,3.775223e-03,7.812500e-06
2607,6.001492e-01,4.127470e-03,7.812500e-06
2608,6.001478e-01,3.147645e-03,7.812500e-06
2609,6.001388e-01,2.980849e-03,7.812500e-06
2610,6.001269e-01,1.837482e-03,7.812500e-06
2611,6.001306e-01,1.978733e-03,7.812500e-06
2612,6.001430e-01,1.433273e-03,7.812500e-06
2613,6.001664e-01,2.314990e-03,7.812500e-06
2614,6.001555e-01,1.959708e-03,7.812500e-06
2615,6.001522e-01,1.379661e-03,7.812500e-06
2616,6.001650e-01,1.693105e-03,7.812500e-06
2617,6.001863e-01,1.513168e-03,7.812500e-06
2618,6.001850e-01,1.959704e-03,7.812500e-06
2619,6.002129e-01,4.390242e-03,7.812500e-06
2620,6.002273e-01,5.122911e-03,7.812500e-06
2621,6.002764e-01,3.076888e-03,7.812500e-06
2622,6.002992e-01,1.308081e-03,7.812500e-06
2623,6.003132e-01,1.429700e-03,7.812500e-06
2624,6.003136e-01,1.181403e-03,7.812500e-06
2625,6.003095e-01,7.921332e-04,7.812500e-06
2626,6.003155e-01,1.414477e-03,7.812500e-06
2627,6.003159e-01,9.349891e-04,7.812500e-06
2628,6.003082e-01,1.112239e-03,7.812500e-06
2629,6.003035e-01,1.552247e-03,7.812500e-06
2630,6.003107e-01,2.573858e-03,7.812500e-06
2631,6.003022e-01,2.286654e-03,7.812500e-06
2632,6.003065e-01,2.406304e-03,7.812500e-06
2633,6.003215e-01,1.656309e-03,7.812500e-06
2634,6.003424e-01,1.258142e-03,7.812500e-06
2635,6.003538e-01,2.316603e-03,7.812500e-06
2636,6.003212e-01,2.460146e-03,7.812500e-06
2637,6.003323e-01,1.732039e-03,7.812500e-06
2638,6.003273e-01,1.881373e-03,7.812500e-06
2639,6.003039e-01,3.147254e-03,7.812500e-06
2640,6.003154e-01,4.893770e-03,7.812500e-06
2641,6.002740e-01,3.734998e-03,7.812500e-06
2642,6.002324e-01,1.701299e-03,7.812500e-06
2643,6.002171e-01,2.023351e-03,7.812500e-06
2644,6.002122e-01,1.789643e-03,7.812500e-06
2645,6.002055e-01,1.538081e-03,7.812500e-06
2646,6.002137e-01,1.006359e-03,7.812500e-06
2647,6.002326e-01,1.356322e-03,7.812500e-06
2648,6.002507e-01,1.511218e-03,7.812500e-06
2649,6.002543e-01,1.641636e-03,7.812500e-06
2650,6.002669e-01,1.870381e-03,7.812500e-06
2651,6.002277e-01,2.896840e-03,7.812500e-06
2652,6.001984e-01,1.507141e-03,7.812500e-06
2653,6.001804e-01,1.201187e-03,7.812500e-06
2654,6.001639e-01,9.508227e-04,7.812500e-06
2655,6.001596e-01,1.548609e-03,7.812500e-06
2656,6.001637e-01,8.995897e-04,7.812500e-06
2657,6.001644e-01,1.843491e-03,7.812500e-06
2658,6.001810e-01,2.342385e-03,7.812500e-06
2659,6.001794e-01,2.761318e-03,7.812500e-06
2660,6.001506e-01,3.303958e-03,7.812500e-06
2661,6.001396e-01,2.203611e-03,7.812500e-06
2662,6.001396e-01,2.381740e-03,7.812500e-06
2663,6.001845e-01,3.989224e-03,7.812500e-06
2664,6.001868e-01,4.804211e-03,7.812500e-06
2665,6.001952e-01,2.085067e-03,7.812500e-06
2666,6.001916e-01,1.640839e-03,7.812500e-06
2667,6.001980e-01,1.445141e-03,7.812500e-06
2668,6.002073e-01,1.325783e-03,7.812500e-06
2669,6.002119e-01,2.208624e-03,7.812500e-06
2670,6.002004e-01,3.119289e-03,7.812500e-06
2671,6.001884e-01,2.139725e-03,7.812500e-06
2672,6.002005e-01,9.193569e-04,7.812500e-06
2673,6.002057e-01,9.051156e-04,7.812500e-06
2674,6.001921e-01,2.395271e-03,7.812500e-06
2675,6.001854e-01,2.275625e-03,7.812500e-06
2676,6.001618e-01,1.810210e-03,7.812500e-06
2677,6.001625e-01,1.125978e-03,7.812500e-06
2678,6.001638e-01,1.324725e-03,7.812500e-06
2679,6.001672e-01,1.445457e-03,7.812500e-06
2680,6.001835e-01,1.867661e-03,7.812500e-06
2681,6.001738e-01,2.140585e-03,7.812500e-06
2682,6.001875e-01,2.184825e-03,3.906250e-06
2683,6.001796e-01,8.942677e-04,3.906250e-06
2684,6.001824e-01,7.457263e-04,3.906250e-06
2685,6.001731e-01,1.001437e-03,3.906250e-06
2686,6.001772e-01,8.186749e-04,3.906250e-06
2687,6.001738e-01,5.808573e-04,3.906250e-06
2688,6.001691e-01,6.981421e-04,3.906250e-06
2689,6.001665e-01,9.245454e-04,3.906250e-06
2690,6.001745e-01,8.503931e-04,3.906250e-06
2691,6.001704e-01,8.085562e-04,3.906250e-06
2692,6.001756e-01,6.301335e-04,3.906250e-06
2693,6.001716e-01,8.461371e-04,3.906250e-06
2694,6.001672e-01,9.697638e-04,3.906250e-06
2695,6.001632e-01,8.676049e-04,3.906250e-06
2696,6.001512e-01,9.696317e-04,3.906250e-06
2697,6.001408e-01,1.154059e-03,3.906250e-06
2698,6.001222e-01,8.286001e-04,3.906250e-06
2699,6.001290e-01,1.381134e-03,3.906250e-06
2700,6.001354e-01,1.046096e-03,3.906250e-06
2701,6.001345e-01,5.791242e-04,3.906250e-06
2702,6.001371e-01,4.021085e-04,3.906250e-06
2703,6.001323e-01,6.052388e-04,3.906250e-06
2704,6.001333e-01,5.893650e-04,3.906250e-06
2705,6.001413e-01,5.884550e-04,3.906250e-06
2706,6.001450e-01,8.816202e-04,3.906250e-06
2707,6.001526e-01,7.279510e-04,3.906250e-06
2708,6.001483e-01,6.925276e-04,3.906250e-06
2709,6.001494e-01,1.038805e-03,3.906250e-06
2710,6.001289e-01,1.105552e-03,3.906250e-06
2711,6.001195e-01,6.939580e-04,3.906250e-06
2712,6.001027e-01,6.113928e-04,3.906250e-06
2713,6.001028e-01,1.182712e-03,3.906250e-06
2714,6.001068e-01,9.956608e-04,3.906250e-06
2715,6.000973e-01,8.606827e-04,3.906250e-06
2716,6.000947e-01,4.820281e-04,3.906250e-06
2717,6.000901e-01,5.103262e-04,3.906250e-06
2718,6.001028e-01,5.006705e-04,3.906250e-06
2719,6.000971e-01,4.100446e-04,3.906250e-06
2720,6.001037e-01,7.687983e-04,3.906250e-06
2721,6.000953e-01,7.362736e-04,3.906250e-06
2722,6.000899e-01,4.706306e-04,3.906250e-06
2723,6.000938e-01,7.343368e-04,3.906250e-06
2724,6.001020e-01,1.140838e-03,3.906250e-06
2725,6.001030e-01,7.466898e-04,3.906250e-06
2726,6.001085e-01,6.579078e-04,3.906250e-06
2727,6.001177e-01,6.908704e-04,3.906250e-06
2728,6.001291e-01,1.072848e-03,3.906250e-06
2729,6.001341e-01,1.309336e-03,3.906250e-06
2730,6.001312e-01,1.221621e-03,3.906250e-06
2731,6.001154e-01,1.155298e-03,3.906250e-06
2732,6.001121e-01,5.019191e-04,3.906250e-06
2733,6.001083e-01,7.058101e-04,3.906250e-06
2734,6.001012e-01,5.627398e-04,3.906250e-06
2735,6.000879e-01,1.087440e-03,3.906250e-06
2736,6.000733e-01,1.154140e-03,3.906250e-06
2737,6.000885e-01,1.191563e-03,3.906250e-06
2738,6.000662e-01,2.917016e-03,3.906250e-06
2739,6.000996e-01,2.169856e-03,3.906250e-06
2740,6.001059e-01,1.393563e-03,3.906250e-06
2741,6.001214e-01,1.028688e-03,3.906250e-06
2742,6.001244e-01,8.267630e-04,3.906250e-06
2743,6.001193e-01,1.192370e-03,3.906250e-06
2744,6.001312e-01,8.199448e-04,3.906250e-06
2745,6.001289e-01,6.737050e-04,3.906250e-06
2746,6.001186e-01,8.537026e-04,3.906250e-06
2747,6.001180e-01,6.049276e-04,3.906250e-06
2748,6.001168e-01,6.303264e-04,3.906250e-06
2749,6.001160e-01,6.233068e-04,3.906250e-06
2750,6.001173e-01,4.710127e-04,3.906250e-06
2751,6.001167e-01,7.513670e-04,3.906250e-06
2752,6.001011e-01,1.233489e-03,3.906250e-06
2753,6.000920e-01,1.291438e-03,3.906250e-06
2754,6.000796e-01,1.235794e-03,3.906250e-06
2755,6.000729e-01,1.043656e-03,3.906250e-06
2756,6.000678e-01,8.204169e-04,3.906250e-06
2757,6.000646e-01,1.653424e-03,3.906250e-06
2758,6.000636e-01,8.330070e-04,3.906250e-06
2759,6.000597e-01,1.104208e-03,3.906250e-06
2760,6.000623e-01,4.157142e-04,3.906250e-06
2761,6.000608e-01,1.348216e-03,3.906250e-06
2762,6.000834e-01,1.115395e-03,3.906250e-06
2763,6.000918e-01,9.930899e-04,3.906250e-06
2764,6.000897e-01,9.165347e-04,3.906250e-06
2765,6.000944e-01,8.545911e-04,3.906250e-06
2766,6.001030e-01,9.823693e-04,3.906250e-06
2767,6.001083e-01,7.483725e-04,3.906250e-06
2768,6.001103e-01,6.770886e-04,3.906250e-06
2769,6.001171e-01,9.174501e-04,3.906250e-06
2770,6.001107e-01,2.429457e-03,3.906250e-06
2771,6.001123e-01,1.774001e-03,3.906250e-06
2772,6.001104e-01,9.077264e-04,3.906250e-06
2773,6.001112e-01,7.853511e-04,3.906250e-06
2774,6.001128e-01,5.891618e-04,3.906250e-06
2775,6.001084e-01,5.545979e-04,3.906250e-06
2776,6.000989e-01,5.988728e-04,3.906250e-06
2777,6.000883e-01,5.675148e-04,3.906250e-06
2778,6.000874e-01,5.646680e-04,3.906250e-06
2779,6.000827e-01,1.411315e-03,3.906250e-06
2780,6.000807e-01,9.401856e-04,3.906250e-06
2781,6.000862e-01,1.087183e-03,3.906250e-06
2782,6.000869e-01,9.543881e-04,3.906250e-06
2783,6.000804e-01,6.485397e-04,3.906250e-06
2784,6.000775e-01,7.798325e-04,3.906250e-06
2785,6.000927e-01,1.274212e-03,3.906250e-06
2786,6.000953e-01,8.690475e-04,3.906250e-06
2787,6.000972e-01,7.008325e-04,3.906250e-06
2788,6.001032e-01,7.693868e-04,3.906250e-06
2789,6.001107e-01,8.658463e-04,3.906250e-06
2790,6.001068e-01,6.548971e-04,3.906250e-06
2791,6.001061e-01,5.310288e-04,3.906250e-06
2792,6.001066e-01,5.532251e-04,3.906250e-06
2793,6.001088e-01,6.277392e-04,3.906250e-06
2794,6.001087e-01,8.470625e-04,3.906250e-06
2795,6.000991e-01,1.003862e-03,3.906250e-06
2796,6.000893e-01,6.716054e-04,3.906250e-06
2797,6.000827e-01,1.140736e-03,3.906250e-06
2798,6.000965e-01,1.256171e-03,3.906250e-06
2799,6.000842e-01,1.301323e-03,3.906250e-06
2800,6.000656e-01,6.754040e-04,3.906250e-06
2801,6.000624e-01,1.743569e-03,3.906250e-06
2802,6.000752e-01,1.458719e-03,3.906250e-06
2803,6.000967e-01,1.600745e-03,3.906250e-06
2804,6.001112e-01,9.333929e-04,3.906250e-06
2805,6.000993e-01,8.761594e-04,3.906250e-06
2806,6.000937e-01,4.091076e-04,3.906250e-06
2807,6.000972e-01,8.044520e-04,3.906250e-06
2808,6.000962e-01,1.024645e-03,3.906250e-06
2809,6.001028e-01,6.502135e-04,3.906250e-06
2810,6.000909e-01,8.529188e-04,3.906250e-06
2811,6.001005e-01,8.205565e-04,3.906250e-06
2812,6.000981e-01,6.244417e-04,3.906250e-06
2813,6.000801e-01,9.688561e-04,3.906250e-06
2814,6.000754e-01,9.248642e-04,3.906250e-06
2815,6.000590e-01,5.476639e-04,3.906250e-06
2816,6.000513e-01,5.952409e-04,3.906250e-06
2817,6.000381e-01,8.273828e-04,3.906250e-06
2818,6.000433e-01,7.390966e-04,3.906250e-06
2819,6.000413e-01,7.383115e-04,3.906250e-06
2820,6.000422e-01,1.684658e-03,3.906250e-06
2821,6.000767e-01,3.679143e-03,3.906250e-06
2822,6.001207e-01,3.302062e-03,3.906250e-06
2823,6.001396e-01,1.480624e-03,3.906250e-06
2824,6.001492e-01,1.174055e-03,3.906250e-06
2825,6.001533e-01,5.888529e-04,3.906250e-06
2826,6.001534e-01,8.740700e-04,3.906250e-06
2827,6.001558e-01,9.803499e-04,3.906250e-06
2828,6.001518e-01,1.014539e-03,3.906250e-06
2829,6.001516e-01,5.303887e-04,3.906250e-06
2830,6.001474e-01,6.455461e-04,3.906250e-06
2831,6.001523e-01,7.550842e-04,3.906250e-06
2832,6.001498e-01,1.023279e-03,3.906250e-06
2833,6.001546e-01,5.285624e-04,3.906250e-06
2834,6.001546e-01,5.233913e-04,3.906250e-06
2835,6.001602e-01,7.957819e-04,3.906250e-06
2836,6.001664e-01,8.402420e-04,3.906250e-06
2837,6.001652e-01,1.569411e-03,3.906250e-06
2838,6.001701e-01,1.024584e-03,3.906250e-06
2839,6.001756e-01,6.513904e-04,3.906250e-06
2840,6.001781e-01,1.450287e-03,3.906250e-06
2841,6.001599e-01,1.002560e-03,3.906250e-06
2842,6.001540e-01,6.496260e-04,3.906250e-06
2843,6.001534e-01,6.447617e-04,3.906250e-06
2844,6.001506e-01,8.647035e-04,3.906250e-06
2845,6.001440e-01,7.017914e-04,3.906250e-06
2846,6.001401e-01,5.604719e-04,3.906250e-06
2847,6.001352e-01,4.903655e-04,3.906250e-06
2848,6.001263e-01,4.947677e-04,3.906250e-06
2849,6.001292e-01,7.250385e-04,3.906250e-06
2850,6.001263e-01,7.464965e-04,3.906250e-06
2851,6.001148e-01,6.838307e-04,3.906250e-06
2852,6.001092e-01,4.631886e-04,3.906250e-06
2853,6.001090e-01,9.314716e-04,3.906250e-06
2854,6.001071e-01,1.091720e-03,3.906250e-06
2855,6.000958e-01,1.022662e-03,3.906250e-06
2856,6.000950e-01,6.997682e-04,3.906250e-06
2857,6.000887e-01,1.242165e-03,3.906250e-06
2858,6.000801e-01,1.637424e-03,3.906250e-06
2859,6.000745e-01,1.040863e-03,3.906250e-06
2860,6.000711e-01,1.109246e-03,3.906250e-06
2861,6.000625e-01,1.129908e-03,3.906250e-06
2862,6.000677e-01,1.182174e-03,3.906250e-06
2863,6.000558e-01,7.164267e-04,3.906250e-06
2864,6.000540e-01,1.107679e-03,3.906250e-06
2865,6.000547e-01,9.911542e-04,3.906250e-06
2866,6.000570e-01,7.863408e-04,3.906250e-06
2867,6.000583e-01,1.062919e-03,3.906250e-06
2868,6.000689e-01,1.170776e-03,3.906250e-06
2869,6.000789e-01,1.547637e-03,3.906250e-06
2870,6.000845e-01,1.021297e-03,3.906250e-06
2871,6.000850e-01,9.565732e-04,3.906250e-06
2872,6.001149e-01,2.206028e-03,3.906250e-06
2873,6.000995e-01,2.101291e-03,3.906250e-06
2874,6.001068e-01,2.444469e-03,3.906250e-06
2875,6.001097e-01,9.349928e-04,3.906250e-06
2876,6.001158e-01,5.950741e-04,3.906250e-06
2877,6.001216e-01,7.210141e-04,3.906250e-06
2878,6.001317e-01,4.609300e-04,3.906250e-06
2879,6.001326e-01,6.513011e-04,3.906250e-06
2880,6.001495e-01,1.015095e-03,3.906250e-06
2881,6.001513e-01,8.964051e-04,3.906250e-06
2882,6.001636e-01,8.536959e-04,3.906250e-06
2883,6.001766e-01,1.260646e-03,3.906250e-06
2884,6.001777e-01,1.285770e-03,3.906250e-06
2885,6.001835e-01,6.894475e-04,3.906250e-06
2886,6.001685e-01,7.446465e-04,3.906250e-06
2887,6.001621e-01,7.488604e-04,3.906250e-06
2888,6.001564e-01,7.979124e-04,1.953125e-06
2889,6.001564e-01,2.995130e-04,1.953125e-06
2890,6.001536e-01,3.033451e-04,1.953125e-06
2891,6.001548e-01,4.063478e-04,1.953125e-06
2892,6.001515e-01,3.574277e-04,1.953125e-06
2893,6.001470e-01,4.472947e-04,1.953125e-06
2894,6.001489e-01,3.726673e-04,1.953125e-06
2895,6.001412e-01,4.679597e-04,1.953125e-06
2896,6.001437e-01,3.591195e-04,1.953125e-06
2897,6.001436e-01,3.094459e-04,1.953125e-06
2898,6.001360e-01,4.306379e-04,1.953125e-06
2899,6.001371e-01,3.793054e-04,1.953125e-06
2900,6.001230e-01,7.253263e-04,1.953125e-06
2901,6.001266e-01,6.956888e-04,1.953125e-06
2902,6.001245e-01,3.710610e-04,1.953125e-06
2903,6.001242e-01,2.531368e-04,1.953125e-06
2904,6.001184e-01,6.470303e-04,1.953125e-06
2905,6.001222e-01,3.909919e-04,1.953125e-06
2906,6.001227e-01,5.616678e-04,1.953125e-06
2907,6.001232e-01,4.926737e-04,1.953125e-06
2908,6.001213e-01,5.285407e-04,1.953125e-06
2909,6.001155e-01,5.603684e-04,1.953125e-06
2910,6.001111e-01,3.957486e-04,1.953125e-06
2911,6.001049e-01,4.826988e-04,1.953125e-06
2912,6.001012e-01,3.284534e-04,1.953125e-06
2913,6.000999e-01,4.659262e-04,1.953125e-06
2914,6.000867e-01,6.386964e-04,1.953125e-06
2915,6.000874e-01,4.764347e-04,1.953125e-06
2916,6.000854e-01,4.712752e-04,1.953125e-06
2917,6.000781e-01,3.842624e-04,1.953125e-06
2918,6.000757e-01,4.130836e-04,1.953125e-06
2919,6.000781e-01,4.625156e-04,1.953125e-06
2920,6.000800e-01,3.664594e-04,1.953125e-06
2921,6.000926e-01,4.079756e-04,1.953125e-06
2922,6.000922e-01,8.343926e-04,1.953125e-06
2923,6.000933e-01,5.836069e-04,1.953125e-06
2924,6.000934e-01,2.237829e-04,1.953125e-06
2925,6.000917e-01,3.143637e-04,1.953125e-06
2926,6.000857e-01,5.482983e-04,1.953125e-06
2927,6.000928e-01,4.993885e-04,1.953125e-06
2928,6.000913e-01,6.723029e-04,1.953125e-06
2929,6.000889e-01,6.052243e-04,1.953125e-06
2930,6.000879e-01,3.567124e-04,1.953125e-06
2931,6.000916e-01,2.163390e-04,1.953125e-06
2932,6.000932e-01,3.668914e-04,1.953125e-06
2933,6.000919e-01,2.784327e-04,1.953125e-06
2934,6.000888e-01,4.385400e-04,1.953125e-06
2935,6.000922e-01,2.915542e-04,1.953125e-06
2936,6.000906e-01,2.611919e-04,1.953125e-06
2937,6.000848e-01,3.375407e-04,1.953125e-06
2938,6.000879e-01,4.328561e-04,1.953125e-06
2939,6.000858e-01,6.457845e-04,1.953125e-06
2940,6.000915e-01,6.805502e-04,1.953125e-06
2941,6.000932e-01,5.089724e-04,1.953125e-06
2942,6.000917e-01,3.869853e-04,1.953125e-06
2943,6.000903e-01,3.484861e-04,1.953125e-06
2944,6.000878e-01,3.609249e-04,1.953125e-06
2945,6.000867e-01,2.751580e-04,1.953125e-06
2946,6.000853e-01,3.837840e-04,1.953125e-06
2947,6.000859e-01,4.911467e-04,1.953125e-06
2948,6.000821e-01,4.496745e-04,1.953125e-06
2949,6.000796e-01,4.093246e-04,1.953125e-06
2950,6.000791e-01,2.632530e-04,1.953125e-06
2951,6.000904e-01,7.903597e-04,1.953125e-06
2952,6.000863e-01,7.807816e-04,1.953125e-06
2953,6.000907e-01,3.519577e-04,1.953125e-06
2954,6.000894e-01,3.889610e-04,1.953125e-06
2955,6.000916e-01,5.411267e-04,1.953125e-06
2956,6.000863e-01,4.579709e-04,1.953125e-06
2957,6.000832e-01,6.061733e-04,1.953125e-06
2958,6.000823e-01,3.484669e-04,1.953125e-06
2959,6.000820e-01,3.991641e-04,1.953125e-06
2960,6.000758e-01,6.719517e-04,1.953125e-06
2961,6.000829e-01,4.997276e-04,1.953125e-06
2962,6.000822e-01,5.073180e-04,1.953125e-06
2963,6.000838e-01,2.673854e-04,1.953125e-06
2964,6.000871e-01,3.713352e-04,1.953125e-06
2965,6.000871e-01,5.145066e-04,1.953125e-06
2966,6.000901e-01,4.706381e-04,1.953125e-06
2967,6.000921e-01,4.000192e-04,1.953125e-06
2968,6.000961e-01,4.748781e-04,1.953125e-06
2969,6.000977e-01,4.575306e-04,1.953125e-06
2970,6.001000e-01,5.255163e-04,1.953125e-06
2971,6.001077e-01,6.744246e-04,1.953125e-06
2972,6.001114e-01,2.774656e-04,1.953125e-06
2973,6.001133e-01,3.571730e-04,1.953125e-06
2974,6.001127e-01,3.230351e-04,1.953125e-06
2975,6.001151e-01,4.085543e-04,1.953125e-06
2976,6.001126e-01,5.926967e-04,1.953125e-06
2977,6.001140e-01,3.510680e-04,1.953125e-06
2978,6.001179e-01,2.918886e-04,1.953125e-06
2979,6.001132e-01,4.857119e-04,1.953125e-06
2980,6.001126e-01,2.797223e-04,1.953125e-06
2981,6.001176e-01,4.271882e-04,1.953125e-06
2982,6.001194e-01,3.202080e-04,1.953125e-06
2983,6.001194e-01,4.668870e-04,1.953125e-06
2984,6.001217e-01,5.191203e-04,1.953125e-06
2985,6.001248e-01,3.706937e-04,1.953125e-06
2986,6.001244e-01,4.807368e-04,1.953125e-06
2987,6.001280e-01,2.822829e-04,1.953125e-06
2988,6.001307e-01,4.116439e-04,1.953125e-06
2989,6.001284e-01,3.941964e-04,1.953125e-06
2990,6.001304e-01,3.606198e-04,1.953125e-06
2991,6.001271e-01,2.858526e-04,1.953125e-06
2992,6.001308e-01,4.731323e-04,1.953125e-06
2993,6.001238e-01,5.203535e-04,1.953125e-06
2994,6.001204e-01,2.845838e-04,1.953125e-06
2995,6.001134e-01,6.252064e-04,1.953125e-06
2996,6.001133e-01,4.792413e-04,1.953125e-06
2997,6.001107e-01,4.205653e-04,1.953125e-06
2998,6.001032e-01,7.516710e-04,1.953125e-06
2999,6.001006e-01,7.521129e-04,1.953125e-06
3000,6.001092e-01,7.161891e-04,1.953125e-06
3001,6.001163e-01,4.667457e-04,1.953125e-06
3002,6.001189e-01,5.065027e-04,1.953125e-06
3003,6.001235e-01,5.024460e-04,1.953125e-06
3004,6.001241e-01,8.672342e-04,1.953125e-06
3005,6.001203e-01,6.261758e-04,1.953125e-06
3006,6.001182e-01,3.839564e-04,1.953125e-06
3007,6.001149e-01,3.902305e-04,1.953125e-06
3008,6.001072e-01,5.401652e-04,1.953125e-06
3009,6.001066e-01,5.593562e-04,1.953125e-06
3010,6.001020e-01,5.649885e-04,1.953125e-06
3011,6.001026e-01,3.362864e-04,1.953125e-06
3012,6.001002e-01,3.126233e-04,1.953125e-06
3013,6.000931e-01,4.794434e-04,1.953125e-06
3014,6.000977e-01,4.816089e-04,1.953125e-06
3015,6.000925e-01,5.341360e-04,1.953125e-06
3016,6.000967e-01,4.661065e-04,1.953125e-06
3017,6.000940e-01,4.232189e-04,1.953125e-06
3018,6.000988e-01,6.571453e-04,1.953125e-06
3019,6.000992e-01,4.831917e-04,1.953125e-06
3020,6.000980e-01,4.661505e-04,1.953125e-06
3021,6.001061e-01,5.800885e-04,1.953125e-06
3022,6.001116e-01,3.207365e-04,1.953125e-06
3023,6.001164e-01,3.298228e-04,1.953125e-06
3024,6.001180e-01,6.992764e-04,1.953125e-06
3025,6.001197e-01,4.517630e-04,1.953125e-06
3026,6.001080e-01,6.672651e-04,1.953125e-06
3027,6.001227e-01,7.785614e-04,1.953125e-06
3028,6.001214e-01,6.744892e-04,1.953125e-06
3029,6.001272e-01,4.413264e-04,1.953125e-06
3030,6.001326e-01,3.596740e-04,1.953125e-06
3031,6.001291e-01,8.034054e-04,1.953125e-06
3032,6.001295e-01,4.650421e-04,1.953125e-06
3033,6.001275e-01,4.356634e-04,1.953125e-06
3034,6.001310e-01,4.749897e-04,1.953125e-06
3035,6.001310e-01,3.124108e-04,1.953125e-06
3036,6.001264e-01,4.403897e-04,1.953125e-06
3037,6.001225e-01,2.905528e-04,1.953125e-06
3038,6.001214e-01,3.407547e-04,1.953125e-06
3039,6.001185e-01,4.565712e-04,1.953125e-06
3040,6.001157e-01,3.687473e-04,1.953125e-06
3041,6.001112e-01,2.447217e-04,1.953125e-06
3042,6.001101e-01,3.686370e-04,1.953125e-06
3043,6.001100e-01,4.067776e-04,1.953125e-06
3044,6.001125e-01,4.313274e-04,1.953125e-06
3045,6.001079e-01,7.713561e-04,1.953125e-06
3046,6.000978e-01,8.177169e-04,1.953125e-06
3047,6.001049e-01,5.453942e-04,1.953125e-06
3048,6.000991e-01,3.747373e-04,1.953125e-06
3049,6.001034e-01,3.751057e-04,1.953125e-06
3050,6.000987e-01,3.297269e-04,1.953125e-06
3051,6.000976e-01,3.150444e-04,1.953125e-06
3052,6.000909e-01,2.782234e-04,1.953125e-06
3053,6.000946e-01,4.322157e-04,1.953125e-06
3054,6.000931e-01,4.275380e-04,1.953125e-06
3055,6.000872e-01,5.434041e-04,1.953125e-06
3056,6.000897e-01,3.969921e-04,1.953125e-06
3057,6.000903e-01,4.758822e-04,1.953125e-06
3058,6.000901e-01,5.170821e-04,1.953125e-06
3059,6.000854e-01,4.093588e-04,1.953125e-06
3060,6.000870e-01,4.906357e-04,1.953125e-06
3061,6.000873e-01,6.695809e-04,1.953125e-06
3062,6.000862e-01,7.206518e-04,1.953125e-06
3063,6.000834e-01,7.133479e-04,1.953125e-06
3064,6.000839e-01,3.846271e-04,1.953125e-06
3065,6.000856e-01,5.667212e-04,1.953125e-06
3066,6.000853e-01,4.515229e-04,1.953125e-06
3067,6.000870e-01,3.679974e-04,1.953125e-06
3068,6.000879e-01,4.732781e-04,1.953125e-06
3069,6.000872e-01,2.396605e-04,1.953125e-06
3070,6.000902e-01,2.891490e-04,1.953125e-06
