,beta
1361,5.936556e-01
1362,5.936649e-01
1363,5.936934e-01
1364,5.937518e-01
1365,5.937906e-01
1366,5.938428e-01
1367,5.938918e-01
1368,5.939307e-01
1369,5.939759e-01
1370,5.940192e-01
1371,5.940536e-01
1372,5.940805e-01
1373,5.941322e-01
1374,5.941765e-01
1375,5.941988e-01
1376,5.942476e-01
1377,5.942002e-01
1378,5.943165e-01
1379,5.943407e-01
1380,5.943578e-01
1381,5.943556e-01
1382,5.943607e-01
1383,5.944349e-01
1384,5.944618e-01
1385,5.944901e-01
1386,5.945365e-01
1387,5.945532e-01
1388,5.945881e-01
1389,5.945941e-01
1390,5.946034e-01
1391,5.946252e-01
1392,5.946537e-01
1393,5.946703e-01
1394,5.946895e-01
1395,5.947128e-01
1396,5.947295e-01
1397,5.947478e-01
1398,5.947721e-01
1399,5.947893e-01
1400,5.947967e-01
1401,5.948338e-01
1402,5.948464e-01
1403,5.948617e-01
1404,5.948701e-01
1405,5.948979e-01
1406,5.949324e-01
1407,5.949511e-01
1408,5.949698e-01
1409,5.949910e-01
1410,5.950023e-01
1411,5.950242e-01
1412,5.950502e-01
1413,5.950558e-01
1414,5.950850e-01
1415,5.951041e-01
1416,5.951262e-01
1417,5.951398e-01
1418,5.951691e-01
1419,5.951868e-01
1420,5.952148e-01
1421,5.952186e-01
1422,5.952484e-01
1423,5.952659e-01
1424,5.952783e-01
1425,5.952972e-01
1426,5.953249e-01
1427,5.953324e-01
1428,5.953544e-01
1429,5.953918e-01
1430,5.954051e-01
1431,5.954211e-01
1432,5.954467e-01
1433,5.954566e-01
1434,5.955423e-01
1435,5.955088e-01
1436,5.955164e-01
1437,5.955706e-01
1438,5.956298e-01
1439,5.955532e-01
1440,5.956245e-01
1441,5.956583e-01
1442,5.956624e-01
1443,5.956663e-01
1444,5.956761e-01
1445,5.956973e-01
1446,5.957266e-01
1447,5.957260e-01
1448,5.957300e-01
1449,5.957615e-01
1450,5.957717e-01
1451,5.957901e-01
1452,5.957997e-01
1453,5.958180e-01
1454,5.958420e-01
1455,5.958525e-01
1456,5.958704e-01
1457,5.958893e-01
1458,5.958877e-01
1459,5.959090e-01
1460,5.959334e-01
1461,5.959472e-01
1462,5.959691e-01
1463,5.960026e-01
1464,5.960257e-01
1465,5.960339e-01
1466,5.960542e-01
1467,5.960844e-01
1468,5.960751e-01
1469,5.960885e-01
1470,5.961113e-01
1471,5.961309e-01
1472,5.961496e-01
1473,5.961606e-01
1474,5.961850e-01
1475,5.962169e-01
1476,5.962306e-01
1477,5.962440e-01
1478,5.962450e-01
1479,5.962875e-01
1480,5.962850e-01
1481,5.962998e-01
1482,5.963275e-01
1483,5.963599e-01
1484,5.963567e-01
1485,5.963816e-01
1486,5.963892e-01
1487,5.964226e-01
1488,5.964248e-01
1489,5.964534e-01
1490,5.964606e-01
1491,5.964822e-01
1492,5.965003e-01
1493,5.965211e-01
1494,5.965400e-01
1495,5.965335e-01
1496,5.965581e-01
1497,5.965920e-01
1498,5.966076e-01
1499,5.966199e-01
1500,5.966264e-01
1501,5.966352e-01
1502,5.966512e-01
1503,5.966666e-01
1504,5.966866e-01
1505,5.967019e-01
1506,5.967088e-01
1507,5.967139e-01
1508,5.967382e-01
1509,5.967741e-01
1510,5.967801e-01
1511,5.968135e-01
1512,5.968265e-01
1513,5.968286e-01
1514,5.968484e-01
1515,5.968606e-01
1516,5.968882e-01
1517,5.968910e-01
1518,5.969340e-01
1519,5.969104e-01
1520,5.969112e-01
1521,5.969384e-01
1522,5.969414e-01
1523,5.969576e-01
1524,5.969649e-01
1525,5.969797e-01
1526,5.969954e-01
1527,5.970077e-01
1528,5.970170e-01
1529,5.970290e-01
1530,5.970120e-01
1531,5.970413e-01
1532,5.970575e-01
1533,5.970563e-01
1534,5.970941e-01
1535,5.971239e-01
1536,5.971223e-01
1537,5.971264e-01
1538,5.971152e-01
1539,5.971173e-01
1540,5.971298e-01
1541,5.971357e-01
1542,5.971575e-01
1543,5.971497e-01
1544,5.971830e-01
1545,5.972002e-01
1546,5.972248e-01
1547,5.972729e-01
1548,5.972426e-01
1549,5.972496e-01
1550,5.972586e-01
1551,5.972707e-01
1552,5.972896e-01
1553,5.973119e-01
1554,5.973267e-01
1555,5.973428e-01
1556,5.973564e-01
1557,5.973700e-01
1558,5.973909e-01
1559,5.974123e-01
1560,5.974090e-01
1561,5.974167e-01
1562,5.974179e-01
1563,5.974411e-01
1564,5.973821e-01
1565,5.974073e-01
1566,5.974140e-01
1567,5.974174e-01
1568,5.974201e-01
1569,5.974032e-01
1570,5.974068e-01
1571,5.974190e-01
1572,5.973750e-01
1573,5.973847e-01
1574,5.974826e-01
1575,5.975243e-01
1576,5.975471e-01
1577,5.975622e-01
1578,5.974548e-01
1579,5.973782e-01
1580,5.973386e-01
1581,5.973000e-01
1582,5.972734e-01
1583,5.972799e-01
1584,5.972940e-01
1585,5.973151e-01
1586,5.973267e-01
1587,5.973105e-01
1588,5.973131e-01
1589,5.973227e-01
1590,5.973298e-01
1591,5.973114e-01
1592,5.973436e-01
1593,5.973284e-01
1594,5.973540e-01
1595,5.973804e-01
1596,5.973698e-01
1597,5.973801e-01
1598,5.974050e-01
1599,5.974049e-01
1600,5.974070e-01
1601,5.974154e-01
1602,5.974195e-01
1603,5.974464e-01
1604,5.974457e-01
1605,5.974440e-01
1606,5.974527e-01
1607,5.974689e-01
1608,5.974666e-01
1609,5.974733e-01
1610,5.974822e-01
1611,5.974840e-01
1612,5.974889e-01
1613,5.974816e-01
1614,5.974833e-01
1615,5.975144e-01
1616,5.975045e-01
1617,5.975007e-01
1618,5.975031e-01
1619,5.975228e-01
1620,5.975266e-01
1621,5.975341e-01
1622,5.975365e-01
1623,5.975363e-01
1624,5.975463e-01
1625,5.975444e-01
1626,5.975541e-01
1627,5.975696e-01
1628,5.975678e-01
1629,5.975684e-01
1630,5.975793e-01
1631,5.975828e-01
1632,5.975793e-01
1633,5.975940e-01
1634,5.976035e-01
1635,5.975953e-01
1636,5.976038e-01
1637,5.976143e-01
1638,5.976135e-01
1639,5.976225e-01
1640,5.976275e-01
1641,5.976360e-01
1642,5.976406e-01
1643,5.976371e-01
1644,5.976411e-01
1645,5.976463e-01
1646,5.976477e-01
1647,5.976503e-01
1648,5.976613e-01
1649,5.976656e-01
1650,5.976689e-01
1651,5.976691e-01
1652,5.976683e-01
1653,5.976737e-01
1654,5.976780e-01
1655,5.976779e-01
1656,5.976969e-01
1657,5.977151e-01
1658,5.976918e-01
1659,5.977071e-01
1660,5.977040e-01
1661,5.977129e-01
1662,5.977251e-01
1663,5.977301e-01
1664,5.977317e-01
1665,5.977364e-01
1666,5.977579e-01
1667,5.977576e-01
1668,5.977704e-01
1669,5.977740e-01
1670,5.977714e-01
1671,5.977735e-01
1672,5.977812e-01
1673,5.977975e-01
1674,5.977896e-01
1675,5.977965e-01
1676,5.977984e-01
1677,5.978047e-01
1678,5.978148e-01
1679,5.978145e-01
1680,5.978068e-01
1681,5.978132e-01
1682,5.978257e-01
1683,5.978333e-01
1684,5.978305e-01
1685,5.978311e-01
1686,5.978439e-01
1687,5.978538e-01
1688,5.978651e-01
1689,5.978501e-01
1690,5.978637e-01
1691,5.978724e-01
1692,5.978703e-01
1693,5.978745e-01
1694,5.978911e-01
1695,5.978856e-01
1696,5.978825e-01
1697,5.978944e-01
1698,5.979061e-01
1699,5.979089e-01
1700,5.979115e-01
1701,5.979066e-01
1702,5.979234e-01
1703,5.979175e-01
1704,5.979312e-01
1705,5.979265e-01
1706,5.979377e-01
1707,5.979455e-01
1708,5.979469e-01
1709,5.979569e-01
1710,5.979665e-01
1711,5.979553e-01
1712,5.979637e-01
1713,5.979804e-01
1714,5.979868e-01
1715,5.979986e-01
1716,5.980061e-01
1717,5.980013e-01
1718,5.979976e-01
1719,5.980091e-01
1720,5.980046e-01
1721,5.980038e-01
1722,5.980166e-01
1723,5.980207e-01
1724,5.980273e-01
1725,5.980406e-01
1726,5.980354e-01
1727,5.980548e-01
1728,5.980579e-01
1729,5.980623e-01
1730,5.980514e-01
1731,5.980546e-01
1732,5.980689e-01
1733,5.980920e-01
1734,5.980780e-01
1735,5.981012e-01
1736,5.980855e-01
1737,5.981088e-01
1738,5.981183e-01
1739,5.981131e-01
1740,5.981126e-01
1741,5.981260e-01
1742,5.981259e-01
1743,5.981421e-01
1744,5.981475e-01
1745,5.981536e-01
1746,5.981442e-01
1747,5.981528e-01
1748,5.981546e-01
1749,5.981595e-01
1750,5.981744e-01
1751,5.981629e-01
1752,5.981625e-01
1753,5.981925e-01
1754,5.981973e-01
1755,5.981830e-01
1756,5.981951e-01
1757,5.981992e-01
1758,5.981993e-01
1759,5.982106e-01
1760,5.982080e-01
1761,5.982122e-01
1762,5.982081e-01
1763,5.982096e-01
1764,5.982043e-01
1765,5.982180e-01
1766,5.982236e-01
1767,5.982363e-01
1768,5.982385e-01
1769,5.982614e-01
1770,5.982667e-01
1771,5.982672e-01
1772,5.982550e-01
1773,5.982673e-01
1774,5.982697e-01
1775,5.982642e-01
1776,5.982907e-01
1777,5.982868e-01
1778,5.982985e-01
1779,5.982858e-01
1780,5.982921e-01
1781,5.983085e-01
1782,5.983008e-01
1783,5.983005e-01
1784,5.983425e-01
1785,5.983118e-01
1786,5.983072e-01
1787,5.983357e-01
1788,5.983181e-01
1789,5.983262e-01
1790,5.983213e-01
1791,5.983237e-01
1792,5.983463e-01
1793,5.983635e-01
1794,5.983607e-01
1795,5.983617e-01
1796,5.983667e-01
1797,5.983621e-01
1798,5.983962e-01
1799,5.983644e-01
1800,5.983643e-01
1801,5.983438e-01
1802,5.983944e-01
1803,5.983815e-01
1804,5.983893e-01
1805,5.984041e-01
1806,5.983943e-01
1807,5.983806e-01
1808,5.983976e-01
1809,5.983880e-01
1810,5.983993e-01
1811,5.984089e-01
1812,5.984141e-01
1813,5.984040e-01
1814,5.984022e-01
1815,5.984030e-01
1816,5.984157e-01
1817,5.984074e-01
1818,5.984082e-01
1819,5.984166e-01
1820,5.984264e-01
1821,5.984298e-01
1822,5.984300e-01
1823,5.984300e-01
1824,5.984194e-01
1825,5.984166e-01
1826,5.984380e-01
1827,5.984555e-01
1828,5.984369e-01
1829,5.984377e-01
1830,5.984381e-01
1831,5.984390e-01
1832,5.984391e-01
1833,5.984168e-01
1834,5.984270e-01
1835,5.984208e-01
1836,5.984289e-01
1837,5.984376e-01
1838,5.984324e-01
1839,5.984374e-01
1840,5.984390e-01
1841,5.984574e-01
1842,5.984548e-01
1843,5.984568e-01
1844,5.984665e-01
1845,5.984652e-01
1846,5.984608e-01
1847,5.984731e-01
1848,5.984664e-01
1849,5.984834e-01
1850,5.984816e-01
1851,5.984859e-01
1852,5.984855e-01
1853,5.984865e-01
1854,5.984930e-01
1855,5.984925e-01
1856,5.985010e-01
1857,5.984944e-01
1858,5.985045e-01
1859,5.984977e-01
1860,5.985057e-01
1861,5.985019e-01
1862,5.984985e-01
1863,5.984945e-01
1864,5.985053e-01
1865,5.985009e-01
1866,5.985106e-01
1867,5.984988e-01
1868,5.985068e-01
1869,5.985074e-01
1870,5.985091e-01
1871,5.985089e-01
1872,5.985101e-01
1873,5.985021e-01
1874,5.985075e-01
1875,5.984986e-01
1876,5.985084e-01
1877,5.985087e-01
1878,5.985126e-01
1879,5.985118e-01
1880,5.985139e-01
1881,5.985135e-01
1882,5.985160e-01
1883,5.985178e-01
1884,5.985234e-01
1885,5.985177e-01
1886,5.985236e-01
1887,5.985212e-01
1888,5.985395e-01
1889,5.985267e-01
1890,5.985173e-01
1891,5.985374e-01
1892,5.985375e-01
1893,5.985219e-01
1894,5.985395e-01
1895,5.985259e-01
1896,5.985377e-01
1897,5.985346e-01
1898,5.985278e-01
1899,5.985336e-01
1900,5.985348e-01
1901,5.985282e-01
1902,5.985311e-01
1903,5.985430e-01
1904,5.985403e-01
1905,5.985456e-01
1906,5.985503e-01
1907,5.985510e-01
1908,5.985528e-01
1909,5.985467e-01
1910,5.985626e-01
1911,5.985568e-01
1912,5.985620e-01
1913,5.985628e-01
1914,5.985597e-01
1915,5.985623e-01
1916,5.985647e-01
1917,5.985680e-01
1918,5.985681e-01
1919,5.985667e-01
1920,5.985744e-01
1921,5.985721e-01
1922,5.985680e-01
1923,5.985740e-01
1924,5.985727e-01
1925,5.985756e-01
1926,5.985690e-01
1927,5.985764e-01
1928,5.985709e-01
1929,5.985737e-01
1930,5.985773e-01
1931,5.985816e-01
1932,5.985819e-01
1933,5.985809e-01
1934,5.985873e-01
1935,5.985885e-01
1936,5.985876e-01
1937,5.985909e-01
1938,5.985909e-01
1939,5.986005e-01
1940,5.985995e-01
1941,5.985970e-01
1942,5.985983e-01
1943,5.985949e-01
1944,5.985902e-01
1945,5.986034e-01
1946,5.985963e-01
1947,5.986127e-01
1948,5.985994e-01
1949,5.986069e-01
1950,5.986130e-01
1951,5.986176e-01
1952,5.986123e-01
1953,5.986121e-01
1954,5.986221e-01
1955,5.986227e-01
1956,5.986227e-01
1957,5.986217e-01
1958,5.986380e-01
1959,5.986621e-01
1960,5.986206e-01
1961,5.986217e-01
1962,5.986208e-01
1963,5.986167e-01
1964,5.986135e-01
1965,5.986135e-01
1966,5.986119e-01
1967,5.986088e-01
1968,5.986297e-01
1969,5.986050e-01
1970,5.986169e-01
1971,5.986307e-01
1972,5.986362e-01
1973,5.986303e-01
1974,5.986261e-01
1975,5.986264e-01
1976,5.986413e-01
1977,5.986383e-01
1978,5.986373e-01
1979,5.986415e-01
1980,5.986350e-01
1981,5.986387e-01
1982,5.986454e-01
1983,5.986407e-01
1984,5.986435e-01
1985,5.986436e-01
1986,5.986362e-01
1987,5.986385e-01
1988,5.986383e-01
1989,5.986386e-01
1990,5.986470e-01
1991,5.986468e-01
1992,5.986474e-01
1993,5.986586e-01
1994,5.986542e-01
1995,5.986666e-01
1996,5.986509e-01
1997,5.986618e-01
1998,5.986608e-01
1999,5.986711e-01
2000,5.986525e-01
2001,5.986614e-01
2002,5.986546e-01
2003,5.986546e-01
2004,5.986546e-01
2005,5.986655e-01
2006,5.986564e-01
2007,5.986636e-01
2008,5.986659e-01
2009,5.986635e-01
2010,5.986712e-01
2011,5.986766e-01
2012,5.986796e-01
2013,5.986777e-01
2014,5.986729e-01
2015,5.986792e-01
2016,5.986704e-01
2017,5.986688e-01
2018,5.986777e-01
2019,5.986727e-01
2020,5.986746e-01
2021,5.986729e-01
2022,5.986806e-01
2023,5.986820e-01
2024,5.986855e-01
2025,5.986884e-01
2026,5.986782e-01
2027,5.986773e-01
2028,5.986905e-01
2029,5.986830e-01
2030,5.986755e-01
2031,5.986847e-01
2032,5.986882e-01
2033,5.986815e-01
2034,5.986886e-01
2035,5.986856e-01
2036,5.986908e-01
2037,5.986780e-01
2038,5.986816e-01
2039,5.986881e-01
2040,5.986841e-01
2041,5.986845e-01
2042,5.986842e-01
2043,5.986856e-01
2044,5.986822e-01
2045,5.986891e-01
2046,5.986849e-01
2047,5.986917e-01
2048,5.986886e-01
2049,5.986920e-01
2050,5.986914e-01
2051,5.986891e-01
2052,5.986970e-01
2053,5.986933e-01
2054,5.986955e-01
2055,5.986914e-01
2056,5.987029e-01
2057,5.987002e-01
2058,5.987011e-01
2059,5.986999e-01
2060,5.987041e-01
2061,5.987006e-01
2062,5.987103e-01
2063,5.987010e-01
2064,5.987023e-01
2065,5.987042e-01
2066,5.987105e-01
2067,5.987014e-01
2068,5.987108e-01
2069,5.987126e-01
2070,5.987133e-01
2071,5.987109e-01
2072,5.987135e-01
2073,5.987113e-01
2074,5.987164e-01
2075,5.987193e-01
2076,5.987065e-01
2077,5.987185e-01
2078,5.987163e-01
2079,5.987199e-01
2080,5.987235e-01
2081,5.987171e-01
2082,5.987235e-01
2083,5.987244e-01
2084,5.987305e-01
2085,5.987254e-01
2086,5.987241e-01
2087,5.987300e-01
2088,5.987232e-01
2089,5.987254e-01
2090,5.987299e-01
2091,5.987321e-01
2092,5.987218e-01
2093,5.987327e-01
2094,5.987295e-01
2095,5.987232e-01
2096,5.987310e-01
2097,5.987346e-01
2098,5.987312e-01
2099,5.987371e-01
2100,5.987328e-01
2101,5.987361e-01
2102,5.987354e-01
2103,5.987379e-01
2104,5.987297e-01
2105,5.987431e-01
2106,5.987398e-01
2107,5.987389e-01
2108,5.987327e-01
2109,5.987388e-01
2110,5.987373e-01
2111,5.987378e-01
2112,5.987416e-01
2113,5.987372e-01
2114,5.987372e-01
2115,5.987369e-01
2116,5.987416e-01
2117,5.987359e-01
2118,5.987459e-01
2119,5.987393e-01
2120,5.987429e-01
2121,5.987361e-01
2122,5.987426e-01
2123,5.987425e-01
2124,5.987381e-01
2125,5.987336e-01
2126,5.987376e-01
2127,5.987263e-01
2128,5.987338e-01
2129,5.987381e-01
2130,5.987343e-01
2131,5.987370e-01
2132,5.987377e-01
2133,5.987355e-01
2134,5.987338e-01
2135,5.987337e-01
2136,5.987411e-01
2137,5.987387e-01
2138,5.987375e-01
2139,5.987408e-01
2140,5.987433e-01
2141,5.987408e-01
2142,5.987440e-01
2143,5.987437e-01
2144,5.987466e-01
2145,5.987465e-01
2146,5.987520e-01
2147,5.987528e-01
2148,5.987450e-01
2149,5.987553e-01
2150,5.987527e-01
2151,5.987433e-01
2152,5.987412e-01
2153,5.987545e-01
2154,5.987586e-01
2155,5.987694e-01
2156,5.987564e-01
2157,5.987530e-01
2158,5.987608e-01
2159,5.987623e-01
2160,5.987604e-01
2161,5.987637e-01
2162,5.987647e-01
2163,5.987732e-01
2164,5.987553e-01
2165,5.987669e-01
2166,5.987674e-01
2167,5.987625e-01
2168,5.987699e-01
2169,5.987723e-01
2170,5.987761e-01
2171,5.987617e-01
2172,5.987624e-01
2173,5.987651e-01
2174,5.987960e-01
2175,5.987735e-01
2176,5.987999e-01
2177,5.987872e-01
2178,5.987839e-01
2179,5.987705e-01
2180,5.987798e-01
2181,5.987691e-01
2182,5.987773e-01
2183,5.987744e-01
2184,5.987707e-01
2185,5.987733e-01
2186,5.987810e-01
2187,5.987737e-01
2188,5.987763e-01
2189,5.987815e-01
2190,5.987804e-01
2191,5.987796e-01
2192,5.987807e-01
2193,5.987798e-01
2194,5.987826e-01
2195,5.987830e-01
2196,5.987773e-01
2197,5.987901e-01
2198,5.987808e-01
2199,5.987850e-01
2200,5.987862e-01
2201,5.987902e-01
2202,5.987884e-01
2203,5.987877e-01
2204,5.987828e-01
2205,5.987892e-01
2206,5.987881e-01
2207,5.987915e-01
2208,5.987810e-01
2209,5.987928e-01
2210,5.987908e-01
2211,5.987854e-01
2212,5.987878e-01
2213,5.987909e-01
2214,5.987841e-01
2215,5.987775e-01
2216,5.988014e-01
2217,5.987854e-01
2218,5.987723e-01
2219,5.987863e-01
2220,5.987845e-01
2221,5.987789e-01
2222,5.987847e-01
2223,5.987889e-01
2224,5.987853e-01
2225,5.987860e-01
2226,5.987962e-01
2227,5.987943e-01
2228,5.987967e-01
2229,5.987945e-01
2230,5.987954e-01
2231,5.987987e-01
2232,5.987954e-01
2233,5.987930e-01
2234,5.987921e-01
2235,5.987990e-01
2236,5.988001e-01
2237,5.987993e-01
2238,5.988008e-01
2239,5.987946e-01
2240,5.987983e-01
2241,5.988080e-01
2242,5.988018e-01
2243,5.988061e-01
2244,5.988058e-01
2245,5.988013e-01
2246,5.988065e-01
2247,5.988004e-01
2248,5.988133e-01
2249,5.988103e-01
2250,5.988055e-01
2251,5.988061e-01
2252,5.988110e-01
2253,5.987986e-01
2254,5.988064e-01
2255,5.988094e-01
2256,5.988061e-01
2257,5.988064e-01
2258,5.987988e-01
2259,5.988080e-01
2260,5.988004e-01
2261,5.988072e-01
2262,5.988081e-01
2263,5.988031e-01
2264,5.988071e-01
2265,5.988021e-01
2266,5.988082e-01
2267,5.988073e-01
2268,5.988072e-01
2269,5.988088e-01
2270,5.988108e-01
2271,5.988009e-01
2272,5.988163e-01
2273,5.988104e-01
2274,5.988098e-01
2275,5.988092e-01
2276,5.988145e-01
2277,5.988239e-01
2278,5.988173e-01
2279,5.988209e-01
2280,5.988285e-01
2281,5.988197e-01
2282,5.988220e-01
2283,5.988212e-01
2284,5.988206e-01
2285,5.988270e-01
2286,5.988275e-01
2287,5.988279e-01
2288,5.988286e-01
2289,5.988258e-01
2290,5.988179e-01
2291,5.988204e-01
2292,5.988193e-01
2293,5.988319e-01
2294,5.988302e-01
2295,5.988296e-01
2296,5.988312e-01
2297,5.988322e-01
2298,5.988277e-01
2299,5.988285e-01
2300,5.988218e-01
2301,5.988291e-01
2302,5.988355e-01
2303,5.988298e-01
2304,5.988247e-01
2305,5.988336e-01
2306,5.988335e-01
2307,5.988326e-01
2308,5.988312e-01
2309,5.988411e-01
2310,5.988344e-01
2311,5.988291e-01
2312,5.988343e-01
2313,5.988416e-01
2314,5.988346e-01
2315,5.988367e-01
2316,5.988336e-01
2317,5.988350e-01
2318,5.988304e-01
2319,5.988339e-01
2320,5.988401e-01
2321,5.988363e-01
2322,5.988390e-01
2323,5.988319e-01
2324,5.988316e-01
2325,5.988383e-01
2326,5.988402e-01
2327,5.988436e-01
2328,5.988332e-01
2329,5.988301e-01
2330,5.988331e-01
2331,5.988309e-01
2332,5.988313e-01
2333,5.988377e-01
2334,5.988308e-01
2335,5.988280e-01
2336,5.988331e-01
2337,5.988343e-01
2338,5.988386e-01
2339,5.988380e-01
2340,5.988343e-01
2341,5.988404e-01
2342,5.988492e-01
2343,5.988464e-01
2344,5.988442e-01
2345,5.988431e-01
2346,5.988460e-01
2347,5.988415e-01
2348,5.988447e-01
2349,5.988420e-01
2350,5.988567e-01
2351,5.988526e-01
2352,5.988562e-01
2353,5.988540e-01
2354,5.988463e-01
2355,5.988504e-01
2356,5.988539e-01
2357,5.988475e-01
2358,5.988440e-01
2359,5.988466e-01
2360,5.988513e-01
2361,5.988378e-01
2362,5.988472e-01
2363,5.988548e-01
2364,5.988499e-01
2365,5.988449e-01
2366,5.988620e-01
2367,5.988610e-01
2368,5.988618e-01
2369,5.988578e-01
2370,5.988534e-01
2371,5.988537e-01
2372,5.988563e-01
2373,5.988537e-01
2374,5.988510e-01
2375,5.988520e-01
2376,5.988554e-01
2377,5.988530e-01
2378,5.988513e-01
2379,5.988532e-01
2380,5.988561e-01
2381,5.988535e-01
2382,5.988504e-01
2383,5.988588e-01
2384,5.988540e-01
2385,5.988468e-01
2386,5.988507e-01
2387,5.988528e-01
2388,5.988475e-01
2389,5.988490e-01
2390,5.988518e-01
2391,5.988503e-01
2392,5.988508e-01
2393,5.988495e-01
2394,5.988572e-01
2395,5.988549e-01
2396,5.988533e-01
2397,5.988582e-01
2398,5.988572e-01
2399,5.988531e-01
2400,5.988459e-01
2401,5.988588e-01
2402,5.988557e-01
2403,5.988450e-01
2404,5.988484e-01
2405,5.988611e-01
2406,5.988583e-01
2407,5.988534e-01
2408,5.988562e-01
2409,5.988621e-01
2410,5.988576e-01
2411,5.988545e-01
2412,5.988601e-01
2413,5.988521e-01
2414,5.988544e-01
2415,5.988626e-01
2416,5.988667e-01
2417,5.988674e-01
2418,5.988623e-01
2419,5.988648e-01
2420,5.988658e-01
2421,5.988593e-01
2422,5.988562e-01
2423,5.988641e-01
2424,5.988689e-01
2425,5.988675e-01
2426,5.988673e-01
2427,5.988689e-01
2428,5.988688e-01
2429,5.988667e-01
2430,5.988631e-01
2431,5.988725e-01
2432,5.988723e-01
2433,5.988688e-01
2434,5.988675e-01
2435,5.988734e-01
2436,5.988804e-01
2437,5.988683e-01
2438,5.988676e-01
2439,5.988764e-01
2440,5.988767e-01
2441,5.988647e-01
2442,5.988666e-01
2443,5.988760e-01
2444,5.988645e-01
2445,5.988686e-01
2446,5.988738e-01
2447,5.988649e-01
2448,5.988641e-01
2449,5.988735e-01
2450,5.988759e-01
2451,5.988728e-01
2452,5.988672e-01
2453,5.988779e-01
2454,5.988660e-01
2455,5.988710e-01
2456,5.988817e-01
2457,5.988832e-01
2458,5.988811e-01
2459,5.988874e-01
2460,5.988816e-01
2461,5.988840e-01
2462,5.988817e-01
2463,5.988800e-01
2464,5.988785e-01
2465,5.988832e-01
2466,5.988808e-01
2467,5.988904e-01
2468,5.988902e-01
2469,5.988812e-01
2470,5.988814e-01
2471,5.988805e-01
2472,5.988737e-01
2473,5.988786e-01
2474,5.988744e-01
2475,5.988789e-01
2476,5.988770e-01
2477,5.988779e-01
2478,5.988744e-01
2479,5.988763e-01
2480,5.988740e-01
2481,5.988713e-01
2482,5.988769e-01
2483,5.988852e-01
2484,5.988738e-01
2485,5.988785e-01
2486,5.988785e-01
2487,5.988770e-01
2488,5.988719e-01
2489,5.988865e-01
2490,5.988801e-01
2491,5.988821e-01
2492,5.988831e-01
2493,5.988892e-01
2494,5.988859e-01
2495,5.988937e-01
2496,5.988871e-01
2497,5.988879e-01
2498,5.988887e-01
2499,5.988868e-01
2500,5.988871e-01
2501,5.988847e-01
2502,5.988739e-01
2503,5.988867e-01
2504,5.988823e-01
2505,5.988767e-01
2506,5.988776e-01
2507,5.988766e-01
2508,5.988752e-01
2509,5.988733e-01
2510,5.988747e-01
2511,5.988815e-01
2512,5.988766e-01
2513,5.988745e-01
2514,5.988716e-01
2515,5.988763e-01
2516,5.988792e-01
2517,5.988713e-01
2518,5.988780e-01
2519,5.988739e-01
2520,5.988798e-01
2521,5.988831e-01
2522,5.988817e-01
2523,5.988797e-01
2524,5.988690e-01
2525,5.988724e-01
2526,5.988828e-01
2527,5.988823e-01
2528,5.988841e-01
2529,5.988778e-01
2530,5.988829e-01
2531,5.988873e-01
2532,5.988872e-01
2533,5.988778e-01
2534,5.988745e-01
2535,5.988635e-01
2536,5.989024e-01
2537,5.988892e-01
2538,5.988976e-01
2539,5.988883e-01
2540,5.988969e-01
2541,5.988908e-01
2542,5.989027e-01
2543,5.988965e-01
2544,5.988923e-01
2545,5.988991e-01
2546,5.988973e-01
2547,5.988963e-01
2548,5.988947e-01
2549,5.989002e-01
2550,5.988999e-01
2551,5.989007e-01
2552,5.988948e-01
2553,5.988982e-01
2554,5.989069e-01
2555,5.988961e-01
2556,5.989065e-01
2557,5.989040e-01
2558,5.988968e-01
2559,5.988978e-01
2560,5.989022e-01
2561,5.989079e-01
2562,5.989064e-01
2563,5.989066e-01
2564,5.989054e-01
2565,5.989038e-01
2566,5.989023e-01
2567,5.989061e-01
2568,5.989087e-01
2569,5.989054e-01
2570,5.988970e-01
2571,5.989076e-01
2572,5.989070e-01
2573,5.989126e-01
2574,5.989117e-01
2575,5.989147e-01
2576,5.989118e-01
2577,5.989127e-01
2578,5.989088e-01
2579,5.989201e-01
2580,5.989148e-01
2581,5.989121e-01
2582,5.988997e-01
2583,5.989268e-01
2584,5.989193e-01
2585,5.989034e-01
2586,5.989150e-01
2587,5.989227e-01
2588,5.989187e-01
2589,5.989182e-01
2590,5.989135e-01
2591,5.989060e-01
2592,5.988987e-01
2593,5.989104e-01
2594,5.989054e-01
2595,5.989067e-01
2596,5.989114e-01
2597,5.989041e-01
2598,5.989012e-01
2599,5.989063e-01
2600,5.989022e-01
2601,5.989098e-01
2602,5.988992e-01
2603,5.988963e-01
2604,5.989029e-01
2605,5.989020e-01
2606,5.989000e-01
2607,5.988974e-01
2608,5.988981e-01
2609,5.989027e-01
2610,5.989013e-01
2611,5.989037e-01
2612,5.989045e-01
2613,5.989064e-01
2614,5.989000e-01
2615,5.989018e-01
2616,5.989081e-01
2617,5.989051e-01
2618,5.989034e-01
2619,5.989091e-01
2620,5.988992e-01
2621,5.988999e-01
2622,5.988922e-01
2623,5.989072e-01
2624,5.989023e-01
2625,5.989004e-01
2626,5.989016e-01
2627,5.989048e-01
2628,5.989096e-01
2629,5.989111e-01
2630,5.989056e-01
2631,5.989019e-01
2632,5.989043e-01
