# x, y
0.000000000000000000e+00 5.599999900000000252e+02 1.000000000000000082e-05 0.000000000000000000e+00
0.000000000000000000e+00 5.599999900000000252e+02 1.000000000000000082e-05 0.000000000000000000e+00
0.000000000000000000e+00 5.599999900000000252e+02 1.000000000000000082e-05 0.000000000000000000e+00
0.000000000000000000e+00 5.599999900000000252e+02 1.000000000000000082e-05 0.000000000000000000e+00
0.000000000000000000e+00 5.599999900000000252e+02 1.000000000000000082e-05 0.000000000000000000e+00
0.000000000000000000e+00 5.599999900000000252e+02 1.000000000000000082e-05 0.000000000000000000e+00
0.000000000000000000e+00 5.599999900000000252e+02 1.000000000000000082e-05 0.000000000000000000e+00
1.123595517128705978e-02 5.599999825218312708e+02 1.498544590548633720e-05 2.492723044478210265e-06
2.247191034257411957e-02 5.599999713154600158e+02 2.245635986422294070e-05 6.228180254792454046e-06
3.370786458253860474e-02 5.599999545222175357e+02 3.365185444986216930e-05 1.182592810360583578e-05
4.494382068514823914e-02 5.599999293567907444e+02 5.042880475387218948e-05 2.021440456018190073e-05
5.617977678775787354e-02 5.599998916452805133e+02 7.556980943890397300e-05 3.278490991621834402e-05
6.741572916507720947e-02 5.599998351329322759e+02 1.132447037253286903e-04 5.162236395247482833e-05
7.865168899297714233e-02 5.599997504466216469e+02 1.697022336451984128e-04 7.985114458017856360e-05
8.988764137029647827e-02 5.599996235405438938e+02 2.543062618972739288e-04 1.221531941727580124e-04
1.011235937476158142e-01 5.599994333662751842e+02 3.810890543834472184e-04 1.855446704839453528e-04
1.123595535755157471e-01 5.599991483817466360e+02 5.710786197915622940e-04 2.805396336260616722e-04
1.235955059528350830e-01 5.599987213206612751e+02 8.557857391700802530e-04 4.228935994628898413e-04
1.348314583301544189e-01 5.599980813521410710e+02 1.282430810362831727e-03 6.362170485410235336e-04
1.460674107074737549e-01 5.599971223342608937e+02 1.921774694707049490e-03 9.558910441859004353e-04
1.573033779859542847e-01 5.599956852086738763e+02 2.879855343103170182e-03 1.434935982916887018e-03
1.685393303632736206e-01 5.599935316316416447e+02 4.315566453125052084e-03 2.152801905174306796e-03
1.797752827405929565e-01 5.599903044393738583e+02 6.467012439704438939e-03 3.228548186402163157e-03
1.910112351179122925e-01 5.599854684351982996e+02 9.690980352750915364e-03 4.840584448846346581e-03
2.022471874952316284e-01 5.599782216632135032e+02 1.452208336094703948e-02 7.256253425624797394e-03
2.134831398725509644e-01 5.599673624920329758e+02 2.176135493919695990e-02 1.087615302774297757e-02
2.247191071510314941e-01 5.599510905001068295e+02 3.260895460631847709e-02 1.630054528672621184e-02
2.359550595283508301e-01 5.599267084352792381e+02 4.886277763171775063e-02 2.442878708921550693e-02
2.471910119056701660e-01 5.598901757945275222e+02 7.321588014902050134e-02 3.660832532372049891e-02
2.584269642829895020e-01 5.598354411621768350e+02 1.097011642127683761e-01 5.485767361047253626e-02
2.696629166603088379e-01 5.597534439195476352e+02 1.643559560543649822e-01 8.220012439815368999e-02
2.808988690376281738e-01 5.596306235980895281e+02 2.462136431758183142e-01 1.231627587347054464e-01
2.921348214149475098e-01 5.594466979612875548e+02 3.687801848656739323e-01 1.845218538470396463e-01
3.033707737922668457e-01 5.591713599678399760e+02 5.522254608091454742e-01 2.764145713510755553e-01
3.146067559719085693e-01 5.587593861056136575e+02 8.266205120304974674e-01 4.139933823558944459e-01
3.258427083492279053e-01 5.581434450831094409e+02 1.236678504944785484e+00 6.198764119458888278e-01
3.370786607265472412e-01 5.572236019057261274e+02 1.848633620409389167e+00 9.277644738646623201e-01
3.483146131038665771e-01 5.558522512499549748e+02 2.760023554108359534e+00 1.387725195936699851e+00
3.595505654811859131e-01 5.538129515570909689e+02 4.113224942783584304e+00 2.073823500125589359e+00
3.707865178585052490e-01 5.507917712817336451e+02 6.113306812104559285e+00 3.094921906161812952e+00
3.820224702358245850e-01 5.463408318710879712e+02 9.049667986509669859e+00 4.609500142402338518e+00
3.932584226131439209e-01 5.398369819446257907e+02 1.331803403209981518e+01 6.844984023274419904e+00
4.044943749904632568e-01 5.304459376741870074e+02 1.943323434964973018e+01 1.012082797616340990e+01
4.157303273677825928e-01 5.171160065657194309e+02 2.801234742251695664e+01 1.487164601176380607e+01
4.269662797451019287e-01 4.986452843340791787e+02 3.969358430081032907e+01 2.166113136511062365e+01
4.382022619247436523e-01 4.738814882322579365e+02 5.494900526577763600e+01 3.116950650196455541e+01
4.494382143020629883e-01 4.420947785356912618e+02 7.377489266185448002e+01 4.413032880245456369e+01
4.606741666793823242e-01 4.034655094646275302e+02 9.533661460293537004e+01 6.119787593243746215e+01
4.719101190567016602e-01 3.594612570182429749e+02 1.177837402818175718e+02 8.275500269993979430e+01
4.831460714340209961e-01 3.127755324065214495e+02 1.385002837825448978e+02 1.087241838109338232e+02
4.943820238113403320e-01 2.666880122123716887e+02 1.548319632275217828e+02 1.384800245601069548e+02
5.056179761886596680e-01 2.241331796704353394e+02 1.649368393107583302e+02 1.709299810188066147e+02
5.168539285659790039e-01 1.870052715785229509e+02 1.682587361537810864e+02 2.047359922676963322e+02
5.280898809432983398e-01 1.560016504727086044e+02 1.654252477807331161e+02 2.385731017465587058e+02
5.393258333206176758e-01 1.308971583116627357e+02 1.577782104201778850e+02 2.713246312681596919e+02
5.505617856979370117e-01 1.109575913443037507e+02 1.468685194559857337e+02 3.021738891997107999e+02
5.617977380752563477e-01 9.528010420072034492e+01 1.341116264868035444e+02 3.306082693124765797e+02
5.730336904525756836e-01 8.299618534865577146e+01 1.206306235724776599e+02 3.563731910788670803e+02
5.842696428298950195e-01 7.336081163032110908e+01 1.072304429182177188e+02 3.794087454514615843e+02
