# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.944055175781250000e+03 3.127108125000000000e+05 1.222739982604980469e+01 2.126897573471069336e+00 3.275848632812500000e+03 3.127108125000000000e+05 1.222739982604980469e+01 2.126897573471069336e+00 9.989795992783476741e-01
1.000000000000000000e+03 1.543008666992187500e+03 2.597056406250000000e+05 4.854916572570800781e+00 1.129253673553466797e+01 2.817746582031250000e+03 2.597056406250000000e+05 4.854916572570800781e+00 1.129253673553466797e+01 9.377481097919916353e-01
2.000000000000000000e+03 1.139511962890625000e+03 2.143859531250000000e+05 3.474012613296508789e-01 1.876512289047241211e+00 9.771265869140625000e+02 2.143859531250000000e+05 3.474012613296508789e-01 1.876512289047241211e+00 8.712325038722513737e-01
3.000000000000000000e+03 6.159236450195312500e+02 1.732371093750000000e+05 2.002123445272445679e-01 2.058799982070922852e+00 1.265665649414062500e+03 1.732371093750000000e+05 2.002123445272445679e-01 2.058799982070922852e+00 7.992719763588278514e-01
4.000000000000000000e+03 3.125383911132812500e+02 1.367937031250000000e+05 2.660670876502990723e-01 1.194707274436950684e+00 1.818916381835937500e+03 1.367937031250000000e+05 2.660670876502990723e-01 1.194707274436950684e+00 7.279411862188749360e-01
5.000000000000000000e+03 1.245450805664062500e+03 1.057012031250000000e+05 2.962358295917510986e-01 3.796048462390899658e-01 1.678773046875000000e+04 1.057012031250000000e+05 2.962358295917510986e-01 3.796048462390899658e-01 6.551666869704698692e-01
6.000000000000000000e+03 9.681406860351562500e+02 7.973126562500000000e+04 9.557190537452697754e-01 1.682700067758560181e-01 1.899925976562500000e+04 7.973126562500000000e+04 9.557190537452697754e-01 1.682700067758560181e-01 5.982974767851307885e-01
7.000000000000000000e+03 5.510103149414062500e+02 5.753685156250000000e+04 1.617674589157104492e+00 9.559980779886245728e-02 2.208506445312500000e+04 5.753685156250000000e+04 1.617674589157104492e+00 9.559980779886245728e-02 5.403523095853236535e-01
8.000000000000000000e+03 4.109820861816406250e+02 3.924114453125000000e+04 2.505420446395874023e+00 4.638102650642395020e-02 2.254840625000000000e+04 3.924114453125000000e+04 2.505420446395874023e+00 4.638102650642395020e-02 4.858315973818399525e-01
9.000000000000000000e+03 2.972497558593750000e+02 2.486167187500000000e+04 3.581495046615600586e+00 1.834305562078952789e-02 2.201829882812500000e+04 2.486167187500000000e+04 3.581495046615600586e+00 1.834305562078952789e-02 4.365992803889263141e-01
1.000000000000000000e+04 1.876585388183593750e+02 1.421925195312500000e+04 3.627491712570190430e+00 5.084918346256017685e-03 2.232508398437500000e+04 1.421925195312500000e+04 3.627491712570190430e+00 5.084918346256017685e-03 3.904987610746207816e-01
1.100000000000000000e+04 1.278508758544921875e+02 7.001519042968750000e+03 3.271977663040161133e+00 1.609012251719832420e-03 2.029015234375000000e+04 7.001519042968750000e+03 3.271977663040161133e+00 1.609012251719832420e-03 3.519634668437843228e-01
1.200000000000000000e+04 8.921472167968750000e+01 2.734516357421875000e+03 3.194702386856079102e+00 5.132278893142938614e-04 1.943366992187500000e+04 2.734516357421875000e+03 3.194702386856079102e+00 5.132278893142938614e-04 3.231258793559809162e-01
1.300000000000000000e+04 6.221802139282226562e+01 7.288022460937500000e+02 3.618433713912963867e+00 1.356911670882254839e-04 2.102305468750000000e+04 7.288022460937500000e+02 3.618433713912963867e+00 1.356911670882254839e-04 3.049299584725301826e-01
1.400000000000000000e+04 4.235831069946289062e+01 1.006957855224609375e+02 4.683054924011230469e+00 2.497254172340035439e-05 2.652762695312500000e+04 1.006957855224609375e+02 4.683054924011230469e+00 2.497254172340035439e-05 2.965361159732331497e-01
1.500000000000000000e+04 2.843855476379394531e+01 4.713860034942626953e+00 6.389559745788574219e+00 2.016459802689496428e-06 3.224027343750000000e+04 4.713860034942626953e+00 6.389559745788574219e+00 2.016459802689496428e-06 2.951294506415980123e-01
1.600000000000000000e+04 2.086470222473144531e+01 7.156538963317871094e-02 7.760742664337158203e+00 7.039056072244420648e-06 3.191909570312500000e+04 7.156538963317871094e-02 7.760742664337158203e+00 7.039056072244420648e-06 2.959514410292408693e-01
1.700000000000000000e+04 1.524829196929931641e+01 6.180047988891601562e-03 7.959907531738281250e+00 6.979244062677025795e-07 2.813703710937500000e+04 6.180047988891601562e-03 7.959907531738281250e+00 6.979244062677025795e-07 2.957310187081261255e-01
1.800000000000000000e+04 1.317002773284912109e+01 4.474878311157226562e-03 7.411026477813720703e+00 1.648190664127469063e-05 2.490782031250000000e+04 4.474878311157226562e-03 7.411026477813720703e+00 1.648190664127469063e-05 2.944307542944381573e-01
1.900000000000000000e+04 9.966893196105957031e+00 2.832651138305664062e-03 6.641121387481689453e+00 2.310262061655521393e-07 1.931123828125000000e+04 2.832651138305664062e-03 6.641121387481689453e+00 2.310262061655521393e-07 2.925744773625998385e-01
2.000000000000000000e+04 8.390188217163085938e+00 2.450201660394668579e-03 5.969724178314208984e+00 6.115442374721169472e-09 1.335924707031250000e+04 2.450201660394668579e-03 5.969724178314208984e+00 6.115442374721169472e-09 2.904975305921351225e-01
2.100000000000000000e+04 3.836137695312500000e+02 8.647562563419342041e-02 3.348576307296752930e+00 8.520422852598130703e-05 2.044458007812500000e+02 8.647562563419342041e-02 3.348576307296752930e+00 8.520422852598130703e-05 2.601164337282018679e-01
2.200000000000000000e+04 2.048573303222656250e+02 3.017485141754150391e-03 2.157382726669311523e+00 2.753586159087717533e-06 1.511517906188964844e+01 3.017485141754150391e-03 2.157382726669311523e+00 2.753586159087717533e-06 2.580468173482352578e-01
2.300000000000000000e+04 1.675268249511718750e+02 1.549813896417617798e-03 1.711685776710510254e+00 2.347078407183289528e-07 2.173451662063598633e+00 1.549813896417617798e-03 1.711685776710510254e+00 2.347078407183289528e-07 2.571502552405526276e-01
2.400000000000000000e+04 1.473295135498046875e+02 1.549813896417617798e-03 1.503151893615722656e+00 4.895264282822608948e-08 2.607431888580322266e+00 1.549813896417617798e-03 1.503151893615722656e+00 4.895264282822608948e-08 2.567249328016150689e-01
