epoch,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss,train/total_loss_smma
,0.001,0,,,,,,
0,,60,0.48080751299858093,0.02419525384902954,0.049910590052604675,0.011196482926607132,0.08530233800411224,
,0.001,61,,,,,,
1,,121,0.4662315547466278,0.007448907475918531,2.5177423594868742e-05,0.00018209833069704473,0.00765618309378624,
,0.001,122,,,,,,
2,,182,0.45677366852760315,0.006659866310656071,3.0400615287362598e-05,6.68729335302487e-05,0.006757140159606934,
,0.001,183,,,,,,
3,,243,0.45055654644966125,0.006740866228938103,3.571398337953724e-05,3.317880691611208e-05,0.006809759419411421,
,0.001,244,,,,,,
4,,304,0.44288763403892517,0.005655672401189804,3.402258880669251e-05,3.912917600246146e-05,0.0057288240641355515,
,0.001,305,,,,,,
5,,365,0.43467116355895996,0.007147630210965872,2.6111583792953752e-05,3.749924508156255e-05,0.0072112418711185455,
,0.001,366,,,,,,
6,,426,0.42694082856178284,0.004901476204395294,1.594948480487801e-05,1.8185221051680855e-05,0.004935610573738813,
,0.001,427,,,,,,
7,,487,0.4203534722328186,0.004416433162987232,1.160147166956449e-05,2.4942222808022052e-05,0.004452975932508707,
,0.001,488,,,,,,
8,,548,0.41445258259773254,0.005970480386167765,1.08541016743402e-05,1.7518606910016388e-05,0.0059988535940647125,
,0.001,549,,,,,,
9,,609,0.4080873131752014,0.005883337929844856,8.645826710562687e-06,2.0036144633195363e-05,0.005912021268159151,
,0.001,610,,,,,,
10,,670,0.4015747010707855,0.00614272803068161,8.462056939606555e-06,1.5750450984342024e-05,0.006166940554976463,
,0.001,671,,,,,,
11,,731,0.3960306942462921,0.00681157736107707,6.6596526266948786e-06,1.279276330024004e-05,0.006831029895693064,
,0.001,732,,,,,,
12,,792,0.3904159665107727,0.004203212913125753,5.542608960240614e-06,1.1190792065463029e-05,0.004219946451485157,
,0.001,793,,,,,,
13,,853,0.38437363505363464,0.005590070970356464,5.282970505504636e-06,1.1281316801614594e-05,0.005606636870652437,
,0.001,854,,,,,,
14,,914,0.37838679552078247,0.005789887625724077,4.8361075641878415e-06,1.134610010922188e-05,0.005806070286780596,
,0.001,915,,,,,,
15,,975,0.3727591931819916,0.005281539633870125,4.352646556071704e-06,9.424641575606074e-06,0.005295316688716412,
,0.001,976,,,,,,
16,,1036,0.3655794858932495,0.004896885249763727,4.306650680518942e-06,2.1705298422602937e-05,0.0049228970892727375,
,0.001,1037,,,,,,
17,,1097,0.35994139313697815,0.006719526834785938,3.5213051887694746e-06,8.378808161069173e-06,0.006731425877660513,
,0.001,1098,,,,,,
18,,1158,0.35389959812164307,0.005118398927152157,5.6573458095954265e-06,1.074938518286217e-05,0.005134806036949158,
,0.001,1159,,,,,,
