epoch,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss,train/total_loss_smma
,0.001,0,,,,,,
0,,60,0.4821431040763855,0.040153730660676956,0.03635147958993912,0.006306041497737169,0.08281125128269196,
,0.001,61,,,,,,
1,,121,0.4734572172164917,0.008043675683438778,3.592904818106035e-07,4.675133368436946e-06,0.008048711344599724,
,0.001,122,,,,,,
2,,182,0.47340869903564453,0.00746040977537632,3.494756981581304e-07,1.6414123820140958e-06,0.0074623990803956985,
,0.001,183,,,,,,
3,,243,0.47339579463005066,0.0075012920424342155,3.571054776330129e-07,1.149574472947279e-06,0.007502801716327667,
,0.001,244,,,,,,
4,,304,0.47337964177131653,0.007169904187321663,1.3755648069491144e-06,8.759135425862041e-07,0.007172154262661934,
,0.001,305,,,,,,
5,,365,0.4733594059944153,0.008251399733126163,8.03298064511182e-07,2.7207506718696095e-06,0.008254923857748508,
,0.001,366,,,,,,
6,,426,0.47333472967147827,0.006062432657927275,1.3267202803035616e-06,2.861287157429615e-06,0.0060666208155453205,
,0.001,427,,,,,,
7,,487,0.4733062982559204,0.009041405282914639,8.713529382475826e-07,6.897211051182239e-07,0.00904296524822712,
,0.001,488,,,,,,
8,,548,0.47326821088790894,0.008438939228653908,1.3746321201324463e-06,5.196137635721243e-07,0.008440833538770676,
,0.001,549,,,,,,
9,,609,0.4731978476047516,0.00679215881973505,1.1959990615650895e-06,1.515821168140974e-06,0.006794870365411043,
,0.001,610,,,,,,
10,,670,0.4626944959163666,0.013321802020072937,9.32978218770586e-06,0.0011683476623147726,0.014499480836093426,
,0.001,671,,,,,,
11,,731,0.45536231994628906,0.0073218271136283875,8.848400625538488e-07,1.959592054845416e-06,0.007324671372771263,
,0.001,732,,,,,,
12,,792,0.4536198675632477,0.0062169465236365795,2.3417520424118266e-05,1.4625903531850781e-05,0.006254990119487047,
,0.001,793,,,,,,
13,,853,0.4405768811702728,0.0076009416952729225,3.526097134454176e-05,0.0002301865752087906,0.0078663881868124,
,0.001,854,,,,,,
14,,914,0.4394247829914093,0.007961597293615341,4.4137468648841605e-06,2.2753843040845823e-06,0.00796828605234623,
,0.001,915,,,,,,
15,,975,0.43253204226493835,0.006440149620175362,7.016319432295859e-05,3.063749318243936e-05,0.006540951319038868,
,0.001,976,,,,,,
