epoch,lr-Adam,step,train/beta,train/data_loss,train/ic_loss,train/pde_loss,train/total_loss,train/total_loss_smma,val/si_re
,0.001,0,,,,,,,
0,,60,0.4949282705783844,0.010329178534448147,0.16159245371818542,0.002691623056307435,0.17461323738098145,,0.4972081184387207
,0.001,61,,,,,,,
1,,121,0.4759172201156616,0.008180339820683002,0.00012383784633129835,0.002104461193084717,0.010408640839159489,,0.655311107635498
,0.001,122,,,,,,,
2,,182,0.44386884570121765,0.0064942059107124805,5.1426217396510765e-05,0.001625732285901904,0.008171363733708858,,0.6311755776405334
,0.001,183,,,,,,,
3,,243,0.4170862138271332,0.007162407040596008,7.76183296693489e-05,0.0005848952569067478,0.007824921980500221,,0.4268034100532532
,0.001,244,,,,,,,
4,,304,0.4078841209411621,0.007063874043524265,3.302175900898874e-05,0.0006494499393738806,0.007746346294879913,,0.4261086583137512
,0.001,305,,,,,,,
5,,365,0.39757075905799866,0.00745092099532485,4.782021642313339e-05,0.0006167751853354275,0.008115516044199467,,0.5022658705711365
,0.001,366,,,,,,,
6,,426,0.38906940817832947,0.006974323187023401,0.0003898070426657796,0.0003098231100011617,0.007673954125493765,,0.3895384967327118
,0.001,427,,,,,,,
7,,487,0.3788440525531769,0.005882055964320898,5.745577436755411e-05,0.0001611635962035507,0.006100673694163561,,0.47309547662734985
,0.001,488,,,,,,,
8,,548,0.36915385723114014,0.006852674297988415,0.00020805168605875224,0.00029142413404770195,0.00735215051099658,,0.41404855251312256
,0.001,549,,,,,,,
9,,609,0.35290879011154175,0.005885460413992405,3.648682468337938e-05,0.0006419818964786828,0.006563928909599781,,0.461911141872406
,0.001,610,,,,,,,
10,,670,0.33117589354515076,0.006019850727170706,7.884661317802966e-05,0.00033076165709644556,0.0064294589683413506,,0.49782463908195496
,0.001,671,,,,,,,
11,,731,0.3130533695220947,0.007864375598728657,1.4235828530217987e-05,0.0002744535740930587,0.008153064176440239,,0.47603583335876465
,0.001,732,,,,,,,
12,,792,0.29725468158721924,0.006800500676035881,3.94510461774189e-05,0.00012545843492262065,0.0069654108956456184,,0.6666327714920044
,0.001,793,,,,,,,
13,,853,0.2904835641384125,0.008992408402264118,6.889795713505009e-06,6.194251182023436e-05,0.009061240591108799,,0.4870050251483917
,0.001,854,,,,,,,
14,,914,0.28222590684890747,0.006614985875785351,2.9044407710898668e-05,5.731464989366941e-05,0.00670134462416172,,0.6342945694923401
,0.001,915,,,,,,,
15,,975,0.2757989466190338,0.00624110409989953,0.00021691748406738043,0.00011055370123358443,0.006568573415279388,,0.3964248299598694
,0.001,976,,,,,,,
16,,1036,0.26961269974708557,0.007436435669660568,3.1936619052430615e-05,6.185431266203523e-05,0.0075302282348275185,,0.45543307065963745
,0.001,1037,,,,,,,
17,,1097,0.25977492332458496,0.005062582436949015,0.00038152365596033633,0.00014026220014784485,0.0055843680165708065,,0.6087657809257507
,0.001,1098,,,,,,,
18,,1158,0.25452083349227905,0.004874108824878931,0.00019852357218042016,2.629961454658769e-05,0.005098931957036257,,0.573901355266571
,0.001,1159,,,,,,,
19,,1219,0.24991580843925476,0.0039002718403935432,0.0001905583485495299,4.1749422962311655e-05,0.004132579080760479,,0.5279878973960876
,0.001,1220,,,,,,,
20,,1280,0.2441370040178299,0.0026478427462279797,0.00012390842312015593,9.412178042111918e-05,0.002865872345864773,,0.35918760299682617
,0.001,1281,,,,,,,
21,,1341,0.23739252984523773,0.0035484752152115107,0.000548411684576422,0.0004939866485074162,0.0045908731408417225,,0.398142546415329
,0.001,1342,,,,,,,
22,,1402,0.2336486130952835,0.0029731541872024536,8.351123688044026e-05,0.00015530585369560868,0.0032119713723659515,,0.46068182587623596
,0.001,1403,,,,,,,
23,,1463,0.2287459373474121,0.002945314161479473,0.0008602587040513754,0.00016115281323436648,0.003966725897043943,,0.27679383754730225
,0.001,1464,,,,,,,
24,,1524,0.22616197168827057,0.0022914886940270662,0.0014182040467858315,9.936317655956373e-05,0.0038090560119599104,,0.41867345571517944
,0.001,1525,,,,,,,
25,,1585,0.22594837844371796,0.002966497093439102,9.540189785184339e-05,0.0001454808807466179,0.0032073799520730972,,0.34633374214172363
,0.001,1586,,,,,,,
26,,1646,0.2207648754119873,0.0034541485365480185,4.231868661008775e-05,0.00017725858197081834,0.0036737259943038225,,0.3183028995990753
,0.001,1647,,,,,,,
27,,1707,0.21643294394016266,0.0009890354704111814,0.000537020736373961,0.0006262290989980102,0.0021522853057831526,,0.42345497012138367
,0.001,1708,,,,,,,
28,,1768,0.21224144101142883,0.0016735821263864636,0.0008324703085236251,0.0008192895329557359,0.0033253428991883993,,0.33468538522720337
,0.001,1769,,,,,,,
29,,1829,0.20768007636070251,0.0018358401721343398,0.00010599321103654802,0.00015934332623146474,0.0021011768840253353,,0.39326775074005127
,0.001,1830,,,,,,,
30,,1890,0.20645135641098022,0.0023379407357424498,9.778740059118718e-05,0.00029203243320807815,0.002727760700508952,,0.3679506480693817
,0.001,1891,,,,,,,
31,,1951,0.2069823145866394,0.003338544862344861,0.00020498913363553584,0.0002009912277571857,0.003744525136426091,,0.35370516777038574
,0.001,1952,,,,,,,
32,,2012,0.21096232533454895,0.005338594783097506,0.00014398890198208392,6.950075476197526e-05,0.005552084185183048,,0.5157938003540039
,0.001,2013,,,,,,,
33,,2073,0.21154507994651794,0.01351709384471178,0.00022702576825395226,9.999333269661292e-05,0.013844114728271961,,0.5786845684051514
,0.001,2074,,,,,,,
34,,2134,0.20758496224880219,0.00392970209941268,4.815804277313873e-05,5.02325601701159e-05,0.004028092138469219,,0.4607633948326111
,0.001,2135,,,,,,,
35,,2195,0.19856998324394226,0.003525715321302414,0.00016858047456480563,9.597344615031034e-05,0.003790269372984767,,0.5001636743545532
,0.001,2196,,,,,,,
36,,2256,0.19978071749210358,0.0057676793076097965,0.0004918972845189273,6.199668132467195e-05,0.0063215745612978935,,0.48203858733177185
,0.001,2257,,,,,,,
37,,2317,0.19574294984340668,0.004358064383268356,0.000852628261782229,0.00012220631469972432,0.005332899279892445,,0.41538625955581665
,0.001,2318,,,,,,,
38,,2378,0.1918710470199585,0.018750112503767014,0.00032149875187315047,0.00022429767705034465,0.019295910373330116,,0.530921459197998
,0.001,2379,,,,,,,
39,,2439,0.18909531831741333,0.004394634161144495,0.0003934475826099515,9.391535422764719e-05,0.004881997127085924,,0.45787397027015686
,0.001,2440,,,,,,,
40,,2500,0.18608491122722626,0.002459739800542593,9.726412099553272e-05,9.732854960020632e-05,0.0026543322019279003,,0.4250577688217163
,0.001,2501,,,,,,,
41,,2561,0.1839621216058731,0.004213682841509581,5.994268576614559e-05,0.00012845726450905204,0.004402082413434982,,0.4563571810722351
,0.001,2562,,,,,,,
42,,2622,0.1858559101819992,0.001653405255638063,0.00013571235467679799,0.00010776545968838036,0.0018968824297189713,,0.442069411277771
,0.001,2623,,,,,,,
43,,2683,0.19142122566699982,0.001365214353427291,0.00018713594181463122,8.135761163430288e-05,0.0016337077831849456,,0.5220828056335449
,0.001,2684,,,,,,,
44,,2744,0.19176173210144043,0.0007930469000712037,0.00036683439975604415,0.0001103031390812248,0.001270184526219964,,0.4425166845321655
,0.001,2745,,,,,,,
45,,2805,0.19644564390182495,0.001266301958821714,0.0001806288491934538,0.0001225058949785307,0.0015694366302341223,,0.47914478182792664
,0.001,2806,,,,,,,
46,,2866,0.2010185569524765,0.0049957651644945145,0.00017027433204930276,8.34569800645113e-05,0.005249497015029192,,0.3886072039604187
,0.001,2867,,,,,,,
47,,2927,0.19987767934799194,0.005285590887069702,6.441105506382883e-05,0.00013272083015181124,0.005482723470777273,,0.3986709415912628
,0.001,2928,,,,,,,
48,,2988,0.2002953141927719,0.0014653966063633561,5.423813036031788e-06,0.00013680978736374527,0.001607630169019103,,0.3976871371269226
,0.001,2989,,,,,,,
49,,3049,0.1977979987859726,0.002937677316367626,1.3033258028372074e-06,7.230466871988028e-05,0.0030112843960523605,,0.5452044010162354
,0.001,3050,,,,,,,
50,,3110,0.2002587467432022,0.004156710579991341,2.9681918931601103e-06,8.175586117431521e-05,0.004241434391587973,0.008747976273298264,0.3841495215892792
,0.001,3111,,,,,,,
51,,3171,0.20398743450641632,0.005476021207869053,0.0006177662871778011,0.00010959546489175409,0.006203381810337305,0.0086970841512084,0.4651951789855957
,0.001,3172,,,,,,,
52,,3232,0.2029227614402771,0.0047940779477357864,8.461462130071595e-05,5.668665835401043e-05,0.004935377277433872,0.008621850050985813,0.5098839998245239
